Although ^cs+con+++=Although
by ^in++++=by
Tchekof ^np+++??+=Tchekof!
! ^zz++++=EXTRAWORD
Harry ^np++++=Harry
was ^vbd+bedz+aux++=was
enjoying ^vbg+++xvbgx+=enjoying
his ^pp$+pp3+++=his
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
part ^nn++++=part
of ^in++++=of
his ^pp$+pp3+++=his
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
his ^pp$+pp3+++=his
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
exactly ^rb+cnj+++=exactly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
certainly ^rb++++=certainly
not ^xnot++not++=not
his ^pp$+pp3+++=his
pose ^nn++++=pose
his ^pp$+pp3+++=his
something ^pn++++=something
or ^cc++++=or
other ^ap++++=other
to ^to++++=to
talk ^vbi++++=talk
about ^in++++=about
food ^nn++++=food
and ^cc++++=and
to ^in++++=to
glory ^nn++++=glory
in ^in++++=in
his ^pp$+pp3+++=his
" ^zz++++="shameless
shameless ^jj+atrb+++=EXTRAWORD
passion ^nn++++=passion
for ^in++++=for
the ^ati++++=the
white ^jj+atrb+++=white
flash ^nn++++=flash
of ^in++++=of
the ^ati++++=the
lobster ^nn+nom+++=lobster"
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="the
the ^ati++++=EXTRAWORD
green ^nn++++=green
of ^in++++=of
pistachio ^nn+++??+=pistachio
ices ^nns+++??+=ices
green ^nn++++=green
and ^cc++++=and
cold ^jj++++=cold
like ^in++++=like
the ^ati++++=the
eyelids ^nns++++=eyelids
of ^in++++=of
Egyptian ^jj+atrb+++=Egyptian
dancers ^nns+nom+++=dancers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
at ^rb++++=at
her ^pp3o+pp3+++=her
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Bertha,
bertha ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
admirable ^jj+atrb+++=admirable
soufflee ^nn+nom+++=soufflee!
! ^zz++++=EXTRAWORD
" ^zz++++="
she ^pp3a+pp3+++=she
almost ^rb+hdg+++=almost
could ^md+pos+++=could
have ^vb+hv+aux++=have
wept ^vprf+++xvbnx+=wept
with ^in++++=with
child ^nn++++=child-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
did ^vbd+dod+vrb++=did
she ^pp3a+pp3+++=she
feel ^vb+vprv+++=feel
so ^ql+emph+++=so
tender ^jj++++=tender
towards ^in++++=towards
the ^ati++++=the
whole ^jj+atrb+++=whole
world ^nn++++=world
tonight ^nr+tm+++=tonight?
? ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
was ^vbd+bedz+aux++=was
good ^jj+pred+++=good
was ^vbd+bedz+vrb++=was
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+dem+++=that
happened ^jj+++xvbn+=happened
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
fill ^vbi++++=fill
again ^rb+tm+++=again
her ^pp$+pp3+++=her
brimming ^vbg+++xvbg+=brimming
cup ^nn++++=cup
of ^in++++=of
bliss ^nn++++=bliss.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
her ^pp$+pp3+++=her
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
pear ^nn++++=pear
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
be ^vb+be+vrb++=be
silver ^nn++++=silver
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
in ^in+cmpx+++=in
the ^in"++++=the
light ^in"++++=light
of ^in"++++=of
poor ^jj+atrb+++=poor
dear ^jj+atrb+++=dear
Eddie ^np++++=Eddie's
's ^$++++=EXTRAWORD
moon ^np++++=moon,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver
as ^ql++++=as
Miss ^npt++++=Miss
Fulton ^np++++=Fulton,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
there ^ex+pex+++=there
turning ^vbg+++xvbg+=turning
a ^at++++=a
tangerine ^nn+++??+=tangerine
in ^in++++=in
her ^pp$+pp3+++=her
slender ^jj+atrb+++=slender
fingers ^nns+nom+++=fingers
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
so ^ql++++=so
pale ^nn++++=pale
a ^at++++=a
light ^nn++++=light
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
come ^vbi++++=come
from ^in+ppvb+++=from
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
she ^pp3a+pp3+++=she
simply ^rb++++=simply
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
out ^rp+pl+++=out
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
miraculous ^jj+pred+++=miraculous
was ^vbd+bedz+vrb++=was
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
should ^md+nec+++=should
have ^vb+hv+aux++=have
guessed ^vprf+++xvbnx+=guessed
Miss ^npt++++=Miss
Fulton ^np++++=Fulton's
's ^$++++=EXTRAWORD
mood ^nn++++=mood
so ^rb++++=so
exactly ^rb++++=exactly
and ^cc+phrs+++=and
so ^rb++++=so
instantly ^rb+tm+++=instantly.
. ^zz++++=EXTRAWORD
For ^in++++=For
she ^pp3a+pp3+++=she
never ^rb++++=never
doubted ^vbd+vprv++xvbn+=doubted
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
right ^jj+pred+++=right,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
what ^wdt+who+++=what
had ^vb+hv+vrb++=had
she ^pp3a+pp3+++=she
to ^to++++=to
go ^vbi++++=go
on ^in+strn+++=on?
? ^zz++++=EXTRAWORD
Less ^rbr++++=Less
than ^in++++=than
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believe ^vb+vprv+tht0++=believe
this ^dt+pdem+++=this
does ^vbz+doz+aux++=does
happen ^vb+++??+=happen
very ^ap+amp+++=very,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
rarely ^rb++++=rarely
between ^in++++=between
women ^nns++++=women.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
between ^in++++=between
men ^nns++++=men,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
Bertha ^np+++??+=Bertha.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
making ^vbg+++xvbgx+=making
the ^ati++++=the
coffee ^nn++++=coffee
in ^in++++=in
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
perhaps ^rb++++=perhaps
she ^pp3a+pp3+++=she
will ^md+prd+++=will
' ^zz++++='give
give ^vb++++=EXTRAWORD
a ^at++++=a
sign ^nn++++=sign'
' ^zz++++=EXTRAWORD
" ^zz++++="
What ^wdt+who+++=What
she ^pp3a+pp3+++=she
meant ^vbd+vprv++xvbnx+=meant
by ^in++++=by
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
would ^md+prd+++=would
happen ^vb+++??+=happen
after ^cs+sub+++=after
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
imagine ^vb+vprv+++=imagine.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
like ^in++++=like
this ^dt+dem+++=this
she ^pp3a+pp3+++=she
saw ^vbd+vprv+tht0+xvbnx+=saw
herself ^ppl+pp3+++=herself
talking ^vbg+++xvbg+=talking
and ^cc+phrs+++=and
laughing ^vbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^md"++pmd"++=had
to ^md+nec+++=to
talk ^vb++++=talk
because ^cs+cos+++=because
of ^in"++++=of
her ^pp$+pp3+++=her
desire ^nn++++=desire
to ^to+ncmp+++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
laugh ^vb++++=laugh
or ^cc+phrs+++=or
die ^vb++++=die."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
noticed ^vbd+vprv++xvbnx+=noticed
Face ^np++++=Face's
's ^$++++=EXTRAWORD
funny ^jj+atrb+++=funny
little ^jj+atrb+++=little
habit ^nn++++=habit
of ^in++++=of
tucking ^xvbg+++xvbg+=tucking
something ^pn++++=something
down ^in++++=down
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
her ^pp$+pp3+++=her
bodice ^nn++++=bodice
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
kept ^vbd+++xvbnx+=kept
a ^at++++=a
tiny ^jj++++=tiny,
, ^zz++++=EXTRAWORD
secret ^nn++++=secret
hoard ^nn+++??+=hoard
of ^in++++=of
nuts ^nns++++=nuts
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
too ^ql++++=too
Bertha ^np+++??+=Bertha
had ^md"++pmd"++=had
to ^md+nec+++=to
dig ^vb++++=dig
her ^pp$+pp3+++=her
nails ^vbz++++=nails
into ^in++++=into
her ^pp$+pp3+++=her
hands ^nns++++=hands
so ^ql++++=so
as ^ql++++=as
not ^xnot++not++=not
to ^to++++=to
laugh ^vbi++++=laugh
too ^ql++++=too
much ^ap++++=much.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
over ^in++++=over
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And:
: ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
see ^vb+vprv+++=see
my ^pp$+pp1+++=my
new ^jj+atrb+++=new
coffee ^nn++++=coffee
machine ^nn++++=machine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bertha ^np+++??+=Bertha.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
only ^rb+down+++=only
have ^vb+hv+vrb++=have
a ^at++++=a
new ^jj+atrb+++=new
coffee ^nn++++=coffee
machine ^nn++++=machine
once ^rb+tm+++=once
a ^at++++=a
fortnight ^nn++++=fortnight,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Harry ^np++++=Harry.
. ^zz++++=EXTRAWORD
Face ^nn++++=Face
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
arm ^vb++++=arm
this ^dt+dem+++=this
time ^nn++++=time;
; ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
bent ^vbd+++xvbn+=bent
her ^pp3o+pp3+++=her
head ^jjb++++=head
and ^cc+phrs+++=and
followed ^jj+++xvbn+=followed
after ^in+strn+++=after.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
down ^rp++++=down
in ^in++++=in
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
red ^jj++++=red,
, ^zz++++=EXTRAWORD
flickering ^jj++++=flickering
" ^zz++++="nest
nest ^nn++++=EXTRAWORD
of ^in++++=of
baby ^nn++++=baby
phoenixes ^nns++++=phoenixes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Face ^nn++++=Face.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
turn ^vb++++=turn
up ^rb+phrv+++=up
the ^ati++++=the
light ^nn++++=light
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
lovely ^jj++++=lovely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
down ^in++++=down
she ^pp3a+pp3+++=she
crouched ^vbd+++xvbnx+=crouched
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
always ^rb++++=always
cold ^jj+pred+++=cold
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="without
without ^in++++=EXTRAWORD
her ^pp$+pp3+++=her
little ^ap++++=little
red ^jj+atrb+++=red
flannel ^nn++++=flannel
jacket ^nn++++=jacket,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
Bertha ^np+++??+=Bertha.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
moment ^nn++++=moment
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
" ^zz++++="gave
gave ^vbd+++xvbn+=EXTRAWORD
the ^ati++++=the
sign ^nn++++=sign."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
a ^at++++=a
garden ^nn++++=garden?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
cool ^jj+atrb+++=cool,
, ^zz++++=EXTRAWORD
sleepy ^jj+atrb+++=sleepy
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
so ^ql++++=so
exquisite ^nn++++=exquisite
on ^rp++++=on
her ^pp3o+pp3+++=her
part ^nn++++=part
that ^tht+rel+++=that
all ^abn++++=all
Bertha ^np+++??+=Bertha
could ^md+pos+++=could
do ^vb+do+aux++=do
was ^vbd+bedz+aux++=was
to ^to++++=to
obey ^vbi++++=obey.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
the ^ati++++=the
curtains ^nns++++=curtains
apart ^in+strn+++=apart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
opened ^vbd+++xvbn+=opened
those ^dt+dem+++=those
long ^jj+atrb+++=long
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
" ^zz++++="There!"
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
breathed ^vbd+++xvbnx+=breathed.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
two ^cd++++=two
women ^nns++++=women
stood ^vbd+++xvbn+=stood
side ^nn++++=side
by ^in++++=by
side ^nn++++=side
looking ^vwbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
slender ^jj++++=slender,
, ^zz++++=EXTRAWORD
flowering ^nn++++=flowering
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql++++=so
still ^rb++++=still
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
flame ^nn++++=flame
of ^in++++=of
a ^at++++=a
candle ^nn++++=candle,
, ^zz++++=EXTRAWORD
to ^to++++=to
stretch ^vbi++++=stretch
up ^rp++++=up,
, ^zz++++=EXTRAWORD
to ^in++++=to
point ^nn++++=point,
, ^zz++++=EXTRAWORD
to ^in++++=to
quiver ^nn++++=quiver
in ^in++++=in
the ^ati++++=the
bright ^jj+atrb+++=bright
air ^nn++++=air,
, ^zz++++=EXTRAWORD
to ^to++++=to
grow ^vbi++++=grow
taller ^jjr++++=taller
and ^cc+phrs+++=and
taller ^jjr++++=taller
as ^ql++++=as
they ^pp3a+pp3+++=they
gazed ^vbd+++xvbnx+=gazed
almost ^rb+hdg+++=almost
to ^in++++=to
touch ^nn++++=touch
the ^ati++++=the
rim ^nn++++=rim
of ^in++++=of
the ^ati++++=the
round ^nn++++=round,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver
moon ^np++++=moon.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
long ^rb++++=long
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
stand ^vb++++=stand
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
Both ^abx++++=Both,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
caught ^j+++xvbn+=caught
in ^cs+sub+++=in
that ^cs"++++=that
circle ^nn++++=circle
of ^in++++=of
unearthly ^jj+atrb+++=unearthly
light ^nn++++=light,
, ^zz++++=EXTRAWORD
understanding ^nvbg+++xvbg+=understanding
each ^dt++++=each
other ^ap++++=other
perfectly ^rb+cnj+++=perfectly,
, ^zz++++=EXTRAWORD
creatures ^nns++++=creatures
of ^in++++=of
another ^dt++++=another
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wondering ^vbg+++xvbg+=wondering
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
to ^to++++=to
do ^vbi++++=do
in ^in++++=in
this ^dt+dem+++=this
one ^pn++++=one
with ^in++++=with
all ^abn++++=all
this ^dt+dem+++=this
blissful ^jj+atrb+++=blissful
treasure ^nn++++=treasure
that ^tht+rel+++=that
burned ^jj+++xvbn+=burned
in ^in++++=in
their ^pp$+pp3+++=their
bosoms ^nns++++=bosoms
and ^cc++++=and
dropped ^vbd+++xvbn+=dropped,
, ^zz++++=EXTRAWORD
in ^in++++=in
silver ^nn++++=silver
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
from ^in++++=from
their ^pp$+pp3+++=their
hair ^nn++++=hair
and ^cc++++=and
hands ^nns++++=hands?
? ^zz++++=EXTRAWORD
For ^rb++++=For
ever ^rb"++++=ever
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
did ^vbd+dod+vrb++=did
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
murmur ^nn++++=murmur:
: ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Or ^cc++++=Or
did ^vbd+dod+vrb++=did
Bertha ^np+++??+=Bertha
dream ^nn++++=dream
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
light ^nn++++=light
was ^vbd+bedz+aux++=was
snapped ^vpsv++agls+xvbnx+=snapped
on ^in++++=on
and ^cc++++=and
Face ^vb++++=Face
made ^vbd+++xvbn+=made
the ^ati++++=the
coffee ^nn++++=coffee
and ^cc++++=and
Harry ^np++++=Harry
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Knight ^np++++=Knight,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
ask ^vb++++=ask
me ^pp1o+pp1+++=me
about ^in++++=about
my ^pp$+pp1+++=my
baby ^nn++++=baby.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shan't
n't ^xnot++not++0=EXTRAWORD
feel ^vb+vprv+++=feel
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
interest ^nn++++=interest
in ^in++++=in
her ^pp$+pp3+++=her
until ^in++++=until
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has
a ^at++++=a
lover ^nn++++=lover,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
Mug ^nn++++=Mug
took ^vbd+++xvbn+=took
his ^pp$+pp3+++=his
eye ^nn++++=eye
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
conservatory ^nn++++=conservatory
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
and ^cc++++=and
then ^rn+tm+++=then
put ^vb+++xvbn+=put
it ^pp3+it+++=it
under ^in++++=under
glass ^nn++++=glass
again ^rb+tm+++=again
and ^cc++++=and
Eddie ^np++++=Eddie
Warren ^np++++=Warren
drank ^vbd+++xvbn+=drank
his ^pp$+pp3+++=his
coffee ^nn++++=coffee
and ^cc++++=and
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down
the ^ati++++=the
cup ^nn++++=cup
with ^in++++=with
a ^at++++=a
face ^nn++++=face
of ^in++++=of
anguish ^nn++++=anguish
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
drunk ^vprf+++xvbnx+=drunk
and ^cc+phrs+++=and
seen ^vbd+vprv++xvbn+=seen
the ^ati++++=the
spider ^nn++++=spider.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
do ^vbi++++=do
is ^vbz+bez+aux++=is
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men
a ^at++++=a
show ^nn++++=show.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
London ^np++++=London
is ^vbz+bez+aux++=is
simply ^rb++splt++=simply
teeming ^vbg+++xvbgx+=teeming
with ^in++++=with
first ^od++++=first-chop,
- ^zz++++=EXTRAWORD
chop ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
unwritten ^jj+atrb++xvbn+=unwritten
plays ^nns++++=plays.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
them ^pp3o+pp3+++0='em
is ^vbz+bez+vrb++=is:
: ^zz++++=EXTRAWORD
' ^zz++++='Here's
here ^rn+pl+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
theatre ^nn++++=theatre.
. ^zz++++=EXTRAWORD
Fire ^nn++++=Fire
ahead. ^nn+++??+=ahead.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
decorate ^nn+nom+++=decorate
a ^at++++=a
room ^nn++++=room
for ^in++++=for
the ^ati++++=the
Jacob ^np++++=Jacob
Nathans ^nns+nom++??+=Nathans.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
so ^ql+emph+++=so
tempted ^vb+++xvbn+=tempted
to ^to+vcmp+++=to
do ^vbi++++=do
a ^at++++=a
fried ^jj++++=fried-fish
- ^zz++++=EXTRAWORD
fish ^nns++++=EXTRAWORD
scheme ^nn++++=scheme,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
backs ^nns++++=backs
of ^in++++=of
the ^ati++++=the
chairs ^nns++++=chairs
shaped ^vbd+++xvbn+=shaped
like ^in++++=like
frying ^nn++++=frying-pans
- ^zz++++=EXTRAWORD
pans ^nns++++=EXTRAWORD
and ^cc++++=and
lovely ^jj+atrb+++=lovely
chip ^nn++++=chip
potatoes ^nns++++=potatoes
embroidered ^vbd+++xvbn+=embroidered
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
curtains ^nns++++=curtains."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
trouble ^nn++++=trouble
with ^in++++=with
our ^pp$+pp1+++=our
young ^jj+atrb+++=young
writing ^jj+atrb++xvbg+=writing
men ^nns++++=men
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
still ^rb++++=still
too ^rb++++=too
romantic ^jj++++=romantic.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
put ^vb+++xvbn+=put
out ^rb+phrv+++=out
to ^in++++=to
sea ^nn++++=sea
without ^in++++=without
being ^xvbg+++xvbg+=being
seasick ^jj++++=seasick
and ^cc+phrs+++=and
wanting ^jj+++xvbg+=wanting
a ^at++++=a
basin ^nn++++=basin.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
the ^ati++++=the
courage ^nn+nom+++=courage
of ^in++++=of
those ^dt+dem+++=those
basins ^nns++++=basins?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
dreadful ^jj+atrb+++=dreadful
poem ^nn++++=poem
about ^in++++=about
a ^at++++=a
girl ^nn++++=girl
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
violated ^vpsv++by+xvbnx+=violated
by ^in++++=by
a ^at++++=a
beggar ^nn++++=beggar
without ^in++++=without
a ^at++++=a
nose ^nn++++=nose
in ^in++++=in
a ^rb++++=a
