Seated ^xvbn+++xvbn+=Seated
could ^md+pos+++=could
as ^in++++=as
' ^zz++++='e
e ^zz++++=EXTRAWORD
went ^vbd+++xvbn+=went
through ^in++++=through
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
tricks ^nns++++=tricks.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
come ^vb++++=come
to ^in++++=to
my ^pp$+pp1+++=my
celebrated ^jj+++xvbn+=celebrated
watch ^vb++++=watch
trick ^nn++++=trick.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
you ^pp2+pp2+++=you
as ^in++++=as
wos ^nns+++??+=wos
' ^zz++++='ere
ere ^nn+++??+=EXTRAWORD
last ^rb++++=last
Tuesday ^nr++++=Tuesday
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
will ^md+prd+++=will
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
the ^ati++++=the
man ^nn++++=man
I ^pp1a+pp1+++=I
fired ^vbd+++xvbnx+=fired
the ^ati++++=the
pistol ^nn++++=pistol
at ^in++++=at
pretended ^vbd+vprv++xvbn+=pretended
that ^tht+vcmp+++=that
' ^zz++++='e'd
e ^zz++++=EXTRAWORD
'd ^vbd+hvd+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
shot ^vpsv++agls+xvbnx+=shot
and ^cc+phrs+++=and
run ^vb+++xvbn+=run
off ^rb+phrv+++=off
' ^zz++++='ome
ome ^nn+++??+=EXTRAWORD
with ^in++++=with
it ^pp3+it+++=it
in ^in++++=in
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
pocket ^nn++++=pocket."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
liar ^nn++++=liar!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^rb+cnj+++=Pretty,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
good ^jj++++=good,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer;
; ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
take ^vb++++=take
that ^dt+dem+++=that
bandage ^nn+nom+++=bandage
off ^in+pl+++=off
and ^cc++++=and
show ^nn++++=show
us ^pp1o+pp1+++=us
all ^rb++++=all
where ^wrb+who+++=where
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
hurt ^vpsv++agls+xvbnx+=hurt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
do ^vb+do+vrb++=do
nothing ^pn++++=nothing
of ^in++++0=o'
the ^ati++++=the
kind ^nn++++=kind,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
my ^pp$+pp1+++=my
orders ^nns++++=orders
from ^in++++=from
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
the ^ati++++=the
bandage ^nn+nom+++=bandage
off ^in+strn+++=off,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there's
's ^vbz+bez+aux++0=EXTRAWORD
any ^dti++++=any
shot ^xvbn+++xvbn+=shot
marks ^nns++++=marks
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
couple ^nn++++=couple
of ^in++++0=o'
sovereigns ^nns++++=sovereigns."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
of ^in++++=of
the ^ati++++=the
air ^nn++++=air
getting ^vwbg+++xvbg+=getting
to ^in++++=to
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^jj++++=Pretty.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
be ^vbi++vrb++=be
afraid ^jj+pred+++=afraid
of ^in++++0=o'
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Bob ^np++++=Bob,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
John ^np++++=John
Biggs ^np++++=Biggs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blacksmith ^nn++++=blacksmith,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
up ^rp++++=up
behind ^in+pl+++=behind
and ^cc++++=and
putting ^vbg+++xvbg+=putting
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
great ^jj+atrb+++=great
arms ^nns++++=arms
round ^in++++=round
' ^zz++++='im.
im ^&fw++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
off ^rb+phrv+++=off
that ^dt+dem+++=that
rag ^nn++++=rag,
, ^zz++++=EXTRAWORD
somebody ^pn++++=somebody;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
hold ^nn++++=hold
of ^in++++=of
' ^zz++++='im."
im ^&fw++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bob ^np++++=Bob
Pretty ^rb++++=Pretty
started ^vbd+++xvbn+=started
to ^in++++=to
struggle ^nn++++=struggle
at ^rb++++=at
fust ^nn+++??+=fust,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv+tht0+xvbg+=seeing
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
good ^jj++++=good,
, ^zz++++=EXTRAWORD
kept ^j+++xvbn+=kept
quite ^rb++++=quite
quiet ^nn++++=quiet
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
off ^rb+phrv+++=off
the ^ati++++=the
bandages ^nns+nom+++=bandages.
. ^zz++++=EXTRAWORD
" ^zz++++="There!
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
look ^vb++++=look
at ^in++++=at
' ^zz++++='im,"
im ^&fw++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
mark ^nn++++=mark
on ^in++++=on
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wet!"
wet ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^jj++++=Pretty.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
say ^vbi+vpub+tht0++=say
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
marks ^nns++++=marks?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^nn++++=conjurer.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
goodness ^nns+nom+++=goodness,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^rb+cnj+++=Pretty,
, ^zz++++=EXTRAWORD
clasping ^vbg+++xvbg+=clasping
his ^pp$+pp3+++=his
' ^zz++++='ands.
ands ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
goodness ^nns+nom+++=goodness!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
disfigured ^vpsv++agls+xvbnx+=disfigured
for ^in++++=for
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Lend ^vb++++=Lend
me ^pp1o+pp1+++=me
a ^at++++=a
bit ^nn++++=bit
of ^in++++0=o'
looking ^xvbg+++xvbg+=looking-glass,
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
somebody ^pn++++=somebody.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
' ^zz++++='ardly
ardly ^jj++++=EXTRAWORD
believe ^vb+vprv+tht0++=believe
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
stole ^vbd+++xvbn+=stole
Dicky ^np+++??+=Dicky
Weed ^np++++=Weed's
's ^$++++=EXTRAWORD
watch ^vb++++=watch,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
John ^np++++=John
Biggs ^np++++=Biggs.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
my ^pp$+pp1+++=my
suspicions ^nns++++=suspicions
of ^in++++=of
you ^pp2+pp2+++=you
all ^abn++++=all
along ^in+strn+++=along.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
thief ^nn++++=thief,
, ^zz++++=EXTRAWORD
Bob ^np++++=Bob
Pretty ^jj++++=Pretty.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
wot ^wpr++++=wot
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Prove
prove ^vb+vprv+tht0++=EXTRAWORD
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^jj++++=Pretty.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
' ^zz++++='eard
eard ^nn+++??+=EXTRAWORD
wot ^wpr++++=wot
the ^ati++++=the
conjurer ^nn++++=conjurer
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
other ^ap++++=other
night ^nn++++=night,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
' ^zz++++='e
e ^zz++++=EXTRAWORD
failed ^vprf+++xvbn+=failed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
to ^to++++=to
give ^vbi++++=give
eighteenpence ^nn+nom+++=eighteenpence
to ^in++++=to
the ^ati++++=the
man ^nn++++=man
wot ^wpr++++=wot
the ^ati++++=the
watch ^vb++++=watch
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
belonged ^vbd+++xvbn+=belonged
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
a ^at++++=a
joke ^nn++++=joke
like ^in+strn+++=like,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^nn++++=conjurer
to ^in++++=to
John ^np++++=John
Biggs ^np++++=Biggs.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
always ^rb++++=always
do ^vb+do+vrb++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do
it ^pp3+it+++=it
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
somebody ^pn++++=somebody
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
the ^ati++++=the
kindness ^nns+nom+++=kindness
to ^to++++=to
lend ^vbi++++=lend
me ^pp1o+pp1+++=me
a ^at++++=a
watch ^nn++++=watch?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
all ^abn++++=all
round ^in++++=round
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nobody ^pn++++=nobody
offered ^vbd+++xvbn+=offered--except
-- ^--+clp+++=EXTRAWORD
except ^in++++=EXTRAWORD
other ^ap++++=other
men ^nns++++=men's
's ^$++++=EXTRAWORD
watches ^nns++++=watches,
, ^zz++++=EXTRAWORD
wot ^wpr++++=wot
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
lend ^vb++++=lend
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ses ^nns+++??+=ses;
; ^zz++++=EXTRAWORD
" ^zz++++="ain't
ai ^vb+be+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
none ^rb++++=none
of ^in++++=of
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
any ^dti++++=any
trust ^nn++++=trust
in ^in++++=in
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
as ^ql++++=as
safe ^jj++++=safe
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
in ^in++++=in
your ^pp$+pp2+++=your
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
prove ^vbi+vprv+++=prove
to ^to+vcmp+++=to
you ^pp2+pp2+++=you
that ^cs+sub+++=that
this ^dt+dem+++=this
man ^nn++++=man
is ^vbz+bez+vrb++=is
a ^at++++=a
thief ^nn++++=thief."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
them ^pp3o+pp3+++0='em
agin ^nn+++??+=agin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
John ^np++++=John
Biggs ^np++++=Biggs
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
' ^zz++++='is
is ^vbz+bez+aux++=EXTRAWORD
silver ^nn++++=silver
watch ^vb++++=watch
and ^cc+phrs+++=and
offered ^vbd+++xvbn+=offered
it ^pp3+it+++=it
to ^to++++=to
' ^zz++++='im
im ^&fw++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
understanding ^vb+++xvbg+=understanding
that ^tht+vcmp+++=that
' ^zz++++='e
e ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
on ^in++++=on
no ^at++++=no
account ^nn++++=account
to ^in++++=to
fire ^nn++++=fire
it ^pp3+it+++=it
into ^in++++=into
Bob ^np++++=Bob
Pretty ^np++++=Pretty's
's ^$++++=EXTRAWORD
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
likely ^jj++++=likely,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^nn++++=conjurer.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
everybody ^pn++++=everybody
take ^vb++++=take
a ^at++++=a
good ^nn++++=good
look ^vb++++=look
at ^rb++++=at
this ^dt+dem+++=this
watch ^nn++++=watch,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^in"++++=to
make ^vb++++=make
sure ^jj++++=sure
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
deceiving ^nn++++=deceiving."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
' ^zz++++='anded
anded ^jj+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
round ^jj++++=round,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
arter ^jjr++++=arter
everybody ^pn++++=everybody
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
taken ^vprf+++xvbn+=taken
a ^at++++=a
look ^vb++++=look
at ^rb++++=at
it ^pp3+it+++=it
' ^zz++++='e
e ^zz++++=EXTRAWORD
took ^vbd+++xvbn+=took
it ^pp3+it+++=it
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
laid ^vbd+++xvbn+=laid
it ^pp3+it+++=it
down ^rp++++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
a ^at++++=a
look ^vb++++=look
at ^rb++++=at
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bob ^np++++=Bob
Pretty ^rb+cnj+++=Pretty,
, ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
going ^vbg+++xvbg+=going
to ^to++++=to
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
my ^pp$+pp1+++=my
good ^jj+atrb+++=good
name ^nn++++=name
took ^vbd+++xvbn+=took
away ^rb+phrv+++=away
for ^in++++=for
nothing ^pn++++=nothing
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
can ^md+pos+++=can
' ^zz++++='elp
elp ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
it ^pp3+it+++=it
up ^rp++++=up
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
arter ^jjr++++=arter
' ^zz++++='olding
olding ^jj+++xvbg+=EXTRAWORD
it ^pp3+it+++=it
to ^to++++=to
' ^zz++++='is
is ^vbz+bez+aux++=EXTRAWORD
ear ^nn++++=ear
put ^vbd+++xvbn+=put
it ^pp3+it+++=it
down ^rp++++=down
agin ^nn+++??+=agin.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
flat ^jj++++=flat-iron
- ^zz++++=EXTRAWORD
iron ^nn++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
smashed ^jj+++xvbn+=smashed
with ^in+strn+++=with?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ses ^nns+++??+=ses.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^in++++=at
' ^zz++++='im
im ^&fw++++=EXTRAWORD
nasty ^jj++++=nasty
like ^in+strn+++=like;
; ^zz++++=EXTRAWORD
" ^zz++++="p'r'aps
p ^zz++++=EXTRAWORD
'r'aps ^nns+++??+0=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+vrb++0=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to
examine ^vbi++++=examine
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bob ^np++++=Bob
Pretty ^rb++++=Pretty
took ^vbd+++xvbn+=took
it ^pp3+it+++=it
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
mates ^nns++++=mates,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ses ^nns+++??+=ses,
, ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
ordinary ^jj++++=ordinary
flat ^jj++++=flat-iron.
- ^zz++++=EXTRAWORD
iron ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
anything ^pn++++=anything
better ^jjr++++=better
for ^in++++=for
smashing ^jj++++=smashing
a ^at++++=a
watch ^nn++++=watch
with ^in+strn+++=with."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
' ^zz++++='eld
eld ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
and ^cc++++=and,
, ^zz++++=EXTRAWORD
afore ^in++++=afore
anybody ^pn++++=anybody
could ^md+pos+++=could
move ^vb++++=move,
, ^zz++++=EXTRAWORD
brought ^j+++xvbn+=brought
it ^pp3+it+++=it
down ^rp++++=down
bang ^uh++++=bang
on ^rp++++=on
the ^ati++++=the
face ^nn++++=face
of ^in++++0=o'
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
conjurer ^nn++++=conjurer
sprang ^vbd+++xvbn+=sprang
at ^in++++=at
' ^zz++++='im
im ^&fw++++=EXTRAWORD
and ^cc++++=and
caught ^vpsv++agls+xvbn+=caught
at ^in++++=at
' ^zz++++='is
is ^vbz+bez+aux++=EXTRAWORD
arm ^vb++++=arm,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
too ^ql++++=too
late ^jj++++=late,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
terrible ^jj+atrb+++=terrible
state ^nn++++=state
of ^in++++0=o'
mind ^nn++++=mind
' ^zz++++='e
e ^zz++++=EXTRAWORD
turned ^vbd+++xvbn+=turned
round ^rb+phrv+++=round
to ^in++++=to
John ^np++++=John
Biggs ^np++++=Biggs.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
smashed ^vpsv++agls+xvbnx+=smashed
your ^pp$+pp2+++=your
watch ^nn++++=watch,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ses ^nns+++??+=ses;
; ^zz++++=EXTRAWORD
" ^zz++++="he's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
smashed ^vpsv++agls+xvbnx+=smashed
your ^pp$+pp2+++=your
watch ^nn++++=watch."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
John ^np++++=John
Biggs ^np++++=Biggs,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
smashed ^vpsv++agls+xvbnx+=smashed,
, ^zz++++=EXTRAWORD
' ^zz++++='adn't
ad ^&fw++++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
by ^in++++=by
' ^zz++++='im,"
im ^&fw++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
conjurer ^jjr++++=conjurer,
, ^zz++++=EXTRAWORD
dancing ^vbg+++xvbg+=dancing
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wash ^vb++++=wash
my ^pp$+pp1+++=my
