Married ^vbd+++xvbn+=Married
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
first ^od++++=first
revolt ^vb++++=revolt
was ^vbd+bedz+vrb++=was
like ^in++++=like
the ^ati++++=the
unwilling ^jj+atrb+++=unwilling
protest ^nn++++=protest
of ^in++++=of
the ^ati++++=the
flesh ^nn++++=flesh
against ^in++++=against
the ^ati++++=the
surgeon ^nn++++=surgeon's
's ^$++++=EXTRAWORD
knife ^nn++++=knife
before ^cs+sub+++=before
a ^at++++=a
man ^nn++++=man
has ^vbz+hvz+aux++=has
steeled ^vprf+++xvbnx+=steeled
himself ^ppl+pp3+++=himself
to ^in++++=to
its ^pp$+it+++=its
endurance ^nn+nom+++=endurance.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
thing ^nn++++=thing
came ^vbd+++xvbn+=came
back ^jjb++++=back
to ^in++++=to
him ^pp3o+pp3+++=him
from ^in++++=from
their ^pp$+pp3+++=their
short ^jj++++=short,
, ^zz++++=EXTRAWORD
common ^jj++++=common
past ^jjb++++=past
their ^pp$+pp3+++=their
dreams ^nps++++=dreams,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
large ^jj+atrb+++=large
intentions ^nns+nom+++=intentions
for ^in++++=for
the ^ati++++=the
shaping ^jj+++xvbg+=shaping
of ^in++++=of
their ^pp$+pp3+++=their
lives ^nns++++=lives.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
test ^vb++++=test,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
should ^md+nec+++=should
he ^pp3a+pp3+++=he
be ^vb+be+vrb++=be
the ^ati++++=the
one ^cd1++++=one
to ^to++++=to
cry ^vbi++++=cry
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
endure ^vb++++=endure
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned
to ^in++++=to
the ^ati++++=the
pension ^nn++++=pension,
, ^zz++++=EXTRAWORD
Eleanor ^np++++=Eleanor
was ^vbd+bedz+aux++=was
impatiently ^rb++splt++=impatiently
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
entry ^nn++++=entry,
, ^zz++++=EXTRAWORD
radiant ^jj++++=radiant
with ^in++++=with
gladness ^nns+nom+++=gladness
at ^in++++=at
his ^pp$+pp3+++=his
coming ^nvbg+++xvbg+=coming.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
under ^in++++=under
a ^at++++=a
suppressed ^jj+atrb++xvbn+=suppressed
excitement ^nn+nom+++=excitement
that ^tht+rel+subj++=that
prevented ^vprf+++xvbn+=prevented
her ^pp$+pp3+++=her
noting ^vbg+vprv++xvbg+=noting
his ^pp$+pp3+++=his
disturbed ^jj+atrb++xvbn+=disturbed
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
his ^pp$+pp3+++=his
listless ^jj+atrb+++=listless
hand ^nn++++=hand
and ^cc++++=and
led ^vbd+++xvbn+=led
him ^pp3o+pp3+++=him
into ^in++++=into
the ^ati++++=the
small ^jj++++=small
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
that ^tht+rel+subj++=that
adjoined ^vprf+++xvbn+=adjoined
their ^pp$+pp3+++=their
sleeping ^jj+atrb++xvbg+=sleeping
chamber ^nn++++=chamber.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
stood ^vprf+++xvbn+=stood
her ^pp$+pp3+++=her
companion ^nn++++=companion
of ^in++++=of
the ^ati++++=the
fiacre ^nn+++??+=fiacre,
, ^zz++++=EXTRAWORD
smiling ^vbg+nom++xvbg+=smiling
as ^ql++++=as
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she
at ^in++++=at
the ^ati++++=the
pleasure ^nn++++=pleasure
of ^in++++=of
introducing ^xvbg+++xvbg+=introducing
him ^pp3o+pp3+++=him
to ^in++++=to
another ^dt++++=another
Eleanor ^np++++=Eleanor
disposed ^vbd+++xvbn+=disposed
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
in ^in++++=in
the ^ati++++=the
best ^jjt+atrb+++=best
possible ^jj+atrb+++=possible
light ^nn++++=light
to ^in++++=to
display ^nn++++=display
the ^ati++++=the
gorgeous ^jj+atrb+++=gorgeous
radiance ^nn+nom+++=radiance
of ^in++++=of
her ^pp$+pp3+++=her
wonderful ^jj+atrb+++=wonderful
beauty ^nn++++=beauty
and ^cc++++=and
the ^ati++++=the
skill ^nn++++=skill
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
portrayed ^vprf+++xvbnx+=portrayed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
sanguine ^jj+atrb+++=sanguine
hopes ^nns++++=hopes
of ^in++++=of
Eleanor ^np++++=Eleanor
and ^cc++++=and
her ^pp$+pp3+++=her
artist ^nn++++=artist
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
anticipated ^vprf+++xvbnx+=anticipated
anything ^pn++++=anything
like ^in++++=like
the ^ati++++=the
rapture ^nn++++=rapture
with ^in++++=with
which ^whp+rel+pied++=which
Faraday ^np+++??+=Faraday
received ^vbd+++xvbn+=received
this ^dt+dem+++=this
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
" ^zz++++="Monsieur
monsieur ^npt++++=EXTRAWORD
l ^zz++++=l'Artiste"
'artiste" ^nn+++??+=EXTRAWORD
went ^vbd+++xvbn+=went
away ^rp+pl+++=away
with ^in++++=with
his ^pp$+pp3+++=his
belief ^nn++++=belief
in ^in++++=in
the ^ati++++=the
undemonstrativeness ^nns+nom+++=undemonstrativeness
of ^in++++=of
the ^ati++++=the
American ^jj++++=American
very ^ql+amp+++=very
much ^ap++++=much
shaken ^jj+++xvbn+=shaken;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
substantial ^jj+atrb+++=substantial
evidence ^nn+nom+++=evidence
of ^in++++=of
American ^jj+atrb+++=American
appreciation ^nn+nom+++=appreciation
of ^in++++=of
art ^nn++++=art.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
story ^nn++++=story
was ^vbd+bedz+aux++=was
told ^vpsv++agls+xvbnx+=told
how ^wrb+who+whcl++=how
the ^ati++++=the
portrait ^nn++++=portrait
was ^vbd+bedz+aux++=was
intended ^vpsv++agls+xvbnx+=intended
as ^ql++++=as
a ^at++++=a
surprise ^nn++++=surprise
for ^in++++=for
his ^pp$+pp3+++=his
arrival ^nn++++=arrival.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
delay ^nn++++=delay
in ^in++++=in
its ^pp$+it+++=its
completion ^nn+nom+++=completion.
. ^zz++++=EXTRAWORD
The ^ati++++=The
artist ^nn++++=artist
had ^vbd+hvd+aux++=had
required ^vprf+++xvbnx+=required
one ^cd1++++=one
more ^rbr++++=more
sitting ^nvbg+++xvbg+=sitting,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
the ^ati++++=the
picture ^nn++++=picture
home ^nr++++=home
in ^in++++=in
the ^ati++++=the
fiacre ^nn+++??+=fiacre,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
to ^to++++=to
give ^vbi++++=give
it ^pp3+it+++=it
the ^ati++++=the
final ^jj+atrb+++=final
advantages ^nns+nom+++=advantages
of ^in++++=of
a ^at++++=a
judicious ^jj+atrb+++=judicious
light ^nn++++=light;
; ^zz++++=EXTRAWORD
to ^in++++=to
witness ^nns+nom+++=witness
its ^pp$+it+++=its
effect ^nn++++=effect
upon ^in++++=upon
Mons ^np++++=Mons.
. ^zz++++=EXTRAWORD
Faraday ^np+++??+=Faraday
and ^cc++++=and
finally ^rb++++=finally
the ^ati++++=the
excusable ^jj+atrb+++=excusable
wish ^nn++++=wish
to ^to+ncmp+++=to
be ^vbi+vbi+aux++=be
presented ^vpsv++agls+xvbnx+=presented
to ^in++++=to
the ^ati++++=the
husband ^nn++++=husband
of ^in++++=of
the ^ati++++=the
lady ^nn++++=lady
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
captivated ^vprf+++xvbnx+=captivated
his ^pp$+pp3+++=his
deepest ^jjt+atrb+++=deepest
admiration ^nn+nom+++=admiration
and ^cc++++=and
esteem ^nn++++=esteem.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
shall ^md+prd+++=shall
take ^vb++++=take
it ^pp3+it+++=it
home ^nr++++=home
with ^in++++=with
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Eleanor ^np++++=Eleanor.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
were ^vbd+bed+aux++=were
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
the ^ati++++=the
lovely ^jj+atrb+++=lovely
creation ^nn+nom+++=creation
by ^in++++=by
the ^ati++++=the
soft ^jj+atrb+++=soft
light ^nn++++=light
of ^in++++=of
a ^at++++=a
reckless ^jj+atrb+++=reckless
expenditure ^nn++++=expenditure
of ^in++++=of
bougie ^nn+++??+=bougie.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dearest ^jjt++++=dearest,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
with ^in++++=with
feeble ^jj+atrb+++=feeble
elation ^nn+nom+++=elation
at ^in++++=at
the ^ati++++=the
prospect ^nn++++=prospect
of ^in++++=of
returning ^xvbg+++xvbg+=returning
home ^nr++++=home
with ^in++++=with
that ^dt+dem+++=that
exquisite ^nn++++=exquisite
piece ^nn++++=piece
of ^in++++=of
inanimation ^nn+nom+++=inanimation.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
engaged ^vbd+++xvbn+=engaged
your ^pp$+pp2+++=your
return ^vb++++=return
passage ^nn+nom+++=passage?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
at ^in++++=at
his ^pp$+pp3+++=his
knee ^nn++++=knee,
, ^zz++++=EXTRAWORD
arrayed ^vwbn+++xvbn+=arrayed
in ^in++++=in
the ^ati++++=the
gown ^nn++++=gown
that ^tht+rel+subj++=that
had ^vb+hv+vrb++=had
one ^cd1++++=one
evening ^nn++++=evening
clothed ^vwbn+++xvbn+=clothed
such ^abl++++=such
a ^at++++=a
goddess ^nns+nom+++=goddess
in ^in++++=in
distress ^nns+nom+++=distress.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
plenty ^nn++++=plenty
time ^nn++++=time
for ^in++++=for
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
ask ^vb++++=ask?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
after ^in++++=after
a ^at++++=a
while ^cs+sub+++=while:
: ^zz++++=EXTRAWORD
" ^zz++++="Charlie,
charlie ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
wonderful ^jj+atrb+++=wonderful
progress ^nns+nom+++=progress
in ^in++++=in
French ^nn++++=French?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
done ^vprf+++xvbnx+=done
marvels ^nns++++=marvels,
, ^zz++++=EXTRAWORD
Nellie ^np+++??+=Nellie.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
find ^vb+vprv+++=find
no ^at++++=no
difference ^nn+nom+++=difference
between ^in++++=between
you ^pp2+pp2+++=you
French ^jj++++=French
and ^cc++++=and
Mme ^npt++++=Mme.
. ^zz++++=EXTRAWORD
Clairegobeau ^np+++??+=Clairegobeau's,
's, ^nn+++??+=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
yours ^pp$$++++=yours
is ^vbz+bez+vrb++=is
far ^rb+pl+++=far
prettier ^jjr+pred+++=prettier."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes?"
yes ^uh++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
rejoined ^vbd+++xvbnx+=rejoined,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^rb++++=a
little ^rb"++++=little
squeeze ^vb++++=squeeze
of ^in++++=of
the ^ati++++=the
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
may ^md+pos+++=mayn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
right ^jj+pred+++=right
and ^cc++++=and
I ^pp1a+pp1+++=I
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
give ^vbi++++=give
me ^pp1o+pp1+++=me
your ^pp$+pp2+++=your
candid ^jj+atrb+++=candid
opinion ^nn++++=opinion.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe
Mme ^npt++++=Mme.
. ^zz++++=EXTRAWORD
Belaire ^np+++??+=Belaire
now ^rn+tm+++=now
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
so ^pn++++=so
far ^rb+pl+++=far
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
better ^jjr++++=better
engage ^vb++++=engage
passage ^nn+nom+++=passage
for ^in++++=for
two ^cd++++=two?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
answer ^nn++++=answer
took ^vbd+++xvbn+=took
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
a ^at++++=a
pantomimic ^jj+atrb+++=pantomimic
rapture ^nn++++=rapture
of ^in++++=of
assenting ^xvbg+++xvbg+=assenting
gratefulness ^nns+nom+++=gratefulness,
, ^zz++++=EXTRAWORD
during ^in++++=during
which ^whp+rel+pied++=which
each ^dt++++=each
gave ^vbd+++xvbn+=gave
speechless ^jj+atrb+++=speechless
assurance ^nn+nom+++=assurance
of ^in++++=of
a ^at++++=a
love ^nn++++=love
that ^tht+rel+subj++=that
could ^md+pos+++=could
never ^rb++++=never
more ^ql++++=more
take ^vb++++=take
a ^at++++=a
second ^od++++=second
place ^nn++++=place.
. ^zz++++=EXTRAWORD
" ^zz++++="Nellie,"
nellie ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
into ^in+ppvb+++=into
the ^ati++++=the
face ^nn++++=face
that ^tht+rel+subj++=that
nestled ^vbd+++xvbn+=nestled
in ^in++++=in
close ^nn++++=close
reach ^vb++++=reach
of ^in++++=of
his ^pp$+pp3+++=his
warm ^jj+atrb+++=warm
kisses ^nns++++=kisses,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
often ^rb++splt++=often
wanted ^vprf+++xvbnx+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
you ^pp2+pp2+++=you
need ^vb++++=needn't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
it ^pp3+it+++=it
if ^cs+cnd+++=if
it ^pp3+it+++=it
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
suit ^vb++++=suit
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+++=EXTRAWORD
you ^pp2+pp2+++=you
once ^cs+tm+++=once
failed ^vprf+++xvbn+=failed
to ^to+vcmp+++=to
write ^vbi++++=write
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
sent ^vbd+++xvbn+=sent
a ^at++++=a
letter ^nn++++=letter
whose ^whp+rel+obj++=whose
coldness ^nns+nom+++=coldness
gave ^vbd+++xvbn+=gave
me ^pp1o+pp1+++=me
a ^at++++=a
week ^nn++++=week's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
trouble ^nn++++=trouble?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
flushed ^vbd+++xvbnx+=flushed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hesitated ^vbd+++xvbn+=hesitated,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
finally ^rb++++=finally
answered ^vbd+vpub++xvbn+=answered
him ^pp3o+pp3+++=him
bravely ^rb+cnj+++=bravely,
, ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
when ^wrb+who+++=when
when ^wrb+who+++=when
you ^pp2+pp2+++=you
cared ^vbd+++xvbn+=cared
so ^pn++++=so
much ^ap++++=much
for ^in++++=for
that ^dt+dem+++=that
Kitty ^np++++=Kitty
Beaton ^np+++??+=Beaton."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Astonishment ^nn+nom+++=Astonishment
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
deprived ^vbd+++xvbn+=deprived
him ^pp3o+pp3+++=him
of ^in++++=of
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
Eleanor ^np++++=Eleanor!
! ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
reason ^nn++++=reason!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
possible ^jj++++=possible!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
all ^rb++++=all
you ^pp2+pp2+++=you
would ^md+prd+++=would
say ^vb+vpub+++=say,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
over ^in++++=over
the ^ati++++=the
whole ^jj+atrb+++=whole
ground ^nn++++=ground
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
over ^in++++=over
and ^cc++++=and
over ^rb+cnj+++=over,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
useless ^jj+pred+++=useless.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
that ^tht+vcmp+++=that
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
certain ^jj+atrb+++=certain
things ^nns++++=things
which ^whp+rel+obj++=which
a ^at++++=a
woman ^nn++++=woman
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
philosophize ^vb++++=philosophize
about ^rb+cnj+++=about,
, ^zz++++=EXTRAWORD
any ^dti++++=any
more ^ql++++=more
than ^cs+sub+++=than
she ^pp3a+pp3+++=she
can ^md+pos+++=can
about ^in++++=about
death ^nn++++=death
when ^wrb+who+++=when
it ^pp3+it+++=it
touches ^nns++++=touches
that ^tht+rel+++=that
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
near ^in+cmpx+++=near
to ^in"++++=to
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think-"
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hush!
hush ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak
of ^in++++=of
it ^pp3+it+++=it
ever ^rb++++=ever
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
nothing ^pn++++=nothing!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
closing ^nvbg+++xvbg+=closing
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^rb++++=a
little ^rb"++++=little
shudder ^nn++++=shudder
drawing ^vwbg+++xvbg+=drawing
closer ^rbr++++=closer
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
kissed ^vbd+++xvbnx+=kissed
his ^pp$+pp3+++=his
wife ^nn++++=wife
with ^in++++=with
passionate ^jj+atrb+++=passionate
fondness ^nns+nom+++=fondness,
, ^zz++++=EXTRAWORD
Faraday ^np+++??+=Faraday
thought ^vbd+++xvbn+=thought,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
her ^pp3o+pp3+++=her
none ^pn++++=none
the ^ati++++=the
less ^rbr++++=less
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
Nellie ^np+++??+=Nellie
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
man ^nn++++=man's
's ^vbz+bez+vrb++0=EXTRAWORD
usual ^jj+atrb+++=usual
inconsistency ^nn++++=inconsistency,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
quite ^rb++splt++=quite
forgotten ^vprf+++xvbn+=forgotten
the ^ati++++=the
episode ^nn++++=episode
of ^in++++=of
the ^ati++++=the
portrait ^nn++++=portrait.
. ^zz++++=EXTRAWORD
