Of ^in++++=Of
horror ^nn++++=horror
that ^tht+rel+++=that
to ^in++++=to
me ^pp1o+pp1+++=me
eclipsed ^vbd+++xvbn+=eclipsed
the ^ati++++=the
plague ^nn++++=plague
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
Christ ^np++++=Christ-church
- ^zz++++=EXTRAWORD
church ^npl++++=EXTRAWORD
Cemetery ^nn+nom+++=Cemetery
was ^vbd+bedz+vrb++=was
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
a ^at++++=a
terrible ^jj+atrb+++=terrible
killing ^nvbg+++xvbg+=killing;
; ^zz++++=EXTRAWORD
a ^at++++=a
watchman ^nn+nom+++=watchman
having ^xvbg+++xvbg+=having
been ^vprf+ben+aux+xvbn+=been
clawed ^vpsv++agls+xvbnx+=clawed
to ^in++++=to
death ^nn++++=death
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
not ^xnot++not++=not
only ^rb+down+++=only
too ^ql++++=too
hideous ^jj++++=hideous
for ^in++++=for
description ^nn+nom+++=description,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
raising ^nvbg+++xvbg+=raising
a ^at++++=a
doubt ^nn++++=doubt
as ^in++++=as
to ^in++++=to
the ^ati++++=the
human ^jj+atrb+++=human
agency ^nn++++=agency
of ^in++++=of
the ^ati++++=the
deed ^nn++++=deed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
victim ^nn++++=victim
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
seen ^vpsv++agls+xvbnx+=seen
alive ^jj++++=alive
considerably ^rb++++=considerably
after ^cs+sub+++=after
midnight ^nn++++=midnight
- ^zz++++=-the
the ^ati++++=EXTRAWORD
dawn ^nn++++=dawn
revealed ^vbd+vprv++xvbn+=revealed
the ^ati++++=the
unutterable ^jj+atrb+++=unutterable
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
manager ^nn++++=manager
of ^in++++=of
a ^at++++=a
circus ^nn++++=circus
at ^rb++++=at
the ^ati++++=the
neighbouring ^jj+atrb+++=neighbouring
town ^nn++++=town
of ^in++++=of
Bolton ^np++++=Bolton
was ^vbd+bedz+aux++=was
questioned ^vpsv++agls+xvbnx+=questioned,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
swore ^vbd+vpub++xvbnx+=swore
that ^tht+vcmp+++=that
no ^at++++=no
beast ^nn++++=beast
had ^vb+hv+vrb++=had
at ^rb++++=at
any ^dti++++=any
time ^nn++++=time
escaped ^vbd+++xvbn+=escaped
from ^in++++=from
its ^pp$+it+++=its
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
who ^whp+rel+subj++=who
found ^vbd+vprv+tht0+xvbn+=found
the ^ati++++=the
body ^nn++++=body
noted ^vbd+vprv++xvbn+=noted
a ^at++++=a
trail ^nn++++=trail
of ^in++++=of
blood ^nn++++=blood
leading ^vwbg+++xvbg+=leading
to ^in++++=to
the ^ati++++=the
receiving ^jj+atrb++xvbg+=receiving
tomb ^nn++++=tomb,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
small ^jj+atrb+++=small
pool ^nn++++=pool
of ^in++++=of
red ^jj++++=red
lay ^jjb+++xvbn+=lay
on ^in++++=on
the ^ati++++=the
concrete ^nn++++=concrete
just ^rb+emph+++=just
outside ^jjb++++=outside
the ^ati++++=the
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
A ^at++++=A
fainter ^jjr+atrb+++=fainter
trail ^nn++++=trail
led ^vbd+++xvbn+=led
away ^rp+pl+++=away
toward ^in++++=toward
the ^ati++++=the
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
soon ^rb+tm+++=soon
gave ^vbd+++xvbn+=gave
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
night ^nn++++=night
devils ^nns++++=devils
danced ^vbd+++xvbn+=danced
on ^in++++=on
the ^ati++++=the
roofs ^nns++++=roofs
of ^in++++=of
Arkham ^np+++??+=Arkham,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unnatural ^jj+atrb+++=unnatural
madness ^nns+nom+++=madness
howled ^vbd+++xvbn+=howled
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
fevered ^jj+atrb++xvbn+=fevered
town ^nn++++=town
had ^vbd+hvd+aux++=had
crept ^vprf+++xvbnx+=crept
a ^at++++=a
curse ^nn++++=curse
which ^whp+rel+obj++=which
some ^dti++++=some
said ^vbd+vpub++xvbn+=said
was ^vbd+bedz+vrb++=was
greater ^jjr+pred+++=greater
than ^in++++=than
the ^ati++++=the
plague ^nn++++=plague,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+obj++=which
some ^dti++++=some
whispered ^jj+++xvbn+=whispered
was ^vbd+bedz+vrb++=was
the ^ati++++=the
embodied ^jj+atrb++xvbn+=embodied
daemon ^nn++++=daemon-soul
- ^zz++++=EXTRAWORD
soul ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
plague ^nn++++=plague
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
Eight ^cd++++=Eight
houses ^nns++++=houses
were ^vbd+bed+aux++=were
entered ^vpsv++by+xvbnx+=entered
by ^in++++=by
a ^at++++=a
nameless ^jj+atrb+++=nameless
thing ^nn++++=thing
which ^whp+rel+obj++=which
strewed ^jj+atrb++xvbn+=strewed
red ^jj+atrb+++=red
death ^nn++++=death
in ^in++++=in
its ^pp$+it+++=its
wake ^nn++++=wake
- ^zz++++=-in
in ^in++++=EXTRAWORD
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
seventeen ^cd++++=seventeen
maimed ^jj+atrb+++=maimed
and ^cc+phrs+++=and
shapeless ^jj+atrb+++=shapeless
remnants ^nns+nom+++=remnants
of ^in++++=of
bodies ^nns++++=bodies
were ^vbd+bed+aux++=were
left ^vpsv++agls+xvbnx+=left
behind ^rb+phrv+++=behind
by ^in++++=by
the ^ati++++=the
voiceless ^jj+atrb+++=voiceless,
, ^zz++++=EXTRAWORD
sadistic ^jj+atrb+++=sadistic
monster ^nn+nom+++=monster
that ^tht+rel+subj++=that
crept ^vprf+++xvbn+=crept
abroad ^rb+pl+++=abroad.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
persons ^nns++++=persons
had ^vb+hv+vrb++=had
half ^abn++++=half
seen ^jj+++xvbn+=seen
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
white ^jj+pred+++=white
and ^cc++++=and
like ^in++++=like
a ^at++++=a
malformed ^jj+atrb+++=malformed
ape ^nn++++=ape
or ^cc++++=or
anthropomorphic ^jj+atrb+++=anthropomorphic
fiend ^nn++++=fiend.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
not ^xnot++not++=not
left ^jj+++xvbn+=left
behind ^in+pl+++=behind
quite ^abl++++=quite
all ^abn++++=all
that ^dt+dem+++=that
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
attacked ^vprf+++xvbnx+=attacked,
, ^zz++++=EXTRAWORD
for ^in++++=for
sometimes ^rb++++=sometimes
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
hungry ^jj++++=hungry.
. ^zz++++=EXTRAWORD
The ^ati++++=The
number ^nn++++=number
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
killed ^vprf+++xvbnx+=killed
was ^vbd+bedz+vrb++=was
fourteen ^cd++++=fourteen;
; ^zz++++=EXTRAWORD
three ^cd++++=three
of ^in++++=of
the ^ati++++=the
bodies ^nns++++=bodies
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
stricken ^jj+atrb+++=stricken
homes ^nrs++++=homes
and ^cc++++=and
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
third ^nn++++=third
night ^nn++++=night
frantic ^jj+atrb+++=frantic
bands ^nns++++=bands
of ^in++++=of
searchers ^nns+nom+++=searchers,
, ^zz++++=EXTRAWORD
led ^xvbn+++xvbn+=led
by ^in++++=by
the ^ati++++=the
police ^nns++++=police,
, ^zz++++=EXTRAWORD
captured ^j+++xvbn+=captured
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
house ^npl++++=house
on ^in++++=on
Crane ^nn++++=Crane
Street ^npl++++=Street
near ^in+pl+++=near
the ^ati++++=the
Miskatonic ^np+++??+=Miskatonic
campus ^nn++++=campus.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
organised ^vprf+++xvbnx+=organised
the ^ati++++=the
quest ^nn++++=quest
with ^in++++=with
care ^nn++++=care,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
in ^rb+phrv+++=in
touch ^nn++++=touch
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
volunteer ^nn+nom+++=volunteer
telephone ^nn++++=telephone
stations ^nns+nom+++=stations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
someone ^pn++++=someone
in ^in++++=in
the ^ati++++=the
college ^nn++++=college
district ^nn++++=district
had ^vbd+hvd+aux++=had
reported ^vprf+++xvbnx+=reported
hearing ^vbg+vprv++xvbg+=hearing
a ^at++++=a
scratching ^jj+++xvbg+=scratching
at ^rb++++=at
a ^at++++=a
shuttered ^jj+atrb+++=shuttered
window ^nn++++=window,
, ^zz++++=EXTRAWORD
the ^ati++++=the
net ^jjb++++=net
was ^vbd+bedz+aux++=was
quickly ^rb++splt++=quickly
spread ^vpsv++agls+xvbnx+=spread.
. ^zz++++=EXTRAWORD
On ^in++++=On
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
general ^nn++++=general
alarm ^vb++++=alarm
and ^cc++++=and
precautions ^nns+nom+++=precautions,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
only ^rb+down+++=only
two ^cd++++=two
more ^ql++++=more
victims ^nns++++=victims,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
capture ^nn++++=capture
was ^vbd+bedz+aux++=was
effected ^vpsv++agls+xvbnx+=effected
without ^in++++=without
major ^jj+atrb+++=major
casualties ^nns++++=casualties.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thing ^nn++++=thing
was ^vbd+bedz+aux++=was
finally ^rb++splt++=finally
stopped ^vpsv++by+xvbnx+=stopped
by ^in++++=by
a ^at++++=a
bullet ^nn++++=bullet,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
a ^at++++=a
fatal ^jj+atrb+++=fatal
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
rushed ^vpsv++agls+xvbnx+=rushed
to ^in++++=to
the ^ati++++=the
local ^jj+atrb+++=local
hospital ^nn+nom+++=hospital
amidst ^in++++=amidst
universal ^jj+atrb+++=universal
excitement ^nn+nom+++=excitement
and ^cc++++=and
loathing ^nn++++=loathing.
. ^zz++++=EXTRAWORD
For ^in++++=For
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
man ^nn++++=man.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
much ^rb++++=much
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear
despite ^in++++=despite
the ^ati++++=the
nauseous ^jj+atrb+++=nauseous
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
voiceless ^jj+atrb+++=voiceless
simianism ^nn+nom+++=simianism,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
daemoniac ^nn+++??+=daemoniac
savagery ^nn+nom+++=savagery.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
dressed ^vbd+++xvbnx+=dressed
its ^pp$+it+++=its
wound ^nn+++xvbn+=wound
and ^cc++++=and
carted ^nn+++xvbn+=carted
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
asylum ^nn++++=asylum
at ^in++++=at
Sefton ^np++++=Sefton,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
it ^pp3+it+++=it
beat ^vbd+++xvbn+=beat
its ^pp$+it+++=its
head ^nn++++=head
against ^in++++=against
the ^ati++++=the
walls ^nns++++=walls
of ^in++++=of
a ^at++++=a
padded ^jj+atrb++xvbn+=padded
cell ^nn++++=cell
for ^in++++=for
sixteen ^cd++++=sixteen
years ^nns++++=years
- ^zz++++=-until
until ^in++++=EXTRAWORD
the ^ati++++=the
recent ^jj+atrb+++=recent
mishap ^nn++++=mishap,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
escaped ^vbd+++xvbn+=escaped
under ^in++++=under
circumstances ^nns+nom+++=circumstances
that ^tht+rel+++=that
few ^ap++++=few
like ^vb++++=like
to ^to+vcmp+++=to
mention ^nn+nom+++=mention.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
had ^vb+hv+aux++=had
most ^ql+emph+++=most
disgusted ^jj+++xvbn+=disgusted
the ^ati++++=the
searchers ^nns+nom+++=searchers
of ^in++++=of
Arkham ^np+++??+=Arkham
was ^vbd+bedz+vrb++=was
the ^ati++++=the
thing ^nn++++=thing
they ^pp3a+pp3+++=they
noticed ^vbd+vprv++xvbnx+=noticed
when ^wrb+who+whcl++=when
the ^ati++++=the
monsters ^nns+nom+++=monsters
face ^nn++++=face
was ^vbd+bedz+aux++=was
cleaned ^vpsv++agls+xvbnx+=cleaned
- ^zz++++=-the
the ^ati++++=EXTRAWORD
mocking ^nvbg+++xvbg+=mocking,
, ^zz++++=EXTRAWORD
unbelievable ^jj+atrb+++=unbelievable
resemblance ^nn+nom+++=resemblance
to ^in++++=to
a ^at++++=a
learned ^jj+++xvbn+=learned
and ^cc++++=and
self ^nn++++=self-sacrificing
- ^zz++++=EXTRAWORD
sacrificing ^vbg+++xvbg+=EXTRAWORD
martyr ^nn++++=martyr
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
entombed ^vpsv++agls+xvbnx+=entombed
but ^cc++++=but
three ^cd++++=three
days ^nns++++=days
before ^in++++=before
- ^zz++++=-the
the ^ati++++=EXTRAWORD
late ^jj+atrb+++=late
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Allan ^np++++=Allan
Halsey ^np++++=Halsey,
, ^zz++++=EXTRAWORD
public ^jj+atrb+++=public
benefactor ^nn++++=benefactor
and ^cc++++=and
dean ^np++++=dean
of ^in++++=of
the ^ati++++=the
medical ^jj+atrb+++=medical
school ^nn++++=school
of ^in++++=of
Miskatonic ^np+++??+=Miskatonic
University ^nn+nom+++=University.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
vanished ^jj+++xvbn+=vanished
Herbert ^np++++=Herbert
West ^np+pl+++=West
and ^cc++++=and
to ^in++++=to
me ^pp1o+pp1+++=me
the ^ati++++=the
disgust ^nn++++=disgust
and ^cc++++=and
horror ^nn++++=horror
were ^vbd+bed+vrb++=were
supreme ^jj+pred+++=supreme.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shudder ^nn++++=shudder
tonight ^nr+tm+++=tonight
as ^ql++++=as
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
shudder ^nn++++=shudder
even ^rb++++=even
more ^ql++++=more
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
that ^dt+dem+++=that
morning ^nn++++=morning
when ^wrb+who+++=when
West ^np+pl+++=West
muttered ^vbd+++xvbn+=muttered
through ^in++++=through
his ^pp$+pp3+++=his
bandages ^nns+nom+++=bandages,
, ^zz++++=EXTRAWORD
" ^zz++++="Damn
damn ^vb++++=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
wasnt ^vbd+++xvbn+=wasnt
quite ^rb++++=quite
fresh ^jj++++=fresh
enough ^qlp++++=enough!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Iii ^np+++??+=III.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
Shots ^nns++++=Shots
by ^in++++=by
Moonlight ^nn++++=Moonlight
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
uncommon ^jj+pred+++=uncommon
to ^in++++=to
fire ^nn++++=fire
all ^rb++++=all
six ^cd++++=six
shots ^nns++++=shots
of ^in++++=of
a ^at++++=a
revolver ^nn+nom+++=revolver
with ^in++++=with
great ^jj+atrb+++=great
suddenness ^nns+nom+++=suddenness
when ^wrb+who+++=when
one ^cd1++++=one
would ^md+prd+++=would
probably ^rb++++=probably
be ^vb+be+vrb++=be
sufficient ^jj+pred+++=sufficient,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
many ^ap++++=many
things ^nns++++=things
in ^in++++=in
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
Herbert ^np++++=Herbert
West ^np+pl+++=West
were ^vbd+bed+vrb++=were
uncommon ^jj+pred+++=uncommon.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
often ^rb++++=often
that ^cs+sub+++=that
a ^at++++=a
young ^jj+atrb+++=young
physician ^nn++++=physician
leaving ^vwbg+++xvbg+=leaving
college ^npl++++=college
is ^vbz+bez+aux++=is
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
conceal ^vbi++++=conceal
the ^ati++++=the
principles ^nns++++=principles
which ^whp+rel+subj++=which
guide ^vb++++=guide
his ^pp$+pp3+++=his
selection ^nn+nom+++=selection
of ^in++++=of
a ^at++++=a
home ^nr++++=home
and ^cc++++=and
office ^nn++++=office,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
case ^nn++++=case
with ^in++++=with
Herbert ^np++++=Herbert
West ^np+pl+++=West.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
and ^cc++++=and
I ^pp1a+pp1+++=I
obtained ^vbd+++xvbnx+=obtained
our ^pp$+pp1+++=our
degrees ^nns+nom+++=degrees
at ^in++++=at
the ^ati++++=the
medical ^jj+atrb+++=medical
school ^nn++++=school
of ^in++++=of
Miskatonic ^np+++??+=Miskatonic
University ^nn+nom+++=University,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sought ^vbd+++xvbn+=sought
to ^to++++=to
relieve ^vbi++++=relieve
our ^pp$+pp1+++=our
poverty ^nn++++=poverty
by ^in++++=by
setting ^xvbg+++xvbg+=setting
up ^rp++++=up
as ^ql++++=as
general ^npt++++=general
practitioners ^nns+nom+++=practitioners,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
took ^vbd+++xvbn+=took
great ^jj+atrb+++=great
care ^nn++++=care
not ^xnot++not++=not
to ^to++++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
chose ^vbd+++xvbn+=chose
our ^pp$+pp1+++=our
house ^npl++++=house
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
fairly ^rb++++=fairly
well ^rb++++=well
isolated ^vbd+++xvbn+=isolated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
near ^in+pl+++=near
as ^ql++++=as
possible ^jj++++=possible
to ^to+jcmp+++=to
the ^ati++++=the
potters ^nns+nom+++=potters
field ^nn++++=field.
. ^zz++++=EXTRAWORD
Reticence ^np+nom++??+=Reticence
such ^abl++++=such
as ^ql++++=as
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
seldom ^rb++++=seldom
without ^in++++=without
a ^at++++=a
cause ^nn++++=cause,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
indeed ^rb++++=indeed
was ^vbd+bedz+vrb++=was
ours ^pp$$++++=ours;
; ^zz++++=EXTRAWORD
for ^in++++=for
our ^pp$+pp1+++=our
requirements ^nns+nom+++=requirements
were ^vbd+bed+vrb++=were
those ^dt+dem+++=those
resulting ^jj+++xvbg+=resulting
from ^in++++=from
a ^at++++=a
life ^nn++++=life-work
- ^zz++++=EXTRAWORD
work ^nn++++=EXTRAWORD
distinctly ^rb++++=distinctly
unpopular ^jj++++=unpopular.
. ^zz++++=EXTRAWORD
Outwardly ^rb++++=Outwardly
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
doctors ^nns++++=doctors
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
beneath ^in+pl+++=beneath
the ^ati++++=the
surface ^nn++++=surface
were ^vbd+bed+vrb++=were
aims ^nns++++=aims
of ^in++++=of
far ^rb+pl+++=far
greater ^jjr++++=greater
and ^cc++++=and
more ^rbr++++=more
terrible ^jj+atrb+++=terrible
moment ^nn++++=moment
- ^zz++++=-for
for ^in++++=EXTRAWORD
the ^ati++++=the
essence ^nn+nom+++=essence
of ^in++++=of
Herbert ^np++++=Herbert
Wests ^np+++??+=Wests
existence ^nn+nom+++=existence
was ^vbd+bedz+vrb++=was
a ^at++++=a
quest ^nn++++=quest
amid ^in++++=amid
black ^jj+atrb+++=black
and ^cc+phrs+++=and
forbidden ^jj+atrb++xvbn+=forbidden
realms ^nns++++=realms
of ^in++++=of
the ^ati++++=the
unknown ^jj++++=unknown,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
hoped ^vbd+vprv++xvbnx+=hoped
to ^to+vcmp+++=to
uncover ^vbi++++=uncover
the ^ati++++=the
secret ^nn++++=secret
of ^in++++=of
life ^nn++++=life
and ^cc++++=and
restore ^vb++++=restore
to ^in++++=to
perpetual ^jj+atrb+++=perpetual
animation ^nn+nom+++=animation
the ^ati++++=the
graveyards ^nns+++??+=graveyards
cold ^jj+atrb+++=cold
clay ^nn++++=clay.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
quest ^nn++++=quest
demands ^nns++++=demands
strange ^jj+atrb+++=strange
materials ^nns+nom+++=materials,
, ^zz++++=EXTRAWORD
among ^in++++=among
them ^pp3o+pp3+++=them
fresh ^jj+atrb+++=fresh
human ^jj+atrb+++=human
bodies ^nns++++=bodies;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
keep ^vb++++=keep
supplied ^vbd+++xvbn+=supplied
with ^in++++=with
these ^dt+dem+++=these
indispensable ^jj+atrb+++=indispensable
things ^nns++++=things
one ^cd1++++=one
must ^md+nec+++=must
live ^vb++++=live
quietly ^rb++++=quietly
and ^cc++++=and
not ^xnot++not++=not
far ^rb+pl+++=far
from ^rb"++++=from
a ^at++++=a
place ^nn++++=place
of ^in++++=of
informal ^jj+atrb+++=informal
interment ^nn+nom+++=interment.
. ^zz++++=EXTRAWORD
West ^np+pl+++=West
and ^cc++++=and
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
in ^in++++=in
college ^nn++++=college,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
only ^rb+down+++=only
one ^cd1++++=one
to ^to++++=to
sympathise ^vbi++++=sympathise
with ^in++++=with
his ^pp$+pp3+++=his
hideous ^jj+atrb+++=hideous
experiments ^nns+nom+++=experiments.
. ^zz++++=EXTRAWORD
Gradually ^rb++++=Gradually
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^to++++=to
be ^vbi++vrb++=be
his ^pp$+pp3+++=his
inseparable ^jj+atrb+++=inseparable
assistant ^nn+nom+++=assistant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
that ^cs+sub+++=that
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
out ^rp+pl+++=out
of ^in++++=of
college ^nn++++=college
we ^pp1a+pp1+++=we
had ^md"++pmd"++=had
to ^md+nec+++=to
keep ^vb++++=keep
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
easy ^jj++++=easy
to ^to+jcmp+++=to
find ^vbi+vprv+++=find
a ^at++++=a
good ^jj++++=good
opening ^jj+++xvbg+=opening
for ^in++++=for
two ^cd++++=two
doctors ^nns++++=doctors
in ^in++++=in
company ^nn++++=company,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
finally ^rb++++=finally
the ^ati++++=the
influence ^nn+nom+++=influence
of ^in++++=of
the ^ati++++=the
university ^npl+nom+++=university
secured ^vbd+++xvbn+=secured
us ^pp1o+pp1+++=us
a ^at++++=a
practice ^nn++++=practice
in ^in++++=in
Bolton ^np++++=Bolton
- ^zz++++=-a
a ^at++++=EXTRAWORD
factory ^nn++++=factory
town ^nn++++=town
near ^in+pl+++=near
Arkham ^np+++??+=Arkham,
, ^zz++++=EXTRAWORD
the ^ati++++=the
seat ^nn++++=seat
of ^in++++=of
the ^ati++++=the
college ^nn++++=college.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Bolton ^np++++=Bolton
Worsted ^np+++??+=Worsted
Mills ^np++++=Mills
are ^vb+ber+vrb++=are
the ^ati++++=the
largest ^nn++++=largest
in ^in++++=in
the ^ati++++=the
Miskatonic ^np+++??+=Miskatonic
Valley ^nn++++=Valley,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
polyglot ^nn+++??+=polyglot
employees ^nns+nom+++=employees
are ^vb+ber+vrb++=are
never ^rb++++=never
popular ^jj+pred+++=popular
as ^ql++++=as
patients ^nns++++=patients
with ^in++++=with
the ^ati++++=the
local ^jj+atrb+++=local
physicians ^nns++++=physicians.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
chose ^vbd+++xvbn+=chose
our ^pp$+pp1+++=our
house ^nn++++=house
with ^in++++=with
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
care ^nn++++=care,
, ^zz++++=EXTRAWORD
seizing ^vbg+++xvbg+=seizing
at ^rb++++=at
last ^rb"++++=last
on ^in++++=on
a ^at++++=a
rather ^rb++++=rather
run ^vb+++xvbn+=run-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
cottage ^npl+nom+++=cottage
near ^in+pl+++=near
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
Pond ^nn++++=Pond
Street ^nn++++=Street;
; ^zz++++=EXTRAWORD
five ^cd++++=five
numbers ^nns+nom+++=numbers
from ^in++++=from
the ^ati++++=the
closest ^jjt+atrb+++=closest
neighbour ^nn++++=neighbour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
