Has ^vbz+hvz+aux++=Has
chapter ^nn++++=chapter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
who ^whp+who+++=who
becomes ^vbz++++=becomes
father ^nn++++=father
and ^cc++++=and
mother ^nn++++=mother
in ^in++++=in
one ^cd1++++=one
to ^in++++=to
motherless ^jj+atrb+++=motherless
children ^nns++++=children,
, ^zz++++=EXTRAWORD
bears ^nns++++=bears
a ^at++++=a
burden ^nn++++=burden
which ^whp+rel+obj++=which
men ^nns++++=men
shirk ^vb++++=shirk
or ^cc++++=or
stagger ^nn++++=stagger
under ^in+strn+++=under;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
shirking ^jj+atrb++xvbg+=shirking
cell ^nn++++=cell
in ^in++++=in
his ^pp$+pp3+++=his
brain ^nn++++=brain
or ^cc++++=or
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
elsewhere ^rb++splt++=elsewhere
said ^vprf+++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
hardly ^rb+down+++=hardly
a ^at++++=a
chapter ^nn++++=chapter
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life
of ^in++++=of
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
in ^in++++=in
some ^dti++++=some
sense ^nn++++=sense,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
revealed ^vbd+vprv++xvbn+=revealed
or ^cc+phrs+++=or
concealed ^vbd+++xvbn+=concealed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hero ^nn++++=hero."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
asked ^vpsv++agls+xvbnx+=asked
to ^to+vcmp+++=to
sum ^vb++++=sum
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
words ^nns++++=words
the ^ati++++=the
vivid ^jj+atrb+++=vivid
points ^nns++++=points
of ^in++++=of
his ^pp$+pp3+++=his
influence ^nn+nom+++=influence,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
find ^vb+vprv+tht0++=find
it ^pp3+it+++=it
as ^ql++++=as
hard ^jj++++=hard
to ^to+jcmp+++=to
give ^vbi++++=give
definite ^jj+atrb+++=definite
form ^nn++++=form
to ^in++++=to
my ^pp$+pp1+++=my
indebtedness ^nns+nom+++=indebtedness
to ^in++++=to
the ^ati++++=the
Christian ^jj+atrb+++=Christian
scholar ^nn++++=scholar
whose ^whp+rel+obj++=whose
daughter ^nn+nom+++=daughter
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
honor ^nn++++=honor
to ^to++++=to
be ^vbi++vrb++=be,
, ^zz++++=EXTRAWORD
as ^in++++=as
to ^in"++++=to
specify ^vb+vsua+++=specify
the ^ati++++=the
particulars ^nns++++=particulars
in ^in++++=in
which ^whp+rel+pied++=which
one ^cd1++++=one
responds ^vbz++++=responds
to ^in++++=to
sunshine ^nn++++=sunshine
or ^cc++++=or
oxygen ^nn++++=oxygen.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
climate ^nn+nom+++=climate.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^ql++++=as
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
think ^vbi+vprv+++=think,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
reverence ^nn+nom+++=reverence
thought ^nn+++xvbn+=thought
and ^cc++++=and
study ^nn++++=study
and ^cc++++=and
the ^ati++++=the
hard ^jj+atrb+++=hard
work ^nn++++=work
of ^in++++=of
a ^at++++=a
man ^nn++++=man
devoted ^vbd+++xvbn+=devoted
to ^in++++=to
the ^ati++++=the
high ^jj+atrb+++=high
ends ^nns++++=ends
of ^in++++=of
a ^at++++=a
scholar ^nn++++=scholar's
's ^$++++=EXTRAWORD
life ^nn++++=life.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
department ^nn+nom+++=department
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
of ^in++++=of
rhetoric ^nn++++=rhetoric,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
appreciation ^nn+nom+++=appreciation
of ^in++++=of
the ^ati++++=the
uses ^nns++++=uses
and ^cc++++=and
graces ^nns++++=graces
of ^in++++=of
language ^nn+nom+++=language
very ^ql+amp+++=very
early ^jj++++=early
descended ^jj+++xvbn+=descended
like ^in++++=like
a ^at++++=a
mantle ^nn++++=mantle
upon ^in++++=upon
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+++xvbnx+=learned
to ^to+vcmp+++=to
read ^vbn+vprv++xvbn+=read
and ^cc++++=and
to ^in++++=to
love ^nn++++=love
reading ^vwbg+++xvbg+=reading,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
to ^to+vcmp+++=to,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
help ^vb++++=help
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
atmosphere ^nn++++=atmosphere
I ^pp1a+pp1+++=I
breathed ^vbd+++xvbnx+=breathed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Day
day ^nn++++=EXTRAWORD
after ^cs+sub+++=after
day ^nn++++=day
the ^ati++++=the
watchful ^jj+atrb+++=watchful
girl ^nn++++=girl
observed ^vbd+vprv++xvbn+=observed
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
a ^at++++=a
student ^nn++++=student
its ^pp$+it+++=its
scholarly ^jj+atrb+++=scholarly
tastes ^nns++++=tastes,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
high ^jj+atrb+++=high
ideals ^nns++++=ideals,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
scorn ^nn++++=scorn
of ^in++++=of
worldliness ^nns+nom+++=worldliness
and ^cc++++=and
paltry ^jj+atrb+++=paltry
aims ^nns++++=aims
or ^cc++++=or
petty ^jj+atrb+++=petty
indulgences ^nns+nom+++=indulgences,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forever ^rb++++=forever
its ^pp$+it+++=its
magnificent ^jj+atrb+++=magnificent
habits ^nns++++=habits
of ^in++++=of
work ^nn++++=work."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
sixteen ^cd++++=sixteen,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
to ^in++++=to
me ^pp1o+pp1+++=me
a ^at++++=a
distinct ^nn++++=distinct
arousing ^vwbg+++xvbg+=arousing
or ^cc++++=or
awakening ^nn++++=awakening
to ^in++++=to
the ^ati++++=the
intellectual ^jj+atrb+++=intellectual
life ^nn++++=life.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
look ^vb++++=look
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
flash ^vb++++=flash-light.
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
the ^ati++++=the
important ^jj+atrb+++=important
phases ^nns++++=phases
or ^cc++++=or
crises ^nns++++=crises
of ^in++++=of
our ^pp$+pp1+++=our
lives ^nns++++=lives
can ^md+pos+++=can
be ^vb+be+aux++=be
traced ^vpsv++agls+xvbnx+=traced
to ^in++++=to
some ^dti++++=some
one ^cd1++++=one
influence ^nn+nom+++=influence
or ^cc++++=or
event ^nn++++=event,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
one ^cd1++++=one
I ^pp1a+pp1+++=I
connect ^vb++++=connect
directly ^rb++++=directly
with ^in++++=with
the ^ati++++=the
reading ^jj+++xvbg+=reading
to ^in++++=to
me ^pp1o+pp1+++=me
by ^in++++=by
my ^pp$+pp1+++=my
father ^nn++++=father
of ^in++++=of
the ^ati++++=the
writings ^nns++++=writings
of ^in++++=of
De ^&fw++++=De
Quincey ^np+++??+=Quincey
and ^cc++++=and
the ^ati++++=the
poems ^nns++++=poems
of ^in++++=of
Wordsworth ^np++++=Wordsworth.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
heard ^vprf++tht0+xvbnx+=heard
him ^pp3o+pp3+++=him
preach ^vb++++=preach
or ^cc++++=or
lecture ^nn++++=lecture
remembers ^nns+nom+++=remembers
the ^ati++++=the
rare ^jj+atrb+++=rare
quality ^nn+nom+++=quality
of ^in++++=of
Professor ^npt++++=Professor
Phelps ^np++++=Phelps's
's ^$++++=EXTRAWORD
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
pulpit ^nn++++=pulpit
orator ^nn++++=orator
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
few ^ap++++=few,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
hear ^vbi+vprv+tht0++=hear
him ^pp3o+pp3+++=him
read ^vbd+vprv++xvbn+=read
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
study ^nn++++=study
was ^vbd+bedz+vrb++=was
an ^at++++=an
absorbing ^jj+atrb++xvbg+=absorbing
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
To ^in++++=To
this ^dt+dem+++=this
day ^nn++++=day
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
put ^vbd+++xvbn+=put
myself ^ppl+pp1+++=myself
outside ^in+cmpx+++=outside
of ^in"++++=of
certain ^jj+atrb+++=certain
pages ^nns++++=pages
of ^in++++=of
the ^ati++++=the
laureate ^nn+nom+++=laureate
or ^cc++++=or
the ^ati++++=the
essayist ^nn+nom+++=essayist.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
read ^vb+vprv++xvbn+=read;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
listen ^vb++++=listen.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
lines ^nns++++=lines
beginning ^vwbg+++xvbg+=beginning:
: ^zz++++=EXTRAWORD
" ^zz++++="'Thanks
' ^zz++++=EXTRAWORD
thanks ^rb+dspt+++=EXTRAWORD
to ^in"++++=to
the ^ati++++=the
human ^jj+atrb+++=human
heart ^nn++++=heart
by ^in++++=by
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
live ^vb++++=live,
, ^zz++++=EXTRAWORD
Thanks ^rb+dspt+++=Thanks
to ^in"++++=to
its ^pp$+it+++=its
tenderness ^nns+nom+++=tenderness,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
joys ^nns++++=joys
and ^cc++++=and
fears ^nns++++=fears;'
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
passage ^nn+nom+++=passage
which ^whp+rel+subj++=which
opens ^vbz++++=opens:
: ^zz++++=EXTRAWORD
' ^zz++++='Then
then ^rn+tm+++=EXTRAWORD
like ^in++++=like
a ^at++++=a
chorus ^nn++++=chorus
the ^ati++++=the
passion ^nn++++=passion
deepened ^vbd+++xvbn+=deepened,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
which ^whp+rel+subj++=which
rises ^vbz++++=rises
to ^in++++=to
the ^ati++++=the
aching ^jj+atrb++xvbg+=aching
cry ^nn++++=cry:
: ^zz++++=EXTRAWORD
' ^zz++++='Everlasting
everlasting ^jj+atrb+++=EXTRAWORD
farewells!. ^nn+++??+=farewells!...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Everlasting ^jj+atrb+++=Everlasting
farewells ^nns++++=farewells!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
ring ^nn++++=ring
in ^in++++=in
my ^pp$+pp1+++=my
ears ^nns++++=ears
as ^ql++++=as
they ^pp3a+pp3+++=they
left ^vbd+++xvbnx+=left
his ^pp$+pp3+++=his
lips ^nns++++=lips."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
first ^od++++=first
effort ^nn++++=effort
to ^to+ncmp+++=to
sail ^vbi++++=sail
the ^ati++++=the
sea ^nn++++=sea
of ^in++++=of
letters ^nns+nom+++=letters,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
occurs ^vbz++++=occurs
to ^in++++=to
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^vbz+bez+vrb++0=EXTRAWORD
literary ^jj+atrb+++=literary
reputation ^nn+nom+++=reputation
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
held ^vpsv++agls+xvbnx+=held
responsible ^jj++++=responsible.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
( ^zz++++=(to
to ^to++++=EXTRAWORD
take ^vbi++++=take
a ^at++++=a
step ^nn++++=step
backwards ^rb++++=backwards
in ^in++++=in
the ^ati++++=the
story ^nn++++=story)
) ^zz++++=EXTRAWORD
the ^ati++++=the
mature ^jj+atrb+++=mature
age ^nn++++=age
of ^in++++=of
thirteen ^cd++++=thirteen.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
girl ^nn++++=girl
in ^in++++=in
low ^jj++++=low-necked
- ^zz++++=EXTRAWORD
necked ^jj+atrb++xvbn+=EXTRAWORD
gingham ^nn+++??+=gingham
dresses ^nns+nom+++=dresses,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
on ^in++++=on
one ^cd1++++=one
( ^zz++++=(of
of ^in++++=EXTRAWORD
a ^at++++=a
purple ^jj+atrb+++=purple
shade ^nn++++=shade,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
incredibly ^rb++++=incredibly
unbecoming ^jj++++=unbecoming
to ^in++++=to
a ^at++++=a
half ^abn++++=half-grown,
- ^zz++++=EXTRAWORD
grown ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
brunette ^jj+atrb+++=brunette
girl ^nn++++=girl)
) ^zz++++=EXTRAWORD
one ^cd1++++=one
evening ^nn++++=evening
when ^wrb+who+++=when
my ^pp$+pp1+++=my
first ^od++++=first
gentleman ^nn+nom+++=gentleman
caller ^nn++++=caller
came ^vbd+++xvbn+=came
to ^to++++=to
see ^vbi+vprv+++=see
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
Sunday ^nr++++=Sunday-school
- ^zz++++=EXTRAWORD
school ^nn++++=EXTRAWORD
teacher ^nn++++=teacher
detracted ^vprf+++xvbn+=detracted
from ^in++++=from
the ^ati++++=the
importance ^nn+nom+++=importance
of ^in++++=of
the ^ati++++=the
occasion ^nn++++=occasion,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
extinguish ^vb++++=extinguish
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
eight ^cd++++=eight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
obediently ^rb++++=obediently
to ^in++++=to
law ^nn++++=law
and ^cc++++=and
gospel ^nn++++=gospel,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
upstairs ^jjb++++=upstairs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
actual ^jj+atrb+++=actual
troubles ^nns++++=troubles
of ^in++++=of
life ^nn++++=life
have ^vb+hv+aux++=have
never ^rb++splt++=never
dulled ^vprf+++xvbnx+=dulled
my ^pp$+pp1+++=my
sense ^nn++++=sense
of ^in++++=of
mortification ^nn+nom+++=mortification
at ^rb++++=at
overhearing ^jj+++xvbg+=overhearing
from ^in++++=from
my ^pp$+pp1+++=my
little ^jj+atrb+++=little
room ^nn++++=room
at ^in++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
struggling ^nvbg+++xvbg+=struggling
to ^to+vcmp+++=to
get ^vbi++++=get
into ^in+ppvb+++=into
that ^dt+dem+++=that
gingham ^nn+++??+=gingham
gown ^nn++++=gown
and ^cc++++=and
present ^nn++++=present
a ^at++++=a
tardy ^nn+++??+=tardy
appearance ^nn+nom+++=appearance,
, ^zz++++=EXTRAWORD
a ^at++++=a
voice ^nn++++=voice
distinctly ^rb++++=distinctly
excusing ^vbg+++xvbg+=excusing
me ^pp1o+pp1+++=me
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
that ^tht+ncmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
past ^jjb+pred+++=past
her ^pp$+pp3+++=her
usual ^jj+atrb+++=usual
bedtime ^nn++++=bedtime,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
the ^ati++++=the
anguish ^nn++++=anguish
of ^in++++=of
that ^dt+dem+++=that
occasion ^nn++++=occasion
so ^rb++++=so
far ^rb+pl+++=far
aged ^jj++++=aged
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
anything ^pn++++=anything
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
my ^pp$+pp1+++=my
first ^rb++++=first
literary ^jj+atrb+++=literary
undertaking ^nvbg+++xvbg+=undertaking,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
about ^in++++=about
the ^ati++++=the
low ^jj++++=low-necked
- ^zz++++=EXTRAWORD
necked ^jj+atrb++xvbn+=EXTRAWORD
gingham ^nn+++??+=gingham
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
during ^in++++=during
this ^dt+dem+++=this
particular ^jj+atrb+++=particular
year ^nn++++=year
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
determined ^jj+++xvbnx+=determined
to ^to+jcmp+++=to
become ^vbi++++=become
an ^at++++=an
individual ^nn+nom+++=individual
and ^cc++++=and
contribute ^vb++++=contribute
to ^in++++=to
the ^ati++++=the
" ^zz++++="Youth's
youth ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
Companion ^nn++++=Companion."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
so ^rb++++=so.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
contribution ^nn+nom+++=contribution
was ^vbd+bedz+aux++=was
accepted ^vpsv++agls+xvbnx+=accepted
and ^cc+phrs+++=and
paid ^vpsv++agls+xvbn+=paid
for ^in++++=for
by ^in++++=by
the ^ati++++=the
appearance ^nn+nom+++=appearance
in ^in++++=in
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
post ^nn++++=post-office
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
box ^nn++++=box
of ^in++++=of
the ^ati++++=the
paper ^nn++++=paper
for ^in++++=for
a ^at++++=a
year ^nn++++=year;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
impression ^nn++++=impression
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
wore ^vbd+++xvbnx+=wore
high ^jj++++=high-necked
- ^zz++++=EXTRAWORD
necked ^jj+atrb++xvbn+=EXTRAWORD
dresses ^nns+nom+++=dresses
pretty ^rb++++=pretty
soon ^rb+tm+++=soon
thereafter ^nn+nom+++=thereafter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
sit ^vb++++=sit
up ^rp++++=up
till ^in++++=till
nine ^cd++++=nine
o ^zz++++=o'clock.
'clock. ^nn+++??+=EXTRAWORD
At ^rb++++=At
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
memorable ^jj+atrb+++=memorable
events ^nns++++=events
are ^vb+ber+aux++=are
distinctly ^rb++splt++=distinctly
intertwined ^vpsv++agls+xvbnx+=intertwined
in ^in++++=in
my ^pp$+pp1+++=my
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
days ^nns++++=days
when ^wrb+who+++=when
even ^rb++++=even
the ^ati++++=the
" ^zz++++="Companion,"
companion ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
that ^cs+sub+++=that
oldest ^jjt++++=oldest
and ^cc++++=and
most ^ql+emph+++=most
delightful ^jj++++=delightful
of ^in++++=of
children ^nns++++=children's
's ^$++++=EXTRAWORD
journals ^nns+nom+++=journals,
, ^zz++++=EXTRAWORD
printed ^jj+atrb++xvbn+=printed
things ^nns++++=things
like ^in++++=like
these ^dt+pdem+++=these:
: ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
Julia ^np++++=Julia
B ^zz++++=B.
. ^zz++++=EXTRAWORD
loved ^j+++xvbn+=loved
the ^ati++++=the
Country ^nn++++=Country.
. ^zz++++=EXTRAWORD
" ^zz++++="Julia
julia ^np++++=EXTRAWORD
B ^zz++++=B.
. ^zz++++=EXTRAWORD
loved ^j+++xvbn+=loved
the ^ati++++=the
country ^nn++++=country
because ^cs+cos+++=because
whenever ^nn+nom+++=whenever
she ^pp3a+pp3+++=she
walked ^vbd+++xvbnx+=walked
out ^rp+pl+++=out
she ^pp3a+pp3+++=she
could ^md+pos+++=could
see ^vb+vprv+++=see
God ^nn++++=God
in ^in+cmpx+++=in
the ^in"++++=the
face ^in"++++=face
of ^in"++++=of
Nature ^nn++++=Nature."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
the ^ati++++=the
semi ^nn+++??+=semi-column
- ^zz++++=EXTRAWORD
column ^nn++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
to ^in++++=to
that ^dt+pdem+++=that
distinguished ^vbd+++xvbn+=distinguished
paper ^nn++++=paper
was ^vbd+bedz+vrb++=was
a ^at++++=a
tone ^nn++++=tone
or ^cc++++=or
two ^cd++++=two
above ^jjb++++=above
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
can ^md+pos+++=can
remember ^nn+nom+++=remember
nothing ^pn++++=nothing
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
sister ^nn++++=sister
who ^whp+rel+obj++=who
neglected ^jj+++xvbn+=neglected
her ^pp3o+pp3+++=her
little ^ap++++=little
brothers ^nns+nom+++=brothers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hence ^rb+cnj+++=hence
defeated ^vbd+++xvbn+=defeated
the ^ati++++=the
first ^od++++=first
object ^vb++++=object
of ^in++++=of
existence ^nn+nom+++=existence
in ^in++++=in
a ^at++++=a
woman ^nn++++=woman-child.
- ^zz++++=EXTRAWORD
child ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
proper ^jj++++=proper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
pious ^jj++++=pious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
much ^ap++++=much
like ^in++++=like
what ^wdt+who+++=what
well ^rb++++=well-brought-up
- ^zz++++=EXTRAWORD
brought ^vbd+++xvbn+=EXTRAWORD
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
little ^jj+atrb+++=little
girls ^nns++++=girls
were ^vbd+bed+aux++=were
taught ^vpsv++agls+xvbnx+=taught
to ^to+vcmp+++=to
[ ^zz++++=[pg
pg ^nn+++??+=EXTRAWORD
57 ^cd++++=57]
] ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be,
, ^zz++++=EXTRAWORD
to ^to++++=to
suffer ^vbi++++=suffer,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
to ^to++++=to
write ^vbi++++=write
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
often ^rb++splt++=often
intended ^vprf+++xvbnx+=intended
to ^to+vcmp+++=to
ask ^vbi++++=ask
