Laura ^nn++++=Laura
his ^pp$+pp3+++=his
feeling ^nvbg+++xvbg+=feeling
for ^in++++=for
people ^nns++++=people
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
her ^pp$+pp3+++=her
into ^in++++=into
that ^cs+sub+++=that
main ^jjb+atrb+++=main
body ^nn++++=body
of ^in++++=of
life ^nn++++=life
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
like ^in++++=like
coming ^nn++++=coming
into ^in++++=into
the ^ati++++=the
sunshine ^nn++++=sunshine!
! ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
asked ^vbd+vsua+tht0+xvbnx+=asked
her ^pp$+pp3+++=her
to ^to++++=to
be ^vbi++vrb++=be
alone ^rb++++=alone
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
through ^in++++=through
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
like ^in++++=like
telling ^xvbg+++xvbg+=telling
one ^cd1++++=one
to ^to++++=to
go ^vbi++++=go
into ^in++++=into
the ^ati++++=the
sunshine ^nn++++=sunshine
when ^wrb+who+++=when
the ^ati++++=the
sun ^nn++++=sun
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
shining ^jj+++xvbg+=shining.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
more ^ql++++=more
these ^dt+dem+++=these
others ^aps++++=others
tried ^vb+++xvbn+=tried
to ^to+vcmp+++=to
reach ^vbi++++=reach
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
more ^rbr++++=more
alone ^rb++++=alone
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
only ^rb+down+++=only
made ^vwbn+++xvbn+=made
her ^pp$+pp3+++=her
know ^vb+vprv+tht0++=know
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
reach ^vb++++=reach
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
lived ^vprf+++xvbnx+=lived
in ^in++++=in
the ^ati++++=the
sunshine ^nn++++=sunshine,
, ^zz++++=EXTRAWORD
days ^nns++++=days
of ^in++++=of
cold ^jj+atrb+++=cold
mist ^nn++++=mist
may ^md+pos+++=may
become ^vprf+++xvbn+=become
more ^ql++++=more
than ^cs+sub+++=than
you ^pp2+pp2+++=you
can ^md+pos+++=can
bear ^vb+vprv+++=bear.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
long ^jj+atrb+++=long
struggle ^nn++++=struggle
not ^xnot++not++=not
to ^to++++=to
do ^vbi++++=do
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
again ^rb+tm+++=again
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
long ^jj++++=long-distance
- ^zz++++=EXTRAWORD
distance ^nn+nom+++=EXTRAWORD
telephone ^nn++++=telephone
to ^to++++=to
find ^vbi+vprv+++=find
out ^rp+pl+++=out
where ^wrb+who+++=where
that ^dt+dem+++=that
picture ^nn++++=picture
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
shown ^vprf+++xvbn+=shown
that ^tht+vcmp+++=that
picture ^nn++++=picture
into ^in++++=into
which ^whp+rel+pied++=which
was ^vbd+bedz+aux++=was
caught ^vpsv++agls+xvbnx+=caught
one ^cd1++++=one
moment ^nn++++=moment
of ^in++++=of
Howie ^np++++=Howie's
's ^$++++=EXTRAWORD
life ^nn++++=life
as ^ql++++=as
he ^pp3a+pp3+++=he
moved ^vbd+++xvbnx+=moved
through ^in++++=through
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Worn ^xvbn+++xvbn+=Worn
by ^in++++=by
the ^ati++++=the
struggle ^nn++++=struggle
not ^xnot++not++=not
to ^to++++=to
do ^vbi++++=do
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tormented ^vpsv++by+xvbn+=tormented
by ^in++++=by
the ^ati++++=the
fear ^vb++++=fear
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
waited ^vprf+++xvbnx+=waited
too ^ql++++=too
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
this ^dt+dem+++=this
one ^cd1++++=one
thing ^nn++++=thing
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
to ^in++++=to
her ^pp$+pp3+++=her
might ^md+pos+++=might
no ^at++++=no
longer ^rbr++++=longer
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
put ^vb+++xvbn+=put
every ^at++++=every
bit ^nn++++=bit
of ^in++++=of
her ^pp$+pp3+++=her
strength ^nn++++=strength
into ^in++++=into
establishing ^xvbg+++xvbg+=establishing
this ^dt+dem+++=this
connection ^nn+nom+++=connection
with ^in++++=with
the ^ati++++=the
people ^nns++++=people
who ^whp+rel+subj++=who
could ^md+pos+++=could
tell ^vb++++=tell
her ^pp$+pp3+++=her
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
must ^md+nec+++=must
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Establishing ^vbg+++xvbg+=Establishing
the ^ati++++=the
connection ^nn+nom+++=connection
with ^in++++=with
living ^xvbg+++xvbg+=living
was ^vbd+bedz+vrb++=was
like ^in++++=like
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
far ^rb+pl+++=far
off ^in+pl+++=off
and ^cc++++=and
connected ^vbd+++xvbn+=connected
only ^rb+down+++=only
by ^in++++=by
a ^at++++=a
tenuous ^jj+atrb+++=tenuous
thing ^nn++++=thing
which ^whp+rel+subj++=which
might ^md+pos+++=might
any ^dti++++=any
moment ^nn++++=moment
go ^vb++++=go
into ^in++++=into
confusion ^nn++++=confusion
and ^cc++++=and
stop ^nn++++=stop.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end
some ^dti++++=some
one ^cd1++++=one
was ^vbd+bedz+aux++=was
making ^vbg+++xvbgx+=making
fun ^nn++++=fun
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
doubted ^vbd+vprv++xvbnx+=doubted
if ^cs+cnd+++=if
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cross ^nn++++=Cross
of ^in++++=of
Diamonds ^nns++++=Diamonds"
" ^zz++++=EXTRAWORD
could ^md+pos+++=could
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
anywhere ^rb++++=anywhere
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cross ^nn++++=Cross
of ^in++++=of
Diamonds ^nns++++=Diamonds"
" ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
double ^jj++++=double-crossed.
- ^zz++++=EXTRAWORD
crossed ^vpsv++agls+xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Wasn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
too ^ql++++=too
much ^ap++++=much
of ^in++++=of
a ^at++++=a
cross ^nn++++=cross,
, ^zz++++=EXTRAWORD
anyway ^rb+cnj+++=anyway,
, ^zz++++=EXTRAWORD
to ^to++++=to
see ^vbi+vprv+++=see
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cross ^nn++++=Cross
of ^in++++=of
Diamonds ^nns++++=Diamonds"?
" ^zz++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
another ^dt++++=another
man ^nn++++=man
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
phone ^nn++++=phone.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cross ^nn++++=Cross
of ^in++++=of
Diamonds ^nns++++=Diamonds"
" ^zz++++=EXTRAWORD
could ^md+pos+++=could
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
at ^rb++++=at
a ^at++++=a
certain ^jj+atrb+++=certain
town ^nn++++=town
in ^in++++=in
Indiana ^np+++??+=Indiana.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++0=she'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md+atrb+md++=better
hurry ^vb++++=hurry!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++0=she'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md+atrb+md++=better
look ^vb++++=look
her ^pp3o+pp3+++=her
last ^rb++++=last
look ^vb++++=look.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+vrb++=did
she ^pp3a+pp3+++=she
want ^vb++++=want
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
it ^pp3+it+++=it
might ^md+pos+++=might
he ^pp3a+pp3+++=he
ask ^vb++++=ask?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Laura ^nn++++=Laura
hung ^vbd+++xvbn+=hung
up ^rp++++=up
the ^ati++++=the
receiver ^nn+nom+++=receiver.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
must ^md+nec+++=must
hurry ^vb++++=hurry!
! ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
blur ^nn++++=blur
and ^cc++++=and
a ^at++++=a
hurry ^nn++++=hurry.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
unreal ^jj+atrb+++=unreal
confusion ^nn++++=confusion
drove ^vbd+++xvbn+=drove
the ^ati++++=the
one ^cd1++++=one
idea ^nn++++=idea
she ^pp3a+pp3+++=she
must ^md+nec+++=must
get ^vb++++=get
there ^rn+pl+++=there
in ^in++++=in
time ^nn++++=time!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+dem+++=that
whole ^jj+atrb+++=whole
life ^nn++++=life
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
seemed ^vbd+seem++xvbn+=seemed
pitted ^vbd+++xvbn+=pitted
against ^in++++=against
her ^pp$+pp3+++=her
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
that ^cs+sub+++=that
main ^jjb+atrb+++=main
body ^nn++++=body
of ^in++++=of
life ^nn++++=life
was ^vbd+bedz+aux++=was
thrown ^vpsv++agls+xvbnx+=thrown
in ^in++++=in
between ^in++++=between
her ^pp$+pp3+++=her
and ^cc++++=and
Howie ^np++++=Howie.
. ^zz++++=EXTRAWORD
The ^ati++++=The
train ^nn++++=train
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
the ^ati++++=the
hour ^nn++++=hour
for ^in++++=for
pictures ^nns++++=pictures
to ^to++++=to
begin ^vbi++++=begin
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
down ^rp++++=down
at ^rb++++=at
that ^dt+dem+++=that
lonely ^jj++++=lonely,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far-away
- ^zz++++=EXTRAWORD
away ^rp+pl+++=EXTRAWORD
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
the ^ati++++=the
station ^nn+nom+++=station!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
bus ^nn++++=bus
she ^pp3a+pp3+++=she
must ^md+nec+++=must
take ^vb++++=take.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
nerve ^nn++++=nerve
of ^in++++=of
her ^pp$+pp3+++=her
being ^vbg+beg++xvbg+=being
was ^vbd+bedz+aux++=was
hurrying ^vbg+++xvbgx+=hurrying
that ^dt+dem+++=that
bus ^nn++++=bus
on ^in++++=on
until ^cs+sub+++=until
that ^dt+dem+++=that
very ^ql+amp+++=very
anxiety ^nn++++=anxiety
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
seem ^vb+seem+tht0++=seem
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Howie ^np++++=Howie
himself ^ppl+pp3+++=himself
she ^pp3a+pp3+++=she
would ^md+prd+++=would
see ^vb+vprv+++=see
if ^cs+cnd+++=if
only ^rb+down+++=only
she ^pp3a+pp3+++=she
could ^md+pos+++=could
get ^vb++++=get
there ^rn+pl+++=there
in ^in++++=in
time ^nn++++=time.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
being ^vbg+beg++xvbg+=being
late ^jj++++=late,
, ^zz++++=EXTRAWORD
the ^ati++++=the
downstairs ^nn++++=downstairs
at ^in++++=at
the ^ati++++=the
theater ^jjr++++=theater
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full.
. ^zz++++=EXTRAWORD
" ^zz++++="Balcony
balcony ^nn++++=EXTRAWORD
only ^rb+cnj+++=only,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
a ^at++++=a
man ^nn++++=man
as ^ql++++=as
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
me ^pp1o+pp1+++=me
a ^at++++=a
good ^jj+atrb+++=good
seat ^nn++++=seat?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Laura ^nn++++=Laura
besought ^vprf+++xvbn+=besought
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^vb++++=EXTRAWORD
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
how ^wrb+who+whcl++=how
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
find ^vb+vprv+tht0++=find
you ^pp2+pp2+++=you
a ^at++++=a
seat ^nn++++=seat
when ^wrb+who+++=when
there ^ex+pex+++=there
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
seat ^nn++++=seat,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
answer ^nn++++=answer
the ^ati++++=the
whole ^jj+atrb+++=whole
big ^jj+atrb+++=big
life ^nn++++=life
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
in ^in++++=in
between ^in++++=between
her ^pp$+pp3+++=her
and ^cc++++=and
Howie ^np++++=Howie!
! ^zz++++=EXTRAWORD
Upstairs ^jjb++++=Upstairs,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
hard ^jj+pred+++=hard
to ^to+jcmp+++=to
find ^vbi+vprv+++=find
a ^at++++=a
place ^nn++++=place.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^rb++++=all
those ^dt+dem+++=those
people ^nns++++=people
seated ^vbd+++xvbn+=seated
there ^rn+pl+++=there
for ^in++++=for
them ^pp3o+pp3+++=them
it ^pp3+it+++=it
meant ^vbd+vprv++xvbn+=meant
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
hours ^nns++++=hours'
' ^zz++++=EXTRAWORD
silly ^jj+atrb+++=silly
entertainment ^nn+nom+++=entertainment!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
after ^cs+sub+++=after
a ^at++++=a
moment ^nn++++=moment
a ^at++++=a
man ^nn++++=man
directed ^vwbn+++xvbn+=directed
her ^pp$+pp3+++=her
to ^in++++=to
a ^at++++=a
seat ^nn++++=seat.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
another ^dt++++=another
place ^nn++++=place
beside ^in+pl+++=beside
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
as ^ql++++=as
Laura ^np++++=Laura
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
seated ^vbd+++xvbn+=seated
a ^at++++=a
woman ^nn++++=woman
came ^vbd+++xvbn+=came
along ^in++++=along
with ^in"++++=with
two ^cd++++=two
children ^nns++++=children.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
all ^rb++++=all
sit ^vb++++=sit
together ^nn+nom+++=together,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="so
so ^ql++++=EXTRAWORD
you ^pp2+pp2+++=you
just ^rb+emph+++=just
sit ^vb++++=sit
in ^in++++=in
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
Mamie ^np++++=Mamie.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
sit ^vb++++=sit
right ^nn++++=right
in ^in++++=in
here ^rn+pl+++=here
beside ^in+pl+++=beside
the ^ati++++=the
nice ^jj+atrb+++=nice
lady ^nn++++=lady."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mother ^npt++++=mother
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Laura ^np++++=Laura,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
expecting ^vbg+vprv++xvbg+=expecting
her ^pp$+pp3+++=her
to ^to++++=to
welcome ^vbi++++=welcome
her ^pp$+pp3+++=her
child ^nn++++=child.
. ^zz++++=EXTRAWORD
Laura ^np++++=Laura
did ^vbd+dod+vrb++=did
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
must ^md+nec+++=must
be ^vb+be+vrb++=be
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
there ^ex+pex+++=there
to ^to++++=to
be ^vbi++vrb++=be
with ^in++++=with
Howie ^np++++=Howie.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
as ^ql++++=as
late ^jj++++=late
as ^ql++++=as
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
feared ^vprf+++xvbnx+=feared.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
would ^md+prd+++=would
be ^vb+be+vrb++=be
time ^nn++++=time
for ^in++++=for
getting ^xvbg+++xvbg+=getting
ready ^jj++++=ready
getting ^jj+++xvbg+=getting
ready ^jj++++=ready
for ^in++++=for
Howie ^np++++=Howie!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv+tht0+xvbnx+=knew
this ^dt+pdem+++=this
would ^md+prd+++=would
be ^vb+be+vrb++=be
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
she ^pp3a+pp3+++=she
would ^md+prd+++=would
see ^vb+vprv+++=see
Howie ^np++++=Howie
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
moved ^vprf+++xvbnx+=moved
through ^in++++=through
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
she ^pp3a+pp3+++=she
would ^md+prd+++=would
see ^vb+vprv+tht0++=see
his ^pp$+pp3+++=his
face ^nn++++=face
light ^jj++++=light
to ^in++++=to
a ^at++++=a
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
reach ^nn++++=reach
him ^pp3o+pp3+++=him
tonight ^nr+tm+++=tonight,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
never ^rb++++=never
reach ^nn++++=reach
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
she ^pp3a+pp3+++=she
could ^md+pos+++=could
reach ^vb++++=reach
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
only ^ap+down+++=only
something ^pn++++=something
in ^in++++=in
her ^pp$+pp3+++=her
if ^cs+cnd+++=if
only ^ap+down+++=only
something ^pn++++=something
in ^in++++=in
her ^pp$+pp3+++=her
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
finish ^nn++++=finish
that ^tht+rel+++=that;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
brought ^vbd+++xvbn+=brought
her ^pp$+pp3+++=her
to ^in++++=to
a ^at++++=a
place ^nn++++=place
into ^in++++=into
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
reach ^vb++++=reach,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
never ^rb++++=never
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
be ^vb+be+aux++=be
reached ^vpsv++agls+xvbnx+=reached.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^ql++++=so
when ^wrb+who+++=when
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
twisted ^vbd+++xvbn+=twisted
in ^in++++=in
her ^pp$+pp3+++=her
seat ^nn++++=seat
and ^cc++++=and
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
the ^ati++++=the
child ^nn++++=child
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
up ^rp++++=up
at ^in++++=at
her ^pp$+pp3+++=her
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
not ^xnot++not++=not
to ^to++++=to
know ^vbi+vprv+tht0++=know
this ^dt+dem+++=this
little ^jj+atrb+++=little
girl ^nn++++=girl
was ^vbd+bedz+aux++=was
there ^ex+pex+++=there
tried ^vbd+++xvbn+=tried
not ^xnot++not++=not
to ^to++++=to
know ^vbi+vprv+++=know
that ^tht+vcmp+++=that
any ^dti++++=any
of ^in++++=of
those ^dt+dem+++=those
people ^nns++++=people
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
only ^rb+down+++=only
she ^pp3a+pp3+++=she
could ^md+pos+++=could
get ^vb++++=get
them ^pp3o+pp3+++=them
all ^rb++++=all
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
way ^nn++++=way
she ^pp3a+pp3+++=she
could ^md+pos+++=could
reach ^vb++++=reach
into ^in++++=into
the ^ati++++=the
shadow ^nn++++=shadow
and ^cc++++=and
feel ^vb+vprv+++=feel
Howie ^np++++=Howie
near ^in+strn+++=near!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
thing ^nn++++=thing
she ^pp3a+pp3+++=she
kept ^vbd+++xvbnx+=kept
knowing ^vbg+vprv++xvbg+=knowing
try ^nn++++=try
her ^pp3o+pp3+++=her
best ^jjt++++=best
not ^xnot++not++=not
to ^to++++=to
know ^vbi+vprv+++=know
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
girl ^nn++++=girl
beside ^in+pl+++=beside
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
too ^ql++++=too
young ^jj++++=young
to ^to++++=to
be ^vbi++vrb++=be
there ^ex+pex+++=there,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
sleep ^vb++++=sleep.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
right ^nn++++=right
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
moment ^nn++++=moment
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
see ^vbi+vprv+++=see
Howie ^np++++=Howie,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
knowing ^vbg+vprv++xvbgx+=knowing
that ^tht+vcmp+++=that
that ^dt+dem+++=that
little ^ap++++=little
girl ^nn++++=girl
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
asleep ^jj++++=asleep
in ^in++++=in
an ^at++++=an
uncomfortable ^jj+atrb+++=uncomfortable
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
head ^jjb++++=head
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
resting ^vbg+++xvbgx+=resting
on ^in++++=on
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
seat ^nn++++=seat
the ^ati++++=the
side ^nn++++=side
next ^ap++++=next
Laura ^nn++++=Laura
and ^cc++++=and
as ^ql++++=as
she ^pp3a+pp3+++=she
fell ^vbd+++xvbnx+=fell
asleep ^jj++++=asleep
it ^pp3+it+++=it
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
its ^pp$+it+++=its
support ^nn++++=support
in ^in++++=in
a ^at++++=a
way ^nn++++=way
that ^tht+rel+subj++=that
Could ^md+pos+++=Could
she ^pp3a+pp3+++=she
help ^vb++++=help
it ^pp3+it+++=it
if ^cs+cnd+++=if
this ^dt+dem+++=this
child ^nn++++=child
