About ^in++++=About
like ^in++++=like
on ^in++++=on
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
to ^to+jcmp+++=to
fall ^vbi++++=fall
sick ^jj++++=sick
next ^ap++++=next
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
die ^vb++++=die
soon ^rb+tm+++=soon
after ^in+strn+++=after.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
ever ^rb++++=ever
met ^vbd+++xvbn+=met
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
park ^nn++++=park,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
in ^in++++=in
the ^ati++++=the
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
ever ^rb++++=ever
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
except ^in++++=except
a ^at++++=a
good ^jj+atrb+++=good
distance ^nn+nom+++=distance
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
knew ^vbd+vprv+tht0+xvbnx+=knew
his ^pp$+pp3+++=his
gait ^nn++++=gait
and ^cc++++=and
his ^pp$+pp3+++=his
figure ^nn++++=figure
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clothes ^nns++++=clothes
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
wear ^vb++++=wear;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
could ^md+pos+++=could
tell ^vb++++=tell
the ^ati++++=the
beast ^nn++++=beast
he ^pp3a+pp3+++=he
laid ^vbd+++xvbnx+=laid
his ^pp$+pp3+++=his
hand ^nn++++=hand
on ^in++++=on
by ^in++++=by
its ^pp$+it+++=its
colour ^nn++++=colour--white,
-- ^--+clp+++=EXTRAWORD
white ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dun ^jj++++=dun,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
black ^jj++++=black;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
beast ^nn++++=beast
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
to ^to+jcmp+++=to
sicken ^vbi++++=sicken
and ^cc+phrs+++=and
die ^vb++++=die.
. ^zz++++=EXTRAWORD
The ^ati++++=The
neighbours ^nns++++=neighbours
grew ^vbd+++xvbn+=grew
shy ^jj++++=shy
of ^in++++=of
taking ^xvbg+++xvbg+=taking
the ^ati++++=the
path ^nn++++=path
over ^in++++=over
the ^ati++++=the
park ^nn++++=park;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
one ^cd1++++=one
liked ^vbd+++xvbn+=liked
to ^to+vcmp+++=to
walk ^vbi++++=walk
in ^in++++=in
the ^ati++++=the
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
come ^vb++++=come
inside ^jjb++++=inside
the ^ati++++=the
bounds ^nns++++=bounds
of ^in++++=of
Barwyke ^np+++??+=Barwyke:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cattle ^nns++++=cattle
went ^vbd+++xvbn+=went
on ^in++++=on
sickening ^jj++++=sickening
and ^cc+phrs+++=and
dying ^jj+++xvbg+=dying
as ^ql++++=as
before ^in++++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
that ^dt+dem+++=that
time ^nn++++=time
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
Thomas ^np++++=Thomas
Pyke ^np+++??+=Pyke;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
groom ^nn++++=groom
to ^in++++=to
the ^ati++++=the
old ^jj+atrb+++=old
Squire ^nn++++=Squire;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^rb+down+++=only
one ^cd1++++=one
that ^cs+sub+++=that
used ^md"++pmd"++=used
to ^to++++=to
sleep ^vb++++=sleep
in ^in++++=in
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
" ^zz++++="Tom
tom ^np++++=EXTRAWORD
was ^vbd+bedz+aux++=was
vexed ^vpsv++agls+xvbnx+=vexed,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv++xvbg+=hearing
these ^dt+dem+++=these
stories ^nns++++=stories;
; ^zz++++=EXTRAWORD
which ^whp+who+++=which
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+++=believe
the ^ati++++=the
half ^abn++++=half
on ^in++++=on
' ^zz++++='em;
em ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more
especial ^jj++++=especial
as ^ql++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
get ^vb++++=get
man ^nn++++=man
or ^cc++++=or
boy ^nn++++=boy
to ^in++++=to
herd ^nn++++=herd
the ^ati++++=the
cattle ^nns++++=cattle;
; ^zz++++=EXTRAWORD
all ^abn++++=all
being ^xvbg+++xvbg+=being
afeared ^vbd+++xvbn+=afeared.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote
to ^in++++=to
Matlock ^np+++??+=Matlock
in ^in++++=in
Derbyshire ^np++++=Derbyshire,
, ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
Richard ^np++++=Richard
Pyke ^np+++??+=Pyke,
, ^zz++++=EXTRAWORD
a ^at++++=a
clever ^jj+atrb+++=clever
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
that ^dt+pdem+++=that
knew ^vbd+vprv++xvbn+=knew
nout ^nn+++??+=nout
of ^in++++0=o'
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
Squire ^nn++++=Squire
walking ^vwbg+++xvbg+=walking.
. ^zz++++=EXTRAWORD
" ^zz++++="Dick
dick ^np++++=EXTRAWORD
came ^vbd+++xvbn+=came;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cattle ^nns++++=cattle
was ^vbd+bedz+vrb++=was
better ^jjr+pred+++=better;
; ^zz++++=EXTRAWORD
folk ^jjb++++=folk
said ^vbd+vpub+tht0+xvbn+=said
they ^pp3a+pp3+++=they
could ^md+pos+++=could
still ^rb++splt++=still
see ^vb+vprv+++=see
the ^ati++++=the
old ^jj+atrb+++=old
Squire ^nn++++=Squire,
, ^zz++++=EXTRAWORD
sometimes ^rb+cnj+++=sometimes,
, ^zz++++=EXTRAWORD
walking ^vbg+++xvbg+=walking,
, ^zz++++=EXTRAWORD
as ^ql++++=as
before ^in++++=before,
, ^zz++++=EXTRAWORD
in ^in++++=in
openings ^nns++++=openings
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
stick ^nn++++=stick
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
shy ^jj+pred+++=shy
of ^in++++=of
coming ^xvbg+++xvbg+=coming
nigh ^rb++++=nigh
the ^ati++++=the
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
his ^pp$+pp3+++=his
reason ^nn++++=reason
might ^md+pos+++=might
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
Dickon ^np+++??+=Dickon
Pyke ^np+++??+=Pyke
came ^vbd+++xvbn+=came;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
stand ^vb++++=stand
a ^at++++=a
long ^jj+atrb+++=long
bit ^nn++++=bit
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
more ^rbr++++=more
stir ^nn++++=stir
in ^in++++=in
him ^pp3o+pp3+++=him
than ^in++++=than
a ^at++++=a
trunk ^nn++++=trunk
of ^in++++0=o'
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
for ^in++++=for
an ^at++++=an
hour ^nn++++=hour
at ^in++++=at
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
the ^ati++++=the
shape ^nn++++=shape
melted ^vbd+++xvbn+=melted
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
little ^ap++++=little
by ^in++++=by
little ^jj++++=little,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
smoke ^nn++++=smoke
of ^in++++=of
a ^at++++=a
fire ^nn++++=fire
that ^tht+rel+obj++=that
burns ^np++++=burns
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="Tom
tom ^np++++=EXTRAWORD
Pyke ^np+++??+=Pyke
and ^cc++++=and
his ^pp$+pp3+++=his
brother ^nn++++=brother
Dickon ^np+++??+=Dickon,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
the ^ati++++=the
only ^rb+down+++=only
living ^jj+atrb++xvbg+=living
souls ^nns++++=souls
in ^in++++=in
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
big ^jj+atrb+++=big
bed ^nn++++=bed
in ^in++++=in
the ^ati++++=the
servants ^nns+nom+++=servants'
' ^zz++++=EXTRAWORD
room ^nn++++=room,
, ^zz++++=EXTRAWORD
the ^ati++++=the
house ^npl++++=house
being ^vwbg+beg++xvbg+=being
fast ^jj++++=fast
barred ^jj+++xvbn+=barred
and ^cc+phrs+++=and
locked ^jj+++xvbn+=locked,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
night ^nn++++=night
in ^in++++=in
November ^nr+nom+++=November.
. ^zz++++=EXTRAWORD
" ^zz++++="Tom
tom ^np++++=EXTRAWORD
was ^vbd+bedz+aux++=was
lying ^vbg+++xvbgx+=lying
next ^rb++++=next
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
as ^ql++++=as
wide ^jj++++=wide
awake ^jj++++=awake
as ^in++++=as
ever ^rb++++=ever
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
at ^in++++=at
noonday ^nn++++=noonday.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
brother ^nn++++=brother
Dickon ^np+++??+=Dickon
lay ^vbd+++xvbn+=lay
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
sound ^jj++++=sound
asleep ^jj++++=asleep.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
Tom ^np++++=Tom
lay ^vbd+++xvbn+=lay
thinking ^nvbg+++xvbg+=thinking,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
opens ^vbz++++=opens
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
should ^md+nec+++=should
come ^vb++++=come
in ^in++++=in
but ^cc++++=but
old ^jj+atrb+++=old
Squire ^nn++++=Squire
Bowes ^np++++=Bowes,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
as ^ql++++=as
dead ^jj++++=dead
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
his ^pp$+pp3+++=his
coffin ^nn++++=coffin.
. ^zz++++=EXTRAWORD
" ^zz++++="Tom's
tom ^np++++=EXTRAWORD
's ^$++++=EXTRAWORD
very ^ap+amp+++=very
breath ^nn++++=breath
left ^vbd+++xvbn+=left
his ^pp$+pp3+++=his
body ^nn++++=body;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
take ^vb++++=take
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
off ^rp+pl+++=off
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
hair ^nn++++=hair
rising ^vwbg+++xvbg+=rising
up ^rp++++=up
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Squire ^nn++++=Squire
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vb+++xvbn+=put
his ^pp$+pp3+++=his
arms ^nns++++=arms
under ^in++++=under
Dickon ^np+++??+=Dickon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
boy ^nn++++=boy--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
a ^at++++=a
dead ^jj+atrb+++=dead
sleep ^nn++++=sleep
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
carried ^vbd+++xvbn+=carried
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Such
such ^abl++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
appearance ^nn+nom+++=appearance,
, ^zz++++=EXTRAWORD
to ^in++++=to
Tom ^np++++=Tom
Pyke ^np++++=Pyke's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
swear ^vbi+vpub++xvbn+=swear
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
anywhere ^rb++++=anywhere.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
this ^dt+dem+++=this
happened ^jj+++xvbn+=happened,
, ^zz++++=EXTRAWORD
the ^ati++++=the
light ^nn++++=light,
, ^zz++++=EXTRAWORD
wherever ^nn+nom+++=wherever
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from,
, ^zz++++=EXTRAWORD
all ^abn++++=all
on ^in++++=on
a ^at++++=a
sudden ^nn++++=sudden
went ^vbd+++xvbn+=went
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Tom ^np++++=Tom
could ^md+pos+++=could
not ^xnot++not++=not
see ^vb+vprv+++=see
his ^pp$+pp3+++=his
own ^ap++++=own
hand ^nn++++=hand
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="More
more ^rbr++++=EXTRAWORD
dead ^jj++++=dead
than ^in++++=than
alive ^jj++++=alive,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
till ^in++++=till
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
" ^zz++++="Sure
sure ^jj++++=EXTRAWORD
enough ^qlp++++=enough
his ^pp$+pp3+++=his
brother ^nn++++=brother
Dickon ^np+++??+=Dickon
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
No ^at++++=No
sign ^nn++++=sign
of ^in++++=of
him ^pp3o+pp3+++=him
could ^md+pos+++=could
he ^pp3a+pp3+++=he
discover ^nn+nom+++=discover
about ^in++++=about
the ^ati++++=the
house ^nn++++=house;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
some ^dti++++=some
trouble ^nn++++=trouble
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
the ^ati++++=the
neighbours ^nns++++=neighbours
to ^to++++=to
help ^vbi++++=help
him ^pp3o+pp3+++=him
to ^to++++=to
search ^vbi++++=search
the ^ati++++=the
woods ^nns++++=woods
and ^cc++++=and
grounds ^nns++++=grounds.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
sign ^nn++++=sign
of ^in++++=of
him ^pp3o+pp3+++=him
anywhere ^rb++++=anywhere.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
last ^rb"++++=last
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
thought ^vbd+++xvbn+=thought
of ^in++++=of
the ^ati++++=the
island ^nn++++=island
in ^in++++=in
the ^ati++++=the
lake ^nn++++=lake;
; ^zz++++=EXTRAWORD
the ^ati++++=the
little ^jj+atrb+++=little
boat ^nn++++=boat
was ^vbd+bedz+aux++=was
moored ^vpsv++agls+xvbnx+=moored
to ^in++++=to
the ^ati++++=the
old ^jj+atrb+++=old
post ^nn++++=post
at ^in++++=at
the ^ati++++=the
water ^nn++++=water's
's ^$++++=EXTRAWORD
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
In ^in++++=In
they ^pp3a+pp3+++=they
got ^vbd+++xvbnx+=got,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
with ^in++++=with
small ^jj+atrb+++=small
hope ^nn++++=hope
of ^in++++=of
finding ^xvbg+++xvbg+=finding
him ^pp3o+pp3+++=him
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Find ^vb+vprv+++=Find
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
nevertheless ^rb+cnj+++=nevertheless,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
under ^in++++=under
the ^ati++++=the
big ^jj+atrb+++=big
ash ^nn++++=ash
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
quite ^abl++++=quite
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
wits ^nns++++=wits;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
all ^abn++++=all
their ^pp$+pp3+++=their
questions ^nns+nom+++=questions
he ^pp3a+pp3+++=he
answered ^vbd+vpub+tht0+xvbnx+=answered
nothing ^pn++++=nothing
but ^cc++++=but
one ^cd1++++=one
cry-- ^nn+++??+=cry--'Bowes,
'bowes, ^nn+++??+=EXTRAWORD
the ^ati++++=the
devil ^nn++++=devil!
! ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
Bowes ^np++++=Bowes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
devil ^nn++++=devil!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
An ^at++++=An
idiot ^nn++++=idiot
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
he ^pp3a+pp3+++=he
will ^md+prd+++=will
be ^vb+be+vrb++=be
till ^cs+sub+++=till
God ^np++++=God
sets ^vbz++++=sets
all ^abn++++=all
things ^nns++++=things
right ^nn++++=right.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
could ^md+pos+++=could
ever ^rb++splt++=ever
get ^vb++++=get
him ^pp3o+pp3+++=him
to ^to++++=to
sleep ^vbi++++=sleep
under ^in++++=under
roof ^nn++++=roof-tree
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanders ^nns+nom+++=wanders
from ^in++++=from
house ^npl++++=house
to ^in++++=to
house ^npl++++=house
while ^cs+sub+++=while
daylight ^nn++++=daylight
lasts ^vbz++++=lasts;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
one ^cd1++++=one
cares ^vbz++++=cares
to ^in++++=to
lock ^nn++++=lock
the ^ati++++=the
harmless ^jj+atrb+++=harmless
creature ^nn++++=creature
in ^in++++=in
the ^ati++++=the
workhouse ^nn++++=workhouse.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
folk ^jjb++++=folk
would ^md+prd+++=would
rather ^rb++++=rather
not ^xnot++not++=not
meet ^vb++++=meet
him ^pp3o+pp3+++=him
after ^in++++=after
nightfall ^nn+++??+=nightfall,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
think ^vb+vprv+++=think
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
there ^ex+pex+++=there
may ^md+pos+++=may
be ^vb+be+vrb++=be
worse ^jjr+atrb+++=worse
things ^nns++++=things
near ^in+strn+++=near."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
silence ^nn+nom+++=silence
followed ^vbd+vprv++xvbn+=followed
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
story ^nn++++=story.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
and ^cc++++=and
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=were
alone ^rb++++=alone
in ^cs+sub+++=in
that ^cs"++++=that
large ^jj+atrb+++=large
room ^nn++++=room;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
near ^in+pl+++=near
the ^ati++++=the
open ^jj+atrb+++=open
window ^nn++++=window,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
into ^in+ppvb+++=into
the ^ati++++=the
dark ^jj+atrb+++=dark
night ^nn++++=night
air ^nn++++=air.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fancied ^vbd+++xvbnx+=fancied
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
something ^pn++++=something
white ^jj++++=white
move ^vb++++=move
across ^in+pl+++=across
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
sound ^nn++++=sound
like ^in++++=like
low ^nn++++=low
talking ^vwbg+++xvbg+=talking
that ^dt+dem+++=that
swelled ^jj+++xvbn+=swelled
into ^in++++=into
a ^at++++=a
discordant ^nn+nom+++=discordant
shriek ^vb++++=shriek--"Hoo-oo-oo!
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
hoo ^uh++++=EXTRAWORD
- ^zz++++=EXTRAWORD
oo ^uh++++=EXTRAWORD
- ^zz++++=EXTRAWORD
oo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Bowes ^np++++=Bowes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
devil ^nn++++=devil!
! ^zz++++=EXTRAWORD
Over ^in++++=Over
your ^pp$+pp2+++=your
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
Hoo ^uh++++=Hoo-oo-oo!
- ^zz++++=EXTRAWORD
oo ^uh++++=EXTRAWORD
- ^zz++++=EXTRAWORD
oo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
ha ^uh++++=ha!
! ^zz++++=EXTRAWORD
ha ^uh++++=ha!
! ^zz++++=EXTRAWORD
ha ^uh++++=ha!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
candle ^nn++++=candle
with ^in++++=with
which ^whp+rel+pied++=which
Tom ^np++++=Tom
strode ^vbd+++xvbn+=strode
to ^in++++=to
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wild ^jj+atrb+++=wild
eyes ^nns++++=eyes
and ^cc++++=and
blighted ^jj+atrb++xvbn+=blighted
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
idiot ^nn++++=idiot,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sudden ^jj+atrb+++=sudden
change ^nn++++=change
of ^in++++=of
mood ^nn++++=mood,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
whispering ^jj+++xvbg+=whispering
and ^cc+phrs+++=and
tittering ^jj+++xvbg+=tittering
to ^in++++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
holding ^nvbg+++xvbg+=holding
up ^rp++++=up
his ^pp$+pp3+++=his
long ^jj+atrb+++=long
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
tips ^nns++++=tips
like ^in++++=like
a ^at++++=a
" ^zz++++="hand
hand ^nn++++=EXTRAWORD
of ^in++++=of
glory ^nn++++=glory."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom
pulled ^vbd+++xvbn+=pulled
down ^rb+phrv+++=down
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
story ^nn++++=story
and ^cc++++=and
its ^pp$+it+++=its
epilogue ^nn++++=epilogue
