Arthur ^np++++=Arthur
pastry ^nn++++=pastry,
, ^zz++++=EXTRAWORD
eight ^cd++++=eight
plum ^nn++++=plum-puddings,
- ^zz++++=EXTRAWORD
puddings ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
dessert ^nn++++=dessert,
, ^zz++++=EXTRAWORD
bushels ^nns+++??+=bushels
of ^in++++=of
nuts ^nns++++=nuts,
, ^zz++++=EXTRAWORD
ices ^nns+++??+=ices,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
confections ^nns+nom+++=confections.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
require ^vb+vsua+++=require
time ^nn++++=time
to ^to++++=to
prepare ^vbi++++=prepare
such ^abl++++=such
a ^at++++=a
meal ^nn++++=meal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could
only ^rb+down+splt++=only
live ^vb++++=live
until ^cs+sub+++=until
it ^pp3+it+++=it
could ^md+pos+++=could
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made
ready ^jj++++=ready
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
infinitely ^rb++++=infinitely
better ^jjr+pred+++=better
than ^in++++=than
to ^to++++=to
spoil ^vbi++++=spoil
his ^pp$+pp3+++=his
appetite ^nn++++=appetite
with ^in++++=with
a ^at++++=a
dozen ^cd++++=dozen
or ^cc++++=or
two ^cd++++=two
meals ^nns++++=meals
of ^in++++=of
ordinary ^jj+atrb+++=ordinary
size ^nn++++=size.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
could ^md+pos+++=could
live ^vb++++=live
that ^dt+pdem+++=that
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
amazingly ^rb++++=amazingly
strong ^jj++++=strong
and ^cc+phrs+++=and
bright ^jj++++=bright.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life
before ^cs+sub+++=before
had ^vb+hv+aux++=had
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
with ^in++++=with
so ^ql++++=so
great ^np++++=great
ease ^nn++++=ease
and ^cc++++=and
lightness ^nns+nom+++=lightness;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
feet ^nns++++=feet
hardly ^rb+down+++=hardly
touched ^vbd+++xvbn+=touched
the ^ati++++=the
ground ^nn++++=ground--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
ran ^vbd+++xvbnx+=ran
and ^cc+phrs+++=and
leaped ^vbd+++xvbn+=leaped.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
him ^pp3o+pp3+++=him
good ^jj++++=good
to ^to+jcmp+++=to
tantalize ^vbi++++=tantalize
his ^pp$+pp3+++=his
hunger ^nn++++=hunger,
, ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+pdem+++=that
would ^md+prd+++=would
make ^vb++++=make
his ^pp$+pp3+++=his
relish ^nn++++=relish
of ^in++++=of
the ^ati++++=the
feast ^nn++++=feast
all ^abn++++=all
the ^ati++++=the
keener ^nn++++=keener.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
would ^md+prd+++=would
stare ^vb++++=stare
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
would ^md+prd+++=would
give ^vb++++=give
his ^pp$+pp3+++=his
order ^nn++++=order,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
comically ^rb++++=comically
they ^pp3a+pp3+++=they
would ^md+prd+++=would
hang ^vb++++=hang
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
amazed ^vbd+++xvbn+=amazed
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+vrb++=be
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
would ^md+prd+++=would
throw ^vb++++=throw
a ^ap++++=a
few ^ap"++++=few
thousands ^cds++++=thousands
of ^in++++=of
dollars ^nns++++=dollars
on ^in++++=on
the ^ati++++=the
counter ^nn++++=counter
and ^cc++++=and
tell ^vb++++=tell
them ^pp3o+pp3+++=them
to ^to++++=to
take ^vbi++++=take
their ^pp$+pp3+++=their
money ^nn++++=money
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
and ^cc++++=and
keep ^vb++++=keep
the ^ati++++=the
change ^nn++++=change!
! ^zz++++=EXTRAWORD
Really ^rb+cnj+++=Really,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
worth ^in++++=worth
while ^cs+sub+++=while
to ^to++++=to
be ^vbi++vrb++=be
so ^ql+emph+++=so
hungry ^jj++++=hungry
as ^ql++++=as
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
for ^in++++=for
then ^rn+tm+++=then
eating ^xvbg+++xvbg+=eating
became ^vbd+++xvbn+=became
an ^at++++=an
unspeakable ^jj+atrb+++=unspeakable
luxury ^nn++++=luxury.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
one ^cd1++++=one
must ^md+nec+++=must
not ^xnot++not++=not
be ^vb+be+vrb++=be
in ^in++++=in
too ^ql++++=too
great ^np++++=great
a ^at++++=a
hurry ^nn++++=hurry
to ^to++++=to
eat ^vbi++++=eat
when ^wrb+who+++=when
one ^cd1++++=one
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
hungry ^jj++++=hungry--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
beastly ^jj+pred+++=beastly.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
much ^rb++++=much
of ^in++++=of
the ^ati++++=the
joy ^nn++++=joy
of ^in++++=of
living ^xvbg+++xvbg+=living
do ^vb+do+vrb++=do
rich ^jj+atrb+++=rich
people ^nns++++=people
miss ^npt++++=miss
from ^in++++=from
eating ^xvbg+++xvbg+=eating
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
hungry ^jj+pred+++=hungry--before
-- ^--+clp+++=EXTRAWORD
before ^cs+sub+++=EXTRAWORD
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
three ^cd++++=three
days ^nns++++=days
and ^cc++++=and
nights ^nns++++=nights
without ^in++++=without
food ^nn++++=food!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
how ^wrb+who+++=how
manly ^jj++++=manly
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
great ^jj+atrb+++=great
self ^nn++++=self-control
- ^zz++++=EXTRAWORD
control ^nn++++=EXTRAWORD
it ^pp3+it+++=it
shows ^vbz+vprv+++=shows,
, ^zz++++=EXTRAWORD
to ^in++++=to
dally ^rb++++=dally
with ^in++++=with
starvation ^nn+nom+++=starvation
when ^wrb+who+++=when
one ^cd1++++=one
has ^vbz+hvz+vrb++=has
a ^at++++=a
dazzling ^jj+atrb++xvbg+=dazzling
fortune ^nn++++=fortune
in ^in++++=in
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
pocket ^nn++++=pocket
and ^cc++++=and
every ^at++++=every
restaurant ^nn+nom+++=restaurant
has ^vbz+hvz+vrb++=has
an ^at++++=an
open ^jj+atrb+++=open
door ^nn++++=door!
! ^zz++++=EXTRAWORD
To ^to++++=To
be ^vbi++vrb++=be
hungry ^jj+pred+++=hungry
without ^in++++=without
money ^nn++++=money--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+aux++=is
despair ^vb++++=despair;
; ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
starving ^vbg+++xvbgx+=starving
with ^in++++=with
a ^at++++=a
bursting ^jj+atrb++xvbg+=bursting
pocket ^nn++++=pocket--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
sublime ^jj+pred+++=sublime!
! ^zz++++=EXTRAWORD
Surely ^rb++++=Surely
the ^ati++++=the
only ^rb+down+++=only
true ^jj+atrb+++=true
heaven ^nn++++=heaven
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
in ^in++++=in
which ^whp+rel+pied++=which
one ^cd1++++=one
famishes ^nns+++??+=famishes
in ^in++++=in
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
abundant ^jj+atrb+++=abundant
food ^nn++++=food,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^vb+hv+vrb++=have
for ^in++++=for
the ^ati++++=the
taking ^nvbg+++xvbg+=taking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
a ^at++++=a
gorged ^jj+atrb++xvbn+=gorged
stomach ^nn++++=stomach
and ^cc++++=and
a ^at++++=a
long ^rb++++=long
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
The ^ati++++=The
starving ^jj+atrb++xvbg+=starving
wretch ^nn++++=wretch,
, ^zz++++=EXTRAWORD
speculating ^vbg+++xvbg+=speculating
thus ^rb+cnj+++=thus,
, ^zz++++=EXTRAWORD
still ^rb++++=still
kept ^vbd+++xvbn+=kept
from ^in++++=from
food ^nn++++=food.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv+tht0+xvbnx+=felt
himself ^ppl+pp3+++=himself
growing ^jj+++xvbg+=growing
in ^in++++=in
stature ^nn++++=stature,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
people ^nn++++=people
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
became ^vbd+++xvbn+=became
pygmies ^nns+++??+=pygmies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
streets ^nns++++=streets
widened ^vbd+++xvbn+=widened,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stars ^nns++++=stars
became ^vbd+++xvbn+=became
suns ^nns+++??+=suns
and ^cc++++=and
dimmed ^xvbn+++xvbn+=dimmed
the ^ati++++=the
electric ^jj+atrb+++=electric
lights ^nns++++=lights,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
most ^ql+emph+++=most
intoxicating ^jj+atrb+++=intoxicating
odors ^nns++++=odors
and ^cc++++=and
the ^ati++++=the
sweetest ^jjt+atrb+++=sweetest
music ^nn++++=music
filled ^vbd+++xvbn+=filled
the ^ati++++=the
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Shouting ^vbg+vpub++xvbg+=Shouting,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
singing ^nvbg+++xvbg+=singing,
, ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
joined ^vbd+++xvbn+=joined
in ^in++++=in
a ^at++++=a
great ^jj+atrb+++=great
chorus ^nn++++=chorus
that ^tht+rel+subj++=that
swept ^vbd+++xvbn+=swept
over ^in++++=over
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then---*
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
* ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
The ^ati++++=The
two ^cd++++=two
detectives ^nns++++=detectives
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
traced ^vprf+++xvbnx+=traced
the ^ati++++=the
famous ^jj+atrb+++=famous
bank ^nn++++=bank-robber
- ^zz++++=EXTRAWORD
robber ^nn++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
saloon ^nn++++=saloon
in ^in++++=in
Mason ^np++++=Mason
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
Kimberlin ^np+++??+=Kimberlin
had ^vbd+hvd+aux++=had
encountered ^vprf+++xvbnx+=encountered
the ^ati++++=the
stranger ^nn+nom+++=stranger
of ^in++++=of
the ^ati++++=the
pallid ^jj+atrb+++=pallid
face ^nn++++=face,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
the ^ati++++=the
saloon ^nn++++=saloon;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
to ^to+jcmp+++=to
pursue ^vbi++++=pursue
the ^ati++++=the
trail ^nn++++=trail
farther ^rbr++++=farther,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
finally ^rb++splt++=finally
returned ^vprf+++xvbnx+=returned.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
booth ^nn++++=booth
No ^rb++++=No.
. ^zz++++=EXTRAWORD
7 ^zz++++=7
locked ^jj+++xvbn+=locked.
. ^zz++++=EXTRAWORD
After ^in++++=After
rapping ^xvbg+++xvbg+=rapping
and ^cc++++=and
calling ^xvbg+++xvbg+=calling
and ^cc++++=and
receiving ^xvbg+++xvbg+=receiving
no ^at++++=no
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
burst ^vbd+++xvbnx+=burst
open ^jj++++=open
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
they ^pp3a+pp3+++=they
saw ^vbd+vprv++xvbnx+=saw
two ^cd++++=two
men ^nns++++=men--one
-- ^--+clp+++=EXTRAWORD
one ^pn++++=EXTRAWORD
of ^in++++=of
middle ^jjb+atrb+++=middle
age ^nn++++=age
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
very ^ql+amp+++=very
young ^jj++++=young--sitting
-- ^--+clp+++=EXTRAWORD
sitting ^vbg+++xvbg+=EXTRAWORD
perfectly ^rb+amp+++=perfectly
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
strangest ^jjt+atrb+++=strangest
manner ^nn++++=manner
imaginable ^jj++++=imaginable
staring ^jj+++xvbg+=staring
at ^rb++++=at
each ^dt++++=each
other ^ap++++=other
across ^in+pl+++=across
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
them ^pp3o+pp3+++=them
was ^vbd+bedz+vrb++=was
a ^at++++=a
great ^jj+atrb+++=great
pile ^nn++++=pile
of ^in++++=of
money ^nn++++=money,
, ^zz++++=EXTRAWORD
arranged ^vpbn+vsua++xvbn+=arranged
neatly ^rb++++=neatly
in ^in++++=in
parcels ^nns++++=parcels.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
at ^rb++++=at
hand ^nn++++=hand
were ^vbd+bed+vrb++=were
an ^at++++=an
empty ^jj+atrb+++=empty
absinthe ^nn++++=absinthe
bottle ^nn++++=bottle,
, ^zz++++=EXTRAWORD
a ^at++++=a
water ^nn++++=water-pitcher,
- ^zz++++=EXTRAWORD
pitcher ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
glasses ^nns++++=glasses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
dice ^nns++++=dice-box,
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
dice ^nns++++=dice
lying ^vwbg+++xvbg+=lying
before ^cs+sub+++=before
the ^ati++++=the
elder ^jjr+atrb+++=elder
man ^nn++++=man
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
them ^pp3o+pp3+++=them
last ^rb++++=last.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
detectives ^nns++++=detectives
covered ^vbd+++xvbn+=covered
the ^ati++++=the
elder ^jjr+atrb+++=elder
man ^nn++++=man
with ^in++++=with
a ^at++++=a
revolver ^nn+nom+++=revolver
and ^cc++++=and
commanded, ^nn+++??+=commanded,-"Throw
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
throw ^vb++++=EXTRAWORD
up ^rp++++=up
your ^pp$+pp2+++=your
hands ^nns++++=hands!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
dice ^nns++++=dice-thrower
- ^zz++++=EXTRAWORD
thrower ^np++++=EXTRAWORD
paid ^vbd+++xvbn+=paid
no ^at++++=no
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
The ^ati++++=The
detectives ^nns++++=detectives
exchanged ^vbd+++xvbn+=exchanged
startled ^vbd+++xvbn+=startled
glances ^nns+nom+++=glances.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
looked ^vbd+++xvbnx+=looked
closer ^rbr++++=closer
into ^in++++=into
the ^ati++++=the
faces ^nns++++=faces
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
discovered ^vprf+++xvbn+=discovered
that ^tht+vcmp+++=that
both ^abx++++=both
were ^vbd+bed+vrb++=were
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
