Whatever ^nn+nom+++=WHATEVER
, ^zz++++=EXTRAWORD
the ^ati++++=the
violation ^nn+nom+++=violation
of ^in++++=of
law ^nn++++=law
is ^vbz+bez+aux++=is
rendered ^vpsv++agls+xvbnx+=rendered,
, ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
certain ^jj+atrb+++=certain
extent ^nn++++=extent,
, ^zz++++=EXTRAWORD
practicable ^jj++++=practicable.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
the ^ati++++=the
inorganic ^jj+atrb+++=inorganic
life ^nn++++=life
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
possible ^jj+pred+++=possible
in ^in++++=in
the ^ati++++=the
organic ^nn++++=organic.
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
to ^to++++=to
what ^wdt+who+++=what
good ^jj+atrb+++=good
end ^nn++++=end
is ^vbz+bez+vrb++=is
pain ^nn++++=pain
thus ^rb+cnj+++=thus
rendered ^jj+++xvbn+=rendered
possible ^jj++++=possible?
? ^zz++++=EXTRAWORD
V ^zz++++=V.
. ^zz++++=EXTRAWORD
All ^abn++++=All
things ^nns++++=things
are ^vb+ber+vrb++=are
either ^dtx++++=either
good ^jj++++=good
or ^cc+phrs+++=or
bad ^jj++++=bad
by ^in++++=by
comparison ^nn++++=comparison.
. ^zz++++=EXTRAWORD
A ^at++++=A
sufficient ^jj+atrb+++=sufficient
analysis ^nn++++=analysis
will ^md+prd+++=will
show ^vb+vprv+++=show
that ^tht+vcmp+++=that
pleasure ^nn++++=pleasure,
, ^zz++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
but ^cc++++=but
the ^ati++++=the
contrast ^nn++++=contrast
of ^in++++=of
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
Positive ^jj+atrb+++=Positive
pleasure ^nn++++=pleasure
is ^vbz+bez+vrb++=is
a ^at++++=a
mere ^jjb+atrb+++=mere
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
To ^to++++=To
be ^vbi++vrb++=be
happy ^jj+pred+++=happy
at ^in++++=at
any ^dti++++=any
one ^cd1++++=one
point ^nn++++=point
we ^pp1a+pp1+++=we
must ^md+nec+++=must
have ^vb+hv+aux++=have
suffered ^vprf+++xvbnx+=suffered
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
to ^to++++=to
suffer ^vbi++++=suffer
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
never ^rb++++=never
to ^in++++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+aux+xvbnx+=been
blessed ^vpsv++agls+xvbnx+=blessed.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++tht0+xvbnx+=shown
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
inorganic ^jj+atrb+++=inorganic
life ^nn++++=life,
, ^zz++++=EXTRAWORD
pain ^nn++++=pain
cannot ^md+pos+not++=cannot
be ^vb+be+vrb++=be
thus ^rb+cnj+++=thus
the ^ati++++=the
necessity ^nn+nom+++=necessity
for ^in++++=for
the ^ati++++=the
organic ^nn++++=organic.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pain ^nn++++=pain
of ^in++++=of
the ^ati++++=the
primitive ^jj+atrb+++=primitive
life ^nn++++=life
of ^in++++=of
Earth ^nn++++=Earth,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
sole ^jjb+atrb+++=sole
basis ^nn++++=basis
of ^in++++=of
the ^ati++++=the
bliss ^nn++++=bliss
of ^in++++=of
the ^ati++++=the
ultimate ^jj+atrb+++=ultimate
life ^nn++++=life
in ^in++++=in
Heaven ^nn++++=Heaven.
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
your ^pp$+pp2+++=your
expressions ^nns++++=expressions
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
find ^vb+vprv+tht0++=find
it ^pp3+it+++=it
impossible ^jj++++=impossible
to ^to+jcmp+++=to
comprehend ^vb+++??+=comprehend
" ^zz++++="the
the ^ati++++=EXTRAWORD
truly ^rb++++=truly
substantive ^jj+atrb+++=substantive
vastness ^nns+nom+++=vastness
of ^in++++=of
infinity ^nn+nom+++=infinity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
V ^zz++++=V.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This,
, ^zz++++=EXTRAWORD
probably ^rb+cnj+++=probably,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
because ^cs+cos+++=because
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
no ^at++++=no
sufficiently ^rb++++=sufficiently
generic ^jj+atrb+++=generic
conception ^nn+nom+++=conception
of ^in++++=of
the ^ati++++=the
term ^nn++++=term
" ^zz++++="substance"
substance ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
must ^md+nec+++=must
not ^xnot++not++=not
regard ^vb++++=regard
it ^pp3+it+++=it
as ^in++++=as
a ^at++++=a
quality ^nn+nom+++=quality,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
a ^at++++=a
sentiment ^nn+nom+++=sentiment:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
perception ^nn+nom+++=perception,
, ^zz++++=EXTRAWORD
in ^in++++=in
thinking ^xvbg+++xvbg+=thinking
beings ^nns++++=beings,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
adaptation ^nn+nom+++=adaptation
of ^in++++=of
matter ^nn++++=matter
to ^in++++=to
their ^pp$+pp3+++=their
organization ^nn+nom+++=organization.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
many ^ap++++=many
things ^nns++++=things
on ^in++++=on
the ^ati++++=the
Earth ^nn++++=Earth,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
be ^vb+be+vrb++=be
nihility ^nn+nom+++=nihility
to ^in++++=to
the ^ati++++=the
inhabitants ^nns+nom+++=inhabitants
of ^in++++=of
Venus ^np++++=Venus
many ^ap++++=many
things ^nns++++=things
visible ^jj++++=visible
and ^cc+phrs+++=and
tangible ^jj++++=tangible
in ^in++++=in
Venus ^np++++=Venus,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
brought ^vpsv++agls+xvbnx+=brought
to ^rb+phrv+++=to
appreciate ^nn+nom+++=appreciate
as ^ql++++=as
existing ^jj+++xvbg+=existing
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
to ^in++++=to
the ^ati++++=the
inorganic ^jj+atrb+++=inorganic
beings ^nns++++=beings
to ^in++++=to
the ^ati++++=the
angels ^nns++++=angels
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
the ^ati++++=the
unparticled ^jj+atrb++xvbn+=unparticled
matter ^nn++++=matter
is ^vbz+bez+aux++=is
substanceethat ^nn+++??+=substanceethat
is ^vbz+bez+aux++=is
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
term ^nn++++=term
" ^zz++++="space"
space ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
to ^to++++=to
them ^pp3o+pp3+++=them
the ^ati++++=the
truest ^jjt+atrb+++=truest
substantiality ^nn+nom+++=substantiality
; ^zz++++=;
the ^ati++++=the
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
meantime ^nn++++=meantime,
, ^zz++++=EXTRAWORD
through ^in++++=through
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
consider ^nn+nom+++=consider
their ^pp$+pp3+++=their
materiality ^nn+nom+++=materiality,
, ^zz++++=EXTRAWORD
escaping ^vbg+++xvbg+=escaping
the ^ati++++=the
angelic ^jj+atrb+++=angelic
sense ^nn++++=sense,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
in ^in++++=in
proportion ^nn+nom+++=proportion
as ^in++++=as
the ^ati++++=the
unparticled ^jj+atrb++xvbn+=unparticled
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
through ^in++++=through
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
consider ^nn+nom+++=consider
its ^pp$+it+++=its
immateriality ^nn+nom+++=immateriality,
, ^zz++++=EXTRAWORD
eludes ^nns+++??+=eludes
the ^ati++++=the
organic ^nn++++=organic.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
sleep ^nn++++=sleep-waker
- ^zz++++=EXTRAWORD
waker ^jjr++++=EXTRAWORD
pronounced ^jj+++xvbn+=pronounced
these ^dt+dem+++=these
latter ^ap++++=latter
words ^nns++++=words,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
feeble ^jj+atrb+++=feeble
tone ^nn++++=tone,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
observed ^vbd+vprv++xvbnx+=observed
on ^in++++=on
his ^pp$+pp3+++=his
countenance ^nn+nom+++=countenance
a ^at++++=a
singular ^jj+atrb+++=singular
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
somewhat ^rb+down+++=somewhat
alarmed ^jj+++xvbn+=alarmed
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
induced ^vbd+++xvbn+=induced
me ^pp1o+pp1+++=me
to ^in++++=to
awake ^jj++++=awake
him ^pp3o+pp3+++=him
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
No ^at++++=No
sooner ^rbr++++=sooner
had ^vb+hv+aux++=had
I ^pp1a+pp1+++=I
done ^vbd+++xvbnx+=done
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
than ^in+strn+++=than,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
bright ^jj+atrb+++=bright
smile ^nn++++=smile
irradiating ^vwbg+++xvbg+=irradiating
all ^abn++++=all
his ^pp$+pp3+++=his
features ^nns++++=features,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
back ^jjb++++=back
upon ^in++++=upon
his ^pp$+pp3+++=his
pillow ^nn++++=pillow
and ^cc++++=and
expired ^jj+++xvbn+=expired.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
that ^tht+vcmp+++=that
in ^in++++=in
less ^rbr++++=less
than ^in++++=than
a ^at++++=a
minute ^nn++++=minute
afterward ^rb++++=afterward
his ^pp$+pp3+++=his
corpse ^nn++++=corpse
had ^vb+hv+vrb++=had
all ^abn++++=all
the ^ati++++=the
stern ^jj+atrb+++=stern
rigidity ^nn+nom+++=rigidity
of ^in++++=of
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
brow ^nn++++=brow
was ^vbd+bedz+vrb++=was
of ^in++++=of
the ^ati++++=the
coldness ^nns+nom+++=coldness
of ^in++++=of
ice ^nn++++=ice.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
ordinarily ^rb+cnj+++=ordinarily,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
it ^pp3+it+++=it
have ^vb+hv+aux++=have
appeared ^vprf+++xvbnx+=appeared,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
after ^in++++=after
long ^rb++++=long
pressure ^nn++++=pressure
from ^in++++=from
Azrael ^np++++=Azrael's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
the ^ati++++=the
sleep ^nn++++=sleep-waker,
- ^zz++++=EXTRAWORD
waker ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
latter ^ap++++=latter
portion ^nn+nom+++=portion
of ^in++++=of
his ^pp$+pp3+++=his
discourse ^nn++++=discourse,
, ^zz++++=EXTRAWORD
been ^j+j+aux+xvbn+=been
addressing ^vbg+++xvbgx+=addressing
me ^pp1o+pp1+++=me
from ^in++++=from
out ^rp+pl+++=out
the ^ati++++=the
region ^nn++++=region
of ^in++++=of
the ^ati++++=the
shadows ^nps++++=shadows?
? ^zz++++=EXTRAWORD
