About ^in++++=ABOUT
thinking ^nvbg+++xvbg+=thinking
of ^in++++=of
that ^dt+dem+++=that
song ^nn++++=song?
? ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
three ^cd++++=three
and ^cc++++=and
their ^pp$+pp3+++=their
father ^nn++++=father
was ^vbd+bedz+vrb++=was
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
walked ^vbd+++xvbnx+=walked
along ^in++++=along
the ^ati++++=the
road ^nn++++=road
where ^wrb+who+++=where
once ^rb+tm+++=once
they ^pp3a+pp3+++=they
used ^md"++pmd"++=used
to ^to++++=to
ride ^vb++++=ride
in ^in++++=in
their ^pp$+pp3+++=their
chariot ^nn++++=chariot.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
trod ^vbd+++xvbnx+=trod
it ^pp3+it+++=it
now ^rn+tm+++=now
as ^in++++=as
vagrants ^nns+nom+++=vagrants,
, ^zz++++=EXTRAWORD
on ^in++++=on
their ^pp$+pp3+++=their
way ^nn++++=way
to ^in++++=to
a ^at++++=a
plastered ^jj+atrb++xvbn+=plastered
cottage ^nn+nom+++=cottage
on ^in++++=on
Smidstrup ^np+++??+=Smidstrup
Heath ^np++++=Heath,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
rented ^vpsv++agls+xvbnx+=rented
at ^rb++++=at
ten ^cd++++=ten
marks ^nns++++=marks
yearly ^rb++++=yearly.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
new ^jj+atrb+++=new
country ^nn++++=country
seat ^nn++++=seat
with ^in++++=with
its ^pp$+it+++=its
empty ^jj+atrb+++=empty
walls ^nns++++=walls
and ^cc++++=and
its ^pp$+it+++=its
empty ^jj+atrb+++=empty
vessels ^nns++++=vessels.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crows ^nns+++??+=crows
and ^cc++++=and
the ^ati++++=the
magpies ^nns++++=magpies
wheeled ^vbd+++xvbn+=wheeled
screaming ^jj+++xvbg+=screaming
over ^in++++=over
their ^pp$+pp3+++=their
heads ^nns++++=heads
with ^in++++=with
their ^pp$+pp3+++=their
mocking ^jj+++xvbg+=mocking
" ^zz++++="Caw,
caw ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
caw ^vb++++=caw!
! ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
of ^in++++=of
the ^ati++++=the
nest ^nn++++=nest,
, ^zz++++=EXTRAWORD
Caw ^np+++??+=Caw,
, ^zz++++=EXTRAWORD
caw ^vb++++=caw!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
they ^pp3a+pp3+++=they
screamed ^vbd+++xvbnx+=screamed
in ^in++++=in
Borreby ^np+++??+=Borreby
Forest ^nn++++=Forest
when ^wrb+who+++=when
the ^ati++++=the
trees ^nns++++=trees
were ^vbd+bed+aux++=were
felled ^vpsv++agls+xvbnx+=felled.
. ^zz++++=EXTRAWORD
' ^zz++++='Herr
herr ^npt++++=EXTRAWORD
Daa ^np+++??+=Daa
and ^cc++++=and
his ^pp$+pp3+++=his
daughters ^nns+nom+++=daughters
must ^md+nec+++=must
have ^vb+hv+aux++=have
noticed ^vprf+++xvbnx+=noticed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
blew ^vbd+++xvbnx+=blew
into ^in++++=into
their ^pp$+pp3+++=their
ears ^nns++++=ears
to ^to++++=to
try ^vbi++++=try
and ^cc+phrs+++=and
deaden ^vb+++xvbn+=deaden
the ^ati++++=the
cries ^nns++++=cries,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
after ^cs+sub+++=after
all ^abn++++=all
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
worth ^in++++=worth
listening ^nn++++=listening
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
' ^zz++++='So
so ^ql++++=EXTRAWORD
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
up ^rb+phrv+++=up
their ^pp$+pp3+++=their
abode ^nn++++=abode
in ^in++++=in
the ^ati++++=the
plastered ^jj+atrb++xvbn+=plastered
cottage ^nn+nom+++=cottage
on ^in++++=on
Smidstrup ^np+++??+=Smidstrup
Heath ^np++++=Heath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
tore ^vbd+++xvbnx+=tore
off ^rb+phrv+++=off
over ^in++++=over
marshes ^nns++++=marshes
and ^cc++++=and
meadows ^nns++++=meadows,
, ^zz++++=EXTRAWORD
through ^in++++=through
naked ^jj+atrb+++=naked
hedges ^nns++++=hedges
and ^cc++++=and
bare ^jj+atrb+++=bare
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
open ^jj+atrb+++=open
seas ^nns++++=seas
and ^cc++++=and
other ^ap++++=other
lands ^nns++++=lands.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
away ^rp+pl+++=away!
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
for ^in++++=for
many ^ap++++=many
years ^nns++++=years.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
What ^wdt+who+++=What
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
Waldemar ^vb+++??+=Waldemar
Daa ^np+++??+=Daa?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
daughters ^nns+nom+++=daughters?
? ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
the ^ati++++=the
wind ^nn++++=wind
relates ^nns+nom+++=relates.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
last ^ap++++=last
of ^in++++=of
them ^pp3o+pp3+++=them
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pale ^nn++++=pale
hyacinth ^np++++=hyacinth.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old
and ^cc++++=and
bent ^nn+++xvbn+=bent
now ^rn+tm+++=now;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
half ^abn++++=half
a ^at++++=a
century ^nn++++=century
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lived ^vbd+++xvbnx+=lived
the ^ati++++=the
longest ^jjt++++=longest,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
through ^in++++=through
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
' ^zz++++='Across
across ^in+pl+++=EXTRAWORD
the ^ati++++=the
heath ^nn++++=heath,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
the ^ati++++=the
town ^nn++++=town
of ^in++++=of
Viborg ^np+++??+=Viborg,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
the ^ati++++=the
Dean ^np++++=Dean's
's ^$++++=EXTRAWORD
new ^jj+atrb+++=new,
, ^zz++++=EXTRAWORD
handsome ^jj+atrb+++=handsome
mansion ^nn++++=mansion,
, ^zz++++=EXTRAWORD
built ^j+++xvbn+=built
of ^in++++=of
red ^jj+atrb+++=red
stone ^nn++++=stone
with ^in++++=with
toothed ^jj+atrb++xvbn+=toothed
gables ^nns+++??+=gables.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smoke ^nn++++=smoke
curled ^vbd+++xvbn+=curled
thickly ^rb++++=thickly
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
chimneys ^nns++++=chimneys.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gentle ^jj+atrb+++=gentle
lady ^nn++++=lady
and ^cc++++=and
her ^pp$+pp3+++=her
fair ^jj+atrb+++=fair
daughters ^nns+nom+++=daughters
sat ^vbd+++xvbn+=sat
in ^in++++=in
the ^ati++++=the
bay ^nn++++=bay
window ^nn++++=window
looking ^vwbg+++xvbg+=looking
into ^in++++=into
the ^ati++++=the
garden ^nn++++=garden
at ^rb++++=at
the ^ati++++=the
drooping ^jj+atrb+++=drooping
thorns ^nns++++=thorns
and ^cc++++=and
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
brown ^jj+atrb+++=brown
heath ^npl++++=heath
beyond ^in+strn+++=beyond.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
were ^vbd+bed+aux++=were
they ^pp3a+pp3+++=they
looking ^vbg+++xvbg+=looking
at ^rb++++=at
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
a ^at++++=a
stork ^nn+++??+=stork's
's ^$++++=EXTRAWORD
nest ^nn++++=nest
on ^in++++=on
a ^at++++=a
tumble ^nn++++=tumble-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
cottage ^npl+nom+++=cottage;
; ^zz++++=EXTRAWORD
the ^ati++++=the
roof ^nn++++=roof
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered,
, ^zz++++=EXTRAWORD
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
there ^rn+pl+++=there
was ^vbd+bedz+vrb++=was
any ^dti++++=any
roof ^nn++++=roof
to ^to++++=to
cover ^vbi++++=cover,
, ^zz++++=EXTRAWORD
with ^in++++=with
moss ^np++++=moss
and ^cc++++=and
house ^nn++++=house-leek;
- ^zz++++=EXTRAWORD
leek ^np++++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
stork ^nn+++??+=stork's
's ^$++++=EXTRAWORD
nest ^vb++++=nest
made ^vbd+++xvbn+=made
the ^ati++++=the
best ^jjt+atrb+++=best
covering ^nvbg+++xvbg+=covering.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^ap+down+++=only
part ^nn++++=part
to ^to++++=to
which ^whp+who+++=which
anything ^pn++++=anything
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
stork ^nn++++=stork
kept ^vbd+++xvbn+=kept
it ^pp3+it+++=it
in ^in++++=in
repair ^nn++++=repair.
. ^zz++++=EXTRAWORD
' ^zz++++='This
this ^dt+dem+++=EXTRAWORD
house ^nn++++=house
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
fit ^jj++++=fit
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
looked ^vpsv++agls+xvbnx+=looked
at ^rb+cnj+++=at,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
touched ^vpsv++agls+xvbnx+=touched.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
to ^in++++=to
mind ^nn++++=mind
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
about ^in+strn+++=about,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
cottage ^nn+nom+++=cottage
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
stand ^vb++++=stand
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
the ^ati++++=the
stork ^nn+++??+=stork's
's ^$++++=EXTRAWORD
nest ^nn++++=nest;
; ^zz++++=EXTRAWORD
in ^in++++=in
itself ^ppl++++=itself
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^at++++=a
scarecrow ^nn+++??+=scarecrow
on ^in++++=on
the ^ati++++=the
heath ^nn++++=heath,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
dean ^np++++=dean
did ^vbd+dod+aux++=did
not ^xnot++not++=not
want ^vb++++=want
to ^to+vcmp+++=to
frighten ^vbi++++=frighten
away ^rp+pl+++=away
the ^ati++++=the
stork ^nn+++??+=stork,
, ^zz++++=EXTRAWORD
so ^cs+sub+++=so
the ^ati++++=the
hovel ^nn+++??+=hovel
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
stand ^vb++++=stand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
soul ^nn++++=soul
inside ^jjb++++=inside
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
live ^vb++++=live
in ^in++++=in
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
the ^ati++++=the
Egyptian ^jj+atrb+++=Egyptian
bird ^nn++++=bird
to ^to++++=to
thank ^vbi++++=thank
for ^in++++=for
that ^dt+pdem+++=that;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
payment ^nn+nom+++=payment
for ^rb++++=for
once ^rb"+tm+++=once
having ^xvbg+++xvbg+=having
pleaded ^vprf+++xvbn+=pleaded
for ^in++++=for
the ^ati++++=the
nest ^nn++++=nest
of ^in++++=of
his ^pp$+pp3+++=his
wild ^jj+atrb+++=wild
black ^jj+atrb+++=black
brother ^nn++++=brother
in ^in++++=in
the ^ati++++=the
Borreby ^np+++??+=Borreby
Forest ^nn++++=Forest?
? ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
a ^at++++=a
delicate ^jj++++=delicate,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
hyacinth ^np++++=hyacinth
in ^in++++=in
a ^at++++=a
noble ^jj+atrb+++=noble
flower ^nn++++=flower-garden.
- ^zz++++=EXTRAWORD
garden ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
remembered ^vbd+vprv+tht0+xvbnx+=remembered
it ^pp3+it+++=it
all ^rb++++=all!
! ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
human ^jj+atrb+++=human
beings ^nns++++=beings
can ^md+pos+++=can
sigh ^vb++++=sigh
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
wind ^nn++++=wind
when ^wrb+who+++=when
it ^pp3+it+++=it
soughs ^nns+++??+=soughs
through ^in++++=through
the ^ati++++=the
rushes ^vbz++++=rushes
and ^cc++++=and
reeds ^nns++++=reeds.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh
oh ^uh++++=EXTRAWORD
dear ^jj++++=dear!
! ^zz++++=EXTRAWORD
oh ^uh++++=oh
dear ^jj++++=dear!
! ^zz++++=EXTRAWORD
No ^at++++=No
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang
over ^in++++=over
the ^ati++++=the
grave ^nn++++=grave
of ^in++++=of
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa.
. ^zz++++=EXTRAWORD
No ^at++++=No
schoolboys ^nns++++=schoolboys
sang ^vbd+++xvbn+=sang
when ^wrb+who+++=when
the ^ati++++=the
former ^ap++++=former
lord ^npt++++=lord
of ^in++++=of
Borreby ^np+++??+=Borreby
Castle ^nn++++=Castle
was ^vbd+bedz+aux++=was
laid ^vpsv++agls+xvbnx+=laid
in ^in++++=in
his ^pp$+pp3+++=his
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
everything ^pn++++=everything
must ^md+nec+++=must
have ^vb+hv+vrb++=have
an ^at++++=an
end ^nn++++=end,
, ^zz++++=EXTRAWORD
even ^rb++++=even
misery ^nn++++=misery!
! ^zz++++=EXTRAWORD
Sister ^nn++++=Sister
Ida ^np+++??+=Ida
became ^vbd+++xvbn+=became
the ^ati++++=the
wife ^nn++++=wife
of ^in++++=of
a ^at++++=a
peasant ^nn+nom+++=peasant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^vbz+bez+vrb++0=EXTRAWORD
sorest ^jjt+atrb+++=sorest
trial ^nn++++=trial.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
daughter ^nn+nom+++=daughter's
's ^$++++=EXTRAWORD
husband ^nn++++=husband
a ^at++++=a
miserable ^jj+atrb+++=miserable
serf ^nn++++=serf,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
might ^md+pos+++=might
at ^in++++=at
any ^dti++++=any
moment ^nn++++=moment
be ^vb+be+aux++=be
ordered ^vpsv++agls+xvbnx+=ordered
the ^ati++++=the
punishment ^nn+nom+++=punishment
of ^in++++=of
the ^ati++++=the
wooden ^jj+atrb+++=wooden
horse ^nn++++=horse
by ^in++++=by
his ^pp$+pp3+++=his
lord ^npt++++=lord.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
well ^rb++++=well
that ^cs+sub+++=that
the ^ati++++=the
sod ^nn++++=sod
covers ^nns++++=covers
him ^pp3o+pp3+++=him
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
Ida ^np+++??+=Ida!
! ^zz++++=EXTRAWORD
Ah ^uh++++=Ah
yes ^uh++++=yes!
! ^zz++++=EXTRAWORD
ah ^uh++++=ah
yes ^uh++++=yes!
! ^zz++++=EXTRAWORD
Poor ^jj++++=Poor
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
poor ^jj++++=poor
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
still ^rb++++=still
linger ^vb++++=linger
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
In ^in++++=In
Thy ^pp$+pp2+++=Thy
mercy ^nn++++=mercy
release ^nn++++=release
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
O ^zz++++=O
Christ ^np++++=Christ!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='This
this ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
prayer ^nn++++=prayer
of ^in++++=of
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
lay ^vbd+++xvbnx+=lay
in ^in++++=in
the ^ati++++=the
miserable ^jj+atrb+++=miserable
hovel ^nn+++??+=hovel
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
only ^rb+down+splt++=only
left ^vpsv++agls+xvbnx+=left
standing ^vbg+++xvbg+=standing
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
the ^ati++++=the
stork ^nn+++??+=stork.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
took ^vbd+++xvbnx+=took
charge ^nn++++=charge
of ^in++++=of
the ^ati++++=the
boldest ^nn++++=boldest
of ^in++++=of
the ^ati++++=the
sisters ^nns+nom+++=sisters,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='She
she ^pp3a+pp3+++=EXTRAWORD
had ^vb+hv+aux++=had
clothes ^nns++++=clothes
made ^vbd+++xvbn+=made
to ^to+vcmp+++=to
suit ^vbi++++=suit
her ^pp$+pp3+++=her
manly ^jj+atrb+++=manly
disposition ^nn+nom+++=disposition,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
a ^at++++=a
place ^nn++++=place
as ^in++++=as
a ^at++++=a
lad ^nn++++=lad
with ^in++++=with
a ^at++++=a
skipper ^nn++++=skipper.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
words ^nns++++=words
were ^vbd+bed+vrb++=were
few ^ap++++=few
and ^cc++++=and
looks ^vbz++++=looks
stubborn ^jj++++=stubborn,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
willing ^jj+pred+++=willing
enough ^qlp++++=enough
at ^rb++++=at
her ^pp$+pp3+++=her
work ^nn++++=work.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
with ^in++++=with
all ^abn++++=all
her ^pp$+pp3+++=her
will ^md+prd+++=will
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
climb ^vb++++=climb
the ^ati++++=the
rigging ^nn++++=rigging;
; ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
blew ^vbd+++xvbnx+=blew
her ^pp$+pp3+++=her
overboard ^rb+pl+++=overboard
before ^cs+sub+++=before
any ^dti++++=any
one ^cd1++++=one
discovered ^vprf+++xvbn+=discovered
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
fancy ^vb++++=fancy
that ^tht+vcmp+++=that
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
bad ^jj+atrb+++=bad
deed ^nn++++=deed
of ^in++++=of
mine ^pp$$++++=mine!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='On
on ^in++++=EXTRAWORD
such ^abl++++=such
an ^at++++=an
Easter ^np++++=Easter
morning ^nn++++=morning
as ^ql++++=as
that ^cs+sub+++=that
on ^in++++=on
which ^whp+rel+pied++=which
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
thought ^vbd+++xvbn+=thought
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
the ^ati++++=the
red ^jj+atrb+++=red
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
from ^in++++=from
beneath ^in+pl+++=beneath
the ^ati++++=the
stork ^nn+++??+=stork's
's ^$++++=EXTRAWORD
nest ^nn++++=nest
a ^at++++=a
psalm ^nn++++=psalm
echoing ^jj++++=echoing
through ^in++++=through
the ^ati++++=the
miserable ^jj+atrb+++=miserable
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea's
's ^$++++=EXTRAWORD
last ^rb++++=last
song ^nn++++=song.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
window ^nn++++=window;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
hole ^nn++++=hole
in ^in++++=in
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
rose ^vbd+++xvbn+=rose
in ^in++++=in
splendour ^nn++++=splendour
and ^cc++++=and
poured ^vpsv++agls+xvbn+=poured
in ^in++++=in
upon ^in++++=upon
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
glazed ^vpsv++agls+xvbnx+=glazed
and ^cc++++=and
her ^pp$+pp3+++=her
heart ^nn++++=heart
broken ^vbd+++xvbn+=broken!
! ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
so ^ql++++=so
this ^dt+dem+++=this
morning ^nn++++=morning
whether ^cs+who+++=whether
the ^ati++++=the
sun ^nn++++=sun
had ^vbd+hvd+aux++=had
shone ^vprf+++xvbnx+=shone
upon ^in++++=upon
her ^pp$+pp3+++=her
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stork ^nn++++=stork
kept ^vbd+++xvbn+=kept
a ^at++++=a
roof ^nn++++=roof
over ^rp++++=over
her ^pp3o+pp3+++=her
head ^jjb++++=head
till ^in++++=till
her ^pp$+pp3+++=her
death ^nn++++=death!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sang ^vbd+++xvbnx+=sang
at ^rb++++=at
her ^pp$+pp3+++=her
grave ^jj++++=grave,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
sang ^vbd+++xvbnx+=sang
at ^rb++++=at
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hers ^pp$$++++=hers
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
more ^rbr++++=more
than ^in++++=than
any ^dti++++=any
one ^cd1++++=one
else ^rb+cnj+++=else
knows ^vbz+vprv+++=knows.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
old ^jj++++=old
order ^to++++=order
changeth ^vbz++++=changeth,
, ^zz++++=EXTRAWORD
giving ^vbg+++xvbg+=giving
place ^nn++++=place
to ^in++++=to
the ^ati++++=the
new ^nn++++=new.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj++++=old
high ^jj++++=high-road
- ^zz++++=EXTRAWORD
road ^npl++++=EXTRAWORD
now ^rn+tm+++=now
