Having ^xvbg+++xvbg+=Having
whose ^whp+rel+obj++=whose
soldierly ^jj++++=soldierly
bearing ^xvbg+++xvbg+=bearing
gives ^vbz++++=gives
him ^pp3o+pp3+++=him
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
being ^xvbg+++xvbg+=being
taller ^jjr++++=taller
than ^in++++=than
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
look ^vb++++=look
into ^in+ppvb+++=into
the ^ati++++=the
bright ^jj+atrb+++=bright
eye ^nn++++=eye
of ^in++++=of
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
before ^cs+sub+++=before
you ^pp2+pp2+++=you
in ^in++++=in
his ^pp$+pp3+++=his
working ^vbg+++xvbg+=working-blouse
- ^zz++++=EXTRAWORD
blouse ^nn++++=EXTRAWORD
and ^cc++++=and
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
particularly ^rb++++=particularly
well ^rb++++=well
shaved ^vbd+++xvbn+=shaved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
earthy ^jj++++=earthy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
discern ^vb++++=discern
in ^in++++=in
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
a ^at++++=a
gentleman ^nn+nom+++=gentleman
whose ^whp+rel+obj++=whose
true ^jj+atrb+++=true
politeness ^nns+nom+++=politeness
is ^vbz+bez+vrb++=is
ingrain ^nn+++??+=ingrain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
confirmation ^nn+nom+++=confirmation
of ^in++++=of
whose ^whp+rel+pied++=whose
word ^nn++++=word
by ^in++++=by
his ^pp$+pp3+++=his
bond ^nn++++=bond
you ^pp2+pp2+++=you
would ^md+prd+++=would
blush ^vb++++=blush
to ^to++++=to
think ^vbi+vprv+++=think
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
without ^in++++=without
reason ^nn++++=reason
is ^vbz+bez+vrb++=is
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
tells ^vbz++++=tells
that ^tht+vcmp+++=that
story ^nn++++=story,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
vivacious ^jj+atrb+++=vivacious
way ^nn++++=way,
, ^zz++++=EXTRAWORD
of ^in++++=of
his ^pp$+pp3+++=his
travelling ^nvbg+++xvbg+=travelling
to ^in++++=to
Fulham ^np++++=Fulham,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
London ^np++++=London,
, ^zz++++=EXTRAWORD
to ^to++++=to
buy ^vbi++++=buy
all ^abn++++=all
these ^dt+dem+++=these
hundreds ^cds++++=hundreds
and ^cc++++=and
hundreds ^cds++++=hundreds
of ^in++++=of
trees ^nns++++=trees
you ^pp2+pp2+++=you
now ^rn+tm+++=now
see ^vb+vprv+++=see
upon ^in++++=upon
the ^ati++++=the
Property ^nn++++=Property,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
bare ^jj+atrb+++=bare,
, ^zz++++=EXTRAWORD
bleak ^jj+atrb+++=bleak
hill ^nn++++=hill;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
his ^pp$+pp3+++=his
sojourning ^nvbg+++xvbg+=sojourning
in ^in++++=in
Fulham ^np++++=Fulham
three ^cd++++=three
months ^nns++++=months;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
his ^pp$+pp3+++=his
jovial ^jj+atrb+++=jovial
evenings ^nns++++=evenings
with ^in++++=with
the ^ati++++=the
market ^nn++++=market-gardeners;
- ^zz++++=EXTRAWORD
gardeners ^nns+nom+++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
crowning ^jj+atrb+++=crowning
banquet ^nn++++=banquet
before ^in++++=before
his ^pp$+pp3+++=his
departure ^nn++++=departure,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
market ^nn++++=market-gardeners
- ^zz++++=EXTRAWORD
gardeners ^nns+nom+++=EXTRAWORD
rose ^vbd+++xvbn+=rose
as ^ql++++=as
one ^cd1++++=one
man ^nn++++=man,
, ^zz++++=EXTRAWORD
clinked ^j+++xvbn+=clinked
their ^pp$+pp3+++=their
glasses ^nns++++=glasses
all ^rb++++=all
together ^nn+nom+++=together
( ^zz++++=(as
as ^in++++=EXTRAWORD
the ^ati++++=the
custom ^nn++++=custom
at ^in++++=at
Fulham ^np++++=Fulham
is ^vbz+bez+vrb++=is),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cried ^vbd+++xvbn+=cried,
, ^zz++++=EXTRAWORD
' ^zz++++='Vive
vive ^jj++++=EXTRAWORD
Loyal ^jj++++=Loyal!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
has ^vbz+hvz+vrb++=has
an ^at++++=an
agreeable ^jj+atrb+++=agreeable
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
family ^nn++++=family;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
loves ^vbz++++=loves
to ^in++++=to
drill ^nn++++=drill
the ^ati++++=the
children ^nns++++=children
of ^in++++=of
his ^pp$+pp3+++=his
tenants ^nns+nom+++=tenants,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
run ^nn+++xvbn+=run
races ^nns++++=races
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
do ^vb+do+vrb++=do
anything ^pn++++=anything
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
for ^in++++=for
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good-natured.
- ^zz++++=EXTRAWORD
natured ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
of ^in++++=of
a ^at++++=a
highly ^rb+amp+++=highly
convivial ^jj+atrb+++=convivial
temperament ^nn+nom+++=temperament,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
hospitality ^nn+nom+++=hospitality
is ^vbz+bez+vrb++=is
unbounded ^jj+pred+++=unbounded.
. ^zz++++=EXTRAWORD
Billet ^&fw++++=Billet
a ^at++++=a
soldier ^nn++++=soldier
on ^in++++=on
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
delighted ^vpsv++agls+xvbnx+=delighted.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five-and-thirty
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
thirty ^cd++++=EXTRAWORD
soldiers ^nns+nom+++=soldiers
had ^vb+hv+vrb++=had
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
billeted ^jj+++xvbn+=billeted
on ^rp++++=on
him ^pp3o+pp3+++=him
this ^dt+dem+++=this
present ^jj+atrb+++=present
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
all ^abn++++=all
got ^vbd+++xvbn+=got
fat ^nn++++=fat
and ^cc++++=and
red ^jj++++=red-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
in ^in++++=in
two ^cd++++=two
days ^nns++++=days.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
became ^vbd+++xvbn+=became
a ^at++++=a
legend ^nn++++=legend
among ^in++++=among
the ^ati++++=the
troops ^nns++++=troops
that ^tht+rel+++=that
whosoever ^nn+nom+++=whosoever
got ^vbd+++xvbn+=got
billeted ^vbd+++xvbn+=billeted
on ^rp++++=on
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
rolled ^jj+++xvbn+=rolled
in ^in++++=in
clover ^nn++++=clover;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
it ^pp3+it+++=it
fell ^vbd+++xvbn+=fell
out ^rp+pl+++=out
that ^cs+sub+++=that
the ^ati++++=the
fortunate ^jj+atrb+++=fortunate
man ^nn++++=man
who ^whp+rel+subj++=who
drew ^vbd+++xvbn+=drew
the ^ati++++=the
billet ^&fw++++=billet
' ^zz++++='M.
m ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Loyal ^jj+atrb+++=Loyal
Devasseur ^np+++??+=Devasseur'
' ^zz++++=EXTRAWORD
always ^rb++++=always
leaped ^vbd+++xvbn+=leaped
into ^in++++=into
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
in ^in++++=in
heavy ^nn++++=heavy
marching ^vwbg+++xvbg+=marching
order ^nn++++=order.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
cannot ^md+pos+not++=cannot
bear ^vb+vprv+++=bear
to ^to+vcmp+++=to
admit ^vbi+vpub+++=admit
anything ^pn++++=anything
that ^dt+pdem+++=that
might ^md+pos+++=might
seem ^vb+seem+++=seem
by ^in++++=by
any ^dti++++=any
implication ^nn+nom+++=implication
to ^to++++=to
disparage ^nn+nom+++=disparage
the ^ati++++=the
military ^jj+atrb+++=military
profession ^nn++++=profession.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
hinted ^vbd+vpub++xvbn+=hinted
to ^in++++=to
him ^pp3o+pp3+++=him
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
conscious ^jj+pred+++=conscious
of ^in++++=of
a ^at++++=a
remote ^jj+atrb+++=remote
doubt ^nn++++=doubt
arising ^vwbg+++xvbg+=arising
in ^in++++=in
our ^pp$+pp1+++=our
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
a ^at++++=a
sou ^nn+++??+=sou
a ^at++++=a
day ^nn++++=day
for ^in++++=for
pocket ^nn++++=pocket-money,
- ^zz++++=EXTRAWORD
money ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
tobacco ^nn++++=tobacco,
, ^zz++++=EXTRAWORD
stockings ^nns++++=stockings,
, ^zz++++=EXTRAWORD
drink ^vb++++=drink,
, ^zz++++=EXTRAWORD
washing ^nvbg+++xvbg+=washing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
social ^jj+atrb+++=social
pleasures ^nns++++=pleasures
in ^rb++++=in
general ^rb"++++=general,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
a ^at++++=a
very ^ql+amp+++=very
large ^jj+atrb+++=large
margin ^nn++++=margin
for ^in++++=for
a ^at++++=a
soldier ^nn++++=soldier's
's ^$++++=EXTRAWORD
enjoyment ^nn+nom+++=enjoyment.
. ^zz++++=EXTRAWORD
Pardon ^np+++??+=Pardon!
! ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
Monsieur ^npt++++=Monsieur
Loyal ^jj++++=Loyal,
, ^zz++++=EXTRAWORD
rather ^rb++++=rather
wincing ^jj+++xvbg+=wincing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
fortune ^nn++++=fortune,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
la ^&fw++++=la
bonne ^&fw++++=bonne
heure ^nn+++??+=heure
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
better ^jjr+pred+++=better
than ^in++++=than
it ^pp3+it+++=it
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
on ^in++++=on
another ^dt++++=another
occasion ^nn++++=occasion,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
all ^abn++++=all
those ^dt+dem+++=those
neighbouring ^jj+atrb+++=neighbouring
peasants ^nns+nom+++=peasants,
, ^zz++++=EXTRAWORD
each ^dt++++=each
living ^jj+++xvbg+=living
with ^in++++=with
his ^pp$+pp3+++=his
family ^nn++++=family
in ^in++++=in
one ^cd1++++=one
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
having ^jj+++xvbg+=having
a ^at++++=a
soldier ^nn++++=soldier
( ^zz++++=(perhaps
perhaps ^rb++++=EXTRAWORD
two ^cd++++=two)
) ^zz++++=EXTRAWORD
billeted ^jj+++xvbn+=billeted
on ^rp++++=on
him ^pp3o+pp3+++=him
every ^at++++=every
other ^ap++++=other
night ^nn++++=night,
, ^zz++++=EXTRAWORD
required ^vb+++xvbn+=required
to ^to+vcmp+++=to
provide ^vbi+vsua+++=provide
for ^in+ppvb+++=for
those ^dt+dem+++=those
soldiers ^nns+nom+++=soldiers?
? ^zz++++=EXTRAWORD
' ^zz++++='Faith!'
faith ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal,
, ^zz++++=EXTRAWORD
reluctantly ^rb++++=reluctantly;
; ^zz++++=EXTRAWORD
a ^at++++=a
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fire ^nn++++=fire
to ^to++++=to
cook ^vbi++++=cook
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
candle ^nn++++=candle.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
share ^vb++++=share
their ^pp$+pp3+++=their
supper ^nn++++=supper
with ^in++++=with
those ^dt+dem+++=those
soldiers ^nns+nom+++=soldiers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
possible ^jj++++=possible
that ^tht+jcmp+++=that
they ^pp3a+pp3+++=they
could ^md+pos+++=could
eat ^vb++++=eat
alone ^jj++++=alone.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
allowance ^nn+nom+++=allowance
do ^vb+do+aux++=do
they ^pp3a+pp3+++=they
get ^vb++++=get
for ^in++++=for
this ^dt+pdem+++=this?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
we ^pp1a+pp1+++=we.
. ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Loyal ^jj++++=Loyal
drew ^vbd+++xvbn+=drew
himself ^ppl+pp3+++=himself
up ^rp++++=up
taller ^jjr++++=taller,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
a ^at++++=a
step ^nn++++=step
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
laid ^j+++xvbn+=laid
his ^pp$+pp3+++=his
hand ^nn++++=hand
upon ^in++++=upon
his ^pp$+pp3+++=his
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
with ^in++++=with
majesty ^nn++++=majesty,
, ^zz++++=EXTRAWORD
as ^ql++++=as
speaking ^jj+++xvbg+=speaking
for ^in++++=for
himself ^ppl+pp3+++=himself
and ^cc++++=and
all ^rb++++=all
France ^np++++=France,
, ^zz++++=EXTRAWORD
' ^zz++++='Monsieur,
monsieur ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
contribution ^nn+nom+++=contribution
to ^in++++=to
the ^ati++++=the
State ^nn++++=State!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
never ^rb++splt++=never
going ^vbg+++xvbgx+=going
to ^in++++=to
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
according ^in++++=according
to ^in++++=to
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
deny ^vbi+vpub+++=deny
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
now ^rn+tm+splt++=now
raining ^vbg+++xvbgx+=raining
in ^in++++=in
torrents ^nns+++??+=torrents,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+tht0++=says
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be
fine ^jj++++=fine
charming ^jj+++xvbg+=charming
magnificent ^jj++++=magnificent
to ^to++++=to-morrow.
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
never ^rb++++=never
hot ^jj+pred+++=hot
on ^in++++=on
the ^ati++++=the
Property ^nn++++=Property,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
contends ^vbz+vpub+++=contends.
. ^zz++++=EXTRAWORD
Likewise ^rb+cnj+++=Likewise
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
never ^rb++++=never
cold ^jj+pred+++=cold.
. ^zz++++=EXTRAWORD
The ^ati++++=The
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
delighting ^vbg+++xvbg+=delighting
to ^to++++=to
grow ^vbi++++=grow
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
like ^in++++=like
Paradise ^nn++++=Paradise
this ^dt+dem+++=this
morning ^nn++++=morning;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
like ^in++++=like
the ^ati++++=the
Garden ^nn++++=Garden
of ^in++++=of
Eden ^np++++=Eden.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
a ^rb++++=a
little ^rb"++++=little
fanciful ^jj++++=fanciful
in ^in++++=in
his ^pp$+pp3+++=his
language ^nn+nom+++=language:
: ^zz++++=EXTRAWORD
smilingly ^rb++++=smilingly
observing ^nvbg+++xvbg+=observing
of ^in++++=of
Madame ^npt++++=Madame
Loyal ^jj++++=Loyal,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
absent ^jj++++=absent
at ^rb++++=at
vespers ^nns+nom+++=vespers,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
' ^zz++++='gone
gone ^vprf+++xvbn+=EXTRAWORD
to ^in++++=to
her ^pp$+pp3+++=her
salvation ^nn+nom+++=salvation'
' ^zz++++=EXTRAWORD
allee ^nn++++=allee
a ^at++++=a
son ^nn++++=son
salut ^nn+++??+=salut.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+vrb++=has
a ^at++++=a
great ^jj+atrb+++=great
enjoyment ^nn+nom+++=enjoyment
of ^in++++=of
tobacco ^nn++++=tobacco,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nothing ^pn++++=nothing
would ^md+prd+++=would
induce ^vb++++=induce
him ^pp3o+pp3+++=him
to ^to++++=to
continue ^vbi++++=continue
smoking ^vbg+++xvbg+=smoking
face ^nn++++=face
to ^to++++=to
face ^vbi++++=face
with ^in++++=with
a ^at++++=a
lady ^nn++++=lady.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
short ^jj+atrb+++=short
black ^jj+atrb+++=black
pipe ^nn++++=pipe
immediately ^rb+tm+++=immediately
goes ^vbz++++=goes
into ^in++++=into
his ^pp$+pp3+++=his
breast ^nn++++=breast
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
scorches ^nns+++??+=scorches
his ^pp$+pp3+++=his
blouse ^nn++++=blouse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nearly ^rb+down+++=nearly
sets ^nns++++=sets
him ^pp3o+pp3+++=him
on ^in++++=on
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
Town ^nn++++=Town
Council ^nn++++=Council
and ^cc++++=and
on ^in++++=on
occasions ^nns++++=occasions
of ^in++++=of
ceremony ^nn++++=ceremony,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
appears ^vbz+seem+++=appears
in ^in++++=in
a ^at++++=a
full ^jj+atrb+++=full
suit ^nn++++=suit
of ^in++++=of
black ^nn++++=black,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
waistcoat ^nn++++=waistcoat
of ^in++++=of
magnificent ^jj+atrb+++=magnificent
breadth ^nn++++=breadth
across ^in+pl+++=across
the ^ati++++=the
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
shirt ^nn++++=shirt-collar
- ^zz++++=EXTRAWORD
collar ^nn++++=EXTRAWORD
of ^in++++=of
fabulous ^jj+atrb+++=fabulous
proportions ^nns+nom+++=proportions.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal!
! ^zz++++=EXTRAWORD
Under ^in++++=Under
blouse ^nn++++=blouse
or ^cc++++=or
waistcoat ^nn++++=waistcoat,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
carries ^vbz++++=carries
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
gentlest ^jjt+atrb+++=gentlest
hearts ^nns++++=hearts
that ^tht+rel+obj++=that
beat ^nn+++xvbn+=beat
in ^in++++=in
a ^at++++=a
nation ^nn++++=nation
teeming ^vwbg+++xvbg+=teeming
with ^in++++=with
gentle ^jj+atrb+++=gentle
people ^nns++++=people.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
losses ^nns++++=losses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
at ^in++++=at
his ^pp$+pp3+++=his
best ^jjt++++=best
under ^in++++=under
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
only ^rb+down+++=only
the ^ati++++=the
loss ^nn++++=loss
of ^in++++=of
his ^pp$+pp3+++=his
way ^nn++++=way
by ^in++++=by
night ^nn++++=night
in ^in++++=in
the ^ati++++=the
Fulham ^np++++=Fulham
times ^nns++++=times
when ^wrb+who+++=when
a ^at++++=a
bad ^jj+atrb+++=bad
subject ^nn++++=subject
of ^in++++=of
an ^at++++=an
Englishman ^nn+nom+++=Englishman,
, ^zz++++=EXTRAWORD
under ^in++++=under
pretence ^nn+nom+++=pretence
of ^in++++=of
seeing ^xvbg+++xvbg+=seeing
him ^pp3o+pp3+++=him
home ^nr++++=home,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
him ^pp3o+pp3+++=him
into ^in++++=into
all ^abn++++=all
the ^ati++++=the
night ^nn++++=night
public ^jj++++=public-houses,
- ^zz++++=EXTRAWORD
houses ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
' ^zz++++='arfanarf'
arfanarf ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
in ^in++++=in
every ^at++++=every
one ^pn++++=one
at ^in++++=at
his ^pp$+pp3+++=his
expense ^nn++++=expense,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
fled ^vbd+++xvbn+=fled,
, ^zz++++=EXTRAWORD
leaving ^jj+++xvbg+=leaving
him ^pp3o+pp3+++=him
shipwrecked ^jj++++=shipwrecked
at ^in++++=at
Cleefeeway ^np+++??+=Cleefeeway,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
apprehend ^nn+++??+=apprehend
to ^to++++=to
be ^vbi++vrb++=be
Ratcliffe ^np+++??+=Ratcliffe
Highway ^nn++++=Highway
but ^cc++++=but
heavier ^jjr+atrb+++=heavier
losses ^nns++++=losses
than ^in++++=than
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Long ^rb++++=Long
ago ^rb++++=ago
a ^at++++=a
family ^nn++++=family
of ^in++++=of
children ^nns++++=children
and ^cc++++=and
a ^at++++=a
mother ^nn++++=mother
were ^vbd+bed+aux++=were
left ^vpsv++agls+xvbnx+=left
in ^in++++=in
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
houses ^nns++++=houses
without ^in++++=without
money ^nn++++=money,
, ^zz++++=EXTRAWORD
a ^at++++=a
whole ^jj+atrb+++=whole
year ^nn++++=year.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Loyal ^jj++++=Loyal
anything ^rb++++=anything
but ^rb"++++=but
as ^ql++++=as
rich ^np++++=rich
as ^ql++++=as
we ^pp1a+pp1+++=we
wish ^vb+vprv+tht0++=wish
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
heart ^nn++++=heart
to ^to++++=to
say ^vbi+vpub+++=say
' ^zz++++='you
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
go ^vb++++=go;'
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
stayed ^vbd+++xvbnx+=stayed
on ^in++++=on
and ^cc++++=and
stayed ^vpsv++agls+xvbn+=stayed
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
paying ^vbg+++xvbg+=paying-tenants
- ^zz++++=EXTRAWORD
tenants ^nns+nom+++=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=would
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
in ^in++++=in
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
