If ^cs+cnd+++=If
" ^zz++++=EXTRAWORD
" ^zz++++="Sure.
sure ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Washbasin ^np+++??+=Washbasin,
, ^zz++++=EXTRAWORD
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
light ^jj++++=light
the ^ati++++=the
works ^nn++++=works.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we
thought ^vbd+++xvbn+=thought
Gramps ^np+++??+=Gramps'
' ^zz++++=EXTRAWORD
room ^nn++++=room
was ^vbd+bedz+vrb++=was
something ^pn++++=something.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
long ^rb++++=long
has ^vbz+hvz+aux++=has
this ^dt+pdem+++=this
been ^jj+jj+aux+xvbn+=been
going ^vbg+++xvbgx+=going
on ^in+strn+++=on?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
held ^vbd+vprv++xvbnx+=held
out ^rp+pl+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
in ^in++++=in
forty ^cd++++=forty
years ^nns++++=years,
, ^zz++++=EXTRAWORD
hon ^npt++++=hon,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
got ^vprf+++xvbn+=got
the ^ati++++=the
shakes ^nn++++=shakes
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Cross
cross ^nn++++=EXTRAWORD
your ^pp$+pp2+++=your
fingers ^nns+nom+++=fingers,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lou ^np++++=Lou.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lawyer ^nn++++=lawyer's
's ^$++++=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
try ^vb++++=try
to ^to+vcmp+++=to
get ^vbi++++=get
us ^pp1o+pp1+++=us
a ^at++++=a
year ^nn++++=year."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gee!"
gee ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Em ^np+++??+=Em
said ^vbd+vpub++xvbn+=said
dreamily ^rb++++=dreamily.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wonder ^vb++++=wonder
what ^wdt+who+++=what
kind ^rb++++=kind
of ^rb"++++=of
wires ^nns++++=wires
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
pull ^vb++++=pull
to ^rb+phrv+++=to
get ^vbi++++=get
put ^vbd+++xvbn+=put
away ^rb+phrv+++=away
in ^in++++=in
solitary ^nn+nom+++=solitary?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,
, ^zz++++=EXTRAWORD
pipe ^nn++++=pipe
down ^rp++++=down,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
turnkey ^nn+++??+=turnkey,
, ^zz++++=EXTRAWORD
" ^zz++++="or
or ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
toss ^vb++++=toss
the ^ati++++=the
whole ^jj+atrb+++=whole
kit ^nn++++=kit
and ^cc++++=and
caboodle ^nn++++=caboodle
of ^in++++=of
you ^pp2+pp2+++=you
right ^rb++++=right
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
first ^rb++++=first
one ^cd1++++=one
who ^whp+rel+subj++=who
lets ^vbz++++=lets
on ^in+cmpx+++=on
to ^in"++++=to
anybody ^pn++++=anybody
outside ^jjb++++=outside
how ^wrb+who+++=how
good ^jj+atrb+++=good
jail ^nn++++=jail
is ^vbz+bez+aux++=is
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
never ^rb++++=never
getting ^vbg+++xvbg+=getting
back ^rb+phrv+++=back
in ^in+strn+++=in!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
prisoners ^nns+nom+++=prisoners
instantly ^rb+tm+++=instantly
fell ^vbd+++xvbn+=fell
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
living ^jj+atrb++xvbg+=living
room ^nn++++=room
of ^in++++=of
the ^ati++++=the
apartment ^nn+nom+++=apartment
darkened ^vbd+++xvbn+=darkened
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
as ^in++++=as
the ^ati++++=the
riot ^nn++++=riot
scenes ^nns++++=scenes
faded ^vbd+++xvbn+=faded
on ^in++++=on
the ^ati++++=the
television ^nn++++=television
screen ^nn++++=screen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
announcer ^nn+nom+++=announcer
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
Sun ^nn++++=Sun
coming ^vwbg+++xvbg+=coming
from ^in++++=from
behind ^in+pl+++=behind
a ^at++++=a
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
friends ^nns++++=friends,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
special ^jj+atrb+++=special
message ^nn+nom+++=message
from ^in++++=from
the ^ati++++=the
makers ^nns++++=makers
of ^in++++=of
anti ^nn+++??+=anti-gerasone,
- ^zz++++=EXTRAWORD
gerasone ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
message ^nn+nom+++=message
for ^in++++=for
all ^abn++++=all
you ^pp2+pp2+++=you
folks ^nns++++=folks
over ^in++++=over
150 ^cd++++=150.
. ^zz++++=EXTRAWORD
Are ^vb+ber+aux++=Are
you ^pp2+pp2+++=you
hampered ^vbd+++xvbn+=hampered
socially ^rb++++=socially
by ^in++++=by
wrinkles ^nns++++=wrinkles,
, ^zz++++=EXTRAWORD
by ^in++++=by
stiffness ^nns+nom+++=stiffness
of ^in++++=of
joints ^nns++++=joints
and ^cc++++=and
discoloration ^nn+nom+++=discoloration
or ^cc++++=or
loss ^nn++++=loss
of ^in++++=of
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
all ^abn++++=all
because ^cs+cos+++=because
these ^dt+dem+++=these
things ^nns++++=things
came ^vbd+++xvbn+=came
upon ^in+ppvb+++=upon
you ^pp2+pp2+++=you
before ^cs+sub+++=before
anti ^nn+++??+=anti-gerasone
- ^zz++++=EXTRAWORD
gerasone ^nn+++??+=EXTRAWORD
was ^vbd+bedz+aux++=was
developed ^vpsv++agls+xvbnx+=developed?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
need ^nn++++=need
no ^at++++=no
longer ^rbr++++=longer
suffer ^vb++++=suffer,
, ^zz++++=EXTRAWORD
need ^nn++++=need
no ^at++++=no
longer ^rbr++++=longer
feel ^vb+vprv+++=feel
different ^jj++++=different
and ^cc++++=and
out ^rp+pl+++=out
of ^in++++=of
things ^nns++++=things.
. ^zz++++=EXTRAWORD
" ^zz++++="After
after ^in++++=EXTRAWORD
years ^nns++++=years
of ^in++++=of
research ^nn++++=research,
, ^zz++++=EXTRAWORD
medical ^jj+atrb+++=medical
science ^nn+nom+++=science
has ^vbz+hvz+aux++=has
now ^rn+tm+splt++=now
developed ^vprf+++xvbnx+=developed
Super ^jj++++=Super-anti-gerasone!
- ^zz++++=EXTRAWORD
anti ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
gerasone ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
In ^in++++=In
weeks ^nns++++=weeks
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
weeks ^nns++++=weeks
you ^pp2+pp2+++=you
can ^md+pos+++=can
look ^vb++++=look,
, ^zz++++=EXTRAWORD
feel ^vb+vprv+++=feel
and ^cc++++=and
act ^nn++++=act
as ^ql++++=as
young ^jj++++=young
as ^ql++++=as
your ^pp$+pp2+++=your
great ^jj++++=great-great-grandchildren!
- ^zz++++=EXTRAWORD
great ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
grandchildren ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Would ^md+prd+++=Wouldn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
pay ^vb++++=pay
$ ^zz++++=$5,000
5,000 ^cd++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
indistinguishable ^jj+pred+++=indistinguishable
from ^in++++=from
everybody ^pn++++=everybody
else ^rb+cnj+++=else?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
Safe ^jj++++=Safe,
, ^zz++++=EXTRAWORD
tested ^xvbn+++xvbn+=tested
Super ^jj++++=Super-anti-gerasone
- ^zz++++=EXTRAWORD
anti ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
gerasone ^nn+++??+=EXTRAWORD
costs ^nns++++=costs
you ^pp2+pp2+++=you
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
dollars ^nns++++=dollars
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
" ^zz++++="Write
write ^vb++++=EXTRAWORD
now ^rn+tm+++=now
for ^in++++=for
your ^pp$+pp2+++=your
free ^jj+atrb+++=free
trial ^nn++++=trial
carton ^nn+++??+=carton.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
put ^vb+++xvbn+=put
your ^pp$+pp2+++=your
name ^nn++++=name
and ^cc++++=and
address ^nns+nom+++=address
on ^in++++=on
a ^at++++=a
dollar ^nn++++=dollar
postcard ^nn++++=postcard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mail ^nn++++=mail
it ^pp3+it+++=it
to ^to++++=to
' ^zz++++='Super,'
super ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Box ^nn++++=Box
500,000 ^cd++++=500,000,
, ^zz++++=EXTRAWORD
Schenectady ^np+++??+=Schenectady,
, ^zz++++=EXTRAWORD
N ^zz++++=N.
. ^zz++++=EXTRAWORD
Y ^zz++++=Y.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
repeat ^vb++++=repeat
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='Super,'
super ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Box ^nn++++=Box
500,000 ^cd++++=500,000
. ^zz++++=..."
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Underlining ^np+++??+=Underlining
the ^ati++++=the
announcer ^nn+nom+++=announcer's
's ^$++++=EXTRAWORD
words ^nns++++=words
was ^vbd+bedz+vrb++=was
the ^ati++++=the
scratching ^jj+++xvbg+=scratching
of ^in++++=of
Gramps ^np+++??+=Gramps'
' ^zz++++=EXTRAWORD
pen ^nn++++=pen,
, ^zz++++=EXTRAWORD
the ^ati++++=the
one ^cd1++++=one
Willy ^np++++=Willy
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him
the ^ati++++=the
night ^nn++++=night
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes
earlier ^jjr++++=earlier,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
Idle ^jj+atrb+++=Idle
Hour ^nn++++=Hour
Tavern ^nn++++=Tavern,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
commanded ^vbd+vpub++xvbn+=commanded
a ^at++++=a
view ^nn++++=view
of ^in++++=of
Building ^xvbg+++xvbg+=Building
257 ^cd++++=257
from ^in++++=from
across ^in+pl+++=across
the ^ati++++=the
square ^nn++++=square
of ^in++++=of
asphalt ^nn++++=asphalt
known ^vbd+vprv++xvbn+=known
as ^ql++++=as
the ^ati++++=the
Alden ^np+++??+=Alden
Village ^nn+nom+++=Village
Green ^nn++++=Green.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
a ^at++++=a
cleaning ^jj+atrb++xvbg+=cleaning
woman ^nn++++=woman
to ^to++++=to
come ^vbi++++=come
straighten ^vb++++=straighten
the ^ati++++=the
place ^nn++++=place
up ^rp++++=up,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
had ^vbd+hvd+aux++=had
hired ^vprf+++xvbnx+=hired
the ^ati++++=the
best ^jjt+atrb+++=best
lawyer ^nn++++=lawyer
in ^in++++=in
town ^nn++++=town
to ^to++++=to
get ^vbi++++=get
his ^pp$+pp3+++=his
descendants ^nns+nom+++=descendants
a ^at++++=a
conviction ^nn+nom+++=conviction,
, ^zz++++=EXTRAWORD
a ^at++++=a
genius ^nn++++=genius
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
gotten ^vprf+++xvbnx+=gotten
a ^at++++=a
client ^nn++++=client
less ^rbr++++=less
than ^in++++=than
a ^at++++=a
year ^nn++++=year
and ^cc++++=and
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Gramps ^np+++??+=Gramps
had ^vb+hv+aux++=had
then ^rn+tm+splt++=then
moved ^vprf+++xvbnx+=moved
the ^ati++++=the
daybed ^nn++++=daybed
before ^in++++=before
the ^ati++++=the
television ^nn++++=television
screen ^nn++++=screen,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
watch ^vb++++=watch
from ^in++++=from
a ^at++++=a
reclining ^jj+atrb++xvbg+=reclining
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
something ^pn++++=something
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
dreamed ^vprf+++xvbnx+=dreamed
of ^in++++=of
doing ^nn++++=doing
for ^in++++=for
years ^nns++++=years.
. ^zz++++=EXTRAWORD
" ^zz++++="Schen-ec-ta-dy,"
schen ^vb+++xvbn+=EXTRAWORD
- ^zz++++=EXTRAWORD
ec ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
ta ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
dy ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Gramps ^np+++??+=Gramps.
. ^zz++++=EXTRAWORD
" ^zz++++="Got
got ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
remarkably ^rb++++=remarkably.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
facial ^jj+atrb+++=facial
muscles ^nns++++=muscles
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
relaxed ^vbd+++xvbn+=relaxed,
, ^zz++++=EXTRAWORD
revealing ^vbg+nom++xvbg+=revealing
kindness ^nns+nom+++=kindness
and ^cc++++=and
equanimity ^nn+nom+++=equanimity
under ^in++++=under
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
taut ^jj+atrb+++=taut
lines ^nns++++=lines
of ^in++++=of
bad ^jj+atrb+++=bad
temper ^nn++++=temper.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
as ^cs+sub+++=as
though ^cs+sub+++=though
his ^pp$+pp3+++=his
trial ^nn++++=trial
package ^nn+nom+++=package
of ^in++++=of
Super ^jj++++=Super-anti-gerasone
- ^zz++++=EXTRAWORD
anti ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
gerasone ^nn+++??+=EXTRAWORD
had ^vb+hv+aux++=had
already ^rb++splt++=already
arrived ^vprf+++xvbnx+=arrived.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
something ^pn++++=something
amused ^vbd+++xvbn+=amused
him ^pp3o+pp3+++=him
on ^in++++=on
television ^nn++++=television,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled
easily ^rb+cnj+++=easily,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
barely ^rb+down+++=barely
managing ^vb+++xvbg+=managing
to ^to+vcmp+++=to
lengthen ^vbi++++=lengthen
the ^ati++++=the
thin ^jj+atrb+++=thin
line ^nn++++=line
of ^in++++=of
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
a ^at++++=a
millimeter ^nn++++=millimeter.
. ^zz++++=EXTRAWORD
Life ^nn++++=Life
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
hardly ^rb+down+splt++=hardly
wait ^vb++++=wait
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
happen ^vb+++??+=happen
next ^ap++++=next.
. ^zz++++=EXTRAWORD
kurt ^np++++=KURT
vonnegut ^np++++=VONNEGUT,
, ^zz++++=EXTRAWORD
jr ^np++++=JR.
. ^zz++++=EXTRAWORD
