[ ^zz++++=[The
say ^vb+vpub+++=say
something ^pn++++=something
more ^ql++++=more
than ^cs+sub+++=than
Hallo ^uh++++=Hallo!
! ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
we ^pp1a+pp1+++=we've
've ^vb+hv+vrb++0=EXTRAWORD
got ^vprf+++xvbnx+=got
inside ^jjb++++=inside
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
promised ^jj+++xvbn+=promised
the ^ati++++=the
corporal ^nn+nom+++=corporal.
. ^zz++++=EXTRAWORD
' ^zz++++='Then
then ^rn+tm+++=EXTRAWORD
they ^pp3a+pp3+++=they
bundled ^vbd+++xvbnx+=bundled
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
out ^rp+pl+++=out
in ^in+cmpx+++=in
the ^in"++++=the
light ^in"++++=light
of ^in"++++=of
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
corporal ^nn+nom+++=corporal
proudly ^rb++++=proudly
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
sentry ^nn++++=sentry
to ^to++++=to
summon ^vbi++++=summon
the ^ati++++=the
agent ^nn++++=agent
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
' ^zz++++='"Good
" ^zz++++=EXTRAWORD
good ^jj+atrb+++=EXTRAWORD
Lord ^npt++++=Lord!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
sentry ^nn++++=sentry,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
it ^pp3+it+++=it
bai ^jj+++??+=bain't
n't ^xnot++not++0=EXTRAWORD
Farmer ^nn++++=Farmer
Mugford ^np+++??+=Mugford!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='Just
just ^rb+emph+++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened,
, ^zz++++=EXTRAWORD
forth ^rp++++=forth
stepped ^vprf+++xvbn+=stepped
the ^ati++++=the
agent ^nn++++=agent
himself ^ppl+pp3+++=himself
from ^in++++=from
the ^ati++++=the
wicket ^nn++++=wicket,
, ^zz++++=EXTRAWORD
starting ^nvbg+++xvbg+=starting
for ^in++++=for
his ^pp$+pp3+++=his
walk ^nn++++=walk
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
for ^in++++=for
his ^pp$+pp3+++=his
health ^nn++++=health's
's ^$++++=EXTRAWORD
sake ^nn++++=sake
every ^at++++=every
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Sharpland ^np+++??+=Sharpland
his ^pp$+pp3+++=his
name ^nn++++=name
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
later ^rbr+tm+++=later
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
Americans ^nns+nom+++=Americans
mutinied ^vbd+++xvbn+=mutinied,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
accused ^vpsv++agls+xvbnx+=accused
of ^in++++=of
treating ^xvbg+++xvbg+=treating
them ^pp3o+pp3+++=them
harshly ^rb+cnj+++=harshly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
said ^vbd+vpub++xvbn+=said
that ^tht+vcmp+++=that
a ^at++++=a
kinder ^jjr++++=kinder-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
man ^nn++++=man
never ^rb++++=never
stepped ^vbd+++xvbn+=stepped.
. ^zz++++=EXTRAWORD
' ^zz++++='"Hallo,"
" ^zz++++=EXTRAWORD
hallo ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Captain ^nn++++=Captain
Sharpland ^np+++??+=Sharpland,
, ^zz++++=EXTRAWORD
halting ^jj+++xvbg+=halting
and ^cc+phrs+++=and
putting ^jj+++xvbg+=putting
up ^rp++++=up
his ^pp$+pp3+++=his
eyeglass ^nns+++??+=eyeglass.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mugford ^np+++??+=Mugford,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
is ^vbz+bez+vrb++=is
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='"You'd
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
best ^jjt++++=best
ask ^vb++++=ask
the ^ati++++=the
Jew ^nn++++=Jew
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
nursing ^nn++++=nursing
his ^pp$+pp3+++=his
sulks ^vbz++++=sulks.
. ^zz++++=EXTRAWORD
' ^zz++++='"If
" ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
pleathe ^nn+++??+=pleathe,
, ^zz++++=EXTRAWORD
noble ^jj+atrb+++=noble
captain ^nn++++=captain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in
the ^ati++++=the
Jew ^nn++++=Jew,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
yet ^rb++++=yet
guess ^vb++++=guess
anything ^pn++++=anything
amiss ^jj++++=amiss,
, ^zz++++=EXTRAWORD
" ^zz++++="we've
we ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
thecured ^vprf+++xvbnx+=thecured
the ^ati++++=the
ethcaped ^jj+++xvbn+=ethcaped
prithoner ^jjr++++=prithoner--after
-- ^--+clp+++=EXTRAWORD
after ^in++++=EXTRAWORD
a ^at++++=a
tuthle ^nn+++??+=tuthle--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='"And
" ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
pray ^vb+vsua+++=pray,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
the ^ati++++=the
devil ^nn++++=devil
may ^md+pos+++=may
you ^pp2+pp2+++=you
be ^vb+be+vrb++=be?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Captain ^npt++++=Captain
Sharpland ^np+++??+=Sharpland,
, ^zz++++=EXTRAWORD
screwing ^vbg+++xvbg+=screwing
his ^pp$+pp3+++=his
eyeglass ^nns+++??+=eyeglass
into ^in++++=into
his ^pp$+pp3+++=his
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
disliked ^vbd+++xvbnx+=disliked
Jews ^nn++++=Jews,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
principle ^nn++++=principle.
. ^zz++++=EXTRAWORD
' ^zz++++='"Tho
" ^zz++++=EXTRAWORD
tho ^cs+sub+++=EXTRAWORD
pleathe ^nn+++??+=pleathe
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
noble ^jj+atrb+++=noble
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
name ^nn++++=name
' ^zz++++='th
th ^zz++++=EXTRAWORD
Nathan ^np++++=Nathan
Nathaniel ^np++++=Nathaniel,
, ^zz++++=EXTRAWORD
of ^in++++=of
Thouththide ^np+++??+=Thouththide
Thtreet ^np+++??+=Thtreet,
, ^zz++++=EXTRAWORD
Plymouth ^np++++=Plymouth:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
my ^pp$+pp1+++=my
way ^nn++++=way
thith ^nn+++??+=thith
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
ath ^nn+++??+=ath
you ^pp2+pp2+++=you
thee ^pp2+pp2+++=thee,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
on ^in++++=on
the ^ati++++=the
prithoner ^jjr++++=prithoner--"'
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='"Prisoner
" ^zz++++=EXTRAWORD
prisoner ^nn+nom+++=EXTRAWORD
be ^vb+be+vrb++=be--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Captain ^npt++++=Captain
Sharpland ^np+++??+=Sharpland,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
broke ^vbd+++xvbn+=broke
off ^rb+phrv+++=off
to ^to++++=to
swear ^vbi+vpub++xvbn+=swear
at ^in++++=at
the ^ati++++=the
sentry ^nn++++=sentry,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
covering ^vbg+++xvbgx+=covering
his ^pp$+pp3+++=his
face ^nn++++=face
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands
to ^to++++=to
hide ^vbi++++=hide
his ^pp$+pp3+++=his
grins ^nns+++??+=grins.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
good ^jj+atrb+++=good
Mr ^npt++++=Mr
Mugford ^np++++=Mugford,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
explain ^vb+vpub+++=explain?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='"With
" ^zz++++=EXTRAWORD
with ^in++++=EXTRAWORD
pleasure ^nn++++=pleasure,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
his ^pp$+pp3+++=his
story ^nn++++=story,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
Jew ^np++++=Jew's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
grew ^vbd+++xvbn+=grew
wider ^jjr++++=wider
and ^cc+phrs+++=and
wider ^jjr++++=wider,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
jaw ^nn++++=jaw
dropped ^vbd+++xvbn+=dropped
lower ^jjr++++=lower
and ^cc+phrs+++=and
lower ^jjr++++=lower.
. ^zz++++=EXTRAWORD
' ^zz++++='"You
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
claim ^vb++++=claim
compensation ^nn+nom+++=compensation,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Captain ^npt++++=Captain
Sharpland ^np+++??+=Sharpland
at ^in++++=at
the ^ati++++=the
close ^nn++++=close,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
gravely ^np++++=gravely
as ^ql++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
too ^ql++++=too
had ^md"++pmd"++=had
to ^md+nec+++=to
smooth ^vb++++=smooth
a ^at++++=a
hand ^nn++++=hand
over ^in++++=over
his ^pp$+pp3+++=his
upper ^jjb+atrb+++=upper
lip ^nn++++=lip.
. ^zz++++=EXTRAWORD
' ^zz++++='"Why,
" ^zz++++=EXTRAWORD
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
for ^in"++++=for
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
sir" ^nn+++??+=sir"--my
-- ^--+clp+++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
grandfather ^nn+nom+++=grandfather
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
aback ^rb++++=aback--"I
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
took ^vbd+++xvbnx+=took
it ^pp3+it+++=it
for ^in++++=for
a ^at++++=a
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bear ^vb+vprv+++=bear
no ^at++++=no
grudge ^nn++++=grudge
against ^in++++=against
Government ^nn+nom+++=Government
for ^in++++=for
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='"It
" ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
you ^pp2+pp2+++=you
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Captain ^npt++++=Captain
Sharpland ^np+++??+=Sharpland.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
Mr ^npt++++=Mr
Nathan ^np++++=Nathan,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
owes ^vbz++++=owes
you ^pp2+pp2+++=you
a ^at++++=a
trifle ^nn++++=trifle--shall
-- ^--+clp+++=EXTRAWORD
shall ^md+prd+++=EXTRAWORD
we ^pp1a+pp1+++=we
put ^vbd+++xvbn+=put
it ^pp3+it+++=it
at ^in++++=at
twenty ^cd++++=twenty
pounds ^nns++++=pounds?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
here ^rn+pl+++=here
Mr ^npt++++=Mr
Nathan ^np++++=Nathan
cast ^vbd+++xvbn+=cast
up ^rp++++=up
his ^pp$+pp3+++=his
hands ^nns++++=hands
with ^in++++=with
a ^at++++=a
scream ^vb++++=scream,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
have ^vb+hv+aux++=have
sat ^vprf+++xvbnx+=sat
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
roadway ^nn++++=roadway.
. ^zz++++=EXTRAWORD
The ^ati++++=The
soldiers ^nns+nom+++=soldiers
caught ^vbd+++xvbn+=caught
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
held ^vbd+vprv++xvbn+=held
him ^pp3o+pp3+++=him
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
may ^md+pos+++=may
guess ^vb++++=guess
if ^cs+cnd+++=if,
, ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
temper ^nn++++=temper
at ^in++++=at
being ^nn+nn+aux++=being
fooled ^vbd+++xvbn+=fooled,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
twisted ^vbd+++xvbnx+=twisted
his ^pp$+pp3+++=his
arms ^nns++++=arms
a ^at++++=a
bit ^nn++++=bit.
. ^zz++++=EXTRAWORD
' ^zz++++='"Take
" ^zz++++=EXTRAWORD
take ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
to ^in++++=to
my ^pp$+pp1+++=my
quarters ^nns+nom+++=quarters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
will ^md+prd+++=will
discuss ^vb++++=discuss
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
commanded ^vbd+vpub++xvbn+=commanded
Captain ^npt++++=Captain
Sharpland ^np+++??+=Sharpland,
, ^zz++++=EXTRAWORD
turning ^vbg+++xvbg+=turning
back ^rb+phrv+++=back
to ^in++++=to
the ^ati++++=the
wicket ^nn++++=wicket
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leading ^jj+++xvbg+=leading
the ^ati++++=the
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Jew ^nn++++=Jew,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
agent ^nn++++=agent's
's ^$++++=EXTRAWORD
quarters ^nns+nom+++=quarters,
, ^zz++++=EXTRAWORD
rolled ^j+++xvbn+=rolled
on ^in+cmpx+++=on
to ^in"++++=to
his ^pp$+pp3+++=his
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whined ^vbd+++xvbn+=whined
so ^ql++++=so
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
beating ^nvbg+++xvbg+=beating
down ^rp++++=down
the ^ati++++=the
price ^nn++++=price,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++0='twas
was ^vbd+bedz+vrb++=EXTRAWORD
well ^rb++++=well
after ^cs+sub+++=after
four ^cd++++=four
o'clock ^rb++++=o'clock
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
counted ^vbd+++xvbnx+=counted
out ^rp+pl+++=out
the ^ati++++=the
five ^cd++++=five
guineas ^nns++++=guineas
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
the ^ati++++=the
least ^rbt++++=least
sum ^nn++++=sum
Captain ^nn++++=Captain
Sharpland ^np+++??+=Sharpland
would ^md+prd+++=would
hear ^vb+vprv+++=hear
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
grandfather ^nn+nom+++=grandfather
counted ^vbd+++xvbn+=counted
them ^pp3o+pp3+++=them
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
scarcely ^rb+down+++=scarcely
believing ^vbg+vprv++xvbg+=believing
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stayed ^vbd+++xvbnx+=stayed
behind ^in+pl+++=behind
after ^in++++=after
the ^ati++++=the
creature ^nn++++=creature
had ^vb+hv+vrb++=had
slunk ^nn+++??+=slunk
away ^rp+pl+++=away
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room-to
- ^zz++++=EXTRAWORD
to ^in++++=EXTRAWORD
have ^vbi++vrb++=have
a ^at++++=a
laugh ^nn++++=laugh
with ^in++++=with
the ^ati++++=the
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
very ^ql+amp+++=very
heartily ^rb++++=heartily
offered ^vbd+++xvbn+=offered
him ^pp3o+pp3+++=him
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
grog ^nn+++??+=grog
upon ^in++++=upon
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
that ^cs+sub+++=that
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
over ^rp++++=over
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
deceiving ^vbg+++xvbgx+=deceiving
this ^dt+dem+++=this
good ^jj+atrb+++=good
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
accept ^vb+vprv+++=accept
the ^ati++++=the
drink ^nn++++=drink;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
muster ^vb++++=muster
up ^rp++++=up
face ^nn++++=face
to ^to++++=to
say ^vbi+vpub+++=say
" ^zz++++="Good-night,
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thank ^vb++++=thank
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
carry ^vb++++=carry
his ^pp$+pp3+++=his
tail ^nn++++=tail
between ^in++++=between
his ^pp$+pp3+++=his
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
doubt ^nn++++=doubt
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
much ^ap++++=much
better ^jjr++++=better
satisfied ^jj+++xvbn+=satisfied
with ^in++++=with
himself ^ppl+pp3+++=himself
than ^cs+sub+++=than
did ^vbd+dod+vrb++=did
Mr ^npt++++=Mr
Nathan ^np++++=Nathan.
. ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
just ^rb+emph+++=just
outside ^jjb++++=outside
the ^ati++++=the
gate ^nn++++=gate
he ^pp3a+pp3+++=he
found ^vbd+vprv+tht0+xvbnx+=found
something ^pn++++=something
to ^to++++=to
distract ^vbi++++=distract
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
The ^ati++++=The
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
rage ^nn++++=rage
at ^rb++++=at
being ^xvbg+++xvbg+=being
made ^vbd+++xvbn+=made
to ^to+vcmp+++=to
look ^vbi++++=look
foolish ^jj++++=foolish,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
waiting ^vbg+++xvbgx+=waiting
there ^rn+pl+++=there
for ^in++++=for
Mr ^npt++++=Mr
Nathan ^np++++=Nathan
with ^in++++=with
their ^pp$+pp3+++=their
belts ^nns++++=belts;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
arrived ^vbd+++xvbn+=arrived
in ^in++++=in
time ^nn++++=time
to ^to++++=to
hear ^vbi+vprv+++=hear
the ^ati++++=the
wretched ^jj+atrb+++=wretched
man ^nn++++=man
howling ^vwbg+++xvbg+=howling
for ^in++++=for
mercy ^nn++++=mercy,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
chevied ^vbd+++xvbnx+=chevied
him ^pp3o+pp3+++=him
away ^rp+pl+++=away
over ^in++++=over
the ^ati++++=the
moor ^npl++++=moor
under ^in++++=under
the ^ati++++=the
lee ^nn++++=lee
of ^in++++=of
North ^np+pl+++=North
Hessary ^np+nom++??+=Hessary
and ^cc++++=and
into ^in++++=into
the ^ati++++=the
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
stood ^vbd+++xvbnx+=stood
and ^cc+phrs+++=and
listened ^vbd+++xvbn+=listened
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute
or ^cc++++=or
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by-and-by
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
there ^rn+pl+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
yells ^nns+++??+=yells,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
came ^vbd+++xvbn+=came
strolling ^jj++++=strolling
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
as ^ql++++=as
men ^nns++++=men
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
little ^jj+atrb+++=little
revenge ^nn++++=revenge
but ^cc++++=but
not ^xnot++not++=not
pushed ^vbd+++xvbn+=pushed
it ^pp3+it+++=it
too ^rb++++=too
far ^rb+pl+++=far.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
his ^pp$+pp3+++=his
face ^nn++++=face
for ^in++++=for
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reached ^vbd+++xvbn+=reached
it ^pp3+it+++=it
a ^rb++++=a
little ^rb"++++=little
after ^in++++=after
nightfall ^nn+++??+=nightfall;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
out ^rb+phrv+++=out
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
my ^pp$+pp1+++=my
grandmother ^nn+nom+++=grandmother,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
could ^md+pos+++=could
not ^xnot++not++=not
believe ^vb+vprv+++=believe
a ^at++++=a
word ^nn++++=word
of ^in++++=of
the ^ati++++=the
tale ^nn++++=tale
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
handled ^vprf+++xvbnx+=handled
each ^ppls++++=each
guinea ^np++++=guinea
separately ^rb++++=separately.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
flung ^j+++xvbn+=flung
her ^pp$+pp3+++=her
apron ^nn++++=apron
over ^rp++++=over
her ^pp3o+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laughed ^vbd+++xvbn+=laughed
till ^cs+sub+++=till
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
weak ^jj+pred+++=weak.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
if ^cs+cnd+++=if
by ^in++++=by
