Seven ^cd++++=SEVEN
war ^nn++++=war
was ^vbd+bedz+aux++=was
fought ^vpsv++agls+xvbnx+=fought
largely ^rb++++=largely
by ^in++++=by
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
more ^ql++++=more
men ^nns++++=men
enlisted ^vwbn+++xvbn+=enlisted
at ^rb++++=at
eighteen ^cd++++=eighteen
than ^in++++=than
at ^rb++++=at
any ^dti++++=any
other ^ap++++=other
age ^nn++++=age.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
of ^in++++=of
those ^dt+dem+++=those
battlefields ^nns++++=battlefields
and ^cc++++=and
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
of ^in++++=of
them ^pp3o+pp3+++=them
much ^rb++++=much
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
always ^rb++++=always
that ^cs+sub+++=that
glory ^nn++++=glory
of ^in++++=of
youth ^nn++++=youth
above ^rb++++=above
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
impetuous ^jj+atrb+++=impetuous,
, ^zz++++=EXTRAWORD
generous ^jj+atrb+++=generous
passion ^nn++++=passion
stirring ^vwbg+++xvbg+=stirring
the ^ati++++=the
long ^jj+atrb+++=long
lines ^nns++++=lines
on ^in++++=on
the ^ati++++=the
march ^nn++++=march,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blue ^jj+atrb+++=blue
battalions ^nns++++=battalions
in ^in++++=in
the ^ati++++=the
plain ^nn++++=plain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bugle ^nn+++??+=bugle,
, ^zz++++=EXTRAWORD
whenever ^nn+nom+++=whenever
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
it ^pp3+it+++=it
since ^in+strn+++=since,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
always ^rb++splt++=always
seemed ^vprf+++xvbnx+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
the ^ati++++=the
very ^ql+amp+++=very
golden ^np++++=golden
throat ^nn++++=throat
of ^in++++=of
that ^dt+dem+++=that
boyhood ^nn+nom+++=boyhood
which ^whp+rel+subj++=which
spent ^vbd+++xvbn+=spent
itself ^ppl++++=itself
so ^rb++++=so
gaily ^rb+cnj+++=gaily,
, ^zz++++=EXTRAWORD
so ^ql++++=so
incredibly ^rb++++=incredibly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
used ^vbd+++xvbnx+=used
often ^rb++++=often
to ^to++++=to
wonder ^vbi++++=wonder
how ^wrb+who+++=how
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
this ^dt+dem+++=this
uncle ^nn++++=uncle
of ^in++++=of
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
possessed ^vbd+++xvbn+=possessed
all ^abn++++=all
the ^ati++++=the
charm ^nn++++=charm
and ^cc++++=and
brilliancy ^jj+++??+=brilliancy
allotted ^jj+++xvbn+=allotted
to ^in++++=to
his ^pp$+pp3+++=his
family ^nn++++=family
and ^cc++++=and
to ^in++++=to
have ^vbi+vbi+aux++=have
lived ^vprf+++xvbnx+=lived
up ^rp++++=up
its ^pp$+it+++=its
vitality ^nn+nom+++=vitality
in ^in++++=in
one ^cd1++++=one
splendid ^jj+atrb+++=splendid
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
so ^ql++++=so
little ^ap++++=little
trace ^vb++++=trace
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
and ^cc+cls+++=and
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
awaited ^vprf+++xvbnx+=awaited
his ^pp$+pp3+++=his
destiny ^nn++++=destiny.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
as ^ql++++=as
I ^pp1a+pp1+++=I
would ^md+prd+++=would,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
find ^vb+vprv+++=find
no ^at++++=no
letters ^nns+nom+++=letters
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
no ^at++++=no
clothing ^nn++++=clothing
or ^cc++++=or
books ^nns++++=books
that ^tht+rel+subj++=that
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
his ^pp$+pp3+++=his.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
but ^cc++++=but
twenty ^cd++++=twenty
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
nothing ^pn++++=nothing
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
survived ^vprf+++xvbn+=survived
except ^in++++=except
the ^ati++++=the
tree ^nn++++=tree
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
planted ^vprf+++xvbnx+=planted.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
incredible ^jj++++=incredible
and ^cc+phrs+++=and
cruel ^jj++++=cruel
that ^dt+dem+++=that
no ^at++++=no
physical ^jj+atrb+++=physical
memory ^nn++++=memory
of ^in++++=of
him ^pp3o+pp3+++=him
should ^md+nec+++=should
linger ^vb++++=linger
to ^to++++=to
be ^vbi+vbi+aux++=be
cherished ^vpsv++agls+xvbnx+=cherished
among ^in++++=among
his ^pp$+pp3+++=his
kindred ^nn++++=kindred,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
but ^cc++++=but
the ^ati++++=the
dull ^jj+atrb+++=dull
image ^nn++++=image
in ^in++++=in
the ^ati++++=the
brain ^nn++++=brain
of ^in++++=of
that ^dt+dem+++=that
aged ^jj+atrb+++=aged
sister ^nn++++=sister.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
used ^vbd+++xvbnx+=used
to ^in++++=to
pace ^nn++++=pace
the ^ati++++=the
garden ^nn++++=garden
walks ^nns++++=walks
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
wondering ^vbg+++xvbg+=wondering
that ^dt+dem+++=that
no ^at++++=no
breath ^nn++++=breath
of ^in++++=of
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
no ^at++++=no
echo ^nn++++=echo
of ^in++++=of
his ^pp$+pp3+++=his
laugh ^nn++++=laugh,
, ^zz++++=EXTRAWORD
of ^in++++=of
his ^pp$+pp3+++=his
call ^nn++++=call
to ^in++++=to
his ^pp$+pp3+++=his
pony ^nn++++=pony
or ^cc++++=or
his ^pp$+pp3+++=his
whistle ^nn++++=whistle
to ^in++++=to
his ^pp$+pp3+++=his
dogs ^nns++++=dogs,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
linger ^vb++++=linger
about ^in++++=about
those ^dt+dem+++=those
shaded ^jj+atrb++xvbn+=shaded
paths ^nns++++=paths
where ^wrb+who+++=where
the ^ati++++=the
pale ^nn++++=pale
roses ^nns++++=roses
exhaled ^vbd+++xvbn+=exhaled
their ^pp$+pp3+++=their
dewy ^nn+++??+=dewy,
, ^zz++++=EXTRAWORD
country ^nn++++=country
smell ^nn++++=smell.
. ^zz++++=EXTRAWORD
Sometimes ^rb+cnj+++=Sometimes,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
dim ^jj+atrb+++=dim
starlight ^nn+++??+=starlight,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
on ^in++++=on
the ^ati++++=the
grasses ^nns++++=grasses
beside ^in+pl+++=beside
me ^pp1o+pp1+++=me
the ^ati++++=the
stir ^nn++++=stir
of ^in++++=of
a ^at++++=a
footfall ^nn++++=footfall
lighter ^jjr++++=lighter
than ^in++++=than
my ^pp$+pp1+++=my
own ^ap++++=own,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
the ^ati++++=the
black ^jj++++=black
arch ^jjb++++=arch
of ^in++++=of
the ^ati++++=the
lilacs ^nns++++=lilacs
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
fancied ^vprf+++xvbnx+=fancied
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
bore ^vbd+++xvbnx+=bore
me ^pp1o+pp1+++=me
company ^nn++++=company.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
day ^nn++++=day
in ^in++++=in
the ^ati++++=the
year ^nn++++=year
for ^in++++=for
which ^whp+rel+pied++=which
my ^pp$+pp1+++=my
old ^jj+atrb+++=old
aunt ^npt++++=aunt
waited ^vbd+++xvbn+=waited,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+subj++=which
stood ^vbd+++xvbn+=stood
out ^rp+pl+++=out
from ^in++++=from
the ^ati++++=the
months ^nns++++=months
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
all ^abn++++=all
of ^in++++=of
a ^at++++=a
sameness ^nns+nom+++=sameness
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
thirtieth ^nn++++=thirtieth
of ^in++++=of
May ^md+pos+++=May
she ^pp3a+pp3+++=she
insisted ^vbd+vpub++xvbnx+=insisted
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
should ^md+nec+++=should
bring ^vb++++=bring
down ^rb+phrv+++=down
the ^ati++++=the
big ^jj+atrb+++=big
flag ^nn++++=flag
from ^in++++=from
the ^ati++++=the
attic ^nn++++=attic
and ^cc++++=and
run ^nn+++xvbn+=run
it ^pp3+it+++=it
up ^rp++++=up
upon ^in++++=upon
the ^ati++++=the
tall ^jj+atrb+++=tall
flagstaff ^nn+++??+=flagstaff
beside ^in+pl+++=beside
Lyon ^np++++=Lyon's
's ^$++++=EXTRAWORD
tree ^nn++++=tree
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
with ^in++++=with
me ^pp1o+pp1+++=me
to ^to++++=to
carry ^vbi++++=carry
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
garden ^nn++++=garden
flowers ^nns+nom+++=flowers
to ^in++++=to
the ^ati++++=the
grave ^nn++++=grave
in ^in++++=in
the ^ati++++=the
orchard ^nn++++=orchard,
, ^zz++++=EXTRAWORD
a ^at++++=a
grave ^nn++++=grave
scarcely ^rb+down+++=scarcely
larger ^jjr++++=larger
than ^in++++=than
a ^at++++=a
child ^nn++++=child's.
's. ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vbd+hvd+aux++=had
noticed ^vprf+++xvbnx+=noticed,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
hunting ^vbg+++xvbgx+=hunting
for ^in++++=for
the ^ati++++=the
flag ^nn++++=flag
in ^in++++=in
the ^ati++++=the
attic ^nn++++=attic,
, ^zz++++=EXTRAWORD
a ^at++++=a
leather ^nn++++=leather
trunk ^nn++++=trunk
with ^in++++=with
my ^pp$+pp1+++=my
own ^ap++++=own
name ^nn++++=name
stamped ^vwbn+++xvbn+=stamped
upon ^in++++=upon
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+vrb++=was
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
find ^vbi+vprv+++=find
the ^ati++++=the
key ^nn++++=key.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
aunt ^nn++++=aunt
was ^vbd+bedz+vrb++=was
all ^abn++++=all
day ^nn++++=day
less ^rbr++++=less
apathetic ^jj++++=apathetic
than ^in++++=than
usual ^jj++++=usual;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
realize ^vbi+vprv+++=realize
more ^rbr++++=more
clearly ^rb++++=clearly
who ^whp+who+++=who
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
wish ^vbi+vprv+++=wish
me ^pp1o+pp1+++=me
to ^to++++=to
be ^vbi++vrb++=be
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
have ^vb+hv+vrb++=have
an ^at++++=an
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
return ^vbi++++=return
to ^in++++=to
the ^ati++++=the
attic ^nn++++=attic
until ^in++++=until
after ^in++++=after
dinner ^nn++++=dinner
that ^tht+rel+++=that
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
carried ^vbd+++xvbnx+=carried
a ^at++++=a
lamp ^nn++++=lamp
up ^rp++++=up-stairs
- ^zz++++=EXTRAWORD
stairs ^nns++++=EXTRAWORD
and ^cc++++=and
easily ^rb++++=easily
forced ^vbd+++xvbn+=forced
the ^ati++++=the
lock ^nn++++=lock
of ^in++++=of
the ^ati++++=the
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
all ^abn++++=all
the ^ati++++=the
things ^nns++++=things
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
looked ^vprf+++xvbnx+=looked
for ^in+strn+++=for;
; ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
doubtless ^rb+cnj+++=doubtless,
, ^zz++++=EXTRAWORD
by ^in++++=by
his ^pp$+pp3+++=his
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb+atrb+++=still
smelling ^nvbg+++xvbg+=smelling
faintly ^rb++++=faintly
of ^in++++=of
lavender ^nn+nom+++=lavender
and ^cc++++=and
rose ^nn+++xvbn+=rose
leaves ^nns++++=leaves;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
exercise ^nn++++=exercise
books ^nns++++=books,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
letters ^nns+nom+++=letters
from ^in++++=from
the ^ati++++=the
army ^nn++++=army,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
first ^od++++=first
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
riding ^nvbg+++xvbg+=riding-whip,
- ^zz++++=EXTRAWORD
whip ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
his ^pp$+pp3+++=his
toys ^nns++++=toys,
, ^zz++++=EXTRAWORD
even ^rb++++=even.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
them ^pp3o+pp3+++=them
out ^rp+pl+++=out
and ^cc++++=and
replaced ^vbd+++xvbn+=replaced
them ^pp3o+pp3+++=them
gently ^rb++++=gently.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
shut ^vb+++xvbn+=shut
the ^ati++++=the
lid ^nn++++=lid,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
picked ^vbd+++xvbnx+=picked
up ^rp++++=up
a ^at++++=a
copy ^nn++++=copy
of ^in++++=of
the ^ati++++=the
neid ^nn+++??+=neid,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
fly ^vb++++=fly-leaf
- ^zz++++=EXTRAWORD
leaf ^nn++++=EXTRAWORD
of ^in++++=of
which ^whp+rel+pied++=which
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
a ^at++++=a
slanting ^nn++++=slanting,
, ^zz++++=EXTRAWORD
boyish ^jj+atrb+++=boyish
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
Lyon ^np+++??+=Lyon
Hartwell ^np+++??+=Hartwell,
, ^zz++++=EXTRAWORD
January ^nr+nom+++=January,
, ^zz++++=EXTRAWORD
1862 ^cd+date+++=1862.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
the ^ati++++=the
wars ^nns++++=wars
in ^in++++=in
Sixty ^cd++++=Sixty-three,
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gathered ^vbd+++xvbnx+=gathered,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
none ^pn++++=none
too ^ql++++=too
apt ^jj++++=apt
at ^in++++=at
his ^pp$+pp3+++=his
Latin ^nn++++=Latin,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
pages ^nns++++=pages
were ^vbd+bed+vrb++=were
dog ^nn++++=dog-eared
- ^zz++++=EXTRAWORD
eared ^jj+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
rubbed ^jj+++xvbn+=rubbed
and ^cc+phrs+++=and
interlined ^jj+++xvbn+=interlined,
, ^zz++++=EXTRAWORD
the ^ati++++=the
margins ^nns++++=margins
mottled ^jj++++=mottled
with ^in++++=with
pencil ^nn++++=pencil
sketches ^nns++++=sketches
bugles ^nns++++=bugles,
, ^zz++++=EXTRAWORD
stacked ^jj+atrb++xvbn+=stacked
bayonets ^nns+++??+=bayonets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
artillery ^nn+nom+++=artillery
carriages ^nns+nom+++=carriages.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
act ^nn++++=act
of ^in++++=of
putting ^xvbg+++xvbg+=putting
the ^ati++++=the
book ^nn++++=book
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
happened ^vbd+++xvbnx+=happened
to ^to+vcmp+++=to
run ^vbi++++=run
over ^rb+phrv+++=over
the ^ati++++=the
pages ^nns++++=pages
to ^in++++=to
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
fly ^vb++++=fly-leaf
- ^zz++++=EXTRAWORD
leaf ^nn++++=EXTRAWORD
at ^in++++=at
the ^ati++++=the
back ^jjb++++=back
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
his ^pp$+pp3+++=his
name ^nn++++=name
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
drawing ^jj+++xvbg+=drawing
with ^in++++=with
his ^pp$+pp3+++=his
initials ^nns+nom+++=initials
and ^cc++++=and
a ^at++++=a
date ^nn++++=date
of ^in++++=of
the ^ati++++=the
Federal ^jj+atrb+++=Federal
flag ^nn++++=flag;
; ^zz++++=EXTRAWORD
above ^jjb++++=above
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
written ^j+++xvbn+=written
in ^in++++=in
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
arch ^jjb++++=arch
and ^cc++++=and
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
unformed ^jj+++xvbn+=unformed:
: ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
by ^in++++=by
the ^ati++++=the
dawn ^nn++++=dawn's
's ^vbz+bez+vrb++0=EXTRAWORD
early ^jj++++=early
light ^jj++++=light
What ^wdt+who+++=What
so ^ql++++=so
proudly ^rb++++=proudly
we ^pp1a+pp1+++=we
hailed ^vbd+++xvbn+=hailed
at ^rb++++=at
the ^ati++++=the
twilight ^nn++++=twilight's
's ^$++++=EXTRAWORD
last ^rb++++=last
gleaming ^vbg+++xvbg+=gleaming?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
stiff ^jj+atrb+++=stiff,
, ^zz++++=EXTRAWORD
wooden ^jj+atrb+++=wooden
sketch ^nn++++=sketch,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
unlike ^in++++=unlike
a ^at++++=a
detail ^nn++++=detail
from ^in++++=from
some ^dti++++=some
Egyptian ^jj+atrb+++=Egyptian
inscription ^nn+nom+++=inscription,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
the ^ati++++=the
moment ^nn++++=moment
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
wind ^nn++++=wind
and ^cc++++=and
color ^nn++++=color
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
touch ^vbi++++=touch
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
caught ^vbd+++xvbnx+=caught
up ^rp++++=up
the ^ati++++=the
book ^nn++++=book,
, ^zz++++=EXTRAWORD
blew ^j+++xvbn+=blew
out ^rp+pl+++=out
the ^ati++++=the
lamp ^nn++++=lamp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rushed ^vbd+++xvbn+=rushed
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
seemed ^vbd+seem++xvbnx+=seemed,
, ^zz++++=EXTRAWORD
somehow ^rb+cnj+++=somehow,
, ^zz++++=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last
to ^in++++=to
have ^vbi+vbi+aux++=have
known ^vprf+++xvbnx+=known
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
to ^in++++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
with ^in++++=with
him ^pp3o+pp3+++=him
in ^cs+sub+++=in
that ^cs"++++=that
careless ^jj+atrb+++=careless,
, ^zz++++=EXTRAWORD
unconscious ^jj+atrb+++=unconscious
moment ^nn++++=moment
and ^cc++++=and
to ^in++++=to
have ^vbi+vbi+aux++=have
known ^vprf+++xvbnx+=known
him ^pp3o+pp3+++=him
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
rush ^nn++++=rush
of ^in++++=of
this ^dt+dem+++=this
realization ^nn+nom+++=realization,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
began ^vbd+++xvbn+=began
to ^to++++=to
rise ^vbi++++=rise,
, ^zz++++=EXTRAWORD
stirring ^nvbg+++xvbg+=stirring
the ^ati++++=the
light ^nn++++=light
foliage ^nn+nom+++=foliage
of ^in++++=of
the ^ati++++=the
locust ^nn+++??+=locust
over ^in++++=over
my ^pp$+pp1+++=my
head ^nn++++=head
and ^cc++++=and
bringing ^jj+++xvbg+=bringing,
, ^zz++++=EXTRAWORD
fresher ^jjr++++=fresher
than ^in++++=than
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
the ^ati++++=the
woody ^nn+++??+=woody
odor ^nn++++=odor
of ^in++++=of
the ^ati++++=the
pale ^nn++++=pale
roses ^nns++++=roses
that ^tht+rel+++=that
overran ^jj++++=overran
the ^ati++++=the
little ^nn++++=little
neglected ^vwbn+++xvbn+=neglected
garden ^npl++++=garden.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
grew ^vbd+++xvbn+=grew
stronger ^jjr++++=stronger,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
brought ^vbd+++xvbn+=brought
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
something ^pn++++=something
sighing ^vbg+++xvbg+=sighing
and ^cc+phrs+++=and
stirring ^vbg+++xvbg+=stirring
over ^in++++=over
my ^pp$+pp1+++=my
head ^nn++++=head
in ^in++++=in
the ^ati++++=the
perfumed ^jj+atrb++xvbn+=perfumed
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
of ^in++++=of
that ^dt+dem+++=that
sad ^jj+atrb+++=sad
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
Destinies ^np+++??+=Destinies
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
Greeks ^nn++++=Greeks
believed ^vbd+vprv++xvbn+=believed,
, ^zz++++=EXTRAWORD
watched ^j+++xvbn+=watched
from ^in++++=from
birth ^nn++++=birth
over ^in++++=over
those ^dt+dem+++=those
marked ^jj+++xvbn+=marked
for ^in++++=for
a ^at++++=a
violent ^jj+atrb+++=violent
or ^cc+phrs+++=or
untimely ^jj+atrb+++=untimely
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
shine ^nn++++=shine
of ^in++++=of
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
book ^nn++++=book
idly ^rb++++=idly
on ^in++++=on
his ^pp$+pp3+++=his
knee ^nn++++=knee,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
flashing ^jj+atrb++xvbg+=flashing
eyes ^nns++++=eyes
looking ^vwbg+++xvbg+=looking
straight ^jj++++=straight
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
