Richard ^np++++=Richard
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
to ^to++++=to
prevent ^vbi++++=prevent
them ^pp3o+pp3+++=them
from ^in++++=from
doubling ^xvbg+++xvbg+=doubling
back ^jjb++++=back
under ^in++++=under
the ^ati++++=the
wagon ^nn++++=wagon;
; ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
case ^nn++++=case
the ^ati++++=the
house ^nn++++=house
party ^nn++++=party
and ^cc++++=and
all ^rb++++=all
of ^in++++=of
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
lay ^vbd+++xvbn+=lay
before ^in++++=before
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
until ^in++++=until
a ^at++++=a
lawn ^nn++++=lawn-tennis
- ^zz++++=EXTRAWORD
tennis ^nn++++=EXTRAWORD
net ^jjb++++=net
and ^cc++++=and
much ^ap++++=much
chicken ^nn++++=chicken
wire ^nn++++=wire
was ^vbd+bedz+aux++=was
stretched ^vpsv++agls+xvbnx+=stretched
in ^in++++=in
intricate ^jj+atrb+++=intricate
thicknesses ^nns+nom+++=thicknesses
across ^in+pl+++=across
the ^ati++++=the
lower ^jjr++++=lower
half ^abn++++=half
of ^in++++=of
the ^ati++++=the
gate ^nn++++=gate
that ^tht+rel+obj++=that
Herrick ^np+++??+=Herrick
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
proceed ^vb++++=proceed.
. ^zz++++=EXTRAWORD
Unassisted ^np+++??+=Unassisted,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
slid ^vbd+++xvbnx+=slid
back ^jjb++++=back
the ^ati++++=the
cage ^nn++++=cage
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
a ^at++++=a
moment ^nn++++=moment's
's ^$++++=EXTRAWORD
hesitation ^nn+nom+++=hesitation
Ikey ^np+++??+=Ikey
leaped ^vbd+++xvbn+=leaped
from ^in++++=from
the ^ati++++=the
wagon ^nn++++=wagon
through ^in++++=through
the ^ati++++=the
gate ^nn++++=gate
and ^cc++++=and
into ^in++++=into
the ^ati++++=the
preserve ^nn++++=preserve.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
dazed ^xvbn+++xvbn+=dazed
by ^in++++=by
the ^ati++++=the
sudden ^jj+atrb+++=sudden
sunlight ^nn++++=sunlight,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained
motionless ^jj++++=motionless,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
after ^in++++=after
sniffing ^xvbg+++xvbg+=sniffing
delightedly ^rb++++=delightedly
at ^in++++=at
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
stuck ^j+++xvbn+=stuck
his ^pp$+pp3+++=his
nose ^nn++++=nose
deep ^jj++++=deep
into ^in++++=into
the ^ati++++=the
autumn ^nn++++=autumn
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
Turning ^nvbg+++xvbg+=Turning
on ^in++++=on
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
luxuriously ^rb++++=luxuriously
and ^cc+phrs+++=and
joyfully ^rb++++=joyfully
kicked ^vbd+++xvbn+=kicked
his ^pp$+pp3+++=his
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rolled ^vpsv++agls+xvbn+=rolled
from ^in++++=from
side ^nn++++=side
to ^in++++=to
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
gave ^vbd+++xvbn+=gave
a ^at++++=a
shout ^nn++++=shout
of ^in++++=of
joy ^nn++++=joy
and ^cc++++=and
triumph ^nn++++=triumph.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="See
see ^vb+vprv+++=EXTRAWORD
how ^wrb+who+whcl++=how
he ^pp3a+pp3+++=he
loves ^vbz++++=loves
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
how ^wrb+who+whcl++=how
happy ^jj++++=happy
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
at ^rb++++=at
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
protested ^vbd+vpub++xvbn+=protested
Kelly ^np+++??+=Kelly.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
the ^ati++++=the
sign ^nn++++=sign
to ^to++++=to
' ^zz++++='roll
roll ^nn++++=EXTRAWORD
over ^in+strn+++=over.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
him ^pp3o+pp3+++=him
to ^to++++=to
' ^zz++++='play
play ^nn++++=EXTRAWORD
dead ^jj++++=dead,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
Tell ^vb++++=Tell
All ^rb++++=ALL
the ^ati++++=the
bears ^vbz++++=bears
to ^to++++=to
' ^zz++++='play
play ^nn++++=EXTRAWORD
dead, ^nn+++??+=dead,'"
'" ^nn+++??+=EXTRAWORD
begged ^vbd+++xvbn+=begged
Jackson ^np++++=Jackson,
, ^zz++++=EXTRAWORD
" ^zz++++="until
until ^cs+sub+++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
back ^jjb+pred+++=back
in ^in++++=in
the ^ati++++=the
billiard ^nn++++=billiard-room."
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Flushed ^vbd+++xvbn+=Flushed
with ^in++++=with
happiness ^nns+nom+++=happiness,
, ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
tossed ^vbd+++xvbn+=tossed
Ikey ^np++++=Ikey's
's ^$++++=EXTRAWORD
cage ^nn++++=cage
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
one ^cd1++++=one
that ^cs+sub+++=that
held ^vbn+vprv++xvbn+=held
Bruno ^np+++??+=Bruno
and ^cc++++=and
Clara ^np++++=Clara.
. ^zz++++=EXTRAWORD
On ^in++++=On
their ^pp$+pp3+++=their
part ^nn++++=part,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
moment ^nn++++=moment
of ^in++++=of
doubt ^nn++++=doubt.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
though ^cs+sub+++=though
suspecting ^vbg+vprv++xvbg+=suspecting
a ^at++++=a
trap ^nn++++=trap,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
moved ^vbd+++xvbnx+=moved
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
cage ^nn++++=cage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gazed ^vbd+++xvbn+=gazed
critically ^rb++++=critically
at ^in++++=at
the ^ati++++=the
screen ^nn++++=screen
of ^in++++=of
trees ^nns++++=trees
and ^cc++++=and
tangled ^jj+atrb+++=tangled
vines ^nns++++=vines
that ^tht+rel+obj++=that
rose ^nn+++xvbn+=rose
before ^in++++=before
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
new ^jj+atrb+++=new
backdrop ^nn++++=backdrop,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
Kelly ^np+++??+=Kelly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
delight ^nn++++=delight
with ^in++++=with
which ^whp+rel+pied++=which
Ikey ^np+++??+=Ikey
was ^vbd+bedz+aux++=was
enjoying ^vbg+++xvbgx+=enjoying
his ^pp$+pp3+++=his
bath ^nn++++=bath
in ^in++++=in
the ^ati++++=the
autumn ^nn++++=autumn
leaves ^nns++++=leaves
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
lost ^vbd+++xvbn+=lost
upon ^in++++=upon
his ^pp$+pp3+++=his
parents ^nns++++=parents.
. ^zz++++=EXTRAWORD
Slowly ^rb++++=Slowly
and ^cc+phrs+++=and
clumsily ^rb++++=clumsily
they ^pp3a+pp3+++=they
dropped ^vbd+++xvbnx+=dropped
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
expected ^vbd+vprv++xvbnx+=expected
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
recalled ^vpsv++agls+xvbnx+=recalled,
, ^zz++++=EXTRAWORD
each ^dt++++=each
turned ^jj+++xvbn+=turned
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
the ^ati++++=the
group ^nn++++=group
of ^in++++=of
people ^nns++++=people
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
run ^vprf+++xvbnx+=run
to ^to++++=to
peer ^vbi++++=peer
through ^in++++=through
the ^ati++++=the
wire ^nn++++=wire
meshes ^nns+++??+=meshes
of ^in++++=of
the ^ati++++=the
fence ^nn++++=fence.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
as ^ql++++=as
no ^at++++=no
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke
and ^cc++++=and
no ^at++++=no
one ^cd1++++=one
signalled ^vbd+vpub++xvbn+=signalled,
, ^zz++++=EXTRAWORD
the ^ati++++=the
three ^cd++++=three
bears ^nns++++=bears,
, ^zz++++=EXTRAWORD
in ^in++++=in
single ^jj+atrb+++=single
file ^nn++++=file,
, ^zz++++=EXTRAWORD
started ^j+++xvbn+=started
toward ^in++++=toward
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+aux++=had
of ^in++++=of
cleared ^vbd+++xvbn+=cleared
space ^nn++++=space
to ^to++++=to
cover ^vbi++++=cover
only ^rb+down+++=only
a ^rb++++=a
little ^rb"++++=little
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
each ^dt++++=each
step ^vb++++=step,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
fearful ^jj++++=fearful
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+aux++=be
stopped ^vpsv++agls+xvbnx+=stopped
and ^cc+phrs+++=and
punished ^vbd+++xvbn+=punished,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
or ^cc++++=or
the ^ati++++=the
other ^ap++++=other
turned ^jj+++xvbn+=turned
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^at++++=no
one ^cd1++++=one
halted ^jj+++xvbn+=halted
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
With ^in++++=With
quickening ^jj+atrb+++=quickening
footsteps ^nns++++=footsteps
the ^ati++++=the
bears ^nns++++=bears,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
almost ^rb+hdg+++=almost
at ^in++++=at
a ^at++++=a
gallop ^nn++++=gallop,
, ^zz++++=EXTRAWORD
plunged ^xvbn+++xvbn+=plunged
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
instant ^nn+nom+++=instant
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
lost ^vpsv++agls+xvbnx+=lost
to ^in++++=to
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
the ^ati++++=the
crackling ^nn+nom+++=crackling
of ^in++++=of
the ^ati++++=the
underbrush ^nn++++=underbrush
told ^vbd+vpub++xvbn+=told
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
their ^pp$+pp3+++=their
own ^ap++++=own.
. ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
dropped ^vbd+++xvbn+=dropped
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground
and ^cc++++=and
locked ^vbd+++xvbn+=locked
himself ^ppl+pp3+++=himself
inside ^jjb++++=inside
the ^ati++++=the
preserve ^nn++++=preserve.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
after ^in++++=after
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called,
, ^zz++++=EXTRAWORD
" ^zz++++="to
to ^to++++=EXTRAWORD
see ^vbi+vprv+++=see
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they'll
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
frantic ^jj+atrb+++=frantic
chorus ^nn++++=chorus
of ^in++++=of
entreaties ^nns+++??+=entreaties.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
an ^at++++=an
ass ^nn++++=ass!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
begged ^vbd+++xvbn+=begged
Jackson ^np++++=Jackson.
. ^zz++++=EXTRAWORD
" ^zz++++="They'll
they ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
eat ^vb++++=eat
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
waved ^vbd+++xvbn+=waved
his ^pp$+pp3+++=his
hand ^nn++++=hand
reassuringly ^rb++++=reassuringly.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
even ^rb++++=even
see ^vb+vprv+++=see
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
explained ^vbd+vpub++xvbnx+=explained.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
find ^vb+vprv+tht0++=find
my ^pp$+pp1+++=my
way ^nn++++=way
about ^in++++=about
this ^dt+dem+++=this
place ^nn++++=place
better ^jjr++++=better
than ^cs+sub+++=than
they ^pp3a+pp3+++=they
can ^md+pos+++=can.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
keep ^vb++++=keep
to ^in++++=to
windward ^jjb++++=windward
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watch ^nn++++=watch
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
to ^in++++=to
the ^ati++++=the
house ^nn++++=house,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
commanded ^vbd+vpub++xvbnx+=commanded.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
with ^in++++=with
you ^pp2+pp2+++=you
in ^in++++=in
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
report ^nn++++=report."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
with ^in++++=with
real ^jj+atrb+++=real
relief ^nn++++=relief
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
on ^in++++=on
assembling ^nn++++=assembling
for ^in++++=for
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
the ^ati++++=the
house ^nn++++=house
party ^nn++++=party
found ^vbd+vprv++xvbn+=found
Herrick ^np+++??+=Herrick,
, ^zz++++=EXTRAWORD
in ^in++++=in
high ^jj+atrb+++=high
spirits ^nns++++=spirits,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
usual ^jj+atrb+++=usual
number ^nn++++=number
of ^in++++=of
limbs ^nns++++=limbs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
awaiting ^vbg+++xvbg+=awaiting
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
experiment ^nn+nom+++=experiment
had ^vbd+hvd+aux++=had
proved ^vprf+++xvbnx+=proved
a ^at++++=a
great ^jj+atrb+++=great
success ^nns+nom+++=success.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
how ^wrb+who+whcl++=how,
, ^zz++++=EXTRAWORD
unheeded ^jj++++=unheeded
by ^in++++=by
the ^ati++++=the
bears ^nns++++=bears,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
without ^in++++=without
difficulty ^nn++++=difficulty,
, ^zz++++=EXTRAWORD
followed ^j+++xvbn+=followed
in ^in++++=in
their ^pp$+pp3+++=their
tracks ^nns++++=tracks.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
hour ^nn++++=hour
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
No ^at++++=No
happy ^jj+atrb+++=happy
school ^nn++++=school-children,
- ^zz++++=EXTRAWORD
children ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
loose ^jj++++=loose
at ^in++++=at
recess ^nn++++=recess,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
have ^vb+hv+aux++=have
embraced ^vprf+++xvbnx+=embraced
their ^pp$+pp3+++=their
freedom ^nn+nom+++=freedom
with ^in++++=with
more ^rbr++++=more
obvious ^jj+atrb+++=obvious
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drank ^vbd+++xvbnx+=drank
from ^in++++=from
the ^ati++++=the
running ^jj+atrb++xvbg+=running
streams ^nns++++=streams,
, ^zz++++=EXTRAWORD
for ^in++++=for
honey ^nn++++=honey
they ^pp3a+pp3+++=they
explored ^vbd+++xvbnx+=explored
the ^ati++++=the
hollow ^jj+atrb+++=hollow
tree ^nn++++=tree-trunks,
- ^zz++++=EXTRAWORD
trunks ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
sharpened ^vbd+++xvbnx+=sharpened
their ^pp$+pp3+++=their
claws ^nns++++=claws
on ^in++++=on
moss ^np++++=moss-grown
- ^zz++++=EXTRAWORD
grown ^xvbn+++xvbn+=EXTRAWORD
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
among ^in++++=among
the ^ati++++=the
fallen ^vprf+++xvbn+=fallen
oak ^nn++++=oak
leaves ^nns++++=leaves
scratched ^vwbn+++xvbn+=scratched
violently ^rb++++=violently
for ^in++++=for
acorns ^nns+++??+=acorns.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
satisfied ^vprf+++xvbn+=satisfied
was ^vbd+bedz+vrb++=was
Herrick ^np+++??+=Herrick
with ^in++++=with
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
success ^nns+nom+++=success
of ^in++++=of
his ^pp$+pp3+++=his
experiment ^nn+nom+++=experiment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb+emph+++=so
genuine ^jj++++=genuine
and ^cc+phrs+++=and
unselfish ^jj++++=unselfish
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
in ^in++++=in
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
the ^ati++++=the
happiness ^nns+nom+++=happiness
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
to ^rb+phrv+++=to
the ^ati++++=the
beasts ^nns++++=beasts
of ^in++++=of
the ^ati++++=the
forests ^nns++++=forests,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
for ^in++++=for
him ^pp3o+pp3+++=him
no ^at++++=no
dinner ^nn++++=dinner
ever ^rb++++=ever
passed ^vbd+++xvbn+=passed
more ^rbr++++=more
pleasantly ^rb++++=pleasantly.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Waring ^np++++=Waring,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
next ^in+cmpx+++=next
to ^in"++++=to
her ^pp$+pp3+++=her
host ^nn++++=host,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
seldom ^rb++splt++=seldom
met ^vprf+++xvbnx+=met
a ^at++++=a
man ^nn++++=man
with ^in++++=with
so ^rb++++=so
kind ^nn++++=kind
and ^cc++++=and
simple ^jj++++=simple
a ^at++++=a
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rather ^rb++++=rather
resented ^vbd+++xvbn+=resented
the ^ati++++=the
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
inwardly ^rb++++=inwardly
indignant ^jj+pred+++=indignant
that ^dt+dem+++=that
so ^ql++++=so
much ^ap++++=much
right ^jj++++=right
feeling ^jj+++xvbg+=feeling
and ^cc++++=and
affection ^nn+nom+++=affection
could ^md+pos+++=could
be ^vb+be+aux++=be
wasted ^vpsv++agls+xvbnx+=wasted
on ^in++++=on
farmyard ^nn++++=farmyard
fowls ^nns++++=fowls,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
four ^cd++++=four-footed
- ^zz++++=EXTRAWORD
footed ^jj+atrb++xvbn+=EXTRAWORD
animals ^nns+nom+++=animals.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
felt ^vbd+vprv++xvbnx+=felt
sure ^jj++++=sure
that ^tht+jcmp+++=that
some ^dti++++=some
nice ^jj+atrb+++=nice
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
at ^rb++++=at
the ^ati++++=the
other ^ap++++=other
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling
through ^in++++=through
the ^ati++++=the
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
wax ^nn++++=wax
candles ^nns++++=candles
upon ^in++++=upon
Herrick ^np+++??+=Herrick,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
soon ^rb+tm+splt++=soon
make ^vb++++=make
him ^pp3o+pp3+++=him
forget ^vb+vprv+++=forget
his ^pp$+pp3+++=his
love ^nn++++=love
of ^in++++=of
" ^zz++++="Nature
nature ^nn++++=EXTRAWORD
and ^cc++++=and
Nature ^np++++=Nature's
's ^$++++=EXTRAWORD
children ^nns++++=children."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
even ^rb++++=even
saw ^vbd+vprv+tht0+xvbn+=saw
herself ^ppl+pp3+++=herself
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this
may ^md+pos+++=may
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
her ^pp$+pp3+++=her
exhibit ^vb++++=exhibit
more ^rbr++++=more
interest ^nn++++=interest
in ^in++++=in
Herrick ^np++++=Herrick's
's ^$++++=EXTRAWORD
experiment ^nn+nom+++=experiment
than ^in++++=than
she ^pp3a+pp3+++=she
really ^rb+emph+++=really
felt ^vbd+vprv++xvbn+=felt.
. ^zz++++=EXTRAWORD
In ^in++++=In
any ^dti++++=any
event ^nn++++=event,
, ^zz++++=EXTRAWORD
Herrick ^np+++??+=Herrick
found ^vbd+vprv++xvbn+=found
her ^pp$+pp3+++=her
most ^ql+emph+++=most
sympathetic ^jj++++=sympathetic'
' ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
dinner ^nn++++=dinner
was ^vbd+bedz+aux++=was
over ^in++++=over
carried ^vbd+++xvbn+=carried
her ^pp$+pp3+++=her
off ^rp+pl+++=off
to ^in++++=to
a ^at++++=a
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
terrace ^nn++++=terrace.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
warm ^jj+atrb+++=warm
night ^nn++++=night
in ^in++++=in
early ^jj+atrb+++=early
October ^nr++++=October,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
great ^jj+atrb+++=great
woods ^nns++++=woods
of ^in++++=of
the ^ati++++=the
game ^nn++++=game
preserve ^nn++++=preserve
that ^tht+rel+subj++=that
stretched ^vprf+++xvbn+=stretched
below ^rb++++=below
them ^pp3o+pp3+++=them
were ^vbd+bed+aux++=were
lit ^vpsv++agls+xvbnx+=lit
with ^in++++=with
a ^at++++=a
full ^jj+atrb+++=full
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
lake ^nn++++=lake
for ^in++++=for
a ^at++++=a
moonlight ^nn++++=moonlight
row ^nn++++=row
with ^in++++=with
one ^pn++++=one
of ^in++++=of
