I ^pp1a+pp1+++=I.
flew ^vbd+++xvbn+=flew
about ^rb++++=about
in ^in++++=in
every ^at++++=every
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
' ^zz++++='
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how's
's ^vbz+bez+vrb++0=EXTRAWORD
this ^dt+pdem+++=this
? ^zz++++=?
' ^zz++++='
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I
; ^zz++++=;
' ^zz++++='
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
ill ^jj++++=ill'
' ^zz++++=EXTRAWORD
' ^zz++++='
No ^at++++=No,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
well ^rb+cnj+++=well,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
moving ^vbg+++xvbg+=moving
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
a ^at++++=a
great ^jj+atrb+++=great
terror ^nn++++=terror
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
shrieked ^vbd+++xvbnx+=shrieked
and ^cc+phrs+++=and
awoke ^vbd+++xvbn+=awoke.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
surely ^rb++++=surely?
? ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Khveder ^np+++??+=Khveder,
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Khveder ^np+++??+=Khveder,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
no ^at++++=no
sound ^nn++++=sound
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
Theod ^np+++??+=Theod'ore.
'ore. ^nn+++??+=EXTRAWORD
" ^zz++++="
Surely ^rb++++=Surely
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
dead ^jj++++=dead
? ^zz++++=?
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
go ^vb++++=go
and ^cc+phrs+++=and
see ^vb+vprv+++=see
! ^zz++++=!
" ^zz++++="
said ^vbd+vpub++xvbn+=said
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
drowsy ^jj+atrb+++=drowsy
drivers ^nns+nom+++=drivers
half ^rb++++=half
awake ^jj++++=awake.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wasted ^jj+atrb++xvbn+=wasted
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
hanging ^vbg+++xvbg+=hanging
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
stove ^nn++++=stove
and ^cc++++=and
covered ^vpsv++agls+xvbn+=covered
with ^in++++=with
reddish ^jj+atrb+++=reddish
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
cold ^jj+pred+++=cold
and ^cc+phrs+++=and
white ^jj++++=white.
. ^zz++++=EXTRAWORD
" ^zz++++="
Go ^vb++++=Go
and ^cc+phrs+++=and
tell ^vb++++=tell
the ^ati++++=the
inspector ^nn++++=inspector
! ^zz++++=!
He ^pp3a+pp3+++=He
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi++vrb++=be
dead ^jj+pred+++=dead,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
driver ^nn++++=driver.
. ^zz++++=EXTRAWORD
Theodore ^np++++=Theodore
had ^vb+hv+vrb++=had
no ^at++++=no
kinsfolk ^nn+++??+=kinsfolk
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
outlived ^vprf+++xvbn+=outlived
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
day ^nn++++=day
they ^pp3a+pp3+++=they
buried ^vbd+++xvbnx+=buried
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
new ^jj+atrb+++=new
churchyard ^nn++++=churchyard
behind ^in+pl+++=behind
the ^ati++++=the
wood ^nn++++=wood
; ^zz++++=;
and ^cc+cls+++=and
for ^in++++=for
the ^ati++++=the
next ^ap++++=next
few ^ap++++=few
days ^nns++++=days
Nastasia ^np+++??+=Nastasia
kept ^vbd+++xvbn+=kept
telling ^vbg+nom++xvbg+=telling
everyone ^pn++++=everyone
of ^in++++=of
the ^ati++++=the
strange ^jj+atrb+++=strange
vision ^nn++++=vision
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
and ^cc+cls+++=and
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
first ^rb++++=first
to ^in++++=to
miss ^npt++++=miss
Uncle ^np++++=Uncle
Theodore ^np++++=Theodore.
. ^zz++++=EXTRAWORD
Iii ^np+++??+=III.
. ^zz++++=EXTRAWORD
Spring ^vb++++=Spring
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
wet ^jj+atrb+++=wet
streets ^nns++++=streets
of ^in++++=of
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
among ^in++++=among
the ^ati++++=the
frozen ^jj+atrb++xvbn+=frozen
manure ^nn++++=manure-heaps
- ^zz++++=EXTRAWORD
heaps ^nns++++=EXTRAWORD
gurgled ^vbd+++xvbn+=gurgled
scurrying ^jj+atrb++xvbg+=scurrying
streamlets ^nns+nom+++=streamlets
; ^zz++++=;
the ^ati++++=the
colours ^nns++++=colours
of ^in++++=of
the ^ati++++=the
garments ^nns+nom+++=garments
and ^cc++++=and
the ^ati++++=the
conversation ^nn+nom+++=conversation
of ^in++++=of
the ^ati++++=the
people ^nns++++=people
moving ^vwbg+++xvbg+=moving
about ^in++++=about
the ^ati++++=the
town ^nn++++=town
were ^vbd+bed+vrb++=were
bright ^jj+pred+++=bright
and ^cc+phrs+++=and
cheerful ^jj++++=cheerful.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
little ^jj+atrb+++=little
gardens ^nns++++=gardens
behind ^in+pl+++=behind
the ^ati++++=the
fences ^nns++++=fences
the ^ati++++=the
buds ^nns++++=buds
of ^in++++=of
the ^ati++++=the
trees ^nns++++=trees
were ^vbd+bed+aux++=were
biursting ^vbg+++xvbgx+=biursting
forth ^np++++=forth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
branches ^nns++++=branches
were ^vbd+bed+aux++=were
rocked ^vpsv++agls+xvbnx+=rocked
almost ^rb+hdg+++=almost
audibly ^jj++++=audibly
by ^in++++=by
the ^ati++++=the
fresh ^jj+atrb+++=fresh
breezes ^nns++++=breezes.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
universal ^nn+nom+++=universal
thaw ^vb++++=thaw,
, ^zz++++=EXTRAWORD
a ^at++++=a
constant ^jj++++=constant
dripping ^jj+++xvbg+=dripping
of ^in++++=of
transparent ^jj+atrb+++=transparent
drops ^nns++++=drops.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sparrows ^nns++++=sparrows
were ^vbd+bed+aux++=were
chirping ^vbg+++xvbgx+=chirping
tumultuously ^jj++++=tumultuously
and ^cc+phrs+++=and
darting ^jj+++xvbg+=darting
about ^in++++=about
on ^in++++=on
their ^pp$+pp3+++=their
tiny ^jj+atrb+++=tiny
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
sunny ^jj+atrb+++=sunny
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
fences ^nns++++=fences,
, ^zz++++=EXTRAWORD
in ^in++++=in
town ^nn++++=town
houses ^nns++++=houses
and ^cc++++=and
country ^nn++++=country
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
everything ^pn++++=everything
was ^vbd+bedz+vrb++=was
light ^jj+pred+++=light
and ^cc++++=and
motion ^nn++++=motion.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
eaxth ^nn+++??+=eaxth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
man ^nn++++=man,
, ^zz++++=EXTRAWORD
youth ^nn++++=youth
and ^cc++++=and
happiness ^nns+nom+++=happiness
revived ^vbd+++xvbn+=revived.
. ^zz++++=EXTRAWORD
In ^in++++=In
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
principal ^jjb+atrb+++=principal
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
a ^at++++=a
gentleman ^nn+nom+++=gentleman's
's ^$++++=EXTRAWORD
mansion ^nn++++=mansion,
, ^zz++++=EXTRAWORD
fresh ^jj+atrb+++=fresh
straw ^nn++++=straw
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
laid ^vpsv++agls+xvbnx+=laid
down ^rb+phrv+++=down
; ^zz++++=;
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
was ^vbd+bedz+vrb++=was
that ^cs+sub+++=that
selfsame ^jjb+atrb+++=selfsame
dying ^jj+atrb++xvbg+=dying
invalid ^nn++++=invalid
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
eager ^jj++++=eager
to ^to+jcmp+++=to
go ^vbi++++=go
abroad ^rb+pl+++=abroad.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
closed ^jj+atrb++xvbn+=closed
doors ^nns++++=doors
of ^in++++=of
the ^ati++++=the
bedchamber ^nn++++=bedchamber
stood ^vbd+++xvbn+=stood
the ^ati++++=the
husband ^nn++++=husband
of ^in++++=of
the ^ati++++=the
invalid ^nn++++=invalid
and ^cc++++=and
a ^at++++=a
portly ^jj+atrb+++=portly
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
divain ^nn+++??+=divain
sat ^vbd+++xvbn+=sat
a ^at++++=a
priest ^nn++++=priest
with ^in++++=with
dejected ^jj+atrb+++=dejected
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv+tht0+xvbg+=holding
something ^pn++++=something
wrapped ^vbd+++xvbn+=wrapped
up ^rp++++=up
in ^in++++=in
an ^at++++=an
epitrachilion ^nn+++??+=epitrachilion.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
large ^jj+atrb+++=large
arm ^nn++++=arm-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
corner ^nn++++=corner
lay ^vbd+++xvbn+=lay
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mother ^nn++++=mother
of ^in++++=of
the ^ati++++=the
invalid ^nn++++=invalid,
, ^zz++++=EXTRAWORD
weeping ^nn++++=weeping
convulsively ^rb++++=convulsively.
. ^zz++++=EXTRAWORD
By ^in++++=By
her ^pp$+pp3+++=her
side ^nn++++=side
stood ^vbd+++xvbn+=stood
a ^at++++=a
maid ^np++++=maid
holding ^vwbg+vprv++xvbg+=holding
in ^in++++=in
her ^pp$+pp3+++=her
hand ^nn++++=hand
a ^at++++=a
clean ^jj+atrb+++=clean
pockethandkerchief ^nn+++??+=pockethandkerchief,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
waiting ^vbg+++xvbg+=waiting
till ^cs+sub+++=till
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman
asked ^vbd+vsua++xvbn+=asked
for ^in+ppvb+++=for
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
another ^ppls++++=another
maid ^np++++=maid
was ^vbd+bedz+aux++=was
rubbing ^vbg+++xvbgx+=rubbing
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
temples ^nns++++=temples
with ^in++++=with
something ^pn++++=something
or ^cc++++=or
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blowing ^jj+++xvbg+=blowing
under ^in++++=under
her ^pp$+pp3+++=her
cap ^nn++++=cap
among ^in++++=among
her ^pp$+pp3+++=her
grey ^np++++=grey
hairs ^nns++++=hairs.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Christ ^np++++=Christ
be ^vb+be+vrb++=be
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
husband ^nn++++=husband
to ^in++++=to
the ^ati++++=the
stout ^jj+atrb+++=stout
woman ^nn++++=woman
standing ^vwbg+++xvbg+=standing
by ^in++++=by
his ^pp$+pp3+++=his
side ^nn++++=side
at ^in++++=at
the ^ati++++=the
door ^nn++++=door
( ^zz++++=(his
his ^pp$+pp3+++=EXTRAWORD
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
sister ^nn++++=sister),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has
such ^abl++++=such
confidence ^nn+nom+++=confidence
in ^in++++=in
you ^pp2+pp2+++=you
; ^zz++++=;
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^to++++=to
talk ^vbi++++=talk
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
so ^ql++++=so
go ^vb++++=go
in ^in++++=in
and ^cc++++=and
persuade ^vb++++=persuade
her ^pp$+pp3+++=her
nicely ^rb+cnj+++=nicely,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
have ^vb+hv+aux++=have
opened ^vprf+++xvbnx+=opened
the ^ati++++=the
door ^nn++++=door
for ^in++++=for
her ^pp$+pp3+++=her
there ^rn+pl+++=there
and ^cc++++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
sister ^npt++++=sister
prevented ^vbd+++xvbn+=prevented
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
dabbing ^vwbg+++xvbg+=dabbing
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
with ^in++++=with
her ^pp$+pp3+++=her
handkerchief ^nn++++=handkerchief
and ^cc++++=and
shaking ^jj+++xvbg+=shaking
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
look ^vb++++=look
now ^rn+tm+++=now
as ^cs+sub+++=as
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
crying ^vbg+++xvbgx+=crying,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
opening ^nvbg+++xvbg+=opening
the ^ati++++=the
door ^nn++++=door
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
The ^ati++++=The
husband ^nn++++=husband
was ^vbd+bedz+aux++=was
violently ^rb++splt++=violently
agitated ^vpsv++agls+xvbnx+=agitated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seemed ^vbd+seem++xvbn+=seemed
quite ^rb++++=quite
distraught ^vwbn+++xvbn+=distraught.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
his ^pp$+pp3+++=his
way ^nn++++=way
towards ^in++++=towards
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
more ^rbr++++=more
than ^in++++=than
a ^ap++++=a
few ^ap"++++=few
paces ^nns++++=paces,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
back ^rb+cnj+++=back,
, ^zz++++=EXTRAWORD
walked ^j+++xvbn+=walked
across ^in+pl+++=across
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
approached ^vbd+++xvbn+=approached
the ^ati++++=the
priest ^nn++++=priest.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
looked ^vbd+++xvbn+=looked
up ^rp++++=up
at ^in++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
raised ^j+++xvbn+=raised
his ^pp$+pp3+++=his
brows ^nns++++=brows
to ^in++++=to
heaven ^nn++++=heaven
and ^cc++++=and
sighed ^vbd+++xvbn+=sighed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
thick ^jj+atrb+++=thick,
, ^zz++++=EXTRAWORD
grizzled ^jj+atrb+++=grizzled
beard ^nn++++=beard
rose ^vbd+++xvbn+=rose
aloft ^rb++++=aloft
and ^cc++++=and
sank ^vpsv++agls+xvbn+=sank
down ^in++++=down
again ^rb+tm+++=again
simultaneously ^rb+tm+++=simultaneously.
. ^zz++++=EXTRAWORD
" ^zz++++="
My ^pp$+pp1+++=My
God ^np++++=God
! ^zz++++=!
my ^pp$+pp1+++=my
God ^np++++=God
! ^zz++++=!
" ^zz++++="
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
" ^zz++++="
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done
? ^zz++++=?
" ^zz++++="
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
priest ^nn++++=priest
sighing ^vwbg+++xvbg+=sighing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
his ^pp$+pp3+++=his
brows ^nns++++=brows
and ^cc++++=and
his ^pp$+pp3+++=his
beard ^nn++++=beard
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
" ^zz++++="
And ^cc++++=And
her ^pp3o+pp3+++=her
mother ^npt++++=mother
there ^rn+pl+++=there
! ^zz++++=!
" ^zz++++="
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
husband ^nn++++=husband
desperately ^rb++++=desperately.
. ^zz++++=EXTRAWORD
" ^zz++++="
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
more ^ql++++=more
than ^cs+sub+++=than
she ^pp3a+pp3+++=she
can ^md+pos+++=can
bear ^vb+vprv+++=bear.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
love ^nn++++=love
her ^pp3o+pp3+++=her
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
! ^zz++++=!
Z ^zz++++=Z
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
try ^vb++++=try
and ^cc++++=and
quiet ^jj++++=quiet
her ^pp3o+pp3+++=her
and ^cc++++=and
induce ^vb++++=induce
her ^pp$+pp3+++=her
to ^to++++=to
go ^vbi++++=go
away ^in+pl+++=away
from ^in"++++=from
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
got ^vbd+++xvbn+=got
up ^rp++++=up
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="
A ^at++++=A
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
! ^zz++++=!
ah ^uh++++=ah!
! ^zz++++=EXTRAWORD
who ^whp+who+whq++=who
can ^md+pos+++=can
estimate ^nn+nom+++=estimate
its ^pp$+it+++=its
love ^nn++++=love
? ^zz++++=?
yet ^rb++++=yet
God ^np++++=God
is ^vbz+bez+vrb++=is
merciful ^jj+pred+++=merciful,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
face ^nn++++=face
suddenly ^rb++++=suddenly
became ^vbd+++xvbn+=became
overcast ^jj++++=overcast
and ^cc++++=and
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
sob ^vbi++++=sob.
. ^zz++++=EXTRAWORD
" ^zz++++="
God ^np++++=God
is ^vbz+bez+vrb++=is
merciful ^jj+pred+++=merciful,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
the ^ati++++=the
priest ^nn++++=priest
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
a ^rb++++=a
little ^rb"++++=little
calmer ^jjr++++=calmer.
. ^zz++++=EXTRAWORD
" ^zz++++="
I ^pp1a+pp1+++=I
may ^md+pos+++=may
also ^rb++splt++=also
tell ^vb++++=tell
you ^pp2+pp2+++=you
that ^cs+sub+++=that
in ^in++++=in
my ^pp$+pp1+++=my
parish ^nn++++=parish
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
sick ^jj+atrb+++=sick
woman ^nn++++=woman
much ^ap++++=much
worse ^jjr++++=worse
than ^in++++=than
Maria ^&fw++++=Maria
Dmitrievna ^np+++??+=Dmitrievna,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think?
? ^zz++++=EXTRAWORD
a ^at++++=a
simple ^jj+atrb+++=simple
shopkeeper ^nn+nom+++=shopkeeper
cured ^vbd+++xvbn+=cured
her ^pp$+pp3+++=her
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
herbs ^nns++++=herbs
in ^in++++=in
a ^at++++=a
short ^jj+atrb+++=short
time ^nn++++=time.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+dem+++=this
same ^ap++++=same
shopkeeper ^nn+nom+++=shopkeeper
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
in ^in++++=in
Moscow ^np++++=Moscow.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
telling ^nvbg+++xvbg+=telling
Vasily ^np+++??+=Vasily
Dmitrievich ^np+++??+=Dmitrievich
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
might ^md+pos+++=might
try ^vb++++=try
the ^ati++++=the
experiment ^nn+nom+++=experiment
At ^rb++++=At
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
might ^md+pos+++=might
afford ^vb++++=afford
the ^ati++++=the
patient ^nn++++=patient
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
With ^in++++=With
God ^np++++=God
all ^abn++++=all
things ^nns++++=things
are ^vb+ber+vrb++=are
possible ^jj+pred+++=possible."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
No ^at++++=No,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
live ^vb++++=live
! ^zz++++=!
" ^zz++++="
interrupted ^jj+++xvbn+=interrupted
the ^ati++++=the
old ^jj+atrb+++=old
womcin ^nn+++??+=womcin.
. ^zz++++=EXTRAWORD
" ^zz++++="
What ^wdt+who+whq++=What
will ^md+prd+++=will
become ^vb++++=become
of ^in++++=of
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
God ^np++++=God
takes ^vbz++++=takes
her ^pp$+pp3+++=her
? ^zz++++=?
" ^zz++++="
And ^cc++++=And
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
way ^nn++++=way
to ^in++++=to
such ^abl++++=such
passionate ^jj+atrb+++=passionate
emotion ^nn+nom+++=emotion
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
lost ^vbd+++xvbnx+=lost
consciousness ^nns+nom+++=consciousness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
husband ^nn++++=husband
of ^in++++=of
the ^ati++++=the
invalid ^nn++++=invalid
covered ^vbd+++xvbn+=covered
his ^pp$+pp3+++=his
face ^nn++++=face
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands
and ^cc++++=and
rushed ^vbd+++xvbn+=rushed
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
person ^nn++++=person
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
in ^in++++=in
the ^ati++++=the
corridor ^nn++++=corridor
outside ^jjb++++=outside
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
Httle ^np+++??+=Httle
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
six ^cd++++=six
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
chasing ^nvbg+++xvbg+=chasing
his ^pp$+pp3+++=his
little ^ap++++=little
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
