She ^pp3a+pp3+++=She
trail ^nn++++=trail.
. ^zz++++=EXTRAWORD
A ^at++++=A
minute ^nn++++=minute
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bridge ^nn++++=bridge,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
to ^to+jcmp+++=to
recover ^vbi++++=recover
from ^in++++=from
the ^ati++++=the
death ^nn++++=death
blow ^vb++++=blow
struck ^vpsv++by+xvbn+=struck
by ^in++++=by
El ^np++++=El
Capitan ^np+++??+=Capitan,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
whirling ^jj+++xvbg+=whirling
into ^in++++=into
the ^ati++++=the
ravine ^nn++++=ravine
and ^cc++++=and
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken
upon ^in++++=upon
the ^ati++++=the
rocks ^nns++++=rocks
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
Hearing ^vbg+vprv++xvbg+=Hearing
the ^ati++++=the
crash ^nn++++=crash
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
guessed ^vbd+vprv++xvbn+=guessed
that ^tht+vcmp+++=that
in ^in++++=in
the ^ati++++=the
jungle ^nn++++=jungle
a ^at++++=a
tree ^nn++++=tree
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
started ^vprf+++xvbnx+=started
at ^rb++++=at
six ^cd++++=six
in ^in++++=in
the ^ati++++=the
afternoon ^nn++++=afternoon
and ^cc++++=and
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
twenty ^cd++++=twenty
of ^in++++=of
the ^ati++++=the
forty ^cd++++=forty
miles ^nns++++=miles
that ^tht+rel+++=that
lay ^jjb+++xvbn+=lay
between ^in++++=between
Adhuntas ^np+++??+=Adhuntas
and ^cc++++=and
Mayaguez ^np+++??+=Mayaguez,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
at ^in++++=at
the ^ati++++=the
outskirts ^nns++++=outskirts
of ^in++++=of
the ^ati++++=the
tiny ^jj+atrb+++=tiny
village ^nn+nom+++=village
of ^in++++=of
Caguan ^np+++??+=Caguan,
, ^zz++++=EXTRAWORD
El ^np++++=El
Capitan ^np+++??+=Capitan
stumbled ^vbd+++xvbn+=stumbled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
arose ^vbd+++xvbnx+=arose
painfully ^rb+cnj+++=painfully,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
again ^rb+tm+++=again
fell ^vbd+++xvbn+=fell
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
Caguan ^np+++??+=Caguan
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
church ^nn++++=church,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
vine ^nn++++=vine-covered
- ^zz++++=EXTRAWORD
covered ^vbd+++xvbn+=EXTRAWORD
inn ^npl++++=inn,
, ^zz++++=EXTRAWORD
a ^at++++=a
dozen ^cd++++=dozen
onestory ^nn++++=onestory
adobe ^nn+++??+=adobe
houses ^nns++++=houses
shining ^vwbg+++xvbg+=shining
in ^in++++=in
the ^ati++++=the
moonlight ^nn++++=moonlight
like ^in++++=like
whitewashed ^vbd+++xvbn+=whitewashed
sepulchres ^nns+++??+=sepulchres.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
faced ^vbd+++xvbnx+=faced
a ^at++++=a
grass ^nn++++=grass-grown
- ^zz++++=EXTRAWORD
grown ^xvbn+++xvbn+=EXTRAWORD
plaza ^np++++=plaza,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
centre ^nn++++=centre
of ^in++++=of
which ^whp+rel+pied++=which
stood ^vbd+++xvbn+=stood
a ^at++++=a
great ^jj+atrb+++=great
wooden ^jj+atrb+++=wooden
cross ^nn++++=cross.
. ^zz++++=EXTRAWORD
At ^rb++++=At
one ^cd1++++=one
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
village ^nn+nom+++=village
was ^vbd+bedz+vrb++=was
a ^at++++=a
corral ^nn++++=corral,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
it ^pp3+it+++=it
many ^ap++++=many
ponies ^nns++++=ponies.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
sight ^nn++++=sight
Chesterton ^np+++??+=Chesterton
gave ^vbd+++xvbn+=gave
a ^at++++=a
cry ^nn++++=cry
of ^in++++=of
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
A ^at++++=A
light ^nn++++=light
showed ^vbd+vprv++xvbn+=showed
through ^in++++=through
the ^ati++++=the
closed ^jj+atrb++xvbn+=closed
shutters ^nns+nom+++=shutters
of ^in++++=of
the ^ati++++=the
inn ^nn++++=inn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
beat ^vbd+++xvbnx+=beat
with ^in++++=with
his ^pp$+pp3+++=his
whip ^nn++++=whip
upon ^in++++=upon
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
adobe ^nn+++??+=adobe
houses ^nns++++=houses
other ^ap++++=other
lights ^nns++++=lights
shone ^vbd+++xvbn+=shone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
white ^jj++++=white-clad
- ^zz++++=EXTRAWORD
clad ^jj+atrb+++=EXTRAWORD
figures ^nns++++=figures
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
the ^ati++++=the
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
landlord ^nn++++=landlord
of ^in++++=of
the ^ati++++=the
inn ^nn++++=inn
was ^vbd+bedz+vrb++=was
a ^at++++=a
Spaniard ^np+++??+=Spaniard,
, ^zz++++=EXTRAWORD
fat ^nn++++=fat
and ^cc++++=and
prosperous ^jj++++=prosperous-looking,
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
the ^ati++++=the
moment ^nn++++=moment
his ^pp$+pp3+++=his
face ^nn++++=face
was ^vbd+bedz+vrb++=was
eloquent ^jj+pred+++=eloquent
with ^in++++=with
such ^abl++++=such
distress ^nns+nom+++=distress
and ^cc++++=and
misery ^nn++++=misery
that ^tht+rel+obj++=that
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
at ^in++++=at
peace ^nn++++=peace
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
instantly ^rb+tm+++=instantly
out ^rp+pl+++=out
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Spaniard ^np+++??+=Spaniard
was ^vbd+bedz+vrb++=was
less ^rbr++++=less
sympathetic ^jj+pred+++=sympathetic.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
khaki ^nn++++=khaki
suit ^nn++++=suit
and ^cc++++=and
the ^ati++++=the
campaign ^nn++++=campaign
hat ^nn++++=hat
he ^pp3a+pp3+++=he
scowled ^vbd+++xvbnx+=scowled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ungraciously ^rb++++=ungraciously
would ^md+prd+++=would
have ^vb+hv+aux++=have
closed ^vprf+++xvbnx+=closed
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton,
, ^zz++++=EXTRAWORD
apologizing ^jj+++xvbg+=apologizing,
, ^zz++++=EXTRAWORD
pushed ^xvbn+++xvbn+=pushed
it ^pp3+it+++=it
open ^jj++++=open.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
pony ^nn++++=pony,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
explained ^vbd+vpub++xvbnx+=explained,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
lame ^jj++++=lame,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
must ^md+nec+++=must
have ^vb+hv+vrb++=have
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
The ^ati++++=The
landlord ^nn++++=landlord
shrugged ^vbd+++xvbn+=shrugged
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
were ^vbd+bed+vrb++=were
war ^nn++++=war
times ^nns++++=times,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
American ^jj+atrb+++=American
officer ^nn++++=officer
could ^md+pos+++=could
take ^vb++++=take
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
liked ^vbd+++xvbnx+=liked.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
in ^in++++=in
Caguan ^np+++??+=Caguan
were ^vbd+bed+vrb++=were
noncombatants ^nns+nom+++=noncombatants
and ^cc++++=and
could ^md+pos+++=could
not ^xnot++not++=not
protest ^nn++++=protest.
. ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
hastened ^vbd+++xvbn+=hastened
to ^to++++=to
reassure ^vbi++++=reassure
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
war ^nn++++=war,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+vrb++=were
it ^pp3+it+++=it
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
no ^at++++=no
officer ^nn++++=officer
to ^in++++=to
issue ^nn++++=issue
requisitions ^nns+nom+++=requisitions.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
pay ^vbi++++=pay
for ^in++++=for
the ^ati++++=the
pony ^nn++++=pony.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
unbuckled ^vbd+++xvbnx+=unbuckled
his ^pp$+pp3+++=his
belt ^nn++++=belt
and ^cc++++=and
poured ^vpsv++agls+xvbn+=poured
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
Spanish ^jj+atrb+++=Spanish
doubloons ^nns+++??+=doubloons.
. ^zz++++=EXTRAWORD
The ^ati++++=The
landlord ^nn++++=landlord
lowered ^vbd+++xvbn+=lowered
the ^ati++++=the
candle ^nn++++=candle
and ^cc++++=and
silently ^rb++++=silently
counted ^vbd+++xvbn+=counted
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
calling ^nvbg+++xvbg+=calling
to ^in++++=to
him ^pp3o+pp3+++=him
two ^cd++++=two
of ^in++++=of
his ^pp$+pp3+++=his
fellow ^jjb++++=fellow-villagers,
- ^zz++++=EXTRAWORD
villagers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
the ^ati++++=the
tiny ^jj+atrb+++=tiny
plaza ^np++++=plaza
and ^cc++++=and
entered ^vbd+++xvbn+=entered
the ^ati++++=the
corral ^nn++++=corral.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
American ^jj+atrb+++=American
pig ^nn++++=pig,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="wishes
wishes ^vb++++=EXTRAWORD
to ^to+vcmp+++=to
buy ^vbi++++=buy
a ^at++++=a
pony ^nn++++=pony.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tells ^vbz++++=tells
me ^pp1o+pp1+++=me
the ^ati++++=the
war ^nn++++=war
is ^vbz+bez+vrb++=is
over ^in+strn+++=over;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Spain ^np++++=Spain
has ^vbz+hvz+aux++=has
surrendered ^vprf+++xvbnx+=surrendered.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that
must ^md+nec+++=must
be ^vb+be+vrb++=be
a ^at++++=a
lie ^nn++++=lie.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
more ^rbr++++=more
probable ^jj+pred+++=probable
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
a ^at++++=a
deserter ^nn+nom+++=deserter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
claims ^nns++++=claims
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
a ^at++++=a
civilian ^nn++++=civilian,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
also ^rb++++=also
is ^vbz+bez+vrb++=is
a ^at++++=a
lie ^nn++++=lie,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
in ^in++++=in
uniform ^nn++++=uniform.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You,
, ^zz++++=EXTRAWORD
Paul ^np++++=Paul,
, ^zz++++=EXTRAWORD
sell ^vb++++=sell
him ^pp3o+pp3+++=him
your ^pp$+pp2+++=your
pony ^nn++++=pony,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
wait ^vb++++=wait
for ^in++++=for
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
first ^od++++=first
turn ^vb++++=turn
in ^rb+phrv+++=in
the ^ati++++=the
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
take ^vb++++=take
it ^pp3+it+++=it
from ^in++++=from
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
armed ^vpsv++agls+xvbnx+=armed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
protested ^vbd+vpub++xvbn+=protested
the ^ati++++=the
one ^cd1++++=one
called ^xvbn+++xvbn+=called
Paul ^np++++=Paul.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not
give ^vb++++=give
him ^pp3o+pp3+++=him
time ^nn++++=time
to ^to++++=to
draw ^vbi++++=draw
his ^pp$+pp3+++=his
revolver ^nn+nom+++=revolver,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ordered ^vbd+vsua++xvbn+=ordered
the ^ati++++=the
landlord ^nn++++=landlord.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
and ^cc++++=and
Pedro ^np++++=Pedro
will ^md+prd+++=will
shoot ^vb++++=shoot
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
shadow ^nn++++=shadow.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
country ^nn++++=country's
's ^$++++=EXTRAWORD
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be
in ^in++++=in
a ^at++++=a
good ^jj+atrb+++=good
cause ^nn++++=cause.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
may ^md+pos+++=may
carry ^vb++++=carry
despatches ^nns+++??+=despatches.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
take ^vb++++=take
them ^pp3o+pp3+++=them
to ^in++++=to
the ^ati++++=the
commandante ^nn+++??+=commandante
at ^rb++++=at
Mayaguez ^np+++??+=Mayaguez
he ^pp3a+pp3+++=he
will ^md+prd+++=will
reward ^vb++++=reward
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
demanded ^vwbn+vsua++xvbn+=demanded
the ^ati++++=the
one ^cd1++++=one
called ^xvbn+++xvbn+=called
Paul ^np++++=Paul.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
divide ^vb++++=divide
them ^pp3o+pp3+++=them
in ^in++++=in
three ^cd++++=three
parts ^nns++++=parts,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
landlord ^nn++++=landlord.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
the ^ati++++=the
inn ^nn++++=inn,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
by ^in++++=by
a ^at++++=a
ghostlike ^jj+atrb+++=ghostlike
group ^nn++++=group
that ^tht+rel+subj++=that
spoke ^vbd+++xvbn+=spoke
its ^pp$+it+++=its
suspicions ^nns++++=suspicions,
, ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
was ^vbd+bedz+aux++=was
lifting ^vbg+++xvbgx+=lifting
his ^pp$+pp3+++=his
saddle ^nn++++=saddle
from ^in++++=from
El ^np++++=El
Capitan ^np+++??+=Capitan
and ^cc++++=and
rubbing ^nvbg+++xvbg+=rubbing
the ^ati++++=the
lame ^jj+atrb+++=lame
foreleg ^nn++++=foreleg.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
serious ^jj+atrb+++=serious
sprain ^nn++++=sprain.
. ^zz++++=EXTRAWORD
A ^at++++=A
week ^nn++++=week
would ^md+prd+++=would
set ^vb+++xvbn+=set
it ^pp3+it+++=it
right ^jj++++=right,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
that ^dt+dem+++=that
night ^nn++++=night
the ^ati++++=the
pony ^nn++++=pony
was ^vbd+bedz+vrb++=was
useless ^jj+pred+++=useless.
. ^zz++++=EXTRAWORD
Impatiently ^rb+cnj+++=Impatiently,
, ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
called ^vbd+++xvbn+=called
across ^in+pl+++=across
the ^ati++++=the
plaza ^np++++=plaza,
, ^zz++++=EXTRAWORD
begging ^vbg+++xvbg+=begging
the ^ati++++=the
landlord ^nn++++=landlord
to ^to++++=to
make ^vbi++++=make
haste ^nn++++=haste.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
eager ^jj+pred+++=eager
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
alarmed ^j+++xvbn+=alarmed
and ^cc+phrs+++=and
fearful ^jj++++=fearful
lest ^cs+sub+++=lest
even ^rb++++=even
this ^dt+dem+++=this
slight ^jj+atrb+++=slight
delay ^nn++++=delay
should ^md+nec+++=should
cause ^vb++++=cause
him ^pp3o+pp3+++=him
to ^in++++=to
miss ^npt++++=miss
the ^ati++++=the
transport ^nn++++=transport.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thought ^nn+++xvbn+=thought
was ^vbd+bedz+vrb++=was
intolerable ^jj+pred+++=intolerable.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
also ^rb++++=also
acutely ^rb++++=acutely
conscious ^jj++++=conscious
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
hungry ^jj++++=hungry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
too ^ql++++=too
old ^jj++++=old
a ^at++++=a
campaigner ^jjr++++=campaigner
to ^to++++=to
scoff ^vbi++++=scoff
at ^in++++=at
hunger ^nn++++=hunger.
. ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
hope ^vb++++=hope
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
find ^vb+vprv+tht0++=find
something ^pn++++=something
to ^to++++=to
carry ^vbi++++=carry
with ^in++++=with
him ^pp3o+pp3+++=him
and ^cc++++=and
eat ^vb++++=eat
as ^ql++++=as
he ^pp3a+pp3+++=he
rode ^vbd+++xvbnx+=rode
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
inn ^nn++++=inn.
. ^zz++++=EXTRAWORD
The ^ati++++=The
main ^jjb+atrb+++=main
room ^nn++++=room
of ^in++++=of
the ^ati++++=the
house ^nn++++=house
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
in ^in++++=in
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
smaller ^jjr+atrb+++=smaller
room ^nn++++=room
adjoining ^vwbg+++xvbg+=adjoining
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
lit ^vpsv++by+xvbnx+=lit
by ^in++++=by
candles ^nns++++=candles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
a ^at++++=a
tiny ^jj+atrb+++=tiny
taper ^nn++++=taper
floating ^vwbg+++xvbg+=floating
before ^in++++=before
a ^at++++=a
crucifix ^nn+++??+=crucifix.
. ^zz++++=EXTRAWORD
In ^in+cmpx+++=In
the ^in"++++=the
light ^in"++++=light
of ^in"++++=of
the ^ati++++=the
candles ^nns++++=candles
Chesterton ^np+++??+=Chesterton
made ^vbd+++xvbn+=made
out ^rp+pl+++=out
a ^at++++=a
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
a ^at++++=a
priest ^nn++++=priest
bending ^vwbg+++xvbg+=bending
over ^in++++=over
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman
kneeling ^vwbg+++xvbg+=kneeling
beside ^in+pl+++=beside
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upon ^in++++=upon
the ^ati++++=the
bed ^nn++++=bed
the ^ati++++=the
little ^jj+atrb+++=little
figure ^nn++++=figure
of ^in++++=of
a ^at++++=a
boy ^nn++++=boy
who ^whp+rel+subj++=who
tossed ^vbd+++xvbn+=tossed
and ^cc+phrs+++=and
moaned ^vbd+++xvbn+=moaned.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Chesterton ^np+++??+=Chesterton
halted ^vwbn+++xvbn+=halted
and ^cc+phrs+++=and
waited ^vwbn+++xvbn+=waited
hesitating ^vbg+++xvbg+=hesitating,
, ^zz++++=EXTRAWORD
the ^ati++++=the
priest ^nn++++=priest
strode ^vbd+++xvbn+=strode
past ^nn++++=past
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
voice ^nn++++=voice
dull ^jj++++=dull
and ^cc++++=and
flat ^nn++++=flat
with ^in++++=with
grief ^nn++++=grief
and ^cc++++=and
weariness ^nns+nom+++=weariness,
, ^zz++++=EXTRAWORD
ordered ^j+++xvbn+=ordered
those ^dt+dem+++=those
at ^in++++=at
the ^ati++++=the
door ^nn++++=door
to ^to++++=to
bring ^vbi++++=bring
the ^ati++++=the
landlord ^nn++++=landlord
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
As ^ql++++=As
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
group ^nn++++=group
leaped ^vbd+++xvbn+=leaped
toward ^in++++=toward
the ^ati++++=the
corral ^nn++++=corral,
, ^zz++++=EXTRAWORD
the ^ati++++=the
priest ^nn++++=priest
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
the ^ati++++=the
others ^aps++++=others:
: ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+aux++=is
another ^dt++++=another
attack ^vb++++=attack.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
hope ^nn++++=hope."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
advanced ^vbd+++xvbn+=advanced
and ^cc+phrs+++=and
asked ^vbd+vsua++xvbn+=asked
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could
be ^vb+be+vrb++=be
of ^in++++=of
service ^nn++++=service.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^ap+down+++=only
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
landlord ^nn++++=landlord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
much ^rb++++=much
beloved ^jj++++=beloved
by ^in++++=by
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
all ^abn++++=all
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
in ^in++++=in
the ^ati++++=the
third ^nn++++=third
week ^nn++++=week
of ^in++++=of
typhoid ^nn++++=typhoid
fever ^nn++++=fever
and ^cc++++=and
the ^ati++++=the
period ^nn++++=period
of ^in++++=of
hemorrhages ^nns+nom+++=hemorrhages.
. ^zz++++=EXTRAWORD
Unless ^cs+cnd+++=Unless
they ^pp3a+pp3+++=they
could ^md+pos+++=could
be ^vb+be+aux++=be
checked ^vpsv++agls+xvbnx+=checked,
, ^zz++++=EXTRAWORD
the ^ati++++=the
boy ^nn++++=boy
would ^md+prd+++=would
die ^vb++++=die,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
priest ^nn++++=priest,
