1700 ^cd+date+++=1700
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Monthyon ^np++++=Monthyon's
's ^$++++=EXTRAWORD
prizes ^nns++++=prizes
for ^in++++=for
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
acts ^nns++++=acts
of ^in++++=of
virtue ^nn++++=virtue
that ^tht+rel+subj++=that
could ^md+pos+++=could
be ^vb+be+aux++=be
brought ^vpsv++agls+xvbnx+=brought
to ^in+phrv+++=to
light ^nn++++=light.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
among ^in++++=among
the ^ati++++=the
gallant ^jj+atrb+++=gallant
actions ^nns+nom+++=actions
of ^in++++=of
which ^whp+rel+pied++=which
powder ^nn++++=powder
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
cause ^nn++++=cause
should ^md+nec+++=should
be ^vb+be+aux++=be
omitted ^vpsv++agls+xvbnx+=omitted
that ^dt+dem+++=that
of ^in++++=of
Lieutenant ^npt+nom+++=Lieutenant
Willoughby ^np+++??+=Willoughby,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
first ^od++++=first
dismay ^vb++++=dismay
of ^in++++=of
the ^ati++++=the
mutiny ^nn++++=mutiny
in ^in++++=in
India ^np++++=India,
, ^zz++++=EXTRAWORD
in ^in++++=in
1858 ^cd+date+++=1858,
, ^zz++++=EXTRAWORD
blew ^j+++xvbn+=blew
up ^rp++++=up
the ^ati++++=the
great ^jj+atrb+++=great
magazine ^nn++++=magazine
at ^in++++=at
Delhi ^np++++=Delhi,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
ammunition ^nn+nom+++=ammunition
that ^tht+rel+subj++=that
would ^md+prd+++=would
have ^vb+hv+aux++=have
armed ^vprf+++xvbnx+=armed
the ^ati++++=the
sepoys ^nns+++??+=sepoys
even ^rb++++=even
yet ^rb++++=yet
more ^rbr++++=more
terribly ^rb++++=terribly
against ^in++++=against
ourselves ^ppls+pp1+++=ourselves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
' ^zz++++='Golden
golden ^jj+atrb+++=EXTRAWORD
Deed ^nn++++=Deed'
' ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
capable ^jj++++=capable
of ^in++++=of
no ^at++++=no
earthly ^jj+atrb+++=earthly
meed ^nn++++=meed,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
carried ^vbd+++xvbn+=carried
the ^ati++++=the
brave ^jj+atrb+++=brave
young ^jj+atrb+++=young
officer ^nn++++=officer
where ^wrb+who+++=where
alone ^rb++++=alone
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
true ^jj+atrb+++=true
reward ^nn++++=reward;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
Queen ^nn++++=Queen
and ^cc++++=and
country ^nn++++=country
could ^md+pos+++=could
do ^vb+do+vrb++=do
in ^in++++=in
his ^pp$+pp3+++=his
honor ^nn++++=honor
was ^vbd+bedz+vrb++=was
to ^in++++=to
pension ^nn++++=pension
his ^pp$+pp3+++=his
widowed ^vwbn+++xvbn+=widowed
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lay ^jjb+++xvbn+=lay
up ^rp++++=up
his ^pp$+pp3+++=his
name ^nn++++=name
among ^in++++=among
those ^dt+dem+++=those
that ^dt+dem+++=that
stir ^nn++++=stir
the ^ati++++=the
heart ^nn++++=heart
with ^in++++=with
admiration ^nn+nom+++=admiration
and ^cc++++=and
gratitude ^nn++++=gratitude.
. ^zz++++=EXTRAWORD
