[ ^zz++++=[The
in ^in++++=in
my ^pp$+pp1+++=my
excitement ^nn+nom+++=excitement
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
no ^at++++=no
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
comrade ^nn++++=comrade
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
up ^rp++++=up
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
people ^nns++++=people
collected ^vwbn+++xvbn+=collected
round ^rb++++=round:
: ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
my ^pp$+pp1+++=my
wound ^nn+++xvbn+=wound,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vbd+++xvbn+=put
snow ^nn++++=snow
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
forgetting ^vbg+vprv++xvbg+=forgetting
about ^in++++=about
my ^pp$+pp1+++=my
wounds ^nns++++=wounds,
, ^zz++++=EXTRAWORD
only ^ap+down+++=only
asked ^jj+++xvbn+=asked:
: ^zz++++=EXTRAWORD
' ^zz++++='Where's
where ^wrb+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
bear ^nn++++=bear?
? ^zz++++=EXTRAWORD
Which ^whp+who+++=Which
way ^nn++++=way
has ^vbz+hvz+aux++=has
he ^pp3a+pp3+++=he
gone ^vbd+++xvbnx+=gone?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard:
: ^zz++++=EXTRAWORD
' ^zz++++='Here
here ^rn+pl+++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is!
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
bear ^nn++++=bear
again ^rb+tm+++=again
running ^vbg+++xvbg+=running
at ^rb++++=at
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
seized ^vbd+++xvbn+=seized
our ^pp$+pp1+++=our
guns ^nns++++=guns,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
before ^in++++=before
any ^dti++++=any
one ^cd1++++=one
had ^vb+hv+vrb++=had
time ^nn++++=time
to ^in++++=to
fire ^nn++++=fire
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
ferocious ^jj++++=ferocious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
gnaw ^vbi++++=gnaw
me ^pp1o+pp1+++=me
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
seeing ^vbg+vprv++xvbg+=seeing
so ^ql++++=so
many ^ap++++=many
people ^nns++++=people
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
fright ^nn++++=fright.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
saw ^vpsv++by+xvbn+=saw
by ^in++++=by
his ^pp$+pp3+++=his
track ^nn++++=track
that ^tht+rel+obj++=that
his ^pp$+pp3+++=his
head ^nn++++=head
was ^vbd+bedz+aux++=was
bleeding ^vbg+++xvbgx+=bleeding
and ^cc++++=and
we ^pp1a+pp1+++=we
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
follow ^vbi+vprv+++=follow
him ^pp3o+pp3+++=him
up ^rp++++=up;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
as ^ql++++=as
my ^pp$+pp1+++=my
wounds ^nns++++=wounds
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
very ^ql+amp+++=very
painful ^jj++++=painful,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
town ^nn++++=town
to ^to++++=to
find ^vbi+vprv+++=find
a ^at++++=a
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
stitched ^vbd+++xvbn+=stitched
up ^rp++++=up
my ^pp$+pp1+++=my
wounds ^nns++++=wounds
with ^in++++=with
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
soon ^rb+tm+++=soon
began ^vbd+++xvbn+=began
to ^to++++=to
heal ^vbi++++=heal.
. ^zz++++=EXTRAWORD
A ^at++++=A
month ^nn++++=month
later ^rbr+tm+++=later
we ^pp1a+pp1+++=we
went ^vbd+++xvbn+=went
to ^to++++=to
hunt ^vbi++++=hunt
that ^dt+dem+++=that
bear ^nn+vprv+++=bear
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
get ^vb++++=get
a ^at++++=a
chance ^nn++++=chance
of ^in++++=of
finishing ^xvbg+++xvbg+=finishing
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
not ^xnot++not++=not
come ^vb++++=come
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
circle ^nn++++=circle,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
went ^vbd+++xvbn+=went
round ^rb++++=round
and ^cc++++=and
round ^in++++=round
growling ^nn+nom+++=growling
in ^in++++=in
a ^at++++=a
terrible ^jj+atrb+++=terrible
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
Damian ^np+++??+=Damian
killed ^vbd+++xvbn+=killed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bear ^nn++++=bear's
's ^vbz+bez+vrb++0=EXTRAWORD
lower ^jjr+atrb+++=lower
jaw ^nn++++=jaw
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
broken ^vpsv++agls+xvbnx+=broken,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
teeth ^nn++++=teeth
knocked ^vbd+++xvbn+=knocked
out ^rb+phrv+++=out
by ^in++++=by
my ^pp$+pp1+++=my
bullet ^nn++++=bullet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
huge ^jj+atrb+++=huge
creature ^nn++++=creature,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
splendid ^jj+atrb+++=splendid
black ^jj+atrb+++=black
fur ^nn++++=fur.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
him ^pp3o+pp3+++=him
stuffed ^vbd+++xvbn+=stuffed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
now ^rn+tm+++=now
lies ^vbz++++=lies
in ^in++++=in
my ^pp$+pp1+++=my
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wounds ^nns++++=wounds
on ^in++++=on
my ^pp$+pp1+++=my
forehead ^nn++++=forehead
healed ^vbd+++xvbn+=healed
up ^rp++++=up
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
scars ^nns++++=scars
can ^md+pos+++=can
scarcely ^rb+down+++=scarcely
be ^vb+be+aux++=be
seen ^vprf+++xvbn+=seen.
. ^zz++++=EXTRAWORD
