Not ^xnot++not++=Not
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
almost ^rb+hdg+++=almost
instantly ^rb+tm+++=instantly
his ^pp$+pp3+++=his
rifle ^nn++++=rifle
awoke ^vbd+++xvbn+=awoke
a ^at++++=a
hundred ^cd++++=hundred
echoes ^nns++++=echoes
among ^in++++=among
the ^ati++++=the
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
place ^nn++++=place,
, ^zz++++=EXTRAWORD
stains ^nns++++=stains
of ^in++++=of
blood ^nn++++=blood
marked ^vbd+++xvbn+=marked
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
proving ^vbg+++xvbg+=proving
that ^tht+vcmp+++=that
at ^rb++++=at
least ^rb"++++=least
a ^at++++=a
wound ^nn+++xvbn+=wound
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
given ^vpsv++agls+xvbnx+=given.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
beyond ^in+strn+++=beyond,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gang ^nn++++=gang
evidently ^rb++++=evidently
had ^vbd+hvd+aux++=had
dispersed ^vprf+++xvbnx+=dispersed,
, ^zz++++=EXTRAWORD
each ^dt++++=each
one ^pn++++=one
for ^in++++=for
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
behind ^rb+phrv+++=behind
everything ^pn++++=everything
that ^cs+sub+++=that
impeded ^vprf+++xvbn+=impeded
their ^pp$+pp3+++=their
progress ^nns+nom+++=progress.
. ^zz++++=EXTRAWORD
The ^ati++++=The
region ^nn++++=region
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
impenetrable ^jj+pred+++=impenetrable
in ^in++++=in
its ^pp$+it+++=its
wildness ^nns+nom+++=wildness
except ^in++++=except
by ^in++++=by
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew
all ^abn++++=all
its ^pp$+it+++=its
rugged ^jj+atrb+++=rugged
paths ^nns++++=paths.
. ^zz++++=EXTRAWORD
The ^ati++++=The
body ^nn++++=body
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
whom ^whp+rel+obj++=whom
June ^nr++++=June
had ^vbd+hvd+aux++=had
wounded ^vprf+++xvbnx+=wounded,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found,
, ^zz++++=EXTRAWORD
clothed ^xvbn+++xvbn+=clothed
in ^in++++=in
a ^at++++=a
suit ^nn++++=suit
of ^in++++=of
Quaker ^nn++++=Quaker
drab ^jj++++=drab
stolen ^jj+++xvbn+=stolen
from ^in++++=from
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Reynolds ^np++++=Reynolds.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
band ^nn++++=band
with ^in++++=with
few ^ap++++=few
exceptions ^nns+nom+++=exceptions
met ^vbd+++xvbn+=met
with ^in+ppvb+++=with
fates ^nns++++=fates
that ^tht+rel+subj++=that
accorded ^vwbn+++xvbn+=accorded
with ^in++++=with
their ^pp$+pp3+++=their
deeds ^nns++++=deeds.
. ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe
had ^vb+hv+vrb++=had
the ^ati++++=the
happiness ^nns+nom+++=happiness
of ^in++++=of
nursing ^nn++++=nursing
her ^pp3o+pp3+++=her
father ^npt++++=father
back ^jjb++++=back
to ^in++++=to
health ^nn++++=health,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
although ^cs+con+++=although
maimed ^jj++++=maimed
and ^cc+phrs+++=and
disfigured ^jj+++xvbn+=disfigured,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lived ^vbd+++xvbnx+=lived
to ^in++++=to
a ^at++++=a
ripe ^jj+atrb+++=ripe
old ^jj+atrb+++=old
age ^nn++++=age.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
bud ^nn++++=bud
is ^vbz+bez+vrb++=is
the ^ati++++=the
promise ^nn++++=promise
of ^in++++=of
the ^ati++++=the
flower ^nn++++=flower,
, ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe
must ^md+nec+++=must
have ^vb+hv+aux++=have
developed ^vprf+++xvbnx+=developed
a ^at++++=a
womanhood ^nn+nom+++=womanhood
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
regal ^np++++=regal
in ^in++++=in
its ^pp$+it+++=its
worth ^nn++++=worth;
; ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
always ^rb++++=always
remained ^vbd+++xvbn+=remained
a ^at++++=a
modest ^jj++++=modest,
, ^zz++++=EXTRAWORD
demure ^jj+atrb+++=demure
little ^jj+atrb+++=little
Quakeress ^nns+nom++??+=Quakeress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
thought ^nn+++xvbn+=thought
of ^in++++=of
her ^pp$+pp3+++=her
virtues ^nns++++=virtues
except ^in++++=except
when ^wrb+who+++=when
reminded ^vbd+vsua++xvbn+=reminded
of ^in++++=of
them ^pp3o+pp3+++=them
in ^in++++=in
plain ^nn++++=plain
English ^jj++++=English.
. ^zz++++=EXTRAWORD
Note ^nn++++=NOTE--In
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
the ^ati++++=the
preceding ^jj+atrb++xvbg+=preceding
narrative ^nn++++=narrative
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
followed ^vprf+++xvbnx+=followed
almost ^rb+hdg+++=almost
literally ^rb++++=literally
a ^at++++=a
family ^nn++++=family
tradition ^nn+nom+++=tradition
of ^in++++=of
events ^nns++++=events
which ^whp+rel+subj++=which
actually ^rb+amp+++=actually
occurred ^vbd+++xvbn+=occurred.
. ^zz++++=EXTRAWORD
