Nobody ^pn++++=NOBODY
've ^vb+hv+aux++0='ve
been ^vprf+ben+aux+xvbnx+=been
married ^vpsv++agls+xvbnx+=married,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
've ^vb+hv+aux++0='ve
never ^rb++++=never
had ^vb+hv+vrb++=had
the ^ati++++=the
nerve ^nn++++=nerve
to ^to++++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
paid ^vprf+++xvbnx+=paid
it ^pp3+it+++=it
all ^abn++++=all
back ^jjb++++=back
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vb+hv+aux++=had
n't ^xnot++not++0=n't
been ^vprf+ben+vrb+xvbn+=been
for ^in++++=for
the ^ati++++=the
unforeseen ^jj+atrb+++=unforeseen
expenses ^nns++++=expenses."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Remsen ^np+++??+=Remsen
sighed ^vbd+++xvbn+=sighed.
. ^zz++++=EXTRAWORD
" ^zz++++="Being
being ^xvbg+++xvbg+=EXTRAWORD
married ^vbd+++xvbn+=married
is ^vbz+bez+vrb++=is
largely ^rb++++=largely
unforeseen ^jj+atrb+++=unforeseen
expenses ^nns++++=expenses,
, ^zz++++=EXTRAWORD
Percy ^np++++=Percy.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
one ^cd1++++=one
way ^nn++++=way
to ^to++++=to
fix ^vbi++++=fix
this ^dt+pdem+++=this
up ^rp++++=up:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
' ^zz++++='II
ii ^nn+++??+=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
seven ^cd++++=seven
hundred ^cd++++=hundred
dollars ^nns++++=dollars
in ^in++++=in
cash ^nn++++=cash
to ^to++++=to-morrow,
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
can ^md+pos+++=can
give ^vb++++=give
me ^pp1o+pp1+++=me
your ^pp$+pp2+++=your
personal ^jj+atrb+++=personal
note ^nn++++=note,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
understanding ^vb+++xvbg+=understanding
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
hold ^nn++++=hold
ten ^cd++++=ten
dollars ^nns++++=dollars
a ^at++++=a
week ^nn++++=week
out ^rp+pl+++=out
of ^in++++=of
your ^pp$+pp2+++=your
pay ^vb++++=pay-check
- ^zz++++=EXTRAWORD
check ^vb+vprv+++=EXTRAWORD
until ^cs+sub+++=until
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
paid ^vpsv++agls+xvbnx+=paid.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
tell ^vb++++=tell
your ^pp$+pp2+++=your
wife ^nn++++=wife
exactly ^rb++++=exactly
how ^wrb+who+++=how
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
fixed ^vpsv++agls+xvbnx+=fixed,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
expect ^vb+vprv+++=expect
her ^pp$+pp3+++=her
to ^to++++=to
help ^vbi++++=help
you ^pp2+pp2+++=you
much ^rb++++=much
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
does ^vbz+doz+aux++=does
n't ^xnot++not++0=n't
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bixby ^np++++=Bixby
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
in ^in++++=in
their ^pp$+pp3+++=their
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
for ^in++++=for
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
dressed ^vpsv++agls+xvbnx+=dressed
for ^in++++=for
a ^at++++=a
bridge ^nn++++=bridge
party ^nn++++=party,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb++++=often
looked ^vbd+++xvbn+=looked
with ^in++++=with
impatience ^nn+nom+++=impatience
from ^in++++=from
her ^pp$+pp3+++=her
paper ^nn++++=paper
to ^in++++=to
the ^ati++++=the
Mission ^nn++++=Mission
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
as ^ql++++=as
big ^jj++++=big
as ^in++++=as
a ^at++++=a
coffin ^nn++++=coffin
and ^cc++++=and
with ^in++++=with
nothing ^pn++++=nothing
but ^cc++++=but
two ^cd++++=two
weights ^nns++++=weights
dangling ^vwbg+++xvbg+=dangling
in ^in++++=in
its ^pp$+it+++=its
hollow ^jj+atrb+++=hollow
framework ^nn++++=framework.
. ^zz++++=EXTRAWORD
Percy ^np++++=Percy
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
loath ^jj++++=loath
to ^to+jcmp+++=to
buy ^vbi++++=buy
the ^ati++++=the
clock ^nn++++=clock
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
got ^vbd+++xvbnx+=got
their ^pp$+pp3+++=their
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
hated ^vprf+++xvbnx+=hated
it ^pp3+it+++=it
ever ^rb++++=ever
since ^in+strn+++=since.
. ^zz++++=EXTRAWORD
Stella ^np++++=Stella
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
very ^ql+amp+++=very
little ^ap++++=little
since ^cs+sub+++=since
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
into ^in+ppvb+++=into
the ^ati++++=the
flat ^nn++++=flat
a ^at++++=a
bride ^nn++++=bride.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
her ^pp$+pp3+++=her
hair ^nn++++=hair
in ^in++++=in
a ^at++++=a
Floradora ^np+++??+=Floradora
pompadour ^np++++=pompadour;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
it ^pp3+it+++=it
hooded ^jj++++=hooded
close ^jj++++=close
about ^in++++=about
her ^pp$+pp3+++=her
head ^jjb++++=head
like ^in++++=like
a ^at++++=a
scarf ^nn++++=scarf,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
rather ^rb++++=rather
smeary ^nn++++=smeary
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
like ^in++++=like
an ^at++++=an
Impressionist ^np+nom+++=Impressionist's
's ^$++++=EXTRAWORD
brush ^nn++++=brush-work.
- ^zz++++=EXTRAWORD
work ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
heard ^vbd+vprv+tht0+xvbnx+=heard
her ^pp$+pp3+++=her
husband ^nn++++=husband
come ^vb++++=come
in ^in++++=in
and ^cc++++=and
close ^rb++++=close
the ^ati++++=the
door ^nn++++=door
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
taking ^vbg+++xvbgx+=taking
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
hat ^nn++++=hat
in ^in++++=in
the ^ati++++=the
narrow ^jj+atrb+++=narrow
tunnel ^nn++++=tunnel
of ^in++++=of
a ^at++++=a
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
called ^vbd+++xvbnx+=called
to ^in++++=to
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope
you ^pp2+pp2+++=you
've ^vb+hv+aux++0='ve
'd ^md+prd+vrb++=had
something ^pn++++=something
to ^to++++=to
eat ^vbi++++=eat
down ^rp++++=down-town.
- ^zz++++=EXTRAWORD
town ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
'll ^md+prd+++0='ll
have ^vb+hv+vrb++=have
to ^in++++=to
dress ^nn++++=dress
right ^nn++++=right
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Percy ^np++++=Percy
came ^vbd+++xvbn+=came
in ^in++++=in
and ^cc++++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
evening ^nn++++=evening
paper ^nn++++=paper
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
reading ^vbg+++xvbgx+=reading.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+vrb++0='ve
no ^at++++=no
time ^nn++++=time
to ^to++++=to
sit ^vbi++++=sit
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
must ^md+nec+++=must
start ^vb++++=start
in ^in++++=in
fifteen ^cd++++=fifteen
minutes ^nns++++=minutes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shaded ^vbd+++xvbnx+=shaded
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
from ^in++++=from
the ^ati++++=the
glaring ^jj+atrb+++=glaring
overhead ^jjb+atrb+++=overhead
light ^nn++++=light.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
anywhere ^rb++++=anywhere
to ^to++++=to-night.
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
all ^abn++++=all
in ^in+strn+++=in."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bixby ^np++++=Bixby
rattled ^vwbn+++xvbn+=rattled
her ^pp$+pp3+++=her
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
from ^in++++=from
the ^ati++++=the
theatrical ^jj+atrb+++=theatrical
page ^nn++++=page
to ^in++++=to
the ^ati++++=the
fashions ^nns++++=fashions.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0='ll
feel ^vb+vprv+++=feel
better ^jjr++++=better
after ^in++++=after
you ^pp2+pp2+++=you
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
stay ^vb++++=stay
late ^jj++++=late."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
even ^cs+sub+++=even
persistence ^nn+nom+++=persistence
usually ^rb+down+++=usually
conquered ^jj+++xvbn+=conquered
her ^pp3o+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
never ^rb++++=never
forgot ^vbd+vprv+tht0+xvbn+=forgot
anything ^pn++++=anything
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
decided ^vprf+++xvbnx+=decided
to ^to+vcmp+++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
manner ^nn++++=manner
of ^in++++=of
following ^xvbg+++xvbg+=following
it ^pp3+it+++=it
up ^rp++++=up
grew ^vbd+++xvbn+=grew
more ^rbr++++=more
chilly ^jj++++=chilly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
never ^rb++++=never
weaker ^jjr++++=weaker.
. ^zz++++=EXTRAWORD
To ^to++++=To-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
spring ^nn++++=spring
in ^in++++=in
Percy ^np++++=Percy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
closed ^vbd+++xvbnx+=closed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
replied ^vpsv++agls+xvbn+=replied
without ^in++++=without
moving ^xvbg+++xvbg+=moving:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
had ^vb+hv+vrb++=had
better ^jjr+atrb+++=better
telephone ^nn++++=telephone
the ^ati++++=the
Burks ^np+++??+=Burks
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
n't ^xnot++not++0=n't
coming ^jj+++xvbg+=coming.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
tell ^vb++++=tell
you ^pp2+pp2+++=you
something ^pn++++=something
disagreeable ^jj++++=disagreeable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Stella ^np++++=Stella
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
certainly ^rb++++=certainly
am ^vb+bem+aux++=am
not ^xnot++not++=not
going ^md"++pmd"++=going
to ^md+prd+++=to
disappoint ^vb++++=disappoint
the ^ati++++=the
Burks ^np+++??+=Burks
and ^cc++++=and
stay ^vb++++=stay
at ^rb++++=at
home ^nr++++=home
to ^to++++=to
talk ^vbi++++=talk
about ^in++++=about
anything ^pn++++=anything
disagreeable ^jj++++=disagreeable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0='re
not ^xnot++not++=not
very ^ql+amp+++=very
sympathetic ^jj++++=sympathetic,
, ^zz++++=EXTRAWORD
Stella ^np++++=Stella.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
soon ^rb+tm+splt++=soon
settle ^vb++++=settle
down ^rp++++=down
into ^in++++=into
a ^at++++=a
pretty ^rb++++=pretty
dull ^jj+atrb+++=dull
proposition ^nn+nom+++=proposition.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'd
'd ^md+prd+aux++0=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
social ^jj+atrb+++=social
life ^nn++++=life
now ^rn+tm+++=now
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
n't ^xnot++not++0=n't
keep ^vb++++=keep
at ^in++++=at
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Percy ^np++++=Percy
roused ^vbd+++xvbn+=roused
himself ^ppl+pp3+++=himself
a ^rb++++=a
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
" ^zz++++="Social
social ^jj+atrb+++=EXTRAWORD
life ^nn++++=life?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
'll ^md+prd+++0='ll
have ^md"++pmd"++=have
to ^md+nec+++=to
trim ^vb++++=trim
that ^dt+dem+++=that
pretty ^rb++++=pretty
close ^jj++++=close
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
in ^in++++=in
debt ^nn++++=debt
to ^in++++=to
the ^ati++++=the
company ^nn++++=company.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
've ^vb+hv+aux++0='ve
been ^vprf+ben+aux+xvbnx+=been
living ^vbg+++xvbgx+=living
beyond ^in++++=beyond
our ^pp$+pp1+++=our
means ^nn++++=means
ever ^rb++++=ever
since ^cs+sub+++=since
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
married ^vpsv++agls+xvbnx+=married."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
live ^vb++++=live
on ^in++++=on
less ^ql++++=less
than ^cs+sub+++=than
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Stella ^np++++=Stella
said ^vbd+vpub++xvbn+=said
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
use ^nn++++=use
in ^in++++=in
taking ^xvbg+++xvbg+=taking
that ^dt+dem+++=that
up ^rp++++=up
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Percy ^np++++=Percy
sat ^vbd+++xvbn+=sat
up ^rp++++=up,
, ^zz++++=EXTRAWORD
clutching ^vbg+++xvbg+=clutching
the ^ati++++=the
arms ^nns++++=arms
of ^in++++=of
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0='ll
have ^md"++pmd"++=have
to ^md+nec+++=to
take ^vb++++=take
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
seven ^cd++++=seven
hundred ^cd++++=hundred
dollars ^nns++++=dollars
short ^jj++++=short,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
books ^nns++++=books
are ^vb+ber+aux++=are
to ^to++++=to
be ^vbi+vbi+aux++=be
audited ^vpsv++agls+xvbnx+=audited
to ^to++++=to-morrow.
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
young ^jj+atrb+++=young
Remsen ^np+++??+=Remsen
and ^cc++++=and
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
take ^vb++++=take
my ^pp$+pp1+++=my
note ^nn++++=note
and ^cc++++=and
hold ^vb+vprv+++=hold
the ^ati++++=the
money ^nn++++=money
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
pay ^vb++++=pay-checks.
- ^zz++++=EXTRAWORD
checks ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
send ^vb++++=send
me ^pp1o+pp1+++=me
to ^in++++=to
jail ^nn++++=jail,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Stella ^np++++=Stella
turned ^vbd+++xvbn+=turned
and ^cc+phrs+++=and
looked ^vbd+++xvbn+=looked
down ^rp++++=down
at ^rb++++=at
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
gleam ^nn++++=gleam
of ^in++++=of
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
've ^vb+hv+aux++0='ve
been ^vprf+ben+aux+xvbnx+=been
playing ^vbg+++xvbgx+=playing
solitaire ^&fw++++=solitaire
with ^in++++=with
the ^ati++++=the
books ^nns++++=books,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
found ^vpsv++tht0+xvbnx+=found
you ^pp2+pp2+++=you
out ^rp+pl+++=out!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
I ^pp1a+pp1+++=I
'll ^md+prd+++0='ll
never ^rb++splt++=never
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
man ^nn++++=man
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Sugar ^nn++++=Sugar
face ^nn++++=face!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub++xvbnx+=said
this ^dt+dem+++=this
with ^in++++=with
intense ^jj+atrb+++=intense
acrimony ^nn++++=acrimony.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
forehead ^nn++++=forehead
flushed ^vbd+++xvbn+=flushed
delicately ^rb+cnj+++=delicately,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
full ^jj+pred+++=full
of ^in++++=of
hate ^nn++++=hate.
. ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
Remsen ^np+++??+=Remsen
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
her ^pp$+pp3+++=her
idea ^nn++++=idea
of ^in++++=of
a ^at++++=a
" ^zz++++="business
business ^nns+nom+++=EXTRAWORD
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Stella ^np++++=Stella
went ^vbd+++xvbn+=went
into ^in++++=into
the ^ati++++=the
other ^ap++++=other
room ^nn++++=room.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
back ^jjb++++=back
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
her ^pp$+pp3+++=her
evening ^nn++++=evening
coat ^nn++++=coat
and ^cc++++=and
carried ^vbd+++xvbn+=carried
long ^rb++++=long
gloves ^nns++++=gloves
and ^cc++++=and
a ^at++++=a
black ^jj+atrb+++=black
scarf ^nn++++=scarf.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
arrange ^vbi++++=arrange
over ^rp++++=over
her ^pp3o+pp3+++=her
hair ^nn++++=hair
before ^in++++=before
the ^ati++++=the
mirror ^nn++++=mirror
above ^in+pl+++=above
the ^ati++++=the
false ^jj+atrb+++=false
fireplace ^nn++++=fireplace.
. ^zz++++=EXTRAWORD
Percy ^np++++=Percy
lay ^vbd+++xvbn+=lay
inert ^jj++++=inert
in ^in++++=in
the ^ati++++=the
Morris ^np++++=Morris
chair ^nn++++=chair
and ^cc++++=and
watched ^vbd+++xvbn+=watched
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
understood ^vbd+vprv++xvbnx+=understood;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
difficult ^jj++++=difficult
for ^in++++=for
a ^at++++=a
woman ^nn++++=woman
with ^in++++=with
hair ^nn++++=hair
like ^in++++=like
that ^dt+dem+++=that
to ^to++++=to
be ^vbi++vrb++=be
shabby ^jj+pred+++=shabby
and ^cc++++=and
to ^to++++=to
go ^vbi++++=go
without ^in++++=without
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hair ^nn++++=hair
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
conspicuous ^jj++++=conspicuous,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
lived ^vbd+++xvbn+=lived
up ^in+cmpx+++=up
to ^in"++++=to.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
deciding ^jj+atrb++xvbg+=deciding
factor ^nn++++=factor
in ^in++++=in
his ^pp$+pp3+++=his
fate ^nn++++=fate.
. ^zz++++=EXTRAWORD
Stella ^np++++=Stella
caught ^vbd+++xvbn+=caught
the ^ati++++=the
lace ^nn++++=lace
over ^in++++=over
one ^cd1++++=one
ear ^nn++++=ear
with ^in++++=with
a ^at++++=a
large ^jj+atrb+++=large
gold ^nn++++=gold
hair ^nn++++=hair-pin.
- ^zz++++=EXTRAWORD
pin ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
repeated ^vbd+++xvbnx+=repeated
this ^dt+dem+++=this
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
a ^at++++=a
good ^jj+atrb+++=good
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
turning ^nvbg+++xvbg+=turning
to ^in++++=to
Percy ^np++++=Percy,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
draw ^vbi++++=draw
on ^in+ppvb+++=on
her ^pp3o+pp3+++=her
gloves ^nns++++=gloves.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
worrying ^vbg+++xvbg+=worrying
any ^dti++++=any,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
back ^jjb++++=back
into ^in++++=into
business ^nns+nom+++=business,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
firmly ^rb++++=firmly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to,
, ^zz++++=EXTRAWORD
anyway ^rb+cnj+++=anyway,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=did
n't ^xnot++not++0=n't
get ^vb++++=get
a ^at++++=a
raise ^vb++++=raise
the ^ati++++=the
first ^rb++++=first
of ^in++++=of
the ^ati++++=the
year ^nn++++=year.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
the ^ati++++=the
offer ^nn++++=offer
of ^in++++=of
