1564 ^cd++++=1564.
families ^nns++++=families
were ^vbd+bed+aux++=were
put ^vpsv++agls+xvbnx+=put
were ^vbd+bed+vrb++=were
most ^ql+emph+++=most
horrible ^jj++++=horrible;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Oprichniks ^np+++??+=Oprichniks
went ^vbd+++xvbn+=went
through ^in++++=through
the ^ati++++=the
streets ^nns++++=streets
with ^in++++=with
poignards ^nns+++??+=poignards
and ^cc++++=and
axes ^nns++++=axes,
, ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=seeking
out ^rp+pl+++=out
their ^pp$+pp3+++=their
victims ^nns++++=victims,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
killing ^nvbg+++xvbg+=killing
from ^in++++=from
ten ^cd++++=ten
to ^to++++=to
twenty ^cd++++=twenty
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
The ^ati++++=The
corpses ^nns++++=corpses
lay ^vbd+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
for ^in++++=for
no ^at++++=no
one ^cd1++++=one
dared ^vbd+++xvbn+=dared
to ^to+vcmp+++=to
leave ^vbi++++=leave
his ^pp$+pp3+++=his
house ^nn++++=house
to ^to++++=to
bury ^vbi++++=bury
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Feeleep ^np+++??+=Feeleep
vainly ^rb++++=vainly
sent ^xvbn+++xvbn+=sent
letters ^nns+nom+++=letters
and ^cc++++=and
exhortations ^nns+nom+++=exhortations
to ^in++++=to
the ^ati++++=the
Tzar ^np+++??+=Tzar--they
-- ^--+clp+++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
were ^vbd+bed+vrb++=were
unnoticed ^jj+pred+++=unnoticed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
unhappy ^jj+atrb+++=unhappy
citizens ^nns++++=citizens
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
Archbishop ^nn++++=Archbishop,
, ^zz++++=EXTRAWORD
entreating ^jj+++xvbg+=entreating
him ^pp3o+pp3+++=him
to ^in++++=to
intercede ^nn+++??+=intercede
for ^in++++=for
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
them ^pp3o+pp3+++=them
his ^pp$+pp3+++=his
promise ^nn++++=promise
that ^tht+ncmp+obj++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
spare ^vb++++=spare
his ^pp$+pp3+++=his
own ^ap++++=own
blood ^nn++++=blood
to ^to++++=to
save ^vbi++++=save
theirs ^pp$$++++=theirs.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Feeleep ^np+++??+=Feeleep
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
celebrate ^nn+nom+++=celebrate
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Communion ^nn++++=Communion,
, ^zz++++=EXTRAWORD
Ivan ^np++++=Ivan
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
the ^ati++++=the
Cathedral ^nn+nom+++=Cathedral
with ^in++++=with
a ^at++++=a
troop ^nn++++=troop
of ^in++++=of
his ^pp$+pp3+++=his
satellites ^nns++++=satellites,
, ^zz++++=EXTRAWORD
like ^in++++=like
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
fantastically ^rb++++=fantastically
dressed ^vbd+++xvbn+=dressed
in ^in++++=in
black ^jj+atrb+++=black
cassocks ^nns+++??+=cassocks
and ^cc++++=and
high ^jj+atrb+++=high
caps ^nns++++=caps.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
towards ^in++++=towards
the ^ati++++=the
Metropolitan ^jj++++=Metropolitan,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Feeleep ^np+++??+=Feeleep
kept ^vbd+++xvbn+=kept
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
fixed ^vbd+++xvbn+=fixed
on ^in++++=on
the ^ati++++=the
picture ^nn++++=picture
of ^in++++=of
our ^pp$+pp1+++=our
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Someone ^pn++++=Someone
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Holy
holy ^jj+atrb+++=EXTRAWORD
Father ^nn++++=Father,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
is ^vbz+bez+vrb++=is
the ^ati++++=the
prince ^nn++++=prince;
; ^zz++++=EXTRAWORD
give ^vb++++=give
him ^pp3o+pp3+++=him
your ^pp$+pp2+++=your
blessing ^nn++++=blessing.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='No,'
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Archbishop ^nn++++=Archbishop,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
not ^xnot++not++=not
the ^ati++++=the
Tzar ^np+++??+=Tzar
in ^in++++=in
this ^dt+dem+++=this
strange ^jj++++=strange
disguise ^vb++++=disguise--still
-- ^--+clp+++=EXTRAWORD
still ^rb++++=EXTRAWORD
less ^ql++++=less
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
him ^pp3o+pp3+++=him
in ^in++++=in
his ^pp$+pp3+++=his
government ^nn+nom+++=government.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Prince ^npt++++=Prince!
! ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
here ^rn+pl+splt++=here
offering ^vbg+++xvbgx+=offering
sacrifice ^nn++++=sacrifice
to ^in++++=to
the ^ati++++=the
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
the ^ati++++=the
altar ^nn++++=altar
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
guiltless ^jj+atrb+++=guiltless
Christians ^nn++++=Christians
is ^vbz+bez+aux++=is
flowing ^vbg+++xvbgx+=flowing
in ^in++++=in
torrents. ^nn+++??+=torrents...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
indeed ^qlp++++=indeed
on ^rp++++=on
the ^ati++++=the
throne ^nn++++=throne,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
One ^cd1++++=One
above ^jjb++++=above
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
Judge ^nn++++=Judge
and ^cc++++=and
yours ^pp$$++++=yours.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
shall ^md+prd+++=shall
you ^pp2+pp2+++=you
appear ^vb+seem+++=appear
before ^in++++=before
his ^pp$+pp3+++=his
Judgment ^nn+nom+++=Judgment
Seat? ^np+++??+=Seat?--stained
-- ^--+clp+++=EXTRAWORD
stained ^j+++xvbn+=EXTRAWORD
with ^in++++=with
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
the ^ati++++=the
righteous ^jj++++=righteous,
, ^zz++++=EXTRAWORD
stunned ^j+++xvbn+=stunned
with ^in++++=with
their ^pp$+pp3+++=their
shrieks ^nns++++=shrieks,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
stones ^nns++++=stones
beneath ^in+pl+++=beneath
your ^pp$+pp2+++=your
feet ^nns++++=feet
cry ^vb++++=cry
out ^rb+phrv+++=out
for ^in+ppvb+++=for
vengeance ^nn+nom+++=vengeance
to ^in++++=to
Heaven ^nn++++=Heaven.
. ^zz++++=EXTRAWORD
Prince ^npt++++=Prince,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
speak ^vb++++=speak
as ^ql++++=as
shepherd ^np++++=shepherd
of ^in++++=of
souls ^nns++++=souls;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fear ^vb++++=fear
God ^np++++=God
alone ^rb++++=alone.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
Archbishop ^nn++++=Archbishop
was ^vbd+bedz+vrb++=was
within ^in++++=within
the ^ati++++=the
golden ^jj+atrb+++=golden
gates ^nns++++=gates,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
Russian ^jj+atrb+++=Russian
churches ^nns++++=churches,
, ^zz++++=EXTRAWORD
close ^jj++++=close
in ^in++++=in
the ^ati++++=the
sanctuary ^nn+nom+++=sanctuary
or ^cc++++=or
chancel ^nn++++=chancel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
are ^vb+ber+aux++=are
only ^ap+down+++=only
entered ^vpsv++by+xvbn+=entered
by ^in++++=by
the ^ati++++=the
clergy ^nn++++=clergy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
thus ^rb+cnj+++=thus
out ^rp+pl+++=out
of ^in++++=of
reach ^nn++++=reach
of ^in++++=of
the ^ati++++=the
cruel ^jj+atrb+++=cruel
iron ^nn++++=iron-tipped
- ^zz++++=EXTRAWORD
tipped ^vbd+++xvbn+=EXTRAWORD
staff ^nn++++=staff,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
Tzar ^np+++??+=Tzar
could ^md+pos+++=could
only ^rb+down+++=only
strike ^nn++++=strike
furiously ^rb++++=furiously
on ^in++++=on
the ^ati++++=the
pavement ^nn+nom+++=pavement,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
' ^zz++++='Rash
rash ^nn++++=EXTRAWORD
monk ^nn++++=monk,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
spared ^vprf+++xvbnx+=spared
you ^pp2+pp2+++=you
too ^ql++++=too
long ^rb++++=long.
. ^zz++++=EXTRAWORD
Henceforth ^rb++++=Henceforth
I ^pp1a+pp1+++=I
will ^md+prd+++=will
be ^vb+be+vrb++=be
to ^to++++=to
you ^pp2+pp2+++=you
such ^abl++++=such
as ^ql++++=as
you ^pp2+pp2+++=you
describe ^vb++++=describe.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
murders ^nns+nom+++=murders
went ^vbd+++xvbn+=went
on ^in++++=on
in ^in++++=in
their ^pp$+pp3+++=their
full ^jj+atrb+++=full
horrors ^nns++++=horrors;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
threat ^nn++++=threat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Archbishop ^npt++++=Archbishop
remained ^vbd+++xvbn+=remained
unmolested ^jj++++=unmolested,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
broken ^vbd+++xvbn+=broken-hearted
- ^zz++++=EXTRAWORD
hearted ^jj++++=EXTRAWORD
at ^in++++=at
the ^ati++++=the
cruelties ^nns++++=cruelties
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
resolute ^jj+atrb+++=resolute
witness ^nns+nom+++=witness
became ^vbd+++xvbn+=became
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
tyrant ^nn++++=tyrant
would ^md+prd+++=would
endure ^vb++++=endure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
messengers ^nns+nom+++=messengers
were ^vbd+bed+aux++=were
secretly ^rb++splt++=secretly
sent ^vpsv++agls+xvbnx+=sent
to ^in++++=to
the ^ati++++=the
island ^nn++++=island
of ^in++++=of
Solovsky ^np+++??+=Solovsky,
, ^zz++++=EXTRAWORD
to ^in++++=to
endeavor ^vb++++=endeavor
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
some ^dti++++=some
accusation ^nn+nom+++=accusation
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
tampered ^vbd+++xvbnx+=tampered
with ^in+ppvb+++=with
all ^abn++++=all
the ^ati++++=the
monks ^nns++++=monks
in ^in++++=in
the ^ati++++=the
convent ^nn++++=convent,
, ^zz++++=EXTRAWORD
to ^to++++=to
induce ^vbi++++=induce
them ^pp3o+pp3+++=them
to ^to++++=to
find ^vbi+vprv+++=find
some ^dti++++=some
fault ^nn++++=fault
in ^in++++=in
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
each ^dt++++=each
answered ^vb+++xvbn+=answered
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
saint ^nn++++=saint
in ^in++++=in
every ^at++++=every
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
word ^nn++++=word,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
deed ^nn++++=deed;
; ^zz++++=EXTRAWORD
until ^in++++=until
at ^rb++++=at
last ^rb"++++=last
Payssi ^np+++??+=Payssi,
, ^zz++++=EXTRAWORD
the ^ati++++=the
prior ^jj++++=prior
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
succeeded ^vprf+++xvbnx+=succeeded
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
induced ^vpsv++agls+xvbnx+=induced,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
hope ^nn++++=hope
of ^in++++=of
a ^at++++=a
bishopric ^nn++++=bishopric,
, ^zz++++=EXTRAWORD
to ^to++++=to
bear ^vbi+vprv+++=bear
false ^jj+atrb+++=false
witness ^nns+nom+++=witness
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
cited ^vpsv++agls+xvbnx+=cited
before ^in++++=before
an ^at++++=an
assembly ^nn++++=assembly
of ^in++++=of
bishops ^nns++++=bishops
and ^cc++++=and
boyards ^nns+++??+=boyards,
, ^zz++++=EXTRAWORD
presided ^j+++xvbn+=presided
over ^in++++=over
by ^in++++=by
the ^ati++++=the
Tzar ^np+++??+=Tzar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
patiently ^rb++++=patiently
listened ^vbd+++xvbn+=listened
to ^in++++=to
the ^ati++++=the
monstrous ^jj+atrb+++=monstrous
stories ^nns++++=stories
told ^vwbn+vpub++xvbn+=told
by ^in++++=by
Payssi ^np+++??+=Payssi.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
of ^in++++=of
defending ^xvbg+++xvbg+=defending
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
simply ^rb++++=simply
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='This
this ^dt+dem+++=EXTRAWORD
seed ^nn++++=seed
will ^md+prd+++=will
not ^xnot++not++=not
bring ^vb++++=bring
you ^pp2+pp2+++=you
a ^at++++=a
good ^jj+atrb+++=good
harvest ^nn++++=harvest;'
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and,
, ^zz++++=EXTRAWORD
addressing ^vbg+++xvbg+=addressing
himself ^ppl+pp3+++=himself
to ^in++++=to
the ^ati++++=the
Tzar ^np+++??+=Tzar,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Prince,
prince ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
mistaken ^vpsv++agls+xvbnx+=mistaken
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
fear ^vb++++=fear
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
attained ^vprf+++xvbn+=attained
an ^at++++=an
advanced ^jj+atrb++xvbn+=advanced
age ^nn++++=age,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
from ^rb"++++=from
stormy ^jj+atrb+++=stormy
passions ^nns++++=passions
and ^cc++++=and
worldly ^jj+atrb+++=worldly
intrigues ^nns++++=intrigues,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
only ^rb+down+++=only
desire ^nn++++=desire
to ^to+ncmp+++=to
return ^vbi++++=return
my ^pp$+pp1+++=my
soul ^nn++++=soul
to ^in++++=to
the ^ati++++=the
Most ^ql+emph+++=Most
High ^np++++=High,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Sovereign ^nn++++=Sovereign
Master ^nn++++=Master
and ^cc++++=and
yours ^pp$$++++=yours.
. ^zz++++=EXTRAWORD
Better ^jjr++++=Better
to ^to+jcmp+++=to
perish ^vbi++++=perish
an ^at++++=an
innocent ^jj+atrb+++=innocent
martyr ^nn++++=martyr,
, ^zz++++=EXTRAWORD
than ^in++++=than
as ^ql++++=as
Metropolitan ^nn+nom+++=Metropolitan
to ^to++++=to
look ^vbi++++=look
on ^in++++=on
at ^rb++++=at
the ^ati++++=the
horrors ^nns++++=horrors
and ^cc++++=and
impieties ^nns+++??+=impieties
of ^in++++=of
these ^dt+dem+++=these
wretched ^jj+atrb+++=wretched
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
what ^wdt+who+++=what
you ^pp2+pp2+++=you
will ^md+prd+++=will
with ^in++++=with
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
are ^vb+ber+vrb++=are
the ^ati++++=the
pastoral ^jj+atrb+++=pastoral
staff ^nn++++=staff,
, ^zz++++=EXTRAWORD
the ^ati++++=the
white ^jj+atrb+++=white
mitre ^nn++++=mitre,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
mantle ^nn++++=mantle
with ^in++++=with
which ^whp+rel+pied++=which
you ^pp2+pp2+++=you
invested ^vbd+++xvbn+=invested
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
bishops ^npt++++=bishops,
, ^zz++++=EXTRAWORD
archimandrites ^nns++++=archimandrites,
, ^zz++++=EXTRAWORD
abbots ^nns+++??+=abbots,
, ^zz++++=EXTRAWORD
servants ^nns+nom+++=servants
of ^in++++=of
the ^ati++++=the
altar ^nn++++=altar,
, ^zz++++=EXTRAWORD
feed ^nn++++=feed
the ^ati++++=the
flock ^nn++++=flock
of ^in++++=of
Christ ^np++++=Christ
zealously ^rb+cnj+++=zealously,
, ^zz++++=EXTRAWORD
as ^ql++++=as
preparing ^vb+++xvbg+=preparing
to ^to+vcmp+++=to
give ^vbi++++=give
an ^at++++=an
account ^nn++++=account
thereof ^rb+cnj+++=thereof,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fear ^nn++++=fear
the ^ati++++=the
Judge ^nn++++=Judge
of ^in++++=of
Heaven ^nn++++=Heaven
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
earthly ^jj+atrb+++=earthly
judge ^nn++++=judge.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
departing ^vbg+++xvbgx+=departing,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
Tzar ^np+++??+=Tzar
recalled ^vwbn+vprv++xvbn+=recalled
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+vrb++=be
his ^pp$+pp3+++=his
own ^ap++++=own
judge ^nn++++=judge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
must ^md+nec+++=must
await ^vb++++=await
his ^pp$+pp3+++=his
sentence ^nn+nom+++=sentence.
. ^zz++++=EXTRAWORD
In ^in++++=In
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
worse ^jjr+atrb+++=worse
indignities ^nns+nom+++=indignities
were ^vbd+bed+aux++=were
preparing ^vbg+++xvbgx+=preparing
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
the ^ati++++=the
Liturgy ^nn++++=Liturgy
on ^in++++=on
the ^ati++++=the
8 ^zz++++=8
th ^zz++++=th
of ^in++++=of
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Greek ^jj+atrb+++=Greek
Michaelmas ^np+++??+=Michaelmas,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
boyard ^nn+++??+=boyard
came ^vbd+++xvbn+=came
in ^in++++=in
with ^in++++=with
a ^at++++=a
troop ^nn++++=troop
of ^in++++=of
armed ^xvbn+++xvbn+=armed
Oprichniks ^np+++??+=Oprichniks,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
overawed ^vbd+++xvbn+=overawed
the ^ati++++=the
people ^nn++++=people,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
boyard ^nn++++=boyard
read ^vbd+vprv++xvbn+=read
a ^at++++=a
paper ^nn++++=paper
degrading ^vwbg+++xvbg+=degrading
the ^ati++++=the
Metropolitan ^nn++++=Metropolitan
from ^in++++=from
his ^pp$+pp3+++=his
sacred ^jj+atrb+++=sacred
office ^nn++++=office;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
ruffians ^nns++++=ruffians,
, ^zz++++=EXTRAWORD
entering ^vbg+++xvbg+=entering
through ^in++++=through
the ^ati++++=the
golden ^jj+atrb+++=golden
gates ^nns++++=gates
tore ^vbd+++xvbn+=tore
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
mitre ^nn++++=mitre
and ^cc++++=and
robes ^nns++++=robes,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
mean ^jj+atrb+++=mean
gown ^nn++++=gown,
, ^zz++++=EXTRAWORD
absolutely ^rb+amp+++=absolutely
swept ^vbd+++xvbn+=swept
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
church ^nn++++=church
with ^in++++=with
brooms ^nns++++=brooms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
sledge ^nn+++??+=sledge
to ^in++++=to
the ^ati++++=the
Convent ^nn++++=Convent
of ^in++++=of
the ^ati++++=the
Epiphany ^np+++??+=Epiphany.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nn++++=people
ran ^vbd+++xvbn+=ran
after ^in++++=after
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
weeping ^nn++++=weeping
bitterly ^rb+cnj+++=bitterly,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
venerable ^jj+atrb+++=venerable
old ^jj+atrb+++=old
man ^nn++++=man
blessed ^vbd+++xvbn+=blessed
them ^pp3o+pp3+++=them
with ^in++++=with
uplifted ^jj+atrb+++=uplifted
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
whenever ^nn+nom+++=whenever
he ^pp3a+pp3+++=he
could ^md+pos+++=could
be ^vb+be+aux++=be
heard ^vpsv++agls+xvbnx+=heard,
, ^zz++++=EXTRAWORD
repeated ^j+++xvbn+=repeated
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
injunction ^nn+nom+++=injunction,
, ^zz++++=EXTRAWORD
' ^zz++++='Pray,
pray ^vb+vsua+++=EXTRAWORD
, ^zz++++=EXTRAWORD
pray ^vb+vsua+++=pray
to ^in++++=to
God ^np++++=God.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
again ^rb+tm+++=again
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
led ^vpsv++agls+xvbnx+=led
before ^in++++=before
the ^ati++++=the
Emperor ^nn++++=Emperor,
, ^zz++++=EXTRAWORD
to ^to++++=to
hear ^vbi+vprv+++=hear
the ^ati++++=the
monstrous ^jj+atrb+++=monstrous
sentence ^nn+nom+++=sentence
that ^tht+rel+++=that
for ^in++++=for
sorcery ^nn+nom+++=sorcery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
other ^ap++++=other
heavy ^jj+atrb+++=heavy
charges ^nns++++=charges,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
imprisoned ^vpsv++agls+xvbnx+=imprisoned
for ^in++++=for
life ^nn++++=life.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub++xvbnx+=said
no ^at++++=no
reproachful ^jj+atrb+++=reproachful
word ^nn++++=word,
, ^zz++++=EXTRAWORD
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
besought ^vprf+++xvbn+=besought
the ^ati++++=the
Tzar ^np+++??+=Tzar
to ^in++++=to
have ^vbi++vrb++=have
pity ^nn++++=pity
on ^in++++=on
Russia ^np++++=Russia,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
remember ^nn+nom+++=remember
how ^wrb+who+++=how
his ^pp$+pp3+++=his
ancestors ^nns++++=ancestors
had ^vbd+hvd+aux++=had
reigned ^vprf+++xvbnx+=reigned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
happy ^jj+atrb+++=happy
days ^nns++++=days
of ^in++++=of
his ^pp$+pp3+++=his
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
Ivan ^np++++=Ivan
only ^ap+down+++=only
commanded ^jj+++xvbn+=commanded
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
to ^to++++=to
take ^vbi++++=take
him ^pp3o+pp3+++=him
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
heavily ^rb++splt++=heavily
ironed ^vpsv++agls+xvbnx+=ironed,
, ^zz++++=EXTRAWORD
