Peg ^nn++++=Peg
convexity ^nn+nom+++=convexity.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
loud ^jj+atrb+++=loud,
, ^zz++++=EXTRAWORD
sudden ^jj+atrb+++=sudden
thump ^nn++++=thump,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
made ^vprf+++xvbn+=made
the ^ati++++=the
heavy ^jj+atrb+++=heavy
candlestick ^nn+++??+=candlestick
jump ^vb++++=jump,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
end ^nn++++=end,
, ^zz++++=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
did ^vbd+dod+aux++=did
not ^xnot++not++=not
get ^vb++++=get
again ^rb+tm+++=again
into ^in++++=into
a ^at++++=a
doze ^nn++++=doze
for ^in++++=for
ten ^cd++++=ten
minutes ^nns++++=minutes
at ^rb++++=at
least ^rb"++++=least.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
time ^nn++++=time
he ^pp3a+pp3+++=he
awoke ^vbd+++xvbnx+=awoke,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
in ^cs+sub+++=in
that ^cs"++++=that
odd ^jj+atrb+++=odd,
, ^zz++++=EXTRAWORD
serene ^jj+atrb+++=serene
way ^nn++++=way
that ^tht+rel+subj++=that
sometimes ^rb++++=sometimes
occurs ^vbz++++=occurs.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
open ^vb++++=open
our ^pp$+pp1+++=our
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
know ^vb+vprv+++=know
not ^xnot++not++=not
why ^wrb+who+++=why,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
placidly ^rb+cnj+++=placidly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
are ^vb+ber+vrb++=are
on ^in++++=on
the ^ati++++=the
instant ^jj++++=instant
wide ^jj++++=wide
awake ^jj++++=awake.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
a ^at++++=a
nap ^nn++++=nap
of ^in++++=of
some ^dti++++=some
duration ^nn+nom+++=duration
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
candle ^nn++++=candle-flame
- ^zz++++=EXTRAWORD
flame ^nn++++=EXTRAWORD
was ^vbd+bedz+aux++=was
fluttering ^vbg+++xvbgx+=fluttering
and ^cc++++=and
flaring ^jj++++=flaring,
, ^zz++++=EXTRAWORD
in ^in++++=in
articulo ^nn+++??+=articulo,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
silver ^nn++++=silver
socket ^nn++++=socket.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
fire ^nn++++=fire
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
bright ^jj+pred+++=bright
and ^cc+phrs+++=and
cheery ^jj++++=cheery;
; ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
popped ^vbd+++xvbnx+=popped
the ^ati++++=the
extinguisher ^nn+nom+++=extinguisher
on ^in++++=on
the ^ati++++=the
socket ^nn++++=socket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
almost ^rb+hdg+++=almost
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
tap ^nn++++=tap
at ^in++++=at
his ^pp$+pp3+++=his
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
crescendo ^np++++=crescendo
" ^zz++++="hush-sh-sh!"
hush ^vb++++=EXTRAWORD
- ^zz++++=EXTRAWORD
sh ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
sh ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^ql++++=more
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
up ^rp++++=up,
, ^zz++++=EXTRAWORD
scared ^j+++xvbn+=scared
and ^cc+phrs+++=and
perturbed ^jj+++xvbn+=perturbed,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
recollected ^vbd+++xvbnx+=recollected,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
bolted ^vprf+++xvbnx+=bolted
his ^pp$+pp3+++=his
door ^nn++++=door;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
such ^abl++++=such
inveterate ^jj+atrb+++=inveterate
materialists ^nns+nom+++=materialists
are ^vb+ber+vrb++=are
we ^pp1a+pp1+++=we
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
our ^pp$+pp1+++=our
spiritualism ^nn+nom+++=spiritualism,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
this ^dt+dem+++=this
reassured ^jj+++xvbn+=reassured
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
breathed ^vbd+++xvbnx+=breathed
a ^at++++=a
deep ^jj+atrb+++=deep
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
grow ^vbi++++=grow
tranquil ^jj++++=tranquil.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
after ^in++++=after
a ^at++++=a
rest ^nn++++=rest
of ^in++++=of
a ^at++++=a
minute ^nn++++=minute
or ^cc++++=or
two ^cd++++=two,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
louder ^jjr++++=louder
and ^cc+phrs+++=and
sharper ^jjr++++=sharper
knock ^vb++++=knock
at ^rb++++=at
his ^pp$+pp3+++=his
door ^nn++++=door;
; ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
instinctively ^rb++++=instinctively
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
" ^zz++++="Who's
who ^whp+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
loud ^jj++++=loud,
, ^zz++++=EXTRAWORD
stern ^jj++++=stern
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
sort ^nn++++=sort
of ^in++++=of
response ^nn++++=response,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nervous ^jj+atrb+++=nervous
effect ^nn++++=effect
of ^in++++=of
the ^ati++++=the
start ^nn++++=start
subsided ^vprf+++xvbn+=subsided;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
must ^md+nec+++=must
have ^vb+hv+aux++=have
remembered ^vprf+++xvbnx+=remembered
how ^wrb+who+whcl++=how
constantly ^rb+cnj+++=constantly,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
on ^in++++=on
a ^at++++=a
stormy ^jj+atrb+++=stormy
night ^nn++++=night,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
creaks ^nns+++??+=creaks
or ^cc++++=or
cracks ^nns++++=cracks
which ^whp+rel+subj++=which
simulate ^nn+nom+++=simulate
all ^abn++++=all
manner ^nn++++=manner
of ^in++++=of
goblin ^nn+++??+=goblin
noises ^nns++++=noises,
, ^zz++++=EXTRAWORD
make ^vb++++=make
themselves ^ppls+pp3+++=themselves
naturally ^rb++++=naturally
audible ^jj++++=audible.
. ^zz++++=EXTRAWORD
Chapter ^nn++++=CHAPTER
Vi ^np+++??+=VI
The ^ati++++=The
Extinguisher ^nn+nom+++=Extinguisher
Is ^vbz+bez+aux++=Is
Lifted ^vpsv++agls+xvbnx+=Lifted
After ^in++++=After
a ^at++++=a
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
down ^rb+phrv+++=down
with ^in++++=with
his ^pp$+pp3+++=his
back ^rp++++=back
turned ^vprf+++xvbn+=turned
toward ^in++++=toward
that ^dt+dem+++=that
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed
at ^in++++=at
which ^whp+rel+pied++=which
was ^vbd+bedz+vrb++=was
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
face ^nn++++=face
toward ^in++++=toward
the ^ati++++=the
table ^nn++++=table
on ^in++++=on
which ^whp+rel+pied++=which
stood ^vbd+++xvbn+=stood
the ^ati++++=the
massive ^jj+atrb+++=massive
old ^jj+atrb+++=old
candlestick ^nn+++??+=candlestick,
, ^zz++++=EXTRAWORD
capped ^j+++xvbn+=capped
with ^in++++=with
its ^pp$+it+++=its
extinguisher ^nn+nom+++=extinguisher,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^cs+sub+++=in
that ^cs"++++=that
position ^nn+nom+++=position
he ^pp3a+pp3+++=he
closed ^vbd+++xvbnx+=closed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
sleep ^nn++++=sleep
would ^md+prd+++=would
not ^xnot++not++=not
revisit ^vb++++=revisit
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
All ^abn++++=All
kinds ^nns++++=kinds
of ^in++++=of
queer ^jj+atrb+++=queer
fancies ^nns++++=fancies
began ^vbd+++xvbn+=began
to ^to++++=to
trouble ^vbi++++=trouble
him ^pp3o+pp3+++=him--some
-- ^--+clp+++=EXTRAWORD
some ^dti++++=EXTRAWORD
of ^in++++=of
them ^pp3o+pp3+++=them
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
point ^nn++++=point
of ^in++++=of
a ^at++++=a
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
averred ^vbd+++xvbnx+=averred,
, ^zz++++=EXTRAWORD
pressed ^j+++xvbn+=pressed
most ^ql+emph+++=most
distinctly ^rb++++=distinctly
on ^in++++=on
the ^ati++++=the
tip ^nn++++=tip
of ^in++++=of
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
toe ^nn++++=toe,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
living ^jj+atrb++xvbg+=living
hand ^nn++++=hand
were ^vbd+bed+vrb++=were
between ^in++++=between
his ^pp$+pp3+++=his
sheets ^nns++++=sheets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
making ^vbg+++xvbg+=making
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
signal ^nn++++=signal
of ^in++++=of
attention ^nn+nom+++=attention
or ^cc++++=or
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
again ^rb+tm+++=again
he ^pp3a+pp3+++=he
felt ^vbd+vprv+tht0+xvbnx+=felt
something ^pn++++=something
as ^in++++=as
large ^nn++++=large
as ^in++++=as
a ^at++++=a
rat ^nn++++=rat
make ^vb++++=make
a ^at++++=a
sudden ^jj+atrb+++=sudden
bounce ^nn++++=bounce
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
his ^pp$+pp3+++=his
bolster ^nn+nom+++=bolster,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
under ^in++++=under
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
voice ^nn++++=voice
said ^vbd+vpub++xvbn+=said
" ^zz++++="Oh!"
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
very ^ql+amp+++=very
gently ^rb+cnj+++=gently,
, ^zz++++=EXTRAWORD
close ^jj++++=close
at ^rb++++=at
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
All ^abn++++=All
these ^dt+dem+++=these
things ^nns++++=things
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
certain ^jj++++=certain
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
investigation ^nn+nom+++=investigation
led ^vbd+++xvbn+=led
to ^in++++=to
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
odd ^jj++++=odd
little ^ap++++=little
cramps ^nns+++??+=cramps
stealing ^vwbg+++xvbg+=stealing
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
about ^rb++++=about
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
sudden ^jj++++=sudden,
, ^zz++++=EXTRAWORD
the ^ati++++=the
middle ^jjb+atrb+++=middle
finger ^nn++++=finger
of ^in++++=of
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
hand ^nn++++=hand
was ^vbd+bedz+aux++=was
plucked ^vpsv++agls+xvbnx+=plucked
backwards ^rb+cnj+++=backwards,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
light ^nn++++=light
playful ^jj++++=playful
jerk ^vb++++=jerk
that ^cs+sub+++=that
frightened ^jj+++xvbn+=frightened
him ^pp3o+pp3+++=him
awfully ^ql++++=awfully.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
the ^ati++++=the
storm ^nn++++=storm
kept ^vbd+++xvbn+=kept
singing ^vbg+++xvbg+=singing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
howling ^nvbg+++xvbg+=howling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ha ^uh++++=ha-ha-hooing
- ^zz++++=EXTRAWORD
ha ^uh++++=EXTRAWORD
- ^zz++++=EXTRAWORD
hooing ^jj+++xvbg+=EXTRAWORD
hoarsely ^rb++++=hoarsely
among ^in++++=among
the ^ati++++=the
limbs ^nns++++=limbs
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
trees ^nns++++=trees
and ^cc++++=and
the ^ati++++=the
chimney ^nn++++=chimney-pots;
- ^zz++++=EXTRAWORD
pots ^nns++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
Uncle ^nn++++=Uncle
Watson ^np++++=Watson,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
he ^pp3a+pp3+++=he
prayed ^vbd+vsua++xvbnx+=prayed
and ^cc+phrs+++=and
meditated ^vbd+++xvbn+=meditated
as ^ql++++=as
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
wont ^nn++++=wont
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
awake ^jj++++=awake,
, ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
his ^pp$+pp3+++=his
heart ^nn++++=heart
throb ^nn++++=throb
excitedly ^rb+cnj+++=excitedly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
thought ^nn+++xvbn+=thought
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
beset ^vpsv++agls+xvbnx+=beset
with ^in++++=with
evil ^jj+atrb+++=evil
spirits ^nns++++=spirits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
others ^aps++++=others
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
early ^jj+atrb+++=early
stage ^nn++++=stage
of ^in++++=of
a ^at++++=a
fever ^nn++++=fever.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
resolutely ^rb++++=resolutely
kept ^vbd+++xvbn+=kept
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
like ^in++++=like
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Paul ^np++++=Paul's
's ^$++++=EXTRAWORD
shipwrecked ^jj+atrb+++=shipwrecked
companions ^nns++++=companions,
, ^zz++++=EXTRAWORD
wished ^j+++xvbn+=wished
for ^in++++=for
the ^ati++++=the
day ^nn++++=day.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
another ^dt++++=another
little ^ap++++=little
doze ^nn++++=doze
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
have ^vbi++++=have
stolen ^vprf+++xvbn+=stolen
upon ^in++++=upon
his ^pp$+pp3+++=his
senses ^nns++++=senses,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
awoke ^vbd+++xvbnx+=awoke
quietly ^rb++++=quietly
and ^cc+phrs+++=and
completely ^rb+amp+++=completely
as ^in++++=as
before ^in+strn+++=before--opening
-- ^--+clp+++=EXTRAWORD
opening ^nvbg+++xvbg+=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
all ^rb++++=all
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seeing ^vbg+vprv+tht0+xvbg+=seeing
everything ^pn++++=everything
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
slept ^vprf+++xvbn+=slept
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
blazing ^jj++++=blazing
redly ^jj++++=redly--nothing
-- ^--+clp+++=EXTRAWORD
nothing ^pn++++=EXTRAWORD
uncertain ^jj++++=uncertain
in ^in++++=in
the ^ati++++=the
light ^nn++++=light--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
massive ^jj+atrb+++=massive
silver ^nn++++=silver
candlestick ^nn+++??+=candlestick,
, ^zz++++=EXTRAWORD
topped ^j+++xvbn+=topped
with ^in++++=with
its ^pp$+it+++=its
tall ^jj+atrb+++=tall
extinguisher ^nn+nom+++=extinguisher,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
on ^in++++=on
the ^ati++++=the
centre ^nn++++=centre
of ^in++++=of
the ^ati++++=the
black ^jj+atrb+++=black
mahogany ^nn++++=mahogany
table ^nn++++=table
as ^in++++=as
before ^in++++=before;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
by ^in++++=by
what ^wdt+who+++=what
seemed ^vbd+seem++xvbn+=seemed
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
accident ^nn++++=accident
to ^in++++=to
the ^ati++++=the
apex ^nn++++=apex
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
beheld ^nn+++??+=beheld
something ^pn++++=something
which ^whp+who+++=which
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
quite ^rb++++=quite
misdoubt ^nn+++??+=misdoubt
the ^ati++++=the
evidence ^nn+nom+++=evidence
of ^in++++=of
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv+tht0+xvbnx+=saw
the ^ati++++=the
extinguisher ^nn+nom+++=extinguisher
lifted ^vwbn+++xvbn+=lifted
by ^in++++=by
a ^at++++=a
tiny ^jj+atrb+++=tiny
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
from ^in++++=from
beneath ^in+strn+++=beneath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^jj+atrb+++=small
human ^jj+atrb+++=human
face ^nn++++=face,
, ^zz++++=EXTRAWORD
no ^at++++=no
bigger ^nn++++=bigger
than ^in++++=than
a ^at++++=a
thumb ^nn++++=thumb-nail,
- ^zz++++=EXTRAWORD
nail ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
nicely ^rb++++=nicely
proportioned ^vbd+++xvbn+=proportioned
features ^nns++++=features,
, ^zz++++=EXTRAWORD
peep ^nn++++=peep
from ^in++++=from
beneath ^in+pl+++=beneath
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
Lilliputian ^np+++??+=Lilliputian
countenance ^nn+nom+++=countenance
was ^vbd+bedz+vrb++=was
such ^abl++++=such
a ^at++++=a
ghastly ^jj+atrb+++=ghastly
consternation ^nn+nom+++=consternation
as ^cs+sub+++=as
horrified ^vbd+++xvbn+=horrified
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
unspeakably ^jj++++=unspeakably.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
came ^vbd+++xvbn+=came
a ^rb++++=a
little ^rb"++++=little
foot ^nn++++=foot
then ^rn+tm+++=then
and ^cc++++=and
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
wee ^jj+atrb+++=wee
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
in ^in++++=in
short ^jj+atrb+++=short
silk ^nn++++=silk
stockings ^nns++++=stockings
and ^cc++++=and
buckled ^vprf+++xvbn+=buckled
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
figure ^nn++++=figure;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
arms ^nns++++=arms
holding ^vwbg+vprv++xvbg+=holding
about ^in++++=about
the ^ati++++=the
socket ^nn++++=socket,
, ^zz++++=EXTRAWORD
the ^ati++++=the
little ^jj+atrb+++=little
legs ^nns++++=legs
stretched ^vwbn+++xvbn+=stretched
and ^cc+phrs+++=and
stretched ^vwbn+++xvbn+=stretched,
, ^zz++++=EXTRAWORD
hanging ^vbg+++xvbg+=hanging
about ^in++++=about
the ^ati++++=the
stem ^nn++++=stem
of ^in++++=of
the ^ati++++=the
candlestick ^nn+++??+=candlestick
till ^cs+sub+++=till
the ^ati++++=the
feet ^nns++++=feet
reached ^vbd+++xvbn+=reached
the ^ati++++=the
base ^nn++++=base,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
down ^rp++++=down
the ^ati++++=the
satyr ^nn+++??+=satyr-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
leg ^nn++++=leg
of ^in++++=of
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
they ^pp3a+pp3+++=they
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
extending ^vbg+++xvbg+=extending
elastically ^rb+cnj+++=elastically,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strangely ^rb++++=strangely
enlarging ^vbg+++xvbg+=enlarging
in ^in++++=in
all ^abn++++=all
proportions ^nns+nom+++=proportions
as ^ql++++=as
they ^pp3a+pp3+++=they
approached ^vbd+++xvbnx+=approached
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
feet ^nns++++=feet
and ^cc++++=and
buckles ^nns++++=buckles
were ^vbd+bed+vrb++=were
those ^dt+dem+++=those
of ^in++++=of
a ^at++++=a
well ^rb++++=well-shaped,
- ^zz++++=EXTRAWORD
shaped ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
full ^jj++++=full
grown ^vbd+++xvbn+=grown
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
figure ^nn++++=figure
tapering ^vwbg+++xvbg+=tapering
upward ^jjb++++=upward
until ^cs+sub+++=until
it ^pp3+it+++=it
dwindled ^vbd+++xvbn+=dwindled
to ^in++++=to
its ^pp$+it+++=its
original ^jj+atrb+++=original
fairy ^nn++++=fairy
dimensions ^nns++++=dimensions
at ^in++++=at
the ^ati++++=the
top ^jjb++++=top,
, ^zz++++=EXTRAWORD
like ^in++++=like
an ^at++++=an
object ^nn++++=object
seen ^vbd+vprv++xvbn+=seen
in ^in++++=in
some ^dti++++=some
strangely ^rb++++=strangely
curved ^jj+atrb+++=curved
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
Standing ^vbg+++xvbg+=Standing
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor
he ^pp3a+pp3+++=he
expanded ^vbd+++xvbnx+=expanded,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
amazed ^vbd+++xvbn+=amazed
uncle ^nn++++=uncle
could ^md+pos+++=could
not ^xnot++not++=not
tell ^vb++++=tell
how ^wrb+who+++=how,
, ^zz++++=EXTRAWORD
into ^in++++=into
his ^pp$+pp3+++=his
proper ^jj+atrb+++=proper
proportions ^nns+nom+++=proportions;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stood ^vbd+++xvbn+=stood
pretty ^rb++++=pretty
nearly ^rb+down+++=nearly
in ^in++++=in
profile ^nn++++=profile
at ^in++++=at
the ^ati++++=the
bedside ^nn++++=bedside,
, ^zz++++=EXTRAWORD
a ^at++++=a
handsome ^jj++++=handsome
and ^cc++++=and
elegantly ^rb++++=elegantly
shaped ^jj+atrb++xvbn+=shaped
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
bygone ^nn+++??+=bygone
military ^jj+atrb+++=military
costume ^nn++++=costume,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
small ^nn++++=small
laced ^vwbn+++xvbn+=laced,
, ^zz++++=EXTRAWORD
three ^cd++++=three-cocked
- ^zz++++=EXTRAWORD
cocked ^jj+atrb++xvbn+=EXTRAWORD
hat ^nn++++=hat
and ^cc++++=and
plume ^nn++++=plume
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
looking ^vbg+++xvbg+=looking
