After ^in++++=After
; ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
physician ^nn++++=physician's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
is ^vbz+bez+vrb++=is
always ^rb++++=always
oppressed ^jj+pred+++=oppressed
while ^cs+sub+++=while
the ^ati++++=the
issue ^nn++++=issue,
, ^zz++++=EXTRAWORD
of ^in++++=of
life ^nn++++=life
or ^cc++++=or
death ^nn++++=death
hangs ^vbz++++=hangs
upon ^in++++=upon
his ^pp$+pp3+++=his
power ^nn++++=power
to ^to+ncmp+++=to
subdue ^vbi++++=subdue
a ^at++++=a
disease ^nn++++=disease,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may
be ^vb+be+vrb++=be
too ^ql++++=too
deeply ^rb++++=deeply
seated ^jj+++xvbn+=seated
to ^to++++=to
yield ^vbi++++=yield
to ^in++++=to
the ^ati++++=the
influence ^nn+nom+++=influence
of ^in++++=of
medicine ^nn++++=medicine.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
oppressive ^jj+atrb+++=oppressive
sense ^nn++++=sense
of ^in++++=of
responsibility ^nn+nom+++=responsibility,
, ^zz++++=EXTRAWORD
the ^ati++++=the
care ^nn++++=care,
, ^zz++++=EXTRAWORD
the ^ati++++=the
anxiety ^nn++++=anxiety,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
to ^to++++=to
be ^vbi+vbi+aux++=be
renewed ^vpsv++agls+xvbnx+=renewed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
felt ^vpsv++agls+xvbn+=felt
with ^in++++=with
even ^rb++++=even
a ^at++++=a
keener ^jjr+atrb+++=keener
concern ^nn++++=concern.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
evening ^nn++++=evening
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
perceptible ^jj+atrb+++=perceptible
change ^nn++++=change,
, ^zz++++=EXTRAWORD
except ^in++++=except
a ^at++++=a
slight ^jj+atrb+++=slight
aggravation ^nn+nom+++=aggravation
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
symptoms ^nns++++=symptoms.
. ^zz++++=EXTRAWORD
The ^ati++++=The
medicine ^nn++++=medicine
had ^vbd+hvd+aux++=had
produced ^vprf+++xvbnx+=produced
no ^at++++=no
visible ^jj+atrb+++=visible
salutary ^jj+atrb+++=salutary
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
second ^od++++=second
day ^nn++++=day,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
exhibited ^vpsv++agls+xvbnx+=exhibited
little ^ap++++=little
alteration ^nn+nom+++=alteration,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
on ^in++++=on
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
the ^ati++++=the
third ^od++++=third
day ^nn++++=day,
, ^zz++++=EXTRAWORD
symptoms ^nns++++=symptoms
of ^in++++=of
a ^at++++=a
more ^rbr++++=more
decided ^jj+atrb++xvbn+=decided
character ^nn+nom+++=character
had ^vbd+hvd+aux++=had
supervened ^vprf+++xvbnx+=supervened--such
-- ^--+clp+++=EXTRAWORD
such ^abl++++=EXTRAWORD
as ^cs+sub+++=as
suffused ^jj+atrb++xvbn+=suffused
and ^cc+phrs+++=and
injected ^jj+atrb++xvbn+=injected
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
painful ^jj+atrb+++=painful
deglutition ^nn+nom+++=deglutition,
, ^zz++++=EXTRAWORD
an ^at++++=an
oppression ^nn++++=oppression
in ^in++++=in
the ^ati++++=the
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
accompanied ^j+++xvbn+=accompanied
with ^in++++=with
a ^at++++=a
short ^jj+atrb+++=short,
, ^zz++++=EXTRAWORD
dry ^jj+atrb+++=dry
cough ^nn++++=cough,
, ^zz++++=EXTRAWORD
pains ^nns++++=pains
in ^in++++=in
the ^ati++++=the
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
loins ^nns+++??+=loins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
extremities ^nns+nom+++=extremities;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
soreness ^nns+nom+++=soreness
throughout ^in++++=throughout
the ^ati++++=the
whole ^jj+atrb+++=whole
body ^nn++++=body.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
had ^vb+hv+aux++=had
not ^xnot++not++=not
escaped ^vprf+++xvbn+=escaped
the ^ati++++=the
father ^nn++++=father's
's ^$++++=EXTRAWORD
observation ^nn+nom+++=observation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
most ^ql+emph+++=most
painful ^jj+atrb+++=painful
anxiety ^nn++++=anxiety
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
watch ^vb++++=watch
the ^ati++++=the
countenance ^nn+nom+++=countenance
of ^in++++=of
the ^ati++++=the
physician ^nn++++=physician
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
case ^nn++++=case
in ^in++++=in
its ^pp$+it+++=its
new ^jj+atrb+++=new
presentation ^nn+nom+++=presentation.
. ^zz++++=EXTRAWORD
Much ^ap++++=Much
as ^ql++++=as
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
control ^vbi++++=control
the ^ati++++=the
expression ^nn++++=expression
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv+tht0+xvbnx+=found
it ^pp3+it+++=it
impossible ^jj++++=impossible.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
too ^ql++++=too
deeply ^rb++++=deeply
concerned ^jj+++xvbn+=concerned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
too ^ql++++=too
conscious ^jj++++=conscious
of ^in++++=of
the ^ati++++=the
frequent ^jj+atrb+++=frequent
impotence ^nn+nom+++=impotence
of ^in++++=of
medicine ^nn++++=medicine,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
administered ^xvbn+++xvbn+=administered
with ^in++++=with
the ^ati++++=the
most ^ql+emph+++=most
experienced ^jj+atrb++xvbn+=experienced
skill ^nn++++=skill.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
afternoon ^nn++++=afternoon
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
father ^nn++++=father,
, ^zz++++=EXTRAWORD
as ^ql++++=as
usual ^jj++++=usual,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
bedside ^nn++++=bedside.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
patient ^nn++++=patient
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
in ^in++++=in
a ^at++++=a
narcotic ^jj+atrb+++=narcotic
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
roused ^xvbn+++xvbn+=roused
from ^in++++=from
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
complained ^j+++xvbn+=complained
of ^in++++=of
much ^ap++++=much
giddiness ^nns+nom+++=giddiness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
sunk ^vprf+++xvbn+=sunk
down ^rp++++=down
again ^rb+tm+++=again
into ^in++++=into
a ^at++++=a
state ^nn++++=state
of ^in++++=of
torpor ^nn++++=torpor.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
of ^in++++=of
her ^pp$+pp3+++=her
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
father ^nn++++=father,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
hoarse ^jj+atrb+++=hoarse
whisper ^nn++++=whisper,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
physician ^nn++++=physician's
's ^vbz+bez+aux++0=EXTRAWORD
leaving ^vbg+++xvbgx+=leaving
the ^ati++++=the
chamber ^nn++++=chamber
of ^in++++=of
his ^pp$+pp3+++=his
patient ^nn++++=patient.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
form ^vb++++=form
any ^dti++++=any
correct ^jj+atrb+++=correct
idea ^nn++++=idea
respecting ^in++++=respecting
a ^at++++=a
case ^nn++++=case
like ^in++++=like
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
many ^ap++++=many
much ^ap++++=much
worse ^jjr++++=worse
recover ^vb++++=recover,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+vrb++=have
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
human ^jj+atrb+++=human
calculation ^nn+nom+++=calculation
will ^md+prd+++=will
go ^vb++++=go,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
daughter ^nn+nom+++=daughter
will ^md+prd+++=will
get ^vb++++=get
well ^jj+pred+++=well.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
fever ^nn++++=fever
is ^vbz+bez+vrb++=is
a ^at++++=a
tedious ^jj+atrb+++=tedious
one ^pn++++=one,
, ^zz++++=EXTRAWORD
usually ^rb+down+++=usually
defying ^jj+++xvbg+=defying
all ^abn++++=all
attempts ^nns++++=attempts
at ^rb++++=at
breaking ^vbg+++xvbg+=breaking
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
run ^vb+++xvbn+=run
its ^pp$+it+++=its
course ^nn++++=course,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
usually ^rb+down+++=usually
some ^dti++++=some
ten ^cd++++=ten
or ^cc++++=or
fifteen ^cd++++=fifteen
days ^nns++++=days.
. ^zz++++=EXTRAWORD
All ^abn++++=All
we ^pp1a+pp1+++=we
can ^md+pos+++=can
do ^vb+do+aux++=do
is ^vbz+bez+vrb++=is
to ^in++++=to
palliate ^nn+nom+++=palliate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
assist ^vb++++=assist
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
disease ^nn++++=disease
has ^vbz+hvz+aux++=has
abated ^vprf+++xvbnx+=abated
its ^pp$+it+++=its
violence ^nn+nom+++=violence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
necessary ^jj++++=necessary
to ^to+jcmp+++=to
trace ^vbi++++=trace
the ^ati++++=the
progress ^nns+nom+++=progress
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease
from ^in++++=from
day ^nn++++=day
to ^in++++=to
day ^nn++++=day,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
it ^pp3+it+++=it
reached ^vbd+++xvbn+=reached
its ^pp$+it+++=its
climax ^nn++++=climax.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
fever ^nn++++=fever
did ^vbd+dod+vrb++=did
break ^nn++++=break,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
soft ^jj+atrb+++=soft,
, ^zz++++=EXTRAWORD
gentle ^jj+atrb+++=gentle
moisture ^nn++++=moisture
penetrated ^vbd+++xvbn+=penetrated
the ^ati++++=the
skin ^nn++++=skin,
, ^zz++++=EXTRAWORD
the ^ati++++=the
patient ^nn++++=patient
had ^vb+hv+vrb++=had
but ^cc++++=but
a ^at++++=a
spark ^nn++++=spark
of ^in++++=of
life ^nn++++=life
remaining ^vwbg+++xvbg+=remaining.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
close ^nn++++=close
of ^in++++=of
the ^ati++++=the
fifteenth ^od++++=fifteenth
day ^nn++++=day,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
every ^at++++=every
symptom ^nn++++=symptom
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
convalescence ^nn+nom+++=convalescence
or ^cc++++=or
death ^nn++++=death
would ^md+prd+++=would
soon ^rb+tm+++=soon
ensue ^jj+++??+=ensue,
, ^zz++++=EXTRAWORD
no ^at++++=no
one ^cd1++++=one
but ^cc++++=but
a ^at++++=a
physician ^nn++++=physician
can ^md+pos+++=can
imagine ^vb+vprv+++=imagine
the ^ati++++=the
painful ^jj+atrb+++=painful,
, ^zz++++=EXTRAWORD
restless ^jj+atrb+++=restless
anxiety ^nn++++=anxiety,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
felt ^vpsv++by+xvbnx+=felt
by ^in++++=by
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
but ^cc++++=but
little ^jj+atrb+++=little
food ^nn++++=food,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slept ^vbd+++xvbn+=slept
hardly ^rb+down+++=hardly
any ^dti++++=any
during ^in++++=during
the ^ati++++=the
whole ^jj+atrb+++=whole
night ^nn++++=night,
, ^zz++++=EXTRAWORD
frequently ^rb++++=frequently
starting ^nvbg+++xvbg+=starting
from ^in++++=from
his ^pp$+pp3+++=his
brief ^jj+atrb+++=brief
periods ^nns++++=periods
of ^in++++=of
troubled ^jj+++xvbn+=troubled
slumber ^jjr++++=slumber,
, ^zz++++=EXTRAWORD
in ^rb++++=in
consequence ^nn+nom+++=consequence
of ^in++++=of
great ^jj+atrb+++=great
nervous ^jj+atrb+++=nervous
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
Early ^jj++++=Early
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
at ^rb++++=at
the ^ati++++=the
room ^nn++++=room
of ^in++++=of
his ^pp$+pp3+++=his
patient ^nn++++=patient,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
a ^at++++=a
first ^od++++=first
glance ^nn++++=glance
should ^md+nec+++=should
dash ^vb++++=dash
every ^at++++=every
hope ^vb++++=hope
to ^to+vcmp+++=to
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
entered ^vbd+++xvbnx+=entered
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perceived ^vbd+vprv++xvbn+=perceived
the ^ati++++=the
father ^nn++++=father
bending ^vwbg+++xvbg+=bending
over ^in++++=over
her ^pp$+pp3+++=her
with ^in++++=with
a ^at++++=a
pale ^jj+atrb+++=pale
anxious ^jj+atrb+++=anxious
face ^nn++++=face.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
asleep ^jj+pred+++=asleep.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
let ^vb+++xvbn+=let
it ^pp3+it+++=it
drop ^vb++++=drop
instantly ^rb+tm+++=instantly.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
matter ^nn++++=matter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
father ^nn++++=father
in ^in++++=in
an ^at++++=an
alarmed ^nn++++=alarmed
whisper ^vb+vpub+++=whisper,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
growing ^vwbg+++xvbg+=growing
paler ^jjr++++=paler.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
safe ^jj+pred+++=safe?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
responded ^vbd+++xvbn+=responded
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low
whisper ^nn++++=whisper,
, ^zz++++=EXTRAWORD
every ^at++++=every
pulse ^nn++++=pulse
thrilling ^jj++++=thrilling
with ^in++++=with
pleasant ^jj+atrb+++=pleasant
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
The ^ati++++=The
father ^npt++++=father
clasped ^vbd+++xvbn+=clasped
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
upward ^jjb++++=upward
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
burst ^nn+++xvbn+=burst
into ^in++++=into
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
ever ^rb++++=ever
repay ^vb++++=repay
you ^pp2+pp2+++=you
for ^in++++=for
your ^pp$+pp2+++=your
skill ^nn++++=skill
in ^in++++=in
saving ^xvbg+++xvbg+=saving
my ^pp$+pp1+++=my
child ^nn++++=child!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
his ^pp$+pp3+++=his
feelings ^nns+nom+++=feelings
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
calmer ^jjr++++=calmer.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
a ^at++++=a
month ^nn++++=month
before ^cs+sub+++=before
the ^ati++++=the
daughter ^nn+nom+++=daughter
was ^vbd+bedz+vrb++=was
well ^rb++++=well
enough ^qlp++++=enough
to ^to++++=to
return ^vbi++++=return
home ^nr++++=home,
, ^zz++++=EXTRAWORD
during ^in++++=during
most ^ap+emph+++=most
of ^in++++=of
which ^whp+rel+pied++=which
time ^nn++++=time
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton
was ^vbd+bedz+vrb++=was
in ^in++++=in
attendance ^nn+nom+++=attendance.
. ^zz++++=EXTRAWORD
For ^in++++=For
fifteen ^cd++++=fifteen
days ^nns++++=days
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
attended ^vprf+++xvbnx+=attended
twice ^rb++++=twice
a ^at++++=a
day ^nn++++=day
regularly ^rb+cnj+++=regularly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
nearly ^rb+down+++=nearly
as ^ql++++=as
long ^rb++++=long
a ^at++++=a
period ^nn++++=period
once ^rb+tm+++=once
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
sitting ^vbg+++xvbg+=sitting
in ^in++++=in
his ^pp$+pp3+++=his
office ^nn++++=office
one ^cd1++++=one
day ^nn++++=day
about ^in++++=about
three ^cd++++=three
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
waiting ^vwbg+++xvbg+=waiting
for ^in++++=for
his ^pp$+pp3+++=his
carriage ^nn+nom+++=carriage
to ^to++++=to
come ^vbi++++=come
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vpsv++agls+xvbn+=asked
for ^in+ppvb+++=for
his ^pp$+pp3+++=his
bill ^nn++++=bill,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
leave ^vb++++=leave.
. ^zz++++=EXTRAWORD
On ^in++++=On
examining ^xvbg+++xvbg+=examining
his ^pp$+pp3+++=his
account ^nn++++=account-book,
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton
found ^vbd+vprv++xvbn+=found
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
about ^in++++=about
fifty ^cd++++=fifty
visits ^nns++++=visits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
accordingly ^rb++++=accordingly
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
out ^rp+pl+++=out
his ^pp$+pp3+++=his
bill ^nn++++=bill
fifty ^cd++++=fifty
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
much ^rb++++=much
is ^vbz+bez+vrb++=is
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
eyeing ^vbg+++xvbg+=eyeing
the ^ati++++=the
bill ^nn++++=bill
with ^in++++=with
something ^pn++++=something
of ^in++++=of
doubt ^nn++++=doubt
in ^in++++=in
the ^ati++++=the
expression ^nn++++=expression
of ^in++++=of
his ^pp$+pp3+++=his
countenance ^nn+nom+++=countenance.
. ^zz++++=EXTRAWORD
" ^zz++++="Fifty
fifty ^cd++++=EXTRAWORD
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Fifty
fifty ^cd++++=EXTRAWORD
dollars ^nns++++=dollars!
! ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
surely ^rb+cnj+++=surely,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
not ^xnot++not++=not
going ^md"++pmd"++=going
to ^md+prd+++=to
take ^vb++++=take
advantage ^nn+nom+++=advantage
of ^in++++=of
me ^pp1o+pp1+++=me
in ^cs+sub+++=in
that ^cs"++++=that
way ^nn++++=way?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
such ^abl++++=such
an ^at++++=an
extravagant ^jj+atrb+++=extravagant
bill ^nn++++=bill
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
my ^pp$+pp1+++=my
whole ^jj+atrb+++=whole
family ^nn++++=family
attended ^vbd+++xvbn+=attended
at ^rb++++=at
home ^nr++++=home
for ^in++++=for
fifty ^cd++++=fifty
dollars ^nns++++=dollars
a ^at++++=a
year ^nn++++=year,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
visiting ^vbg+++xvbgx+=visiting
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
much ^ap++++=much
over ^in++++=over
a ^at++++=a
month ^nn++++=month."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Such
such ^abl++++=EXTRAWORD
as ^ql++++=as
the ^ati++++=the
bill ^nn++++=bill
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
have ^md"++pmd"++=have
to ^md+nec+++=to
pay ^vb++++=pay
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
just ^rb+cnj+++=just,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
abate ^vb++++=abate
one ^cd1++++=one
dollar ^nn++++=dollar,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
responded ^vbd+++xvbn+=responded
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton,
, ^zz++++=EXTRAWORD
considerably ^rb++++=considerably
irritated ^jj+++xvbn+=irritated.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
drew ^vbd+++xvbn+=drew
out ^rb+phrv+++=out
his ^pp$+pp3+++=his
pocket ^nn++++=pocket-book
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
selected ^xvbn+++xvbn+=selected
a ^at++++=a
fifty ^cd++++=fifty-dollar
- ^zz++++=EXTRAWORD
dollar ^nn++++=EXTRAWORD
bill ^nn++++=bill
from ^in++++=from
a ^at++++=a
large ^jj+atrb+++=large
package ^nn+nom+++=package,
, ^zz++++=EXTRAWORD
handed ^j+++xvbn+=handed
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
his ^pp$+pp3+++=his
receipt ^nn++++=receipt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rising ^nvbg+++xvbg+=rising
to ^in++++=to
his ^pp$+pp3+++=his
