I ^pp1a+pp1+++=I.
Felice ^np+++??+=Felice
had ^vbd+hvd+aux++=had
looked ^vprf+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
so ^ql+emph+++=so
timed ^jj+++xvbn+=timed
her ^pp$+pp3+++=her
look ^vb++++=look,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
so ^ql+emph+++=so
insinuated ^jj+++xvbn+=insinuated
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
little ^jj++++=little,
, ^zz++++=EXTRAWORD
brief ^jj+atrb+++=brief,
, ^zz++++=EXTRAWORD
significant ^jj+atrb+++=significant
silences ^nns+nom+++=silences
between ^in++++=between
their ^pp$+pp3+++=their
words ^nns++++=words,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
its ^pp$+it+++=its
meaning ^nvbg+++xvbg+=meaning
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
very ^ql+amp+++=very
clear ^vb++++=clear.
. ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
her ^pp$+pp3+++=her
with ^in++++=with
his ^pp$+pp3+++=his
brain ^nn++++=brain
dizzy ^jj++++=dizzy,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
teeth ^nn++++=teeth
set ^vbd+++xvbn+=set,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
feet ^nns++++=feet
stumbling ^jj++++=stumbling
and ^cc+phrs+++=and
fumbling ^jj+++xvbg+=fumbling
down ^rp++++=down
the ^ati++++=the
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
for ^in++++=for
now ^rn+tm+++=now
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
Felice ^np+++??+=Felice
wanted ^vbd+++xvbn+=wanted
him ^pp3o+pp3+++=him
to ^to++++=to
know ^vbi+vprv+++=know
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
regretted ^vbd+vprv++xvbnx+=regretted
the ^ati++++=the
circumstance ^nn+nom+++=circumstance
of ^in++++=of
her ^pp$+pp3+++=her
marriage ^nn+nom+++=marriage
to ^in++++=to
Chino ^np+++??+=Chino
Zavalla ^np+++??+=Zavalla;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
wanted ^vbd+++xvbnx+=wanted
him ^pp3o+pp3+++=him
to ^to++++=to
know ^vbi+vprv+++=know
that ^tht+vcmp+++=that
the ^ati++++=the
situation ^nn+nom+++=situation
was ^vbd+bedz+vrb++=was
as ^ql++++=as
intolerable ^jj++++=intolerable
for ^in++++=for
her ^pp$+pp3+++=her
as ^in++++=as
for ^in"++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
even ^rb++++=even
at ^rb++++=at
this ^dt+dem+++=this
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
new ^jj+atrb+++=new
phase ^nn++++=phase
of ^in++++=of
the ^ati++++=the
affair ^nn++++=affair
intruded ^vprf+++xvbn+=intruded
its ^pp$+it+++=its
pregnant ^jj+atrb+++=pregnant
suggestions ^nns+nom+++=suggestions
upon ^in++++=upon
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
exclusion ^nn++++=exclusion
of ^in++++=of
everything ^pn++++=everything
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
drift ^nn++++=drift
strong ^jj++++=strong
around ^rp++++=around
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
in ^in++++=in
the ^ati++++=the
end ^nn++++=end
he ^pp3a+pp3+++=he
would ^md+prd+++=would
resign ^vb++++=resign
himself ^ppl+pp3+++=himself
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
he ^pp3a+pp3+++=he
sensed ^vbd+vprv++xvbnx+=sensed
the ^ati++++=the
abyss ^nn++++=abyss,
, ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
the ^ati++++=the
nearness ^nns+nom+++=nearness
of ^in++++=of
some ^dti++++=some
dreadful ^jj+atrb+++=dreadful,
, ^zz++++=EXTRAWORD
nameless ^jj+atrb+++=nameless
cataclysm ^nn+++??+=cataclysm,
, ^zz++++=EXTRAWORD
a ^at++++=a
thing ^nn++++=thing
of ^in++++=of
black ^jj+atrb+++=black
shadow ^nn++++=shadow,
, ^zz++++=EXTRAWORD
bottomless ^jj++++=bottomless,
, ^zz++++=EXTRAWORD
terrifying ^jj++++=terrifying.
. ^zz++++=EXTRAWORD
" ^zz++++="Lord!"
lord ^npt++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
his ^pp$+pp3+++=his
hand ^nn++++=hand
across ^in+pl+++=across
his ^pp$+pp3+++=his
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
" ^zz++++="Lord!
lord ^npt++++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wonder ^vb++++=wonder
where ^wrb+who+++=where
this ^dt+dem+++=this
thing ^nn++++=thing
is ^vbz+bez+aux++=is
going ^md"++pmd"++=going
to ^md+prd+++=to
fetch ^vb++++=fetch
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke,
, ^zz++++=EXTRAWORD
the ^ati++++=the
telegraph ^nn++++=telegraph
key ^jjb++++=key
on ^in++++=on
his ^pp$+pp3+++=his
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
at ^rb++++=at
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
all ^rb++++=all
at ^rb++++=at
once ^rb"+tm+++=once
to ^in++++=to
click ^nn++++=click
off ^in+pl+++=off
his ^pp$+pp3+++=his
call ^nn++++=call.
. ^zz++++=EXTRAWORD
Groaning ^np+++??+=Groaning
and ^cc++++=and
grumbling ^jj+++xvbg+=grumbling,
, ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
heaved ^vbd+++xvbn+=heaved
himself ^ppl+pp3+++=himself
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
leg ^nn++++=leg
bent ^vbd+++xvbn+=bent,
, ^zz++++=EXTRAWORD
hobbled ^j+++xvbn+=hobbled
from ^in++++=from
chair ^nn++++=chair-back
- ^zz++++=EXTRAWORD
back ^jjb++++=EXTRAWORD
to ^in++++=to
chair ^nn++++=chair-back
- ^zz++++=EXTRAWORD
back ^jjb++++=EXTRAWORD
over ^in++++=over
to ^in++++=to
the ^ati++++=the
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rested ^vbd+++xvbnx+=rested
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
knee ^nn++++=knee
on ^in++++=on
his ^pp$+pp3+++=his
desk ^nn++++=desk
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
reached ^j+++xvbn+=reached
for ^in++++=for
his ^pp$+pp3+++=his
key ^jjb++++=key,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
circuit ^nn++++=circuit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
an ^at++++=an
instant ^jj+atrb+++=instant's
's ^vbz+bez+vrb++0=EXTRAWORD
pause ^nn++++=pause,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
instrument ^nn+nom+++=instrument
began ^vbd+++xvbn+=began
to ^to++++=to
click ^vbi++++=click
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
message ^nn+nom+++=message
was ^vbd+bedz+vrb++=was
from ^in++++=from
the ^ati++++=the
express ^jjb++++=express
messenger ^np+nom+++=messenger
at ^rb++++=at
Iowa ^np+++??+=Iowa
Hill ^nn++++=Hill.
. ^zz++++=EXTRAWORD
Word ^nn++++=Word
by ^in++++=by
word ^nn++++=word
Lockwood ^np+++??+=Lockwood
took ^vbd+++xvbn+=took
it ^pp3+it+++=it
off ^rp+pl+++=off
as ^ql++++=as
follows ^vbz+vprv+++=follows:
: ^zz++++=EXTRAWORD
" ^zz++++="Reno--Kid--will--attempt--holdbrick--on--trail-to-night--do
reno ^np++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
kid ^nn++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
will ^md+prd+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
attempt ^nn++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
holdb ^nn+++??+=EXTRAWORD
till ^in+strn+++=till--advised--at--this--end."
-- ^--+clp+++=EXTRAWORD
advised ^vpbn+vpub++xvbn+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
at ^in+strn+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
this ^dt+pdem+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
end ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
let ^vbd+++xvbn+=let
go ^vb++++=go
the ^ati++++=the
key ^jjb++++=key
and ^cc+phrs+++=and
jumped ^jj+++xvbn+=jumped
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
lips ^nns++++=lips
compressed ^vbd+++xvbn+=compressed,
, ^zz++++=EXTRAWORD
eyes ^nns++++=eyes
alight ^jj++++=alight,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
fists ^nns++++=fists
clenched ^vbd+++xvbn+=clenched
till ^cs+sub+++=till
the ^ati++++=the
knuckles ^nns++++=knuckles
grew ^vbd+++xvbn+=grew
white ^jj++++=white.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
figure ^nn++++=figure
of ^in++++=of
him ^pp3o+pp3+++=him
stiffened ^vbd+++xvbn+=stiffened
as ^ql++++=as
tense ^jj++++=tense
as ^cs+sub+++=as
drawn ^vwbn+++xvbn+=drawn
wire ^nn++++=wire,
, ^zz++++=EXTRAWORD
braced ^j+++xvbn+=braced
rigid ^jj++++=rigid
like ^in++++=like
a ^at++++=a
finely ^rb++++=finely
bred ^jj+atrb+++=bred
hound ^nn++++=hound
" ^zz++++="making
making ^vbg+++xvbg+=EXTRAWORD
game ^nn++++=game."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino
was ^vbd+bedz+vrb++=was
already ^rb++++=already
half ^rb++++=half
an ^at++++=an
hour ^nn++++=hour
gone ^vwbn+++xvbn+=gone
by ^in++++=by
the ^ati++++=the
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Reno ^np+++??+=Reno
Kid ^nn++++=Kid
was ^vbd+bedz+vrb++=was
a ^at++++=a
desperado ^nn+++??+=desperado
of ^in++++=of
the ^ati++++=the
deadliest ^nn++++=deadliest
breed ^vb++++=breed
known ^vbd+vprv++xvbn+=known
to ^to+vcmp+++=to
the ^ati++++=the
West ^np+pl+++=West.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^to++++=to
turn ^vbi++++=turn
up ^rb+phrv+++=up
here ^rn+pl+++=here
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
time ^nn++++=time
to ^to++++=to
inquire ^vbi++++=inquire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
on ^in++++=on
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
point ^nn++++=point;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Reno ^np+++??+=Reno
Kid ^nn++++=Kid
always ^rb++++=always
" ^zz++++="shot
shot ^nn+++xvbn+=EXTRAWORD
to ^to++++=to
kill ^vbi++++=kill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
would ^md+prd+++=would
be ^vb+be+vrb++=be
no ^at++++=no
mere ^nn++++=mere
hold ^vb+vprv+++=hold-up;
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
murder ^nn++++=murder.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Lockwood ^np+++??+=Lockwood
snatched ^vbd+++xvbn+=snatched
open ^jj++++=open
a ^at++++=a
certain ^jj+atrb+++=certain
drawer ^nn++++=drawer
of ^in++++=of
his ^pp$+pp3+++=his
desk ^nn++++=desk
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
his ^pp$+pp3+++=his
revolver ^nn+nom+++=revolver,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
from ^in++++=from
down ^in++++=down
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
Chino ^np++++=Chino's
's ^$++++=EXTRAWORD
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
Felice ^np++++=Felice's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
singing ^vwbg+++xvbg+=singing:
: ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
the ^ati++++=the
war ^nn++++=war
I ^pp1a+pp1+++=I
must ^md+nec+++=must
go ^vb++++=go,
, ^zz++++=EXTRAWORD
To ^to++++=To
fight ^vbi++++=fight
for ^in++++=for
my ^pp$+pp1+++=my
country ^nn++++=country
and ^cc++++=and
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
stopped ^vbd+++xvbn+=stopped
short ^jj++++=short,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
arm ^vb++++=arm
at ^rb++++=at
full ^jj+atrb+++=full
stretch ^nn++++=stretch,
, ^zz++++=EXTRAWORD
still ^rb++++=still
gripping ^vbg+++xvbg+=gripping
tight ^jj++++=tight
the ^ati++++=the
revolver ^nn+nom+++=revolver
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
half ^abn++++=half
pulled ^jj+++xvbn+=pulled
from ^in++++=from
the ^ati++++=the
drawer ^nn++++=drawer--stopped
-- ^--+clp+++=EXTRAWORD
stopped ^j+++xvbn+=EXTRAWORD
short ^jj++++=short
and ^cc+phrs+++=and
listened ^jj+++xvbn+=listened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
solution ^nn+nom+++=solution
of ^in++++=of
everything ^pn++++=everything
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv+tht0+xvbnx+=saw
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
flash ^nn++++=flash.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knife ^nn++++=knife
hung ^vbd+++xvbn+=hung
poised ^vbd+++xvbn+=poised
over ^in++++=over
the ^ati++++=the
knot ^nn++++=knot--even
-- ^--+clp+++=EXTRAWORD
even ^rb++++=EXTRAWORD
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
was ^vbd+bedz+aux++=was
falling ^nvbg+++xvbg+=falling.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
was ^vbd+bedz+aux++=was
asked ^vpsv++agls+xvbnx+=asked
of ^in++++=of
him ^pp3o+pp3+++=him--nothing
-- ^--+clp+++=EXTRAWORD
nothing ^pn++++=EXTRAWORD
but ^cc++++=but
inertia ^nn++++=inertia.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
alone ^rb++++=alone
there ^rn+pl+++=there
in ^cs+sub+++=in
that ^cs"++++=that
isolated ^jj+atrb++xvbn+=isolated
mining ^nn++++=mining-camp,
- ^zz++++=EXTRAWORD
camp ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
high ^jj++++=high
above ^jjb++++=above
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
lost ^j+++xvbn+=lost
and ^cc+phrs+++=and
forgotten ^jj+++xvbn+=forgotten
in ^in++++=in
the ^ati++++=the
gloom ^nn++++=gloom
of ^in++++=of
the ^ati++++=the
canons ^nns++++=canons
and ^cc++++=and
redwoods ^nns+++??+=redwoods,
, ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
crisis ^nn++++=crisis
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life
come ^vb++++=come
crashing ^vbg+++xvbg+=crashing
through ^in++++=through
the ^ati++++=the
air ^nn++++=air
upon ^in++++=upon
him ^pp3o+pp3+++=him
like ^in++++=like
the ^ati++++=the
onslaught ^nn++++=onslaught
of ^in++++=of
a ^at++++=a
whirlwind ^nn++++=whirlwind.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
considered ^vbd+vprv++xvbnx+=considered.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
aloud ^rb++++=aloud:
: ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ca ^np++++=can't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ca ^np++++=can't--not
n't ^xnot++not++0=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
this ^dt+dem+++=this
way ^nn++++=way!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
with ^in++++=with
the ^ati++++=the
words ^nns++++=words
he ^pp3a+pp3+++=he
threw ^vbd+++xvbnx+=threw
the ^ati++++=the
belt ^nn++++=belt
of ^in++++=of
the ^ati++++=the
revolver ^nn+nom+++=revolver
about ^in++++=about
his ^pp$+pp3+++=his
hips ^nns++++=hips
and ^cc++++=and
limped ^vbd+++xvbn+=limped
and ^cc+phrs+++=and
scampered ^vbd+++xvbn+=scampered
from ^in++++=from
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
the ^ati++++=the
buckle ^nn++++=buckle
close ^jj++++=close.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
he ^pp3a+pp3+++=he
gained ^vbd+++xvbnx+=gained
the ^ati++++=the
stable ^nn++++=stable
he ^pp3a+pp3+++=he
never ^rb++++=never
knew ^vbd+vprv++xvbn+=knew,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
backed ^vbd+++xvbnx+=backed
the ^ati++++=the
horse ^nn++++=horse
from ^in++++=from
the ^ati++++=the
building ^nvbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
how ^wrb+who+++=how,
, ^zz++++=EXTRAWORD
hopping ^jj+++xvbg+=hopping
on ^in++++=on
one ^cd1++++=one
leg ^nn++++=leg,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
the ^ati++++=the
headstall ^nn+++??+=headstall
on ^in++++=on
and ^cc++++=and
drew ^vbd+++xvbn+=drew
the ^ati++++=the
cinches ^nns+++??+=cinches
tight ^jj++++=tight.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
wrench ^nn++++=wrench
of ^in++++=of
pain ^nn++++=pain
in ^in++++=in
his ^pp$+pp3+++=his
foot ^nn++++=foot
as ^in+strn+++=as,
, ^zz++++=EXTRAWORD
swinging ^jj+++xvbg+=swinging
up ^rp++++=up
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
catch ^vbi++++=catch
his ^pp$+pp3+++=his
off ^in+pl+++=off
stirrup ^nn++++=stirrup
was ^vbd+bedz+vrb++=was
reality ^nn+nom+++=reality
enough ^qlp++++=enough
to ^in++++=to
clear ^jj++++=clear
any ^dti++++=any
confusion ^nn++++=confusion
of ^in++++=of
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
Hanging ^vbg+++xvbg+=Hanging
on ^in++++=on
as ^in++++=as
best ^jjt++++=best
he ^pp3a+pp3+++=he
might ^md+pos+++=might
with ^in++++=with
his ^pp$+pp3+++=his
knees ^nns++++=knees
and ^cc++++=and
one ^cd1++++=one
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
threshing ^nn++++=threshing
the ^ati++++=the
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
flanks ^nns++++=flanks
with ^in++++=with
the ^ati++++=the
stinging ^jj+atrb++xvbg+=stinging
quirt ^nn+++??+=quirt
that ^tht+rel+++=that
tapered ^jj+++xvbn+=tapered
from ^in++++=from
the ^ati++++=the
reins ^nns++++=reins
of ^in++++=of
the ^ati++++=the
bridle ^nn++++=bridle,
, ^zz++++=EXTRAWORD
shot ^j+++xvbn+=shot
from ^in++++=from
the ^ati++++=the
camp ^nn++++=camp
in ^in++++=in
a ^at++++=a
swirl ^nn++++=swirl
of ^in++++=of
clattering ^xvbg+++xvbg+=clattering
hoofs ^nns++++=hoofs,
, ^zz++++=EXTRAWORD
flying ^vbg+++xvbg+=flying
pebbles ^nns++++=pebbles
and ^cc++++=and
blinding ^jj+atrb+++=blinding
clouds ^nns++++=clouds
of ^in++++=of
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
V ^zz++++=V.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Trail ^nn++++=TRAIL
The ^ati++++=The
night ^nn++++=night
was ^vbd+bedz+vrb++=was
black ^jj++++=black
dark ^jj++++=dark
under ^in++++=under
the ^ati++++=the
redwoods ^nns+++??+=redwoods,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
impenetrable ^jj++++=impenetrable
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
see ^vb+vprv+++=see
his ^pp$+pp3+++=his
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
braced ^vwbn+++xvbn+=braced
even ^rb++++=even
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
for ^in++++=for
greater ^jjr+atrb+++=greater
perils ^nns++++=perils
it ^pp3+it+++=it
required ^vbd+++xvbn+=required
all ^abn++++=all
his ^pp$+pp3+++=his
courage ^nn+nom+++=courage
to ^to++++=to
ride ^vbi++++=ride
top ^nn++++=top-speed
- ^zz++++=EXTRAWORD
speed ^nn++++=EXTRAWORD
at ^rb++++=at
this ^dt+dem+++=this
vast ^jj+atrb+++=vast
slab ^nn++++=slab
of ^in++++=of
black ^jj++++=black
that ^dt+dem+++=that
like ^in++++=like
a ^at++++=a
wall ^nn++++=wall
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
charge ^vbi+vpub+++=charge
head ^jjb++++=head
down ^rp++++=down
with ^in++++=with
every ^at++++=every
leap ^nn++++=leap
of ^in++++=of
his ^pp$+pp3+++=his
bronco ^nn+++??+=bronco's
's ^$++++=EXTRAWORD
hoofs ^nns++++=hoofs.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
half ^abn++++=half-hour
- ^zz++++=EXTRAWORD
hour ^nn++++=EXTRAWORD
the ^ati++++=the
trail ^nn++++=trail
mounted ^vbd+++xvbn+=mounted
steadily ^rb+cnj+++=steadily,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
old ^jj+atrb+++=old
gravel ^nn++++=gravel-pits,
- ^zz++++=EXTRAWORD
pits ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
topped ^vbd+++xvbn+=topped
the ^ati++++=the
divide ^vb++++=divide
and ^cc+phrs+++=and
swung ^vbd+++xvbn+=swung
down ^rp++++=down
over ^in++++=over
more ^rbr++++=more
open ^jj+atrb+++=open
slopes ^nns++++=slopes,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
only ^rb+down+++=only
with ^in++++=with
chaparral ^nn+nom+++=chaparral
and ^cc++++=and
second ^od++++=second
growths ^nns++++=growths.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
lighter ^jjr+pred+++=lighter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Lockwood ^np+++??+=Lockwood
uttered ^vwbn+++xvbn+=uttered
a ^at++++=a
fervent ^jj++++=fervent
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
God ^nn++++=God!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
the ^ati++++=the
moon ^nn++++=moon
shouldered ^vbd+++xvbn+=shouldered
over ^in++++=over
the ^ati++++=the
mountain ^nn++++=mountain
crests ^nns+++??+=crests
ahead ^rb+pl+++=ahead
of ^in++++=of
him ^pp3o+pp3+++=him
