At ^in++++=At
us ^pp1o+pp1+++=us
of ^in++++=of
the ^ati++++=the
lady ^nn++++=lady
in ^in++++=in
Palma ^np++++=Palma."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah."
ah ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
it ^pp3+it+++=it
true ^jj++++=true?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man
closed ^vbd+++xvbn+=closed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
For ^in++++=For
some ^dti++++=some
time ^nn++++=time
only ^rb+down+++=only
the ^ati++++=the
creaking ^nn++++=creaking
of ^in++++=of
the ^ati++++=the
galley ^nn++++=galley
could ^md+pos+++=could
be ^vb+be+aux++=be
heard ^vpsv++agls+xvbnx+=heard.
. ^zz++++=EXTRAWORD
" ^zz++++="Truth,"
truth ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
same ^ap++++=same
metal ^nn++++=metal
after ^cs+sub+++=after
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
passed ^vprf+++xvbnx+=passed
through ^in++++=through
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
desired ^vbd+vsua++xvbnx+=desired
a ^at++++=a
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
showed ^vbd+vprv++xvbnx+=showed
me ^pp1o+pp1+++=me
the ^ati++++=the
wound ^xvbn+++xvbn+=wound
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
consuming ^vbg+++xvbgx+=consuming
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
she ^pp3a+pp3+++=she
bared ^vbd+++xvbnx+=bared
it ^pp3+it+++=it
in ^in++++=in
anger ^nn++++=anger,
, ^zz++++=EXTRAWORD
pity ^nn++++=pity,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
despair ^nn++++=despair,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believed ^vbd+vprv++xvbnx+=believed
then ^rn+tm+++=then
that ^dt+dem+++=that
God ^np++++=God
had ^vbd+hvd+aux++=had
torn ^vprf+++xvbnx+=torn
a ^at++++=a
curtain ^nn++++=curtain
before ^in++++=before
my ^pp$+pp1+++=my
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
beauty ^nn++++=beauty
rotting ^jj++++=rotting;
; ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
beauty ^nn++++=beauty
false ^jj++++=false.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
smelled ^vbd+++xvbnx+=smelled
corruption ^nn+nom+++=corruption;
; ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
desire ^nn++++=desire
corruption ^nn+nom+++=corruption.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fled ^vbd+++xvbnx+=fled
from ^in++++=from
her ^pp$+pp3+++=her
pain ^nn++++=pain
and ^cc++++=and
named ^jj+++xvbn+=named
my ^pp$+pp1+++=my
flight ^nn++++=flight
conversion ^nn++++=conversion."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vives ^np++++=Vives
shifted ^vbd+++xvbn+=shifted
uneasily ^rb++++=uneasily.
. ^zz++++=EXTRAWORD
" ^zz++++="Yet
yet ^rb++++=EXTRAWORD
you ^pp2+pp2+++=you
became ^vbd+++xvbn+=became
holy ^jj++++=holy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
a ^at++++=a
sick ^jj+atrb+++=sick
woman ^nn++++=woman
alone ^rb++++=alone
because ^cs+cos+++=because
her ^pp3o+pp3+++=her
flesh ^nn++++=flesh
instructed ^vwbn+++xvbn+=instructed
me ^pp1o+pp1+++=me
more ^rbr++++=more
loudly ^rb++++=loudly
than ^cs+sub+++=than
her ^pp3o+pp3+++=her
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
I ^pp1a+pp1+++=I
spent ^vbd+++xvbnx+=spent
sixty ^cd++++=sixty
years ^nns++++=years
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
love ^vbi++++=love
mankind ^nn++++=mankind
in ^in++++=in
the ^ati++++=the
abstract ^nn++++=abstract."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
looked ^vbd+++xvbn+=looked
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Hernando ^np++++=Hernando's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
had ^vbd+hvd+aux++=had
settled ^vprf+++xvbnx+=settled
upon ^in++++=upon
her ^pp$+pp3+++=her
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
heavy ^jj++++=heavy
and ^cc+phrs+++=and
proprietary ^jj++++=proprietary.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
continued ^vbd+++xvbn+=continued,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
speech ^nn++++=speech
strengthening ^vwbg+++xvbg+=strengthening
for ^in++++=for
a ^rb++++=a
little ^rb"++++=little
as ^in++++=as
a ^at++++=a
flame ^nn++++=flame
rises ^vbz++++=rises
when ^wrb+who+++=when
the ^ati++++=the
last ^jj+atrb+++=last
oil ^nn++++=oil
reaches ^vbz++++=reaches
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
entered ^vbd+++xvbnx+=entered
libraries ^nns++++=libraries,
, ^zz++++=EXTRAWORD
courts ^nns++++=courts,
, ^zz++++=EXTRAWORD
cloisters ^nns+nom+++=cloisters,
, ^zz++++=EXTRAWORD
deserts ^vbz++++=deserts.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+++xvbnx+=learned
words ^nns++++=words
for ^in++++=for
God ^nn++++=God
in ^in++++=in
tongues ^nns++++=tongues
that ^tht+rel+subj++=that
cursed ^vbd+++xvbn+=cursed
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
drew ^vbd+++xvbnx+=drew
circles ^nns++++=circles
and ^cc++++=and
ladders ^nns+nom+++=ladders.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
set ^vbd+++xvbnx+=set
Goodness ^nns+nom+++=Goodness
beside ^in+pl+++=beside
Greatness ^nns+nom+++=Greatness,
, ^zz++++=EXTRAWORD
Eternity ^nn+nom+++=Eternity
beside ^in+pl+++=beside
Power ^nn++++=Power;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
wheels ^nns++++=wheels
of ^in++++=of
parchment ^nn+nom+++=parchment
and ^cc++++=and
believed ^vbd+vprv+tht0+xvbn+=believed
creation ^nn+nom+++=creation
would ^md+prd+++=would
turn ^vb++++=turn
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sought ^vbd+++xvbnx+=sought
a ^at++++=a
universal ^jj+atrb+++=universal
art ^nn++++=art
by ^in++++=by
which ^whp+rel+pied++=which
no ^at++++=no
mind ^nn++++=mind
could ^md+pos+++=could
refuse ^vb++++=refuse
truth ^nn++++=truth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
men ^nns++++=men
refuse ^vb++++=refuse
most ^ql+emph+++=most
fiercely ^rb++++=fiercely
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
cannot ^md+pos+not++=cannot
pretend ^vb+vprv+++=pretend
to ^to+vcmp+++=to
misunderstand ^vb+++??+=misunderstand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
sailor ^nn++++=sailor
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
no ^at++++=no
one ^cd1++++=one
else ^rb+cnj+++=else
laugh ^vb++++=laugh,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
cough ^vbi++++=cough.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
studied ^vbd+++xvbnx+=studied
the ^ati++++=the
alchemists ^nns+nom+++=alchemists,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
taught ^vbd+vsua++xvbnx+=taught
that ^tht+vcmp+++=that
every ^at++++=every
metal ^nn++++=metal
contains ^vbz++++=contains
a ^at++++=a
hunger ^nn++++=hunger
for ^in++++=for
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Lead ^nn++++=Lead
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
evil ^jj++++=evil;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
gold ^nn++++=gold
impeded ^vwbn+++xvbn+=impeded
by ^in++++=by
coldness ^nns+nom+++=coldness,
, ^zz++++=EXTRAWORD
impurity ^nn+nom+++=impurity,
, ^zz++++=EXTRAWORD
an ^at++++=an
ill ^jj+atrb+++=ill
marriage ^nn+nom+++=marriage
of ^in++++=of
its ^pp$+it+++=its
principles ^nns++++=principles.
. ^zz++++=EXTRAWORD
Brass ^nn++++=Brass
is ^vbz+bez+vrb++=is
noisy ^jj+atrb+++=noisy
desire ^nn++++=desire.
. ^zz++++=EXTRAWORD
Iron ^nn++++=Iron
is ^vbz+bez+aux++=is
anger ^nn++++=anger
bound ^vwbn+++xvbn+=bound
into ^in++++=into
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
Copper ^nn++++=Copper
takes ^vbz++++=takes
the ^ati++++=the
image ^nn++++=image
of ^in++++=of
whatever ^nn+nom+++=whatever
hand ^nn++++=hand
beats ^nns++++=beats
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Silver ^nn++++=Silver
reflects ^vbz++++=reflects
light ^nn++++=light
but ^cc++++=but
cannot ^md+pos+not++=cannot
keep ^vb++++=keep
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Gold ^nn++++=Gold
alone ^rb++++=alone
neither ^dt++neg++=neither
rusts ^nns+++??+=rusts
nor ^cc++neg++=nor
stinks ^nns+++??+=stinks
nor ^cc++neg++=nor
yields ^vbz++++=yields
its ^pp$+it+++=its
nature ^nn++++=nature
to ^in++++=to
the ^ati++++=the
grave ^nn++++=grave."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
rings ^nns++++=rings
upon ^in++++=upon
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
soul ^nn++++=soul
likewise ^rb+cnj+++=likewise
might ^md+pos+++=might
be ^vb+be+aux++=be
refined ^vpsv++agls+xvbnx+=refined.
. ^zz++++=EXTRAWORD
Burn ^vb++++=Burn
away ^rp+pl+++=away
lust ^nn++++=lust,
, ^zz++++=EXTRAWORD
wash ^nn++++=wash
out ^rp+pl+++=out
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
separate ^nn+nom+++=separate
hatred ^nn++++=hatred
from ^in++++=from
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
falsehood ^nn+nom+++=falsehood
from ^in++++=from
imagination ^nn+nom+++=imagination,
, ^zz++++=EXTRAWORD
possession ^nn++++=possession
from ^in++++=from
love ^nn++++=love.
. ^zz++++=EXTRAWORD
Heat ^nn++++=Heat
the ^ati++++=the
man ^nn++++=man
in ^in++++=in
suffering ^xvbg+++xvbg+=suffering,
, ^zz++++=EXTRAWORD
dissolve ^vb++++=dissolve
him ^pp3o+pp3+++=him
in ^in++++=in
reason ^nn++++=reason,
, ^zz++++=EXTRAWORD
fix ^vb++++=fix
him ^pp3o+pp3+++=him
through ^in++++=through
faith ^nn++++=faith;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
blackened ^jj+atrb+++=blackened
vessel ^nn++++=vessel,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
would ^md+prd+++=would
emerge ^vb++++=emerge
something ^pn++++=something
incorruptible ^jj++++=incorruptible."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gold,"
gold ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Elvira ^np+++??+=Elvira.
. ^zz++++=EXTRAWORD
" ^zz++++="Gold
gold ^nn++++=EXTRAWORD
or ^cc++++=or
a ^at++++=a
pinch ^nn++++=pinch
of ^in++++=of
ash ^nn++++=ash."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Below ^rb++++=Below
them ^pp3o+pp3+++=them
came ^vbd+++xvbn+=came
the ^ati++++=the
measured ^nn++++=measured
groan ^vb++++=groan
of ^in++++=of
the ^ati++++=the
rowers ^nn++++=rowers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
galley ^nn++++=galley
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
from ^in++++=from
the ^ati++++=the
coast ^nn++++=coast;
; ^zz++++=EXTRAWORD
the ^ati++++=the
sail ^nn++++=sail,
, ^zz++++=EXTRAWORD
filled ^xvbn+++xvbn+=filled
by ^in++++=by
the ^ati++++=the
first ^od++++=first
faint ^vb++++=faint
breath ^nn++++=breath
of ^in++++=of
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
a ^at++++=a
dry ^jj++++=dry
sound ^jj++++=sound
overhead ^jjb++++=overhead.
. ^zz++++=EXTRAWORD
Bugia ^np+++??+=Bugia
began ^vbd+++xvbn+=began
to ^to++++=to
recede ^vbi+++??+=recede,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
light ^nn++++=light
still ^rb++++=still
held ^vbd+vprv++xvbn+=held
it ^pp3+it+++=it
close ^jj++++=close.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Hernando ^np+++??+=Hernando.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
love ^vb++++=love
this ^dt+dem+++=this
woman ^nn++++=woman?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
belongs ^vbz++++=belongs
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
my ^pp$+pp1+++=my
question ^nn+nom+++=question."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np++++=Hernando's
's ^$++++=EXTRAWORD
face ^vb++++=face
cooled ^vbd+++xvbn+=cooled.
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
care ^nn++++=care,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
what ^wdt+who+++=what?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
future ^jjb++++=future?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
made ^vbd+++xvbn+=made
a ^at++++=a
placating ^jj+atrb++xvbg+=placating
gesture ^nn++++=gesture.
. ^zz++++=EXTRAWORD
" ^zz++++="Father,
father ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
lordship ^nn+nom+++=lordship
gave ^vbd+++xvbn+=gave
orders ^nns++++=orders
for ^in++++=for
your ^pp$+pp2+++=your
rescue ^nn++++=rescue."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
owe ^vb++++=owe
him ^pp3o+pp3+++=him
gratitude ^nn++++=gratitude.
. ^zz++++=EXTRAWORD
Gratitude ^nn++++=Gratitude
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
blindness ^nns+nom+++=blindness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
felt ^vbd+vprv++xvbn+=felt
Hernando ^np++++=Hernando's
's ^$++++=EXTRAWORD
fingers ^nns+nom+++=fingers
tighten ^vb++++=tighten
upon ^in++++=upon
her ^pp$+pp3+++=her
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
feared ^vbd+vprv+tht0+xvbnx+=feared
his ^pp$+pp3+++=his
anger ^nn++++=anger;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
beneath ^in+pl+++=beneath
fear ^vb++++=fear,
, ^zz++++=EXTRAWORD
shamefully ^jj++++=shamefully,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
stirred ^vbd+++xvbn+=stirred
another ^dt++++=another
feeling ^nvbg+++xvbg+=feeling,
, ^zz++++=EXTRAWORD
light ^jj++++=light
and ^cc++++=and
cool ^vb++++=cool
as ^ql++++=as
wind ^nn++++=wind
beneath ^in+pl+++=beneath
a ^at++++=a
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Young
young ^jj+atrb+++=EXTRAWORD
lord ^npt++++=lord,
, ^zz++++=EXTRAWORD
possession ^nn++++=possession
is ^vbz+bez+vrb++=is
the ^ati++++=the
counterfeit ^nn+++??+=counterfeit
coin ^nn++++=coin
of ^in++++=of
love ^nn++++=love.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+vrb++=has
love ^nn++++=love's
's ^$++++=EXTRAWORD
image ^nn++++=image
stamped ^vwbn+++xvbn+=stamped
upon ^in++++=upon
it ^pp3+it+++=it
and ^cc++++=and
passes ^nns++++=passes
in ^in++++=in
dark ^jj+atrb+++=dark
markets ^nns++++=markets,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
bite ^nn++++=bite
it ^pp3+it+++=it
and ^cc++++=and
you ^pp2+pp2+++=you
taste ^nn++++=taste
brass ^nn++++=brass.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
guard ^nn++++=guard
her ^pp3o+pp3+++=her
because ^cs+cos+++=because
you ^pp2+pp2+++=you
fear ^vb++++=fear
that ^tht+vcmp+++=that
another ^dt++++=another
man ^nn++++=man's
's ^$++++=EXTRAWORD
desire ^nn++++=desire
will ^md+prd+++=will
reveal ^vb+vprv+++=reveal
her ^pp$+pp3+++=her
freedom ^nn+nom+++=freedom.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
wound ^vbd+++xvbn+=wound
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
look ^vb++++=look
at ^rb++++=at
her ^pp3o+pp3+++=her
and ^cc++++=and
call ^vb++++=call
the ^ati++++=the
wound ^nn+++xvbn+=wound
devotion ^nn+nom+++=devotion.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
beast ^nn++++=beast
chains ^nns++++=chains
what ^wdt+who+++=what
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
cherish ^vb++++=cherish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
miser ^nn++++=miser
locks ^nns++++=locks
away ^rp+pl+++=away
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
cannot ^md+pos+not++=cannot
enjoy ^vb++++=enjoy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np++++=Hernando's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
moved ^vbd+++xvbn+=moved
to ^in++++=to
his ^pp$+pp3+++=his
sword ^nn++++=sword.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
whispered ^vbd+++xvbn+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
dying ^vbg+++xvbgx+=dying."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
men ^nns++++=men
are ^vb+ber+aux++=are
dying ^vbg+++xvbgx+=dying."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
sooner ^rbr++++=sooner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
absurdity ^nn+nom+++=absurdity
of ^in++++=of
this ^dt+dem+++=this
distinction ^nn+nom+++=distinction
delayed ^vwbn+++xvbn+=delayed
Hernando ^np+++??+=Hernando.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
let ^vbd+++xvbnx+=let
the ^ati++++=the
sword ^nn++++=sword
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
turned ^vbd+++xvbn+=turned
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
call ^vb++++=call
cruelty ^nn++++=cruelty
goodness ^nns+nom+++=goodness
because ^cs+cos+++=because
terror ^nn++++=terror
is ^vbz+bez+vrb++=is
easier ^jjr+pred+++=easier
to ^to+jcmp+++=to
bear ^vbi+vprv+++=bear
when ^wrb+who+whcl++=when
dressed ^xvbn+++xvbn+=dressed
in ^in++++=in
virtue ^nn++++=virtue.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captive ^jj+atrb+++=captive
praises ^nns++++=praises
the ^ati++++=the
lock ^nn++++=lock
lest ^cs+sub+++=lest
she ^pp3a+pp3+++=she
hear ^vb+vprv+++=hear
the ^ati++++=the
emptiness ^nns+nom+++=emptiness
outside ^jjb++++=outside
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
not ^xnot++not++=not
hate ^nn++++=hate
him ^pp3o+pp3+++=him
for ^in++++=for
his ^pp$+pp3+++=his
chains ^nns++++=chains.
. ^zz++++=EXTRAWORD
Hatred ^nn++++=Hatred
is ^vbz+bez+vrb++=is
another ^dt++++=another
chain ^nn++++=chain,
, ^zz++++=EXTRAWORD
carried ^j+++xvbn+=carried
inward ^jjb++++=inward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
should ^md+nec+++=should
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blood ^nn++++=blood
shone ^vbd+++xvbn+=shone
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
another ^dt++++=another
soul ^nn++++=soul
should ^md+nec+++=should
live ^vb++++=live,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
be ^vb+be+vrb++=be
younger ^jjr+pred+++=younger
than ^in++++=than
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
exhausted ^vbd+++xvbn+=exhausted.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
wiped ^vbd+++xvbn+=wiped
his ^pp$+pp3+++=his
face ^nn++++=face
with ^in++++=with
a ^at++++=a
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
stood ^vbd+++xvbn+=stood
apart ^rp++++=apart,
, ^zz++++=EXTRAWORD
offended ^j+++xvbn+=offended
less ^rbr++++=less
by ^in++++=by
the ^ati++++=the
accusation ^nn+nom+++=accusation
than ^in++++=than
by ^in++++=by
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
heard ^vprf++tht0+xvbnx+=heard
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
imagined ^vbd+vprv++xvbnx+=imagined
releasing ^jj+++xvbg+=releasing
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
imagined ^jj+++xvbn+=imagined
her ^pp3o+pp3+++=her
happiness ^nns+nom+++=happiness
at ^rb++++=at
being ^xvbg+++xvbg+=being
released ^xvbn+++xvbn+=released,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
intolerable ^jj+pred+++=intolerable.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
imagined ^vbd+vprv++xvbnx+=imagined
killing ^vbg+nom++xvbg+=killing
the ^ati++++=the
old ^jj+atrb+++=old
