# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Maymeys ^np+++??+=MAYMEYS
entertainment ^nn+nom+++=entertainment;
; ^zz++++=EXTRAWORD
a ^at++++=a
starving ^jj+atrb++xvbg+=starving
woman ^nn++++=woman
is ^vbz+bez+aux++=is
merely ^rb+down+splt++=merely
depressing ^vbg+++xvbgx+=depressing.
. ^zz++++=EXTRAWORD
Heads ^vbz++++=Heads
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
Customers ^nns+nom+++=Customers
gathered ^vbd+++xvbn+=gathered
with ^in++++=with
the ^ati++++=the
promptness ^nns+nom+++=promptness
of ^in++++=of
citizens ^nns++++=citizens
at ^in++++=at
a ^at++++=a
free ^jj+atrb+++=free
accident ^nn++++=accident.
. ^zz++++=EXTRAWORD
The ^ati++++=The
striped ^jj++++=striped-apron
- ^zz++++=EXTRAWORD
apron ^nn++++=EXTRAWORD
youth ^nn++++=youth
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
the ^ati++++=the
ham ^nn++++=ham
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cheese ^nn++++=cheese
demonstrator ^nn++++=demonstrator
peered ^vbd+++xvbn+=peered
over ^in++++=over
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
A ^at++++=A
delivery ^nn+nom+++=delivery
boy ^nn++++=boy
climbed ^vbd+++xvbn+=climbed
upon ^in++++=upon
a ^at++++=a
crate ^nn++++=crate.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
it ^pp3+it+++=it
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bakery ^nn++++=bakery
clerk ^nn++++=clerk.
. ^zz++++=EXTRAWORD
Jennie ^np+++??+=Jennie
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
scone ^nn+++??+=scone.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?
? ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Scotland ^np++++=Scotland.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
every ^at++++=every
window ^nn++++=window
in ^in++++=in
Chicago ^np++++=Chicago
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
her ^pp$+pp3+++=her
no ^at++++=no,
, ^zz++++=EXTRAWORD
every ^at++++=every
counter ^nn++++=counter
had ^vbd+hvd+aux++=had
displayed ^vprf+++xvbnx+=displayed
enough ^qlp++++=enough
food ^nn++++=food
for ^in++++=for
an ^at++++=an
army ^nn++++=army
and ^cc++++=and
measured ^jj+atrb++xvbn+=measured
kindness ^nns+nom+++=kindness
by ^in++++=by
the ^ati++++=the
toothpick ^nn+++??+=toothpick,
, ^zz++++=EXTRAWORD
every ^at++++=every
well ^rb++++=well-fed
- ^zz++++=EXTRAWORD
fed ^jj+atrb++xvbn+=EXTRAWORD
mouth ^nn++++=mouth
had ^vbd+hvd+aux++=had
supplied ^vprf+++xvbnx+=supplied
directions ^nns+nom+++=directions
except ^in++++=except
the ^ati++++=the
direction ^nn+nom+++=direction
to ^in++++=to
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
it ^pp3+it+++=it
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
purple ^jj+atrb+++=purple
woman ^nn++++=woman
tightened ^vbd+++xvbn+=tightened
her ^pp3o+pp3+++=her
grip ^nn++++=grip.
. ^zz++++=EXTRAWORD
Jennie ^np++++=Jennie's
's ^$++++=EXTRAWORD
sight ^nn++++=sight
contracted ^vbd+++xvbn+=contracted.
. ^zz++++=EXTRAWORD
First ^rb++++=First
the ^ati++++=the
faces ^nn++++=faces
lost ^vbd+++xvbn+=lost
their ^pp$+pp3+++=their
bodies ^nns++++=bodies.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
faces ^nns++++=faces
became ^vbd+++xvbn+=became
pale ^jj+atrb+++=pale
circles ^nns++++=circles
floating ^vwbg+++xvbg+=floating
in ^in++++=in
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lights ^nns++++=lights
swung ^vbd+++xvbn+=swung
downward ^jjb++++=downward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tiled ^jj+atrb+++=tiled
floor ^nn++++=floor
rose ^vbd+++xvbn+=rose
in ^in++++=in
a ^at++++=a
slow ^jj+atrb+++=slow,
, ^zz++++=EXTRAWORD
polished ^jj+atrb+++=polished
wave ^nn++++=wave.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
heard ^vbd+vprv+tht0+xvbnx+=heard
someone ^pn++++=someone
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
out ^rp+pl+++=out!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
closing ^jj+++xvbg+=closing
in ^in++++=in
upon ^in++++=upon
her ^pp3o+pp3+++=her
a ^at++++=a
whirl ^nn++++=whirl
of ^in++++=of
hats ^nns++++=hats,
, ^zz++++=EXTRAWORD
aprons ^nns++++=aprons,
, ^zz++++=EXTRAWORD
spectacles ^nns++++=spectacles,
, ^zz++++=EXTRAWORD
carnations ^nns+nom+++=carnations,
, ^zz++++=EXTRAWORD
open ^jj+atrb+++=open
mouths ^nns++++=mouths.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
release ^vb++++=release
the ^ati++++=the
scone ^nn+++??+=scone.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
the ^ati++++=the
crowd ^nn++++=crowd
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent.
. ^zz++++=EXTRAWORD
Disaster ^nn+nom+++=Disaster,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
refuses ^vbz++++=refuses
to ^to+vcmp+++=to
perform ^vbi++++=perform
noisily ^rb+cnj+++=noisily,
, ^zz++++=EXTRAWORD
disappoints ^nns+++??+=disappoints
spectators ^nns++++=spectators.
. ^zz++++=EXTRAWORD
The ^ati++++=The
floorwalker ^nn++++=floorwalker
arrived ^vbd+++xvbn+=arrived
and ^cc+phrs+++=and
restored ^vbd+++xvbn+=restored
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
" ^zz++++="Stand
stand ^vb++++=EXTRAWORD
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Give ^vb++++=Give
her ^pp$+pp3+++=her
air ^nn++++=air."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
stepped ^vbd+++xvbn+=stepped
half ^abn++++=half
an ^at++++=an
inch ^nn++++=inch
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
stole ^vbd+++xvbnx+=stole
a ^at++++=a
scone ^nn+++??+=scone,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
purple ^jj+atrb+++=purple
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
paid ^vbd+++xvbnx+=paid
four ^cd++++=four
cents ^nns++++=cents,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
delivery ^nn+nom+++=delivery
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
keep ^vb++++=keep
out ^rb+phrv+++=out
of ^in++++=of
this ^dt+pdem+++=this,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bakery ^nn++++=bakery
clerk ^nn++++=clerk.
. ^zz++++=EXTRAWORD
" ^zz++++="Looks
looks ^nns++++=EXTRAWORD
sick ^jj++++=sick,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
observed ^vbd+vprv++xvbn+=observed
the ^ati++++=the
ham ^nn++++=ham
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="Drunk,
drunk ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
maybe ^rb+cnj+++=maybe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
suggested ^vwbn+vpub++xvbn+=suggested
somebody ^pn++++=somebody.
. ^zz++++=EXTRAWORD
" ^zz++++="Drunk
drunk ^vprf+++xvbn+=EXTRAWORD
nothing ^pn++++=nothing,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
cheese ^nn++++=cheese
demonstrator ^nn++++=demonstrator,
, ^zz++++=EXTRAWORD
kneeling ^vbg+nom++xvbg+=kneeling
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
touched ^vbd+++xvbnx+=touched
Jennie ^np++++=Jennie's
's ^$++++=EXTRAWORD
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
her ^pp$+pp3+++=her
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
fainted ^vpsv++agls+xvbnx+=fainted."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
nationality ^nn+nom+++=nationality
is ^vbz+bez+vrb++=is
she ^pp3a+pp3+++=she?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
grey ^jj++++=grey-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
purchaser ^nn+nom+++=purchaser
of ^in++++=of
p ^zz++++=p
t ^zz++++=t
, ^zz++++=,
as ^cs+sub+++=as
though ^cs+sub+++=though
treatment ^nn+nom+++=treatment
depended ^vbd+++xvbn+=depended
upon ^in++++=upon
the ^ati++++=the
tariff ^nn++++=tariff
schedule ^nn++++=schedule.
. ^zz++++=EXTRAWORD
" ^zz++++="Scotch,
scotch ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
say ^vb+vpub+++=say,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bakery ^nn++++=bakery
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
she ^pp3a+pp3+++=she
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
know ^vb+vprv+++=know
better ^jjr++++=better,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
purple ^jj+atrb+++=purple
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
A ^at++++=A
house ^nn++++=house
detective ^nn++++=detective
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
the ^ati++++=the
square ^jj+atrb+++=square
shoulders ^nns+nom+++=shoulders
and ^cc++++=and
suspicious ^jj+atrb+++=suspicious
eyes ^nns++++=eyes
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
believed ^vbd+vprv+tht0+xvbn+=believed
innocence ^nn+nom+++=innocence
should ^md+nec+++=should
carry ^vb++++=carry
identification ^nn+nom+++=identification.
. ^zz++++=EXTRAWORD
" ^zz++++="Ambulance
ambulance ^nn+nom+++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
called ^vpsv++agls+xvbnx+=called,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
" ^zz++++="Anybody
anybody ^pn++++=EXTRAWORD
know ^vb+vprv+tht0++=know
her ^pp$+pp3+++=her
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
Jennie ^np+++??+=Jennie
stirred ^vbd+++xvbn+=stirred.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
fingers ^nns+nom+++=fingers
crushed ^vwbn+++xvbn+=crushed
the ^ati++++=the
soft ^jj+atrb+++=soft
centre ^nn++++=centre
of ^in++++=of
the ^ati++++=the
scone ^nn+++??+=scone.
. ^zz++++=EXTRAWORD
Crumbs ^nns++++=Crumbs
clung ^vbd+++xvbn+=clung
to ^in++++=to
her ^pp$+pp3+++=her
glove ^nn++++=glove.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cheese ^nn++++=cheese
woman ^nn++++=woman
bent ^vbd+++xvbn+=bent
lower ^jjr++++=lower.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
name ^nn++++=name,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jennie ^np++++=Jennie's
's ^$++++=EXTRAWORD
lips ^nns++++=lips
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
" ^zz++++="Speak
speak ^vb++++=EXTRAWORD
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
the ^ati++++=the
ring ^nn++++=ring
of ^in++++=of
people ^nns++++=people.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
they ^pp3a+pp3+++=they
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
fruit ^nn++++=fruit
window ^nn++++=window
again ^rb+tm+++=again:
: ^zz++++=EXTRAWORD
the ^ati++++=the
silver ^nn++++=silver
dish ^nn++++=dish,
, ^zz++++=EXTRAWORD
the ^ati++++=the
electric ^jj+atrb+++=electric
lights ^nns++++=lights,
, ^zz++++=EXTRAWORD
the ^ati++++=the
six ^cd++++=six
useless ^jj+atrb+++=useless
miracles ^nns++++=miracles
brought ^vbd+++xvbn+=brought
a ^at++++=a
thousand ^cd++++=thousand
miles ^nns++++=miles
to ^to++++=to
tempt ^vbi++++=tempt
an ^at++++=an
appetite ^nn++++=appetite
already ^rb++++=already
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
" ^zz++++="Maymeys,"
maymeys ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Maymeys
maymeys ^nns+++??+=EXTRAWORD
from ^in++++=from
Cuba ^np++++=Cuba."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
cheese ^nn++++=cheese
woman ^nn++++=woman
frowned ^vbd+++xvbn+=frowned
in ^in++++=in
concentration ^nn+nom+++=concentration.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
her ^pp$+pp3+++=her
face ^nn++++=face
brightened ^vbd+++xvbn+=brightened
with ^in++++=with
the ^ati++++=the
satisfaction ^nn+nom+++=satisfaction
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
solved ^vprf+++xvbnx+=solved
a ^at++++=a
puzzle ^nn++++=puzzle.
. ^zz++++=EXTRAWORD
" ^zz++++="Mamie,"
mamie ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
" ^zz++++="Her
her ^pp$+pp3+++=EXTRAWORD
name ^nn++++=name's
's ^$++++=EXTRAWORD
Mamie ^np++++=Mamie.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
from ^in++++=from
Cuba ^np++++=Cuba."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Cuba!"
cuba ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
purple ^jj+atrb+++=purple
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
so ^ql+emph+++=so
light ^jj++++=light."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Plenty
plenty ^nn++++=EXTRAWORD
of ^in++++=of
light ^nn++++=light
ones ^cd1s++++=ones
down ^rp++++=down
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
ham ^nn++++=ham
man ^nn++++=man,
, ^zz++++=EXTRAWORD
an ^at++++=an
authority ^nn+nom+++=authority
by ^in++++=by
instant ^jj+atrb+++=instant
appointment ^nn+nom+++=appointment.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
her ^pp3o+pp3+++=her
father ^npt++++=father
was ^vbd+bedz+vrb++=was
American ^jj+pred+++=American,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
offered ^vbd+++xvbn+=offered
the ^ati++++=the
delivery ^nn+nom+++=delivery
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
floorwalker ^nn++++=floorwalker
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
an ^at++++=an
order ^to++++=order
pad ^nn++++=pad
and ^cc++++=and
wrote ^vbd+vprv++xvbn+=wrote
carefully ^rb++++=carefully:
: ^zz++++=EXTRAWORD
**mamie ^nn+++??+=**MAMIE
Cuban ^jj++++=CUBAN
About ^in++++=ABOUT
Twenty ^cd++++=TWENTY-FIVE.**
- ^zz++++=EXTRAWORD
five.** ^nn+++??+=EXTRAWORD
And ^cc++++=And
so ^rb++++=so
the ^ati++++=the
city ^npl++++=city
obtained ^vwbn+++xvbn+=obtained
its ^pp$+it+++=its
facts ^nns++++=facts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ambulance ^nn+nom+++=ambulance
men ^nns++++=men
came ^vbd+++xvbn+=came
with ^in++++=with
a ^at++++=a
stretcher ^nn+nom+++=stretcher.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
lifted ^vbd+++xvbnx+=lifted
Jennie ^np+++??+=Jennie,
, ^zz++++=EXTRAWORD
still ^rb++++=still
clutching ^vbg+++xvbg+=clutching
the ^ati++++=the
stolen ^jj+++xvbn+=stolen,
, ^zz++++=EXTRAWORD
purchased ^jj+atrb++xvbn+=purchased,
, ^zz++++=EXTRAWORD
rescued ^jj+atrb++xvbn+=rescued
scone ^nn+++??+=scone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crowd ^nn++++=crowd
divided ^vwbn+++xvbn+=divided
reluctantly ^rb++++=reluctantly
and ^cc++++=and
closed ^vpsv++agls+xvbn+=closed
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
two ^cd++++=two
minutes ^nns++++=minutes
the ^ati++++=the
Scotch ^np++++=Scotch
counter ^vb++++=counter
resumed ^vbd+++xvbn+=resumed
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gentleman ^nn+nom+++=gentleman
from ^in++++=from
Lake ^nn++++=Lake
Shore ^nn++++=Shore
Drive ^vb++++=Drive
received ^vbd+++xvbn+=received
his ^pp$+pp3+++=his
meat ^nn++++=meat
pies ^nns++++=pies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
purple ^jj+atrb+++=purple
woman ^nn++++=woman
purchased ^vbd+++xvbn+=purchased
shortbread ^nn++++=shortbread.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cheese ^nn++++=cheese
demonstrator ^nn++++=demonstrator
returned ^vbd+++xvbn+=returned
to ^in++++=to
her ^pp$+pp3+++=her
samples ^nns++++=samples.
. ^zz++++=EXTRAWORD
" ^zz++++="Try
try ^vb++++=EXTRAWORD
our ^pp$+pp1+++=our
new ^jj+atrb+++=new
cream ^nn++++=cream
cheese ^nn++++=cheese!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="Mild,
mild ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
nourishing ^jj+++xvbg+=nourishing,
, ^zz++++=EXTRAWORD
economical ^jj++++=economical!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
snow ^nn++++=snow
began ^vbd+++xvbn+=began
to ^to++++=to
fall ^vbi++++=fall
upon ^in++++=upon
State ^nn++++=State
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
softening ^jj++++=softening
the ^ati++++=the
signs ^nns++++=signs,
, ^zz++++=EXTRAWORD
whitening ^jj+++xvbg+=whitening
the ^ati++++=the
roofs ^nns++++=roofs,
, ^zz++++=EXTRAWORD
dusting ^jj+++xvbg+=dusting
the ^ati++++=the
fruiterer ^jjr+atrb+++=fruiterer's
's ^vbz+bez+vrb++0=EXTRAWORD
awning ^nn++++=awning.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
glass ^nn++++=glass
the ^ati++++=the
apples ^nns++++=apples
shone ^vbd+++xvbn+=shone,
, ^zz++++=EXTRAWORD
the ^ati++++=the
grapes ^nns++++=grapes
overflowed ^vbd+++xvbn+=overflowed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
strawberries ^nns++++=strawberries
glowed ^vbd+++xvbn+=glowed
red ^jj++++=red
against ^in++++=against
green ^nn++++=green
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
in ^in++++=in
the ^ati++++=the
centre ^nn++++=centre,
, ^zz++++=EXTRAWORD
under ^in++++=under
six ^cd++++=six
electric ^jj+atrb+++=electric
bulbs ^nns++++=bulbs,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
the ^ati++++=the
maymeys ^nns+++??+=maymeys
from ^in++++=from
cuba ^np++++=Cuba.
. ^zz++++=EXTRAWORD
seventy ^cd++++=Seventy-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
cents ^nns++++=cents
each ^dt++++=each.
. ^zz++++=EXTRAWORD
