# ^zz++++=#
Something ^pn++++=SOMETHING
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
to ^to++++=to
buy ^vbi++++=buy
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
throw ^vb++++=throw
you ^pp2+pp2+++=you
in ^in++++=in
an ^at++++=an
office ^nn++++=office
as ^in++++=as
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
bargain ^nn++++=bargain?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
face ^nn++++=face
hardened ^vbd+++xvbn+=hardened.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
put ^vb+++xvbn+=put
it ^pp3+it+++=it
brutally ^rb++++=brutally
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
choose ^vb++++=choose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
another ^dt++++=another
way ^nn++++=way
to ^to++++=to
put ^vbi++++=put
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
a ^at++++=a
decent ^jj+atrb+++=decent
man ^nn++++=man
loves ^vbz++++=loves
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
offers ^vbz++++=offers
you ^pp2+pp2+++=you
everything ^pn++++=everything
a ^at++++=a
woman ^nn++++=woman
can ^md+pos+++=can
reasonably ^rb++++=reasonably
desire ^nn++++=desire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
by ^in++++=by
marrying ^xvbg+++xvbg+=marrying
him ^pp3o+pp3+++=him
you ^pp2+pp2+++=you
rescue ^vb++++=rescue
your ^pp$+pp2+++=your
brother ^nn++++=brother
from ^in++++=from
the ^ati++++=the
ruin ^nn++++=ruin
his ^pp$+pp3+++=his
own ^ap++++=own
folly ^nn++++=folly
has ^vbz+hvz+aux++=has
made ^vprf+++xvbnx+=made."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
winced ^vbd+++xvbnx+=winced
at ^in++++=at
the ^ati++++=the
last ^jj+atrb+++=last
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
saw ^vbd+vprv+tht0+xvbn+=saw
it ^pp3+it+++=it
and ^cc++++=and
instantly ^rb+tm+++=instantly
kissed ^vprf+++xvbn+=kissed
her ^pp$+pp3+++=her
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
a ^at++++=a
beast ^nn++++=beast,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Vi ^np+++??+=Vi,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
things ^nns++++=things.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
lying ^vbg+++xvbgx+=lying
awake ^jj++++=awake
for ^in++++=for
a ^at++++=a
week ^nn++++=week.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
suffer ^vb++++=suffer
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
gambled ^vbd+++xvbnx+=gambled
like ^in++++=like
an ^at++++=an
idiot ^nn++++=idiot.
. ^zz++++=EXTRAWORD
Kenyon ^np+++??+=Kenyon
is ^vbz+bez+vrb++=is
honest ^jj+pred+++=honest.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
patient ^nn++++=patient.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
never ^rb++++=never
bully ^nn++++=bully
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
would ^md+prd+++=would
only ^rb+down+splt++=only
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
came ^vbd+++xvbn+=came
a ^at++++=a
knock ^vb++++=knock
at ^rb++++=at
the ^ati++++=the
outer ^jjb+atrb+++=outer
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
stood ^vbd+++xvbn+=stood
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
A ^at++++=A
moment ^nn++++=moment
later ^rbr+tm+++=later
the ^ati++++=the
landlady ^nn++++=landlady
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
wearing ^vbg+++xvbg+=wearing
the ^ati++++=the
expression ^nn++++=expression
of ^in++++=of
injured ^jj+atrb++xvbn+=injured
dignity ^nn+nom+++=dignity
with ^in++++=with
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
always ^rb++++=always
announced ^vbn+vpub++xvbn+=announced
visitors ^nns++++=visitors
whose ^whp+rel+obj++=whose
clothes ^nns++++=clothes
surpassed ^vwbn+++xvbn+=surpassed
her ^pp$+pp3+++=her
furniture ^nn++++=furniture.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Richard ^np++++=Richard
Kenyon ^np+++??+=Kenyon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
Kenyon ^np+++??+=Kenyon
appeared ^vbd+seem++xvbn+=appeared
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
large ^jj++++=large,
, ^zz++++=EXTRAWORD
loosely ^rb++++=loosely
built ^vbd+++xvbn+=built
man ^nn++++=man
of ^in++++=of
perhaps ^rb++++=perhaps
thirty ^cd++++=thirty-five,
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
stillness ^nns+nom+++=stillness
of ^in++++=of
his ^pp$+pp3+++=his
face ^vb++++=face
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
look ^vb++++=look
older ^jjr++++=older.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
evening ^nn++++=evening
coat ^nn++++=coat
fitted ^vwbn+++xvbn+=fitted
him ^pp3o+pp3+++=him
badly ^rb++++=badly
across ^in+pl+++=across
the ^ati++++=the
shoulders ^nns+nom+++=shoulders;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hair ^nn++++=hair
possessed ^vbd+++xvbn+=possessed
an ^at++++=an
obstinate ^jj+atrb+++=obstinate
roughness ^nns+nom+++=roughness
no ^at++++=no
barber ^np++++=barber
had ^vb+hv+vrb++=had
subdued ^jj++++=subdued;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
heavy ^jj++++=heavy-lidded
- ^zz++++=EXTRAWORD
lidded ^jj+atrb+++=EXTRAWORD
grey ^jj+atrb+++=grey
eyes ^nns++++=eyes
seemed ^vbd+seem++xvbn+=seemed
almost ^rb+hdg+++=almost
drowsy ^jj++++=drowsy.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
when ^wrb+who+++=when
the ^ati++++=the
landlady ^nn++++=landlady
withdrew ^vbd+++xvbn+=withdrew,
, ^zz++++=EXTRAWORD
closing ^jj+++xvbg+=closing
the ^ati++++=the
door ^nn++++=door
with ^in++++=with
reluctance ^nn+nom+++=reluctance,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
eyes ^nns++++=eyes
went ^vbd+++xvbn+=went
immediately ^rb+tm+++=immediately
to ^in++++=to
Violet ^np++++=Violet
and ^cc++++=and
remained ^vpsv++agls+xvbn+=remained
upon ^in++++=upon
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
cleared ^vwbn+++xvbn+=cleared
his ^pp$+pp3+++=his
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
Kenyon ^np+++??+=Kenyon.
. ^zz++++=EXTRAWORD
Beastly ^jj+atrb+++=Beastly
afternoon ^nn++++=afternoon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
slow ^jj+pred+++=slow
and ^cc+phrs+++=and
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
faint ^jj+atrb+++=faint
American ^jj+atrb+++=American
drawl ^nn++++=drawl
remaining ^vwbg+++xvbg+=remaining
from ^in++++=from
years ^nns++++=years
spent ^vbd+++xvbn+=spent
across ^in+pl+++=across
the ^ati++++=the
Atlantic ^np++++=Atlantic.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
the ^ati++++=the
chair ^nn++++=chair
Jerry ^np++++=Jerry
offered ^vbd+++xvbn+=offered
and ^cc+phrs+++=and
sat ^vbd+++xvbn+=sat
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands
upon ^in++++=upon
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
had ^vb+hv+aux++=had
once ^cs+tm+++=once
thought ^vprf+++xvbn+=thought
those ^dt+dem+++=those
hands ^nns++++=hands
ugly ^jj++++=ugly
too ^ql++++=too
square ^npl++++=square,
, ^zz++++=EXTRAWORD
too ^ql++++=too
brown ^np++++=brown,
, ^zz++++=EXTRAWORD
too ^ql++++=too
powerful ^jj++++=powerful.
. ^zz++++=EXTRAWORD
Today ^nr+tm+++=To-day
they ^pp3a+pp3+++=they
appeared ^vbd+seem++xvbnx+=appeared
to ^to+vcmp+++=to
fill ^vbi++++=fill
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
reckon ^vb+vprv+tht0++=reckon
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
why ^wrb+who+whcl++=why
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Violet ^jj++++=Violet.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
very ^ql+amp+++=very
straight ^jj++++=straight,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
wild ^jj++++=wild.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
a ^at++++=a
creature ^nn++++=creature
that ^tht+rel+subj++=that
sees ^vbz+vprv+++=sees
the ^ati++++=the
gate ^nn++++=gate
closing ^vwbg+++xvbg+=closing
across ^in+pl+++=across
its ^pp$+it+++=its
only ^rb+down+++=only
road ^npl++++=road
of ^in++++=of
escape ^nn++++=escape.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps,"
perhaps ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
gaze ^nn++++=gaze
moved ^vbd+++xvbn+=moved
briefly ^rb++++=briefly
to ^in++++=to
Jerry ^np++++=Jerry.
. ^zz++++=EXTRAWORD
" ^zz++++="Could
could ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
speak ^vb++++=speak
to ^in++++=to
your ^pp$+pp2+++=your
sister ^nn++++=sister
alone ^rb++++=alone?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly.
certainly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
seized ^vbd+++xvbn+=seized
his ^pp$+pp3+++=his
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
door ^nn++++=door
he ^pp3a+pp3+++=he
hesitated ^vbd+++xvbnx+=hesitated.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
not ^xnot++not++=not
be ^vb+be+vrb++=be
far ^rb+pl+++=far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
Vi ^np+++??+=Vi."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
made ^vbd+++xvbnx+=made
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
the ^ati++++=the
silence ^nn+nom+++=silence
became ^vbd+++xvbn+=became
terrible ^jj++++=terrible.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
did ^vbd+dod+aux++=did
not ^xnot++not++=not
attempt ^vb++++=attempt
to ^to+vcmp+++=to
break ^vbi++++=break
it ^pp3+it+++=it
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaned ^vbd+++xvbnx+=leaned
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
into ^in+ppvb+++=into
the ^ati++++=the
poor ^jj++++=poor
little ^ap++++=little
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Violet ^jj++++=Violet
wondered ^jj+++xvbn+=wondered
with ^in++++=with
painful ^jj+atrb+++=painful
anger ^nn++++=anger
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to
prolong ^vbi++++=prolong
her ^pp$+pp3+++=her
ordeal ^nn++++=ordeal
deliberately ^rb++++=deliberately.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
brother ^nn++++=brother
tells ^vbz++++=tells
me ^pp1o+pp1+++=me
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
want ^vb++++=want."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
also ^rb++++=also
tells ^vbz++++=tells
me ^pp1o+pp1+++=me
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
hear ^vbi+vprv+++=hear
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
fingers ^nns+nom+++=fingers
closed ^vbd+++xvbn+=closed
upon ^in++++=upon
the ^ati++++=the
mantelpiece ^nn++++=mantelpiece.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
movements ^nns+nom+++=movements
were ^vbd+bed+aux++=were
never ^rb++splt++=never
hurried ^vpsv++agls+xvbnx+=hurried,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
clumsy ^jj++++=clumsy
in ^in++++=in
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
before ^in++++=before
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
great ^jj++++=great
and ^cc+phrs+++=and
quiet ^jj++++=quiet
and ^cc++++=and
unmistakably ^rb++++=unmistakably
strong ^jj++++=strong.
. ^zz++++=EXTRAWORD
" ^zz++++="Miss
miss ^npt++++=EXTRAWORD
Trelevan ^np+nom+++=Trelevan,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
much ^rb++++=much
gift ^nn++++=gift
for ^in++++=for
this ^dt+dem+++=this
kind ^rb++++=kind
of ^rb"++++=of
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
loved ^vprf+++xvbnx+=loved
you ^pp2+pp2+++=you
since ^cs+sub+++=since
the ^ati++++=the
night ^nn++++=night
you ^pp2+pp2+++=you
laughed ^vbd+++xvbn+=laughed
at ^in+ppvb+++=at
Lady ^npt++++=Lady
Parminster ^np+nom+++=Parminster's
's ^$++++=EXTRAWORD
green ^nn++++=green
parrot ^nn++++=parrot
and ^cc++++=and
then ^rn+tm+++=then
apologized ^vbd+++xvbn+=apologized
to ^in++++=to
the ^ati++++=the
bird ^nn++++=bird.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
marry ^vbi++++=marry
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
try ^vb++++=try
to ^to+vcmp+++=to
make ^vbi++++=make
things ^nns++++=things
easy ^jj++++=easy
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
about ^in++++=about
all ^abn++++=all
I ^pp1a+pp1+++=I
can ^md+pos+++=can
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^np++++=Violet's
's ^$++++=EXTRAWORD
lips ^nns++++=lips
moved ^vbd+++xvbn+=moved,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
sound ^nn++++=sound
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
waited ^vbd+++xvbnx+=waited.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Kenyon ^np++++=Kenyon
Dick ^np++++=Dick
I ^pp1a+pp1+++=I
" ^zz++++="
His ^pp$+pp3+++=His
face ^vb++++=face
altered ^vbd+++xvbn+=altered
slightly ^rb+down+++=slightly
at ^in++++=at
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
the ^ati++++=the
drowsiness ^nns+nom+++=drowsiness
left ^vbd+++xvbn+=left
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
in ^in++++=in
them ^pp3o+pp3+++=them
a ^at++++=a
brightness ^nns+nom+++=brightness
that ^tht+rel+subj++=that
frightened ^vbd+++xvbn+=frightened
her ^pp$+pp3+++=her
more ^rbr++++=more
than ^in++++=than
their ^pp$+pp3+++=their
former ^ap++++=former
calm ^nn++++=calm.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
hurry ^nn++++=hurry,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
gently ^rb++++=gently.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gentleness ^nns+nom+++=gentleness
almost ^rb+hdg+++=almost
undid ^vbd+++xvbn+=undid
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
crude ^jj++++=crude,
, ^zz++++=EXTRAWORD
confident ^jj++++=confident,
, ^zz++++=EXTRAWORD
triumphant ^jj++++=triumphant,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=could
have ^vb+hv+aux++=have
hated ^vprf+++xvbnx+=hated
him ^pp3o+pp3+++=him
honestly ^rb++++=honestly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
waiting ^vbg+++xvbg+=waiting
as ^cs+sub+++=as
though ^cs+sub+++=though
her ^pp$+pp3+++=her
smallest ^jjt++++=smallest
wish ^vb+vprv+++=wish
mattered ^vbd+++xvbn+=mattered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
own ^ap++++=own
purpose ^nn++++=purpose
became ^vbd+++xvbn+=became
more ^rbr++++=more
shameful ^jj++++=shameful
with ^in++++=with
every ^at++++=every
second ^od++++=second.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
thought ^vbd+++xvbnx+=thought
of ^in++++=of
Jerry ^np++++=Jerry
walking ^vwbg+++xvbg+=walking
the ^ati++++=the
wet ^jj+atrb+++=wet
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
seven ^cd++++=seven
shillings ^nns+nom+++=shillings,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
empty ^jj+atrb+++=empty
coal ^nn++++=coal-scuttle.
- ^zz++++=EXTRAWORD
scuttle ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
marry ^vb++++=marry
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
remained ^vbd+++xvbn+=remained
absolutely ^rb+amp+++=absolutely
still ^rb++++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
mean ^vb+vprv+tht0++=mean
that ^tht+vcmp+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
quite ^rb++++=quite
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lifted ^vbd+++xvbnx+=lifted
her ^pp3o+pp3+++=her
head ^jjb++++=head
desperately ^rb++++=desperately.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
promise ^nn++++=promise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
a ^at++++=a
long ^jj+atrb+++=long
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
instead ^rb+cnj+++=instead
of ^in++++=of
raising ^xvbg+++xvbg+=raising
it ^pp3+it+++=it
to ^in++++=to
his ^pp$+pp3+++=his
lips ^nns++++=lips
he ^pp3a+pp3+++=he
merely ^rb+down+++=merely
held ^vbd+vprv+tht0+xvbn+=held
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
lightly ^rb++++=lightly
and ^cc+phrs+++=and
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
some ^dti++++=some
frightened ^jj+atrb++xvbn+=frightened
living ^jj+atrb++xvbg+=living
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Violet ^np++++=Violet,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
possession ^nn++++=possession,
, ^zz++++=EXTRAWORD
found ^jj+atrb++xvbn+=found
patience ^nn+nom+++=patience
harder ^jjr++++=harder
to ^to++++=to
