# ^zz++++=#
Westward ^rb++++=WESTWARD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
at ^rb++++=at
a ^at++++=a
crowded ^nn++++=crowded
crossing ^vwbg+++xvbg+=crossing
while ^cs+sub+++=while
coaches ^nns++++=coaches,
, ^zz++++=EXTRAWORD
carts ^nns+++??+=carts,
, ^zz++++=EXTRAWORD
riders ^nns++++=riders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wagons ^nns++++=wagons
divided ^vwbn+++xvbn+=divided
and ^cc+phrs+++=and
reunited ^vwbn+++xvbn+=reunited
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
expression ^nn++++=expression
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
fear ^vb++++=fear,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
grave ^jj+atrb+++=grave
bewilderment ^nn+nom+++=bewilderment.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
signs ^nns++++=signs,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
mill ^nn++++=mill-smoke,
- ^zz++++=EXTRAWORD
smoke ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
glittering ^jj+atrb+++=glittering
shops ^nns++++=shops;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
his ^pp$+pp3+++=his
rifle ^nn++++=rifle,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
that ^dt+dem+++=that
old ^jj+atrb+++=old
counselor ^nn++++=counselor
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
explain ^vbi+vpub+++=explain
the ^ati++++=the
difficulty ^nn++++=difficulty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
weapon ^nn++++=weapon
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
argument ^nn+nom+++=argument
in ^in++++=in
the ^ati++++=the
woods ^nns++++=woods
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here
merely ^rb+down+++=merely
an ^at++++=an
inconvenience ^nn+nom+++=inconvenience.
. ^zz++++=EXTRAWORD
No ^at++++=No
hostile ^jj+atrb+++=hostile
beast ^nn++++=beast
confronted ^vbd+++xvbn+=confronted
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
the ^ati++++=the
omnibus ^&fw++++=omnibus
could ^md+pos+++=could
be ^vb+be+aux++=be
classed ^vpsv++agls+xvbnx+=classed
as ^in++++=as
one ^pn++++=one;
; ^zz++++=EXTRAWORD
no ^at++++=no
path ^nn++++=path
needed ^vwbn+++xvbn+=needed
blazing ^jj++++=blazing;
; ^zz++++=EXTRAWORD
no ^at++++=no
fire ^nn++++=fire
required ^vbd+++xvbn+=required
protection ^nn+nom+++=protection.
. ^zz++++=EXTRAWORD
Civilization ^nn+nom+++=Civilization
had ^vbd+hvd+aux++=had
surrounded ^vprf+++xvbnx+=surrounded
him ^pp3o+pp3+++=him
so ^rb++++=so
rapidly ^rb++++=rapidly
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
not ^xnot++not++=not
to ^to++++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+aux+xvbnx+=been
conquered ^vpsv++by+xvbnx+=conquered
by ^in++++=by
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
ambushed ^jj+++xvbn+=ambushed.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained
motionless ^jj++++=motionless,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
town ^nn++++=town
hurried ^vbd+++xvbn+=hurried,
, ^zz++++=EXTRAWORD
trotted ^j+++xvbn+=trotted,
, ^zz++++=EXTRAWORD
rattled ^xvbn+++xvbn+=rattled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rumbled ^vprf+++xvbn+=rumbled
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
street ^nn++++=street
with ^in++++=with
great ^jj+atrb+++=great
caution ^nn+nom+++=caution
and ^cc++++=and
disappeared ^vpsv++agls+xvbn+=disappeared
behind ^in+pl+++=behind
a ^at++++=a
coach ^nn++++=coach
bound ^vwbn+++xvbn+=bound
westward ^rb++++=westward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
incident ^nn++++=incident
impressed ^vwbn+++xvbn+=impressed
me ^pp1o+pp1+++=me
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
mills ^nns++++=mills.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
went ^vbd+++xvbn+=went
the ^ati++++=the
older ^jjr++++=older
America ^np++++=America,
, ^zz++++=EXTRAWORD
armed ^j+++xvbn+=armed,
, ^zz++++=EXTRAWORD
solitary ^jj++++=solitary,
, ^zz++++=EXTRAWORD
suspicious ^jj++++=suspicious,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
its ^pp$+it+++=its
necessities ^nns+nom+++=necessities
upon ^in++++=upon
its ^pp$+it+++=its
back ^jjb++++=back;
; ^zz++++=EXTRAWORD
around ^rp++++=around
it ^pp3+it+++=it
surged ^vbd+++xvbn+=surged
the ^ati++++=the
newer ^jjr++++=newer
America ^np++++=America,
, ^zz++++=EXTRAWORD
incorporated ^xvbn+++xvbn+=incorporated,
, ^zz++++=EXTRAWORD
advertised ^j+++xvbn+=advertised,
, ^zz++++=EXTRAWORD
litigated ^j+++xvbn+=litigated,
, ^zz++++=EXTRAWORD
insured ^j+++xvbn+=insured,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
debt ^nn++++=debt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hunter ^nn++++=hunter
had ^vb+hv+vrb++=had
subdued ^jj++++=subdued
the ^ati++++=the
wilderness ^nns+nom+++=wilderness;
; ^zz++++=EXTRAWORD
the ^ati++++=the
speculator ^nn++++=speculator
had ^vbd+hvd+aux++=had
purchased ^vprf+++xvbnx+=purchased
it ^pp3+it+++=it
from ^in++++=from
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
the ^ati++++=the
surveyor ^nn++++=surveyor
had ^vbd+hvd+aux++=had
divided ^vprf+++xvbnx+=divided
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
the ^ati++++=the
lawyer ^nn++++=lawyer
had ^vbd+hvd+aux++=had
described ^vprf+++xvbnx+=described
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
the ^ati++++=the
merchant ^nn+nom+++=merchant
had ^vbd+hvd+aux++=had
stocked ^vprf+++xvbnx+=stocked
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
hotel ^nn++++=hotel-keeper
- ^zz++++=EXTRAWORD
keeper ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
charge ^vb++++=charge
them ^pp3o+pp3+++=them
all ^rb++++=all
for ^in++++=for
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
was ^vbd+bedz+vrb++=was
the ^ati++++=the
change ^nn++++=change
ended ^vbd+++xvbn+=ended.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
Rochester ^np+nom++??+=Rochester
stretched ^vwbn+++xvbn+=stretched
the ^ati++++=the
West ^np+pl+++=West
that ^tht+rel+++=that
spacious ^jj+atrb+++=spacious
word ^nn++++=word
which ^whp+rel+obj++=which
continually ^rb++++=continually
retreats ^nns++++=retreats
as ^ql++++=as
we ^pp1a+pp1+++=we
advance ^nn+nom+++=advance,
, ^zz++++=EXTRAWORD
drawing ^vbg+++xvbg+=drawing
roads ^npl++++=roads,
, ^zz++++=EXTRAWORD
towns ^nns++++=towns,
, ^zz++++=EXTRAWORD
ambition ^nn+nom+++=ambition,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappointment ^nn+nom+++=disappointment
after ^in++++=after
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
coach ^nn++++=coach
carried ^vbd+++xvbn+=carried
recruits ^nns++++=recruits;
; ^zz++++=EXTRAWORD
every ^at++++=every
boat ^nn++++=boat
bore ^vbd+++xvbn+=bore
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
tools ^nns++++=tools,
, ^zz++++=EXTRAWORD
children ^nns++++=children,
, ^zz++++=EXTRAWORD
hopes ^nns++++=hopes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
family ^nn++++=family
Bibles ^nps++++=Bibles;
; ^zz++++=EXTRAWORD
every ^at++++=every
newspaper ^nn+nom+++=newspaper
widened ^vbd+++xvbn+=widened
the ^ati++++=the
horizon ^nn++++=horizon
with ^in++++=with
reports ^nns++++=reports
of ^in++++=of
land ^nn++++=land
still ^rb+atrb+++=still
cheaper ^jjr++++=cheaper
and ^cc++++=and
fortune ^nn++++=fortune
still ^rb++++=still
farther ^rbr++++=farther
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Rochester ^np+nom++??+=Rochester
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
boasting ^vbg+++xvbg+=boasting
like ^in++++=like
an ^at++++=an
established ^jj+atrb++xvbn+=established
capital ^nn++++=capital,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
some ^dti++++=some
sense ^nn++++=sense
only ^rb+down+++=only
a ^at++++=a
camp ^nn++++=camp
upon ^in++++=upon
the ^ati++++=the
march ^nn++++=march.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
night ^nn++++=night
settled ^vbd+++xvbn+=settled
fully ^rb+cnj+++=fully,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
The ^ati++++=The
falls ^nn++++=falls
muttered ^vbd+++xvbn+=muttered
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
robbed ^j+++xvbn+=robbed
but ^cc++++=but
not ^xnot++not++=not
silenced ^vbd+++xvbn+=silenced;
; ^zz++++=EXTRAWORD
the ^ati++++=the
mills ^nns++++=mills
shone ^vbd+++xvbn+=shone
beside ^in+pl+++=beside
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
lamps ^nns++++=lamps
marked ^vbd+++xvbn+=marked
the ^ati++++=the
principal ^jjb+atrb+++=principal
streets ^nns++++=streets;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
the ^ati++++=the
town ^nn++++=town
arose ^vbd+++xvbn+=arose
that ^dt+pdem+++=that
confused ^vbd+++xvbn+=confused,
, ^zz++++=EXTRAWORD
unceasing ^jj+atrb+++=unceasing
murmur ^nn++++=murmur
in ^in++++=in
which ^whp+rel+pied++=which
wheels ^nns++++=wheels,
, ^zz++++=EXTRAWORD
waters ^nns++++=waters,
, ^zz++++=EXTRAWORD
hammers ^nns+nom+++=hammers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
human ^jj+atrb+++=human
voices ^nns++++=voices
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
one ^cd1++++=one
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature
and ^cc++++=and
enterprise ^nn++++=enterprise
were ^vbd+bed+vrb++=were
quarreling ^nn+nom+++=quarreling
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
each ^dt++++=each
had ^vbd+hvd+aux++=had
borrowed ^vprf+++xvbnx+=borrowed
the ^ati++++=the
other's ^ap$++++=other's
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
The ^ati++++=The
river ^npl++++=river
moved ^vbd+++xvbn+=moved
machinery ^nn+nom+++=machinery;
; ^zz++++=EXTRAWORD
the ^ati++++=the
machinery ^nn+nom+++=machinery
enlarged ^vbd+++xvbn+=enlarged
the ^ati++++=the
city ^nn++++=city;
; ^zz++++=EXTRAWORD
the ^ati++++=the
city ^npl++++=city
diminished ^vbd+++xvbn+=diminished
the ^ati++++=the
cataract ^nn++++=cataract;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
diminished ^jj+atrb++xvbn+=diminished
cataract ^nn++++=cataract,
, ^zz++++=EXTRAWORD
by ^in++++=by
serving ^xvbg+++xvbg+=serving
men ^nns++++=men,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
a ^at++++=a
spectacle ^nn++++=spectacle
scarcely ^rb+down+++=scarcely
less ^rbr++++=less
astonishing ^jj++++=astonishing
than ^in++++=than
its ^pp$+it+++=its
former ^ap++++=former
grandeur ^nn++++=grandeur.
. ^zz++++=EXTRAWORD
Sam ^np++++=Sam
Patch ^nn++++=Patch
had ^vbd+hvd+aux++=had
leaped ^vprf+++xvbnx+=leaped
there ^rn+pl+++=there
for ^in++++=for
fame ^nn++++=fame.
. ^zz++++=EXTRAWORD
Rochester ^np+nom++??+=Rochester
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
the ^ati++++=the
greater ^nn++++=greater
leap ^vb++++=leap
for ^in++++=for
fortune ^nn++++=fortune
and ^cc+cls+++=and
thus ^rb+cnj+++=thus
far ^rb+pl+++=far
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
the ^ati++++=the
surface ^nn++++=surface
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
Iv ^np+++??+=IV.
. ^zz++++=EXTRAWORD
From ^in++++=From
Rochester ^np+nom++??+=Rochester
I ^pp1a+pp1+++=I
continued ^vbd+++xvbnx+=continued
toward ^in++++=toward
Detroit ^np+++??+=Detroit,
, ^zz++++=EXTRAWORD
joining ^vbg+++xvbg+=joining
a ^at++++=a
company ^nn++++=company
of ^in++++=of
westward ^nn++++=westward
passengers ^nns+nom+++=passengers
whose ^whp+rel+obj++=whose
variety ^nn++++=variety
would ^md+prd+++=would
have ^vb+hv+aux++=have
furnished ^vprf+++xvbnx+=furnished
a ^at++++=a
census ^nn++++=census-taker
- ^zz++++=EXTRAWORD
taker ^jjr++++=EXTRAWORD
with ^in++++=with
occupation ^nn+nom+++=occupation
and ^cc++++=and
a ^at++++=a
philosopher ^nn+nom+++=philosopher
with ^in++++=with
despair ^nn++++=despair.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
emigrant ^nn+nom+++=emigrant
families ^nns++++=families
surrounded ^vwbn+++xvbn+=surrounded
by ^in++++=by
bedding ^nn++++=bedding,
, ^zz++++=EXTRAWORD
kettles ^nns+++??+=kettles,
, ^zz++++=EXTRAWORD
baskets ^nns++++=baskets,
, ^zz++++=EXTRAWORD
children ^nns++++=children,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
melancholy ^jj+atrb+++=melancholy
remnants ^nns+nom+++=remnants
of ^in++++=of
household ^nn++++=household
order ^to++++=order;
; ^zz++++=EXTRAWORD
merchants ^nns+nom+++=merchants
guarding ^vwbg+++xvbg+=guarding
small ^jj+atrb+++=small
trunks ^nns++++=trunks
with ^in++++=with
great ^jj+atrb+++=great
vigilance ^nn+nom+++=vigilance;
; ^zz++++=EXTRAWORD
young ^jj+atrb+++=young
adventurers ^nns+nom+++=adventurers
guarding ^vwbg+++xvbg+=guarding
nothing ^pn++++=nothing
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
possessed ^vbd+++xvbnx+=possessed
nothing ^pn++++=nothing;
; ^zz++++=EXTRAWORD
elderly ^jj+atrb+++=elderly
men ^nns++++=men
traveling ^nn+nom+++=traveling
for ^in++++=for
health ^nn++++=health
and ^cc++++=and
discussing ^vbg+++xvbg+=discussing
their ^pp$+pp3+++=their
diseases ^nns++++=diseases;
; ^zz++++=EXTRAWORD
ladies ^nns++++=ladies
who ^whp+rel+subj++=who
endured ^vbd+++xvbn+=endured
discomfort ^nn++++=discomfort
with ^in++++=with
more ^rbr++++=more
composure ^nn++++=composure
than ^in++++=than
their ^pp$+pp3+++=their
protectors ^nns++++=protectors;
; ^zz++++=EXTRAWORD
speculators ^nns++++=speculators
carrying ^vwbg+++xvbg+=carrying
maps ^nns++++=maps;
; ^zz++++=EXTRAWORD
mechanics ^nn++++=mechanics
carrying ^vwbg+++xvbg+=carrying
tools ^nns++++=tools;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
persons ^nns++++=persons
whose ^whp+rel+obj++=whose
business ^nns+nom+++=business
remained ^vbd+++xvbn+=remained
a ^at++++=a
mystery ^nn+nom+++=mystery
even ^rb++++=even
after ^cs+sub+++=after
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
explained ^vprf++tht0+xvbnx+=explained
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
steamboat ^jj+++??+=steamboat
labored ^jj+++xvbn+=labored
along ^in++++=along
with ^in"++++=with
much ^rb++++=much
panting ^vbg+++xvbg+=panting,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smoky ^jj+atrb+++=smoky
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
The ^ati++++=The
vessel ^nn++++=vessel
combined ^vbd+++xvbn+=combined
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
a ^at++++=a
floating ^jj+atrb++xvbg+=floating
hotel ^nn++++=hotel
with ^in++++=with
the ^ati++++=the
internal ^jj+atrb+++=internal
anxieties ^nns++++=anxieties
of ^in++++=of
a ^at++++=a
factory ^nn++++=factory.
. ^zz++++=EXTRAWORD
Above ^jjb++++=Above,
, ^zz++++=EXTRAWORD
passengers ^nns+nom+++=passengers
walked ^vbd+++xvbn+=walked,
, ^zz++++=EXTRAWORD
ate ^j+++xvbn+=ate,
, ^zz++++=EXTRAWORD
slept ^j+++xvbn+=slept,
, ^zz++++=EXTRAWORD
complained ^jj+atrb++xvbn+=complained,
, ^zz++++=EXTRAWORD
played ^jj+atrb++xvbn+=played
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
admired ^jj+atrb++xvbn+=admired
sunsets ^nns++++=sunsets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inquired ^vbd+++xvbn+=inquired
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
should ^md+nec+++=should
arrive ^vb++++=arrive;
; ^zz++++=EXTRAWORD
below ^rb++++=below,
, ^zz++++=EXTRAWORD
unseen ^jj+atrb+++=unseen
powers ^nns++++=powers
clanged ^vbd+++xvbn+=clanged,
, ^zz++++=EXTRAWORD
hissed ^j+++xvbn+=hissed,
, ^zz++++=EXTRAWORD
revolved ^j+++xvbn+=revolved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threatened ^jj+++xvbn+=threatened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
deck ^nn++++=deck
offered ^vbd+++xvbn+=offered
landscape ^nn++++=landscape
and ^cc++++=and
society ^nn++++=society;
; ^zz++++=EXTRAWORD
the ^ati++++=the
engine ^nn++++=engine-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
supplied ^vbd+++xvbn+=supplied
fate ^np++++=fate.
. ^zz++++=EXTRAWORD
Lake ^nn++++=Lake
Erie ^np+++??+=Erie
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
smooth ^jj++++=smooth
during ^in++++=during
the ^ati++++=the
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
with ^in++++=with
the ^ati++++=the
smiling ^jj+atrb++xvbg+=smiling
tranquillity ^nn+nom+++=tranquillity
of ^in++++=of
Champlain ^np+++??+=Champlain.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
broad ^jj+atrb+++=broad
surface ^nn++++=surface
wore ^vbd+++xvbn+=wore
a ^at++++=a
harder ^jjr+atrb+++=harder
color ^nn++++=color;
; ^zz++++=EXTRAWORD
the ^ati++++=the
horizon ^nn++++=horizon
seemed ^vbd+seem++xvbn+=seemed
more ^rbr++++=more
remote ^jj++++=remote;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
low ^jj+atrb+++=low
shores ^nns++++=shores,
, ^zz++++=EXTRAWORD
appearing ^vbg+seem++xvbg+=appearing
and ^cc+phrs+++=and
vanishing ^vbg+++xvbg+=vanishing
through ^in++++=through
haze ^nn++++=haze,
, ^zz++++=EXTRAWORD
gave ^jj+atrb++xvbn+=gave
little ^jj+atrb+++=little
encouragement ^nn+nom+++=encouragement
to ^to+vcmp+++=to
the ^ati++++=the
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
Toward ^in++++=Toward
evening ^nn++++=evening
clouds ^nns++++=clouds
gathered ^vbd+++xvbn+=gathered
in ^in++++=in
the ^ati++++=the
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
stormily ^rb+cnj+++=stormily,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
long ^rb++++=long
dusky ^nn+++??+=dusky
ranges ^nns++++=ranges,
, ^zz++++=EXTRAWORD
among ^in++++=among
which ^whp+rel+pied++=which
the ^ati++++=the
sunset ^nn++++=sunset
burned ^vbd+++xvbn+=burned
like ^in++++=like
a ^at++++=a
red ^jj+atrb+++=red
furnace ^nn++++=furnace
closing ^vwbg+++xvbg+=closing
for ^in++++=for
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
One ^pn++++=One
by ^in++++=by
one ^cd1++++=one
the ^ati++++=the
colors ^nns++++=colors
withdrew ^vbd+++xvbn+=withdrew.
. ^zz++++=EXTRAWORD
The ^ati++++=The
passengers ^nns+nom+++=passengers
descended ^vbd+++xvbn+=descended;
; ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
freshened ^vbd+++xvbn+=freshened;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
no ^at++++=no
mountain ^nn++++=mountain
or ^cc++++=or
island ^nn++++=island
to ^to++++=to
define ^vbi++++=define
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
spread ^j+++xvbn+=spread
over ^in++++=over
the ^ati++++=the
lake ^nn++++=lake
with ^in++++=with
an ^at++++=an
immensity ^nn+nom+++=immensity
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
our ^pp$+pp1+++=our
vessel ^nn++++=vessel
seem ^vb+seem+++=seem
no ^at++++=no
larger ^nn++++=larger
than ^in++++=than
the ^ati++++=the
spark ^nn++++=spark
from ^in++++=from
its ^pp$+it+++=its
own ^ap++++=own
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
At ^rb++++=At
some ^dti++++=some
uncertain ^jj+atrb+++=uncertain
hour ^nn++++=hour
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
awakened ^vpsv++by+xvbnx+=awakened
by ^in++++=by
a ^at++++=a
change ^nn++++=change
in ^in++++=in
the ^ati++++=the
accustomed ^jj+atrb++xvbn+=accustomed
motion ^nn++++=motion.
. ^zz++++=EXTRAWORD
A ^at++++=A
traveler ^jjr++++=traveler
soon ^rb+tm+++=soon
learns ^vbz+vprv+++=learns
the ^ati++++=the
pulse ^nn++++=pulse
of ^in++++=of
a ^at++++=a
steamboat ^nn+++??+=steamboat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
starts ^vbz++++=starts
when ^wrb+who+++=when
it ^pp3+it+++=it
falters ^nns+nom+++=falters
as ^in++++=as
a ^at++++=a
mother ^nn++++=mother
does ^vbz+doz+vrb++=does
beside ^in+pl+++=beside
a ^at++++=a
sleeping ^jj+atrb++xvbg+=sleeping
child ^nn++++=child.
. ^zz++++=EXTRAWORD
The ^ati++++=The
regular ^jj+atrb+++=regular
throb ^nn++++=throb
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased.
. ^zz++++=EXTRAWORD
Feet ^nns++++=Feet
moved ^vbd+++xvbn+=moved
rapidly ^rb++++=rapidly
overhead ^jjb++++=overhead;
; ^zz++++=EXTRAWORD
the ^ati++++=the
machinery ^nn+nom+++=machinery
uttered ^vwbn+++xvbn+=uttered
detached ^vbd+++xvbn+=detached
groans ^nn++++=groans;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
came ^vbd+++xvbn+=came
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
the ^ati++++=the
lowering ^nn++++=lowering
of ^in++++=of
a ^at++++=a
boat ^nn++++=boat
and ^cc++++=and
the ^ati++++=the
confused ^jj+atrb++xvbn+=confused
sounds ^nns++++=sounds
of ^in++++=of
orders ^nns++++=orders
carefully ^rb++++=carefully
stripped ^vbd+++xvbn+=stripped
of ^in++++=of
alarming ^xvbg+++xvbg+=alarming
words ^nns++++=words.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
suffered ^vprf+++xvbnx+=suffered
some ^dti++++=some
mechanical ^jj+atrb+++=mechanical
injury ^nn++++=injury
small ^jj++++=small,
, ^zz++++=EXTRAWORD
as ^ql++++=as
all ^abn++++=all
such ^abl++++=such
injuries ^nns++++=injuries
are ^vb+ber+aux++=are
officially ^rb++splt++=officially
described ^vpsv++agls+xvbnx+=described,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
sufficiently ^rb++++=sufficiently
large ^jj++++=large
to ^to++++=to
stop ^vbi++++=stop
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boat ^nn++++=boat
had ^vbd+hvd+aux++=had
approached ^vprf+++xvbnx+=approached
a ^at++++=a
wooded ^jj+atrb+++=wooded
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
preparations ^nns+nom+++=preparations
were ^vbd+bed+aux++=were
made ^vpsv++agls+xvbnx+=made
for ^in+ppvb+++=for
repair ^nn++++=repair.
. ^zz++++=EXTRAWORD
Fuel ^nn++++=Fuel
also ^rb++++=also
was ^vbd+bedz+aux++=was
required ^vpsv++agls+xvbnx+=required;
; ^zz++++=EXTRAWORD
for ^in++++=for
our ^pp$+pp1+++=our
iron ^nn++++=iron
monster ^nn+nom+++=monster,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
might ^md+pos+++=might
be ^vb+be+vrb++=be
wrong ^jj+pred+++=wrong
with ^in++++=with
its ^pp$+it+++=its
limbs ^nns++++=limbs,
, ^zz++++=EXTRAWORD
retained ^j+++xvbn+=retained
an ^at++++=an
excellent ^jj+atrb+++=excellent
appetite ^nn++++=appetite.
