# ^zz++++=#
Blas ^np+++??+=Blas
The ^ati++++=The
performance ^nn+nom+++=performance
was ^vbd+bedz+aux++=was
repeated ^vpsv++agls+xvbnx+=repeated.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
afternoon ^nn++++=afternoon
notes ^nns++++=notes
were ^vbd+bed+aux++=were
examined ^vpsv++agls+xvbnx+=examined
and ^cc++++=and
an ^at++++=an
engagement ^nn+nom+++=engagement
selected ^vwbn+++xvbn+=selected.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
evening ^nn++++=evening
Gerty ^np+++??+=Gerty
dressed ^vbd+++xvbn+=dressed
with ^in++++=with
elaborate ^jj+atrb+++=elaborate
care ^nn++++=care.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
blue ^jj+atrb+++=blue
tulle ^nn++++=tulle,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
yellow ^jj+atrb+++=yellow
satin ^nn++++=satin,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
black ^jj+atrb+++=black
velvet ^nn++++=velvet
with ^in++++=with
pearls ^nns++++=pearls.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ordered ^vbd+vsua++xvbnx+=ordered
flowers ^nns+nom+++=flowers
for ^in++++=for
her ^pp$+pp3+++=her
bodice ^nn++++=bodice
and ^cc++++=and
consulted ^xvbn+++xvbn+=consulted
Billy ^np++++=Billy
about ^rb++++=about
her ^pp3o+pp3+++=her
ornaments ^nns+nom+++=ornaments.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
proper ^jj+atrb+++=proper
hour ^nn++++=hour
she ^pp3a+pp3+++=she
drove ^vbd+++xvbnx+=drove
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
returned ^j+++xvbn+=returned
secretly ^rb+cnj+++=secretly,
, ^zz++++=EXTRAWORD
waited ^j+++xvbn+=waited
in ^in++++=in
the ^ati++++=the
upper ^jjb+atrb+++=upper
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
later ^rbr+tm+++=later
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
public ^jj+atrb+++=public
arrival ^nn++++=arrival
at ^in++++=at
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
irony ^nn++++=irony
of ^in++++=of
it ^pp3+it+++=it
would ^md+prd+++=would
have ^vb+hv+aux++=have
amused ^vprf+++xvbnx+=amused
Billy ^np++++=Billy
had ^vb+hv+aux++=had
he ^pp3a+pp3+++=he
known ^vbd+vprv++xvbnx+=known.
. ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
dressed ^vprf+++xvbnx+=dressed
for ^in++++=for
crowded ^jj+atrb++xvbn+=crowded
rooms ^nns++++=rooms
and ^cc++++=and
the ^ati++++=the
admiration ^nn+nom+++=admiration
of ^in++++=of
strangers ^nns+nom+++=strangers,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
dressed ^vbd+++xvbn+=dressed
for ^in++++=for
a ^at++++=a
sick ^jj+atrb+++=sick
man ^nn++++=man
in ^in++++=in
half ^abn++++=half-darkness.
- ^zz++++=EXTRAWORD
darkness ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
audience ^nn+nom+++=audience
was ^vbd+bedz+vrb++=was
one ^pn++++=one;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
triumph ^nn++++=triumph
was ^vbd+bedz+aux++=was
to ^to++++=to
deceive ^vbi++++=deceive
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
finest ^nn++++=finest
acting ^vwbg+++xvbg+=acting
of ^in++++=of
the ^ati++++=the
season ^nn++++=season
took ^vbd+++xvbn+=took
place ^nn++++=place
before ^cs+sub+++=before
no ^at++++=no
critic ^nn++++=critic
who ^whp+rel+subj++=who
understood ^vbd+vprv++xvbn+=understood
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Unfortunately ^rb+cnj+++=Unfortunately,
, ^zz++++=EXTRAWORD
critics ^nns++++=critics
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=did
not ^xnot++not++=not
understand ^vb+vprv+tht0++=understand
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
plentiful ^jj+pred+++=plentiful.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
dining ^vbg+++xvbgx+=dining
at ^rb++++=at
the ^ati++++=the
Beaconsfields ^np+++??+=Beaconsfields'
' ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Carstairs ^np++++=Carstairs
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
true ^jj+atrb+++=true
that ^tht+jcmp+++=that
poor ^jj+atrb+++=poor
Billy ^np++++=Billy
Drayton ^np+++??+=Drayton
is ^vbz+bez+aux++=is
dying ^vbg+++xvbgx+=dying?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
ill ^jj++++=ill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
Gerty ^np+++??+=Gerty
goes ^vbz++++=goes
out ^rp+pl+++=out
every ^at++++=every
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Beaconsfield ^np++++=Beaconsfield
lowered ^vbd+++xvbn+=lowered
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
with ^in++++=with
the ^ati++++=the
satisfaction ^nn+nom+++=satisfaction
of ^in++++=of
a ^at++++=a
woman ^nn++++=woman
compelled ^vwbn+++xvbn+=compelled
by ^in++++=by
sorrow ^nn++++=sorrow
to ^to++++=to
discuss ^vbi++++=discuss
another ^dt++++=another
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
conduct ^nn++++=conduct.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
leaving ^vbg+++xvbg+=leaving
for ^in++++=for
the ^ati++++=the
opera ^nn++++=opera
yesterday ^nr+tm+++=yesterday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
did ^vbd+dod+vrb++=did
I ^pp1a+pp1+++=I,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Carstairs ^np++++=Carstairs.
. ^zz++++=EXTRAWORD
" ^zz++++="White
white ^jj+atrb+++=EXTRAWORD
satin ^nn++++=satin
and ^cc++++=and
diamonds ^nns++++=diamonds."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
curious ^jj+atrb+++=curious
costume ^nn++++=costume
for ^in++++=for
anxiety ^nn++++=anxiety."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
that ^tht+vcmp+++=that
appearances ^nns+nom+++=appearances
were ^vbd+bed+aux++=were
often ^rb++splt++=often
employed ^vpsv++agls+xvbnx+=employed
to ^to++++=to
conceal ^vbi++++=conceal
facts ^nns++++=facts.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lady ^npt++++=Lady
Beaconsfield ^np++++=Beaconsfield,
, ^zz++++=EXTRAWORD
" ^zz++++="facts
facts ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
what ^wdt+who+++=what
appearances ^nns+nom+++=appearances
produce ^nn++++=produce."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
seemed ^jj+++xvbn+=seemed
clever ^jj++++=clever
enough ^dt++++=enough
to ^in++++=to
end ^nn++++=end
the ^ati++++=the
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
how ^wrb+who+++=how
many ^ap++++=many
falsehoods ^nns+nom+++=falsehoods
become ^vb++++=become
respectable ^jj++++=respectable.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
Pelican ^np+++??+=Pelican,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vane ^np++++=Vane
was ^vbd+bedz+vrb++=was
less ^rbr++++=less
delicate ^jj+pred+++=delicate.
. ^zz++++=EXTRAWORD
" ^zz++++="Drayton's
drayton ^nn+++??+=EXTRAWORD
's ^$++++=EXTRAWORD
wife ^nn++++=wife
is ^vbz+bez+vrb++=is
a ^rb++++=a
little ^rb"++++=little
monster ^nn+nom+++=monster,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
at ^rb++++=at
the ^ati++++=the
Savoy ^np++++=Savoy
while ^cs+sub+++=while
the ^ati++++=the
poor ^jj+atrb+++=poor
devil ^nn++++=devil
was ^vbd+bedz+vrb++=was
at ^in++++=at
death ^nn++++=death's
's ^$++++=EXTRAWORD
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
her ^pp$+pp3+++=her
inside ^jjb++++=inside?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp3o+pp3+++=her
arrive ^vb++++=arrive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
left ^vbd+++xvbnx+=left
her ^pp3o+pp3+++=her
house ^npl++++=house
at ^rb++++=at
eleven ^cd++++=eleven
and ^cc++++=and
came ^vbd+++xvbn+=came
back ^jjb++++=back
at ^in++++=at
three ^cd++++=three."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
devotion ^nn+nom+++=devotion
to ^in++++=to
observation ^nn+nom+++=observation
would ^md+prd+++=would
make ^vb++++=make
marriage ^nn+nom+++=marriage
hazardous ^jj++++=hazardous."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shrugged ^vbd+++xvbnx+=shrugged.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
all ^rb++++=all
knew ^vbd+vprv++xvbn+=knew
what ^wdt+who+whcl++=what
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
had ^vb+hv+vrb++=had
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
remembrance ^nn+nom+++=remembrance
silenced ^vbd+++xvbn+=silenced
me ^pp1o+pp1+++=me
more ^rbr++++=more
effectively ^rb++++=effectively
than ^in++++=than
his ^pp$+pp3+++=his
certainty ^nn++++=certainty.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
away ^rp+pl+++=away
in ^in++++=in
Paris ^np++++=Paris
for ^in++++=for
ten ^cd++++=ten
days ^nns++++=days
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
first ^rb++++=first
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
whole ^jj+atrb+++=whole
performance ^nn+nom+++=performance.
. ^zz++++=EXTRAWORD
Returning ^vbg+++xvbg+=Returning
unexpectedly ^rb+cnj+++=unexpectedly,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
in ^rb+phrv+++=in
Green ^nn++++=Green
Street ^nn++++=Street
shortly ^rb+tm+++=shortly
before ^in++++=before
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
appeared ^vbd+seem++xvbn+=appeared
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
turning ^vbg+++xvbgx+=turning
away ^rb+phrv+++=away
a ^at++++=a
brougham ^nn++++=brougham
stopped ^vbd+++xvbn+=stopped
in ^in++++=in
the ^ati++++=the
mews ^nn++++=mews.
. ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
descended ^vbd+++xvbn+=descended
in ^in++++=in
a ^at++++=a
cloak ^nn++++=cloak,
, ^zz++++=EXTRAWORD
spoke ^j+++xvbn+=spoke
to ^in++++=to
the ^ati++++=the
coachman ^nn+nom+++=coachman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^vpsv++agls+xvbn+=vanished
through ^in++++=through
the ^ati++++=the
side ^nn++++=side
door ^nn++++=door.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
followed ^vbd+vprv++xvbnx+=followed
and ^cc+phrs+++=and
knocked ^vbd+++xvbn+=knocked
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
some ^dti++++=some
delay ^nn++++=delay
Miss ^npt++++=Miss
Hanbury ^np++++=Hanbury
admitted ^vwbn+vpub++xvbn+=admitted
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Drayton ^np++++=Drayton
has ^vbz+hvz+aux++=has
just ^rb+emph+splt++=just
returned ^vprf+++xvbnx+=returned?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
small ^jj+atrb+++=small
room ^nn++++=room
above ^in+pl+++=above
the ^ati++++=the
nursery ^nn+nom+++=nursery
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
up ^rp++++=up.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
beside ^in+pl+++=beside
an ^at++++=an
unlit ^jj+atrb+++=unlit
grate ^nn++++=grate
in ^in++++=in
a ^at++++=a
gown ^nn++++=gown
of ^in++++=of
pale ^jj+atrb+++=pale
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
cloak ^nn++++=cloak
thrown ^vwbn+++xvbn+=thrown
across ^in+pl+++=across
a ^at++++=a
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
The ^ati++++=The
diamonds ^nns++++=diamonds
in ^in++++=in
her ^pp$+pp3+++=her
hair ^nn++++=hair
caught ^vbd+++xvbn+=caught
what ^wdt+who+++=what
little ^ap++++=little
light ^jj++++=light
entered ^jj+++xvbn+=entered
from ^in++++=from
the ^ati++++=the
landing ^nvbg+++xvbg+=landing.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
table ^nn++++=table
lay ^vbd+++xvbn+=lay
a ^at++++=a
plate ^nn++++=plate
of ^in++++=of
sandwiches ^nns++++=sandwiches
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
touched ^vbd+++xvbn+=touched
and ^cc++++=and
a ^at++++=a
society ^nn++++=society
paper ^nn++++=paper
from ^in++++=from
the ^ati++++=the
previous ^jj+atrb+++=previous
week ^nn++++=week.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rose ^vbd+++xvbnx+=rose
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=mustn't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
Billy ^np++++=Billy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wo ^&fw++++=won't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
at ^rb++++=at
the ^ati++++=the
Wexfords ^np+++??+=Wexfords'."
'." ^nn+++??+=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
does ^vbz+doz+vrb++=does
half ^nn++++=half
London ^np++++=London."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
convenient ^jj+pred+++=convenient."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Paint ^nn++++=Paint
could ^md+pos+++=could
not ^xnot++not++=not
hide ^vb++++=hide
its ^pp$+it+++=its
exhaustion ^nn+nom+++=exhaustion.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
shadowed ^vpsv++agls+xvbnx+=shadowed;
; ^zz++++=EXTRAWORD
the ^ati++++=the
glittering ^nn++++=glittering
dress ^vb++++=dress
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
pallor ^nn++++=pallor
dreadful ^jj++++=dreadful.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+vrb++=do
this ^dt+dem+++=this
every ^at++++=every
night ^nn++++=night?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
well ^rb++++=well
enough ^qlp++++=enough
to ^in++++=to
notice ^nn++++=notice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
sit ^vb++++=sit
here ^rn+pl+++=here
alone ^jj++++=alone?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sometimes
sometimes ^rb++++=EXTRAWORD
I ^pp1a+pp1+++=I
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
Usually ^rb+down+++=Usually
I ^pp1a+pp1+++=I
prepare ^vb++++=prepare
my ^pp$+pp1+++=my
adventures ^nns++++=adventures."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pointed ^vbd+++xvbnx+=pointed
to ^in++++=to
the ^ati++++=the
newspaper ^nn+nom+++=newspaper.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
tells ^vbz++++=tells
me ^pp1o+pp1+++=me
who ^whp+who+++=who
is ^vbz+bez+aux++=is
supposed ^vb++pmd"+xvbnx+=supposed
to ^to+vcmp+pmd++=to
be ^vbi++vrb++=be
where ^wrb+who+++=where.
. ^zz++++=EXTRAWORD
Last ^rb++++=Last
night ^nn++++=night
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
the ^ati++++=the
Austrian ^jj+atrb+++=Austrian
ambassador ^nn++++=ambassador
at ^rb++++=at
Lady ^npt++++=Lady
Marden ^np+++??+=Marden's,
's, ^nn+++??+=EXTRAWORD
but ^cc++++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
dining ^vbg+++xvbgx+=dining
at ^rb++++=at
Windsor ^np++++=Windsor.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
nearly ^rb+down+++=nearly
caught ^vbd+++xvbn+=caught
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Fortunately ^rb+cnj+++=Fortunately,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
precise ^jj++++=precise
about ^in++++=about
diplomacy ^nn+nom+++=diplomacy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gerty,
gerty ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
people ^nns++++=people
are ^vb+ber+aux++=are
talking ^vbg+++xvbgx+=talking."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
heartless ^jj++++=heartless."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
kind ^nn++++=kind
enough ^dt++++=enough
to ^in++++=to
interest ^nn++++=interest
themselves ^ppls+pp3+++=themselves
in ^in++++=in
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
explain ^vb+vpub+++=explain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
word ^nn++++=word
came ^vbd+++xvbn+=came
sharply ^rb++++=sharply.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
lowered ^vbd+++xvbnx+=lowered
her ^pp3o+pp3+++=her
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
must ^md+nec+++=must
not ^xnot++not++=not
hear ^vb+vprv+++=hear
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
even ^rb++++=even
a ^at++++=a
whisper ^vb+vpub+++=whisper
if ^cs+cnd+++=if
someone ^pn++++=someone
wrote ^vbd+vprv++xvbn+=wrote
or ^cc+phrs+++=or
called ^vbd+++xvbn+=called
he ^pp3a+pp3+++=he
would ^md+prd+++=would
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
afterwards ^rb+tm+++=afterwards
" ^zz++++="
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak
of ^in++++=of
afterwards ^rb+tm+++=afterwards."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
after ^cs+sub+++=after
two ^cd++++=two
the ^ati++++=the
carriage ^nn+nom+++=carriage
rolled ^vbd+++xvbn+=rolled
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
front ^nn++++=front.
. ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
drew ^vbd+++xvbn+=drew
on ^in+ppvb+++=on
her ^pp3o+pp3+++=her
gloves ^nns++++=gloves,
, ^zz++++=EXTRAWORD
arranged ^vpbn+vsua++xvbn+=arranged
her ^pp$+pp3+++=her
cloak ^nn++++=cloak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
examined ^vbd+++xvbn+=examined
herself ^ppl+pp3+++=herself
in ^in++++=in
the ^ati++++=the
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
transformation ^nn+nom+++=transformation
was ^vbd+bedz+vrb++=was
astonishing ^jj+pred+++=astonishing.
. ^zz++++=EXTRAWORD
Fatigue ^nn++++=Fatigue
disappeared ^vbd+seem++xvbn+=disappeared
beneath ^in+pl+++=beneath
animation ^nn+nom+++=animation;
; ^zz++++=EXTRAWORD
grief ^nn++++=grief
took ^vbd+++xvbn+=took
the ^ati++++=the
shape ^nn++++=shape
of ^in++++=of
gaiety ^nn++++=gaiety.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
down ^in++++=down
the ^ati++++=the
back ^jjb+atrb+++=back
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
through ^in++++=through
the ^ati++++=the
mews ^nn++++=mews,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entered ^vbd+++xvbn+=entered
the ^ati++++=the
brougham ^nn+++??+=brougham.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
minutes ^nns++++=minutes
later ^rbr+tm+++=later
she ^pp3a+pp3+++=she
rang ^vbd+++xvbnx+=rang
at ^rb++++=at
her ^pp3o+pp3+++=her
own ^ap++++=own
front ^jjb+atrb+++=front
door ^nn++++=door.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
waited ^vbd+++xvbnx+=waited
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
