# ^zz++++=#
Three ^cd++++=THREE
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
hospital ^nn+nom+++=hospital
where ^wrb+who+++=where
the ^ati++++=the
students ^nns++++=students
hung ^vbd+++xvbn+=hung
their ^pp$+pp3+++=their
coats ^nns++++=coats
in ^in++++=in
a ^at++++=a
room ^nn++++=room
adjoining ^vwbg+++xvbg+=adjoining
the ^ati++++=the
lecture ^nn++++=lecture-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Money ^nn++++=Money
began ^vbd+++xvbn+=began
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
Half ^abn++++=Half-a-crown
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
crown ^nn++++=EXTRAWORD
first ^rb++++=first;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
seven ^cd++++=seven
shillings ^nns+nom+++=shillings;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
sovereign ^nn++++=sovereign;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
pocketbook ^nn+++??+=pocketbook
with ^in++++=with
notes ^nns++++=notes.
. ^zz++++=EXTRAWORD
Always ^rb++++=Always
during ^in++++=during
lecture ^nn++++=lecture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
always ^rb++++=always
from ^in++++=from
the ^ati++++=the
coats ^nns++++=coats.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
porter ^nn++++=porter
was ^vbd+bedz+aux++=was
suspected ^vpsv++agls+xvbnx+=suspected.
. ^zz++++=EXTRAWORD
Porters ^nns+nom+++=Porters
generally ^rb+down+++=generally
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
keys ^nns++++=keys,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
poor ^jj+pred+++=poor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
in ^in++++=in
the ^ati++++=the
way ^nn++++=way;
; ^zz++++=EXTRAWORD
three ^cd++++=three
circumstances ^nns+nom+++=circumstances
enough ^qlp++++=enough
to ^to++++=to
hang ^vbi++++=hang
a ^at++++=a
man ^nn++++=man
in ^in++++=in
common ^jj+atrb+++=common
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
gentleman ^nn+nom+++=gentleman
who ^whp+rel+subj++=who
spoke ^vbd+++xvbn+=spoke
to ^in++++=to
me ^pp1o+pp1+++=me
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
strong ^jj++++=strong
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="'He
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
alone ^rb++++=alone
can ^md+pos+++=can
enter ^vb++++=enter,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="'Then
' ^zz++++=EXTRAWORD
then ^rn+tm+++=EXTRAWORD
how ^wrb+who+++=how
do ^vb+do+vrb++=do
the ^ati++++=the
students ^nns++++=students
enter ^vb++++=enter?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="'Of
' ^zz++++=EXTRAWORD
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
they ^pp3a+pp3+++=they
enter ^vb++++=enter.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Then
' ^zz++++=EXTRAWORD
then ^rn+tm+++=EXTRAWORD
he ^pp3a+pp3+++=he
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
alone ^rb++++=alone.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
porter ^nn++++=porter
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old
soldier ^nn++++=soldier,
, ^zz++++=EXTRAWORD
stiff ^jj++++=stiff
in ^in++++=in
one ^cd1++++=one
leg ^nn++++=leg,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
wife ^nn++++=wife
ill ^jj++++=ill
at ^rb++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
dishonest ^jj++++=dishonest,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
our ^pp$+pp1+++=our
thief ^nn++++=thief.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
entered ^vbd+++xvbn+=entered
the ^ati++++=the
coat ^nn++++=coat-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
while ^cs+sub+++=while
lecture ^vb++++=lecture
was ^vbd+bedz+vrb++=was
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
except ^in++++=except
once ^rb+tm+++=once
to ^to++++=to
carry ^vbi++++=carry
coal ^nn++++=coal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
money ^nn++++=money
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost
from ^in++++=from
a ^at++++=a
coat ^nn++++=coat
at ^in++++=at
the ^ati++++=the
opposite ^jj+atrb+++=opposite
end ^nn++++=end
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
in ^in++++=in
full ^jj+atrb+++=full
sight ^nn++++=sight
of ^in++++=of
two ^cd++++=two
pupils ^nns++++=pupils.
. ^zz++++=EXTRAWORD
" ^zz++++="'One
' ^zz++++=EXTRAWORD
one ^pn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
students ^nns++++=students,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
A ^at++++=A
student ^nn++++=student
might ^md+pos+++=might
be ^vb+be+vrb++=be
wild ^jj+pred+++=wild,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
run ^vb+++xvbn+=run
into ^in+ppvb+++=into
debt ^nn++++=debt,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
play ^vb++++=play
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
even ^rb++splt++=even
borrow ^vb++++=borrow
another ^dt++++=another
man ^nn++++=man's
's ^$++++=EXTRAWORD
umbrella ^nn++++=umbrella
perpetual ^jj++++=perpetual;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
steal ^vb++++=steal
from ^in++++=from
a ^at++++=a
coat ^nn++++=coat-peg
- ^zz++++=EXTRAWORD
peg ^nn++++=EXTRAWORD
never ^rb++++=never!
! ^zz++++=EXTRAWORD
" ^zz++++="'Very
' ^zz++++=EXTRAWORD
very ^ql+amp+++=EXTRAWORD
good ^jj++++=good,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
' ^zz++++='Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
money ^nn++++=money
walks ^nns++++=walks.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
door ^nn++++=door
from ^in++++=from
the ^ati++++=the
passage ^nn+nom+++=passage,
, ^zz++++=EXTRAWORD
one ^pn++++=one
into ^in++++=into
the ^ati++++=the
lecture ^nn++++=lecture-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
two ^cd++++=two
windows ^nns++++=windows
too ^ql++++=too
high ^np++++=high
for ^in++++=for
convenient ^jj+atrb+++=convenient
use ^nn++++=use,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sofa ^nn++++=sofa
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
An ^at++++=An
old ^jj+atrb+++=old
horsehair ^nn+++??+=horsehair
sofa ^nn++++=sofa,
, ^zz++++=EXTRAWORD
low ^jj++++=low
in ^in++++=in
front ^jjb++++=front,
, ^zz++++=EXTRAWORD
torn ^j+++xvbn+=torn
underneath ^in+strn+++=underneath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
long ^rb++++=long
enough ^qlp++++=enough
for ^in++++=for
a ^at++++=a
man ^nn++++=man
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
object ^nn++++=object
to ^in++++=to
being ^nn+nn+aux++=being
folded ^vbd+++xvbn+=folded
contrary ^in+cmpx+++=contrary
to ^in++++=to
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
objected ^vbd+vpub++xvbnx+=objected,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
under ^in++++=under
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Before
before ^in++++=EXTRAWORD
doing ^xvbg+++xvbg+=doing
so ^ql++++=so,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
prepared ^vbd+++xvbn+=prepared
a ^at++++=a
pocketbook ^nn+++??+=pocketbook
with ^in++++=with
marked ^jj+atrb++xvbn+=marked
money ^nn++++=money
and ^cc++++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
breast ^nn++++=breast-pocket
- ^zz++++=EXTRAWORD
pocket ^nn++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
coat ^nn++++=coat
near ^in+pl+++=near
the ^ati++++=the
middle ^jjb+atrb+++=middle
peg ^nn++++=peg.
. ^zz++++=EXTRAWORD
The ^ati++++=The
owner ^nn++++=owner
went ^vbd+++xvbn+=went
into ^in++++=into
lecture ^nn++++=lecture.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
crawled ^vprf+++xvbn+=crawled
beneath ^in+pl+++=beneath
the ^ati++++=the
sofa ^nn++++=sofa.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
let ^vbd+++xvbnx+=let
the ^ati++++=the
room ^nn++++=room
settle ^vb++++=settle
quiet ^jj++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
dusty ^jj+pred+++=dusty,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Dust ^nn++++=Dust
above ^rb++++=above
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
dust ^nn++++=dust
beneath ^rb++++=beneath
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
horsehair ^nn+++??+=horsehair
in ^in++++=in
my ^pp$+pp1+++=my
collar ^nn++++=collar,
, ^zz++++=EXTRAWORD
a ^at++++=a
spring ^nn++++=spring
against ^in++++=against
my ^pp$+pp1+++=my
ribs ^nns++++=ribs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
nose ^nn++++=nose
about ^in++++=about
three ^cd++++=three
inches ^nns++++=inches
from ^in++++=from
a ^at++++=a
button ^nn++++=button
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
probably ^rb++splt++=probably
been ^vprf+ben+vrb+xvbnx+=been
there ^rn+pl+++=there
since ^cs+sub+++=since
the ^ati++++=the
sofa ^nn++++=sofa
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
floor ^nn++++=floor
and ^cc++++=and
the ^ati++++=the
lower ^jjr+atrb+++=lower
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
coats ^nns++++=coats.
. ^zz++++=EXTRAWORD
By ^in++++=By
turning ^xvbg+++xvbg+=turning
my ^pp$+pp1+++=my
head ^jjb++++=head
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lecture ^nn++++=lecture
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
professor ^nn++++=professor's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
through ^in++++=through
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising
and ^cc++++=and
falling ^nvbg+++xvbg+=falling.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
minutes ^nns++++=minutes
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Twenty ^cd++++=Twenty.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
left ^jj+atrb++xvbn+=left
leg ^nn++++=leg
went ^vbd+++xvbn+=went
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
my ^pp$+pp1+++=my
right ^jj++++=right
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
think ^vbi+vprv+tht0++=think
the ^ati++++=the
porter ^nn++++=porter
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
told ^vpsv++agls+xvbnx+=told,
, ^zz++++=EXTRAWORD
the ^ati++++=the
students ^nns++++=students
warned ^vbd+vpub++xvbn+=warned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
me ^pp1o+pp1+++=me
planted ^vbd+++xvbn+=planted
there ^rn+pl+++=there
to ^in++++=to
study ^nn++++=study
the ^ati++++=the
habits ^nns++++=habits
of ^in++++=of
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
passage ^npl+nom+++=passage
creaked ^vbd+++xvbn+=creaked.
. ^zz++++=EXTRAWORD
" ^zz++++="Somebody
somebody ^pn++++=EXTRAWORD
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well
polished ^jj++++=polished.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
listened ^vbd+++xvbnx+=listened.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
minutes ^nns++++=minutes
after ^in+strn+++=after,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
door ^nn++++=door
very ^ql+amp+++=very
soft ^jj++++=soft
and ^cc+phrs+++=and
stepped ^jj+++xvbn+=stepped
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
Green ^nn++++=Green
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
light ^jj+atrb+++=light
trousers ^nns+nom+++=trousers,
, ^zz++++=EXTRAWORD
quick ^jj+atrb+++=quick
walk ^nn++++=walk.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
him ^pp3o+pp3+++=him
by ^in++++=by
sight ^nn++++=sight
a ^at++++=a
student ^nn++++=student
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
hospital ^nn+nom+++=hospital.
. ^zz++++=EXTRAWORD
Expensively ^rb++++=Expensively
dressed ^vbd+++xvbn+=dressed,
, ^zz++++=EXTRAWORD
brisk ^jj++++=brisk
in ^in++++=in
his ^pp$+pp3+++=his
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thought ^nn+++xvbn+=thought
well ^rb++++=well
of ^in++++=of
by ^in++++=by
his ^pp$+pp3+++=his
companions ^nns++++=companions.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
shut ^vbd+++xvbnx+=shut
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
close ^jj++++=close.
. ^zz++++=EXTRAWORD
Stood ^j+++xvbn+=Stood
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Listened ^j+++xvbn+=Listened.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
once ^rb+tm+++=once
round ^in++++=round
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
touched ^vbd+++xvbnx+=touched
nothing ^pn++++=nothing
first ^rb++++=first
time ^nn++++=time.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
caution ^nn+nom+++=caution.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
into ^in+ppvb+++=into
the ^ati++++=the
lecture ^nn++++=lecture-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
crack ^jjb++++=crack,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
to ^in++++=to
the ^ati++++=the
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
listened ^vbd+++xvbn+=listened
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
scarcely ^rb+down+++=scarcely
breathed ^vbd+++xvbn+=breathed.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
began ^vbd+++xvbnx+=began
with ^in++++=with
the ^ati++++=the
coats ^nns++++=coats
nearest ^jjt++++=nearest
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
plunging ^vbg+++xvbg+=plunging
his ^pp$+pp3+++=his
hands ^nns++++=hands
in ^in++++=in
no ^at++++=no.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
gentle ^jj++++=gentle,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
tips ^nns++++=tips
of ^in++++=of
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers;
; ^zz++++=EXTRAWORD
a ^at++++=a
breast ^nn++++=breast
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
a ^at++++=a
side ^nn++++=side-pocket
- ^zz++++=EXTRAWORD
pocket ^nn++++=EXTRAWORD
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
knew ^vpbn+vprv++xvbn+=knew
by ^in++++=by
the ^ati++++=the
shape ^nn++++=shape
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
inside ^jjb+pred+++=inside.
. ^zz++++=EXTRAWORD
Handkerchief ^nn++++=Handkerchief.
. ^zz++++=EXTRAWORD
Keys ^nns++++=Keys.
. ^zz++++=EXTRAWORD
Case ^nn++++=Case
of ^in++++=of
instruments ^nns+nom+++=instruments.
. ^zz++++=EXTRAWORD
Purse ^nn++++=Purse.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
stopped ^vbd+++xvbnx+=stopped
at ^rb++++=at
a ^at++++=a
sound ^nn++++=sound
from ^in++++=from
the ^ati++++=the
lecture ^nn++++=lecture-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Back
back ^jjb++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
as ^ql++++=as
innocent ^jj++++=innocent
as ^in++++=as
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sound ^nn++++=sound
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
returned ^vbd+++xvbnx+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
planted ^jj+atrb++xvbn+=planted
coat ^nn++++=coat
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
twice ^rb++++=twice.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
suspicious ^jj+pred+++=suspicious
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
hung ^vbd+++xvbn+=hung
too ^ql++++=too
conveniently ^rb++++=conveniently.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
third ^od++++=third
round ^rp++++=round
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
the ^ati++++=the
pocketbook ^nn+++??+=pocketbook
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
counted ^j+++xvbn+=counted
the ^ati++++=the
money ^nn++++=money,
, ^zz++++=EXTRAWORD
put ^jj+atrb++xvbn+=put
part ^nn++++=part
into ^in++++=into
his ^pp$+pp3+++=his
trousers ^nns+nom+++=trousers-pocket,
- ^zz++++=EXTRAWORD
pocket ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vbd+++xvbn+=returned
the ^ati++++=the
empty ^jj+atrb+++=empty
book ^nn++++=book
to ^in++++=to
the ^ati++++=the
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
came ^vbd+++xvbnx+=came
from ^in+ppvb+++=from
under ^in++++=under
the ^ati++++=the
sofa ^nn++++=sofa.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
dignified ^jj++++=dignified,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
No ^at++++=No
man ^nn++++=man
can ^md+pos+++=can
emerge ^vb++++=emerge
from ^in++++=from
under ^in++++=under
a ^at++++=a
low ^jj+atrb+++=low
sofa ^nn++++=sofa
with ^in++++=with
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
my ^pp$+pp1+++=my
head ^nn++++=head,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
dragged ^vbd+++xvbn+=dragged
the ^ati++++=the
rest ^nn++++=rest
after ^in++++=after
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
with ^in++++=with
fluff ^nn+++??+=fluff
and ^cc++++=and
with ^in++++=with
my ^pp$+pp1+++=my
handkerchief ^nn++++=handkerchief
tied ^vbd+++xvbn+=tied
round ^rb++++=round
my ^pp$+pp1+++=my
forehead ^nn++++=forehead
to ^to++++=to
keep ^vbi++++=keep
the ^ati++++=the
dust ^nn++++=dust
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
turned ^vbd+++xvbn+=turned
and ^cc+phrs+++=and
saw ^vbd+vprv++xvbn+=saw
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
run ^vb+++xvbn+=run.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=couldn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mouth ^nn++++=mouth
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nothing ^pn++++=nothing
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
" ^zz++++="'You've
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
dropped ^vprf+++xvbnx+=dropped
something ^pn++++=something,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
