You ^pp2+pp2+++=You
fisherman ^nn+nom+++=fisherman,
, ^zz++++=EXTRAWORD
the ^ati++++=the
woodcutter ^nn+nom+++=woodcutter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
poor ^jj+atrb+++=poor
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
child ^nn++++=child
who ^whp+rel+obj++=who
walks ^nns++++=walks
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
fly ^vb++++=fly
where ^wrb+who+++=where
the ^ati++++=the
green ^jj+atrb+++=green
branches ^nns++++=branches
grow ^vb++++=grow
and ^cc+cls+++=and
where ^wrb+who+++=where
the ^ati++++=the
sea ^nn++++=sea
carries ^vbz++++=carries
news ^nn++++=news
from ^in++++=from
distant ^jj+atrb+++=distant
shores ^nns++++=shores."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^nn++++=Emperor
was ^vbd+bedz+vrb++=was
sorrowful ^jj+pred+++=sorrowful,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
illness ^nns+nom+++=illness
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
him ^pp3o+pp3+++=him
quieter ^jjr++++=quieter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
song ^nn++++=song
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
him ^pp3o+pp3+++=him
wise ^jj++++=wise
enough ^qlp++++=enough
to ^to++++=to
listen ^vbi++++=listen.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
must ^md+nec+++=must
I ^pp1a+pp1+++=I
never ^rb++++=never
hear ^vb+vprv+tht0++=hear
you ^pp2+pp2+++=you
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
come ^vb++++=come,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
nightingale ^nn++++=nightingale.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
evening ^nn++++=evening
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
sit ^vb++++=sit
upon ^in++++=upon
the ^ati++++=the
branch ^nn++++=branch
outside ^jjb++++=outside
your ^pp$+pp2+++=your
window ^nn++++=window
and ^cc++++=and
sing ^vb++++=sing
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
sing ^vb++++=sing
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
happy ^jj+pred+++=happy
and ^cc++++=and
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
suffer ^vb++++=suffer.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
tell ^vb++++=tell
you ^pp2+pp2+++=you
of ^in++++=of
the ^ati++++=the
good ^jj++++=good
that ^tht+jcmp+++=that
is ^vbz+bez+aux++=is
hidden ^vpsv++agls+xvbnx+=hidden
and ^cc++++=and
the ^ati++++=the
evil ^nn++++=evil
that ^tht+rel+subj++=that
is ^vbz+bez+aux++=is
concealed ^vpsv++agls+xvbnx+=concealed.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
bird ^nn++++=bird
flies ^nns++++=flies
far ^rb+pl+++=far.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
visit ^vb++++=visit
the ^ati++++=the
fisherman ^nn+nom+++=fisherman's
's ^$++++=EXTRAWORD
hut ^nn++++=hut
and ^cc++++=and
the ^ati++++=the
farmer ^nn++++=farmer's
's ^$++++=EXTRAWORD
field ^nn++++=field,
, ^zz++++=EXTRAWORD
the ^ati++++=the
school ^nn++++=school,
, ^zz++++=EXTRAWORD
the ^ati++++=the
prison ^nn++++=prison,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sickroom ^nn+++??+=sickroom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
places ^nns++++=places
that ^tht+rel+subj++=that
lie ^vb++++=lie
far ^rb+pl+++=far
from ^rb"++++=from
your ^pp$+pp2+++=your
porcelain ^nn++++=porcelain
walls ^nns++++=walls."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
worth ^in++++=worth
more ^rbr++++=more
than ^in++++=than
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
learned ^jj+atrb++xvbn+=learned
volumes ^nns++++=volumes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Emperor ^nn++++=Emperor.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
one ^cd1++++=one
thing ^nn++++=thing
you ^pp2+pp2+++=you
must ^md+nec+++=must
promise ^vb+vpub+++=promise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Anything."
anything ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not
tell ^vb++++=tell
anyone ^pn++++=anyone
that ^cs+sub+++=that
a ^rb++++=a
little ^rb"++++=little
bird ^nn++++=bird
brings ^vbz++++=brings
you ^pp2+pp2+++=you
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
sing ^vb++++=sing
more ^rbr++++=more
freely ^rb++++=freely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
promised ^vbd+vpub++xvbn+=promised.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nightingale ^nn++++=nightingale
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
jeweled ^jj+atrb++xvbn+=jeweled
machine ^nn++++=machine
upon ^in++++=upon
its ^pp$+it+++=its
cushion ^nn++++=cushion.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
stand ^vb++++=stand
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
beautiful ^jj+pred+++=beautiful
in ^in++++=in
its ^pp$+it+++=its
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
sing ^vb++++=sing
unless ^cs+cnd+++=unless
someone ^pn++++=someone
turns ^vbz++++=turns
the ^ati++++=the
key ^nn++++=key.
. ^zz++++=EXTRAWORD
Beauty ^nn++++=Beauty
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
wicked ^jj++++=wicked
because ^cs+cos+++=because
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
jewels ^nns++++=jewels;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
merely ^rb+down+++=merely
becomes ^vbz++++=becomes
foolish ^jj++++=foolish
when ^wrb+who+++=when
people ^nns++++=people
demand ^vb++++=demand
that ^tht+vcmp+++=that
jewels ^nns++++=jewels
should ^md+nec+++=should
have ^vb+hv+vrb++=have
a ^at++++=a
heart ^nn++++=heart."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang
one ^cd1++++=one
short ^jj+atrb+++=short,
, ^zz++++=EXTRAWORD
tender ^jj+atrb+++=tender
phrase ^nn++++=phrase
and ^cc++++=and
flew ^vbd+++xvbn+=flew
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
paling ^jj+atrb++xvbg+=paling
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
slept ^vbd+++xvbn+=slept.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
morning ^nn++++=morning
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
sunlight ^nn++++=sunlight
entered ^vbd+++xvbn+=entered
the ^ati++++=the
chamber ^nn++++=chamber.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^nn++++=Emperor
awoke ^vbd+++xvbn+=awoke
strong ^jj++++=strong
and ^cc+phrs+++=and
rested ^jj+++xvbn+=rested.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
on ^in++++=on
his ^pp$+pp3+++=his
robe ^nn++++=robe,
, ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
the ^ati++++=the
crown ^nn++++=crown
upon ^in++++=upon
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fastened ^vbd+++xvbn+=fastened
the ^ati++++=the
golden ^jj+atrb+++=golden
sword ^nn++++=sword
at ^in++++=at
his ^pp$+pp3+++=his
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
servants ^nns+nom+++=servants
approached ^vbd+++xvbn+=approached
on ^in++++=on
tiptoe ^nn+++??+=tiptoe.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^to++++=to
look ^vbi++++=look
upon ^in++++=upon
their ^pp$+pp3+++=their
dead ^jj+atrb+++=dead
master ^nn++++=master
and ^cc++++=and
to ^to++++=to
begin ^vbi++++=begin,
, ^zz++++=EXTRAWORD
with ^in++++=with
proper ^jj+atrb+++=proper
sadness ^nns+nom+++=sadness,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
service ^nn++++=service
to ^in++++=to
the ^ati++++=the
next ^ap++++=next
one ^pn++++=one.
. ^zz++++=EXTRAWORD
The ^ati++++=The
First ^od++++=First
Lord ^npt++++=Lord-in-Waiting
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
waiting ^xvbg+++xvbg+=EXTRAWORD
opened ^vprf+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
him ^pp3o+pp3+++=him
stood ^vbd+++xvbn+=stood
the ^ati++++=the
physicians ^nns++++=physicians,
, ^zz++++=EXTRAWORD
ministers ^nns+nom+++=ministers,
, ^zz++++=EXTRAWORD
cavaliers ^nns+nom+++=cavaliers,
, ^zz++++=EXTRAWORD
ladies ^nns++++=ladies,
, ^zz++++=EXTRAWORD
attendants ^nns+nom+++=attendants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
music ^nn++++=music-master,
- ^zz++++=EXTRAWORD
master ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
prepared ^vprf+++xvbnx+=prepared
a ^at++++=a
speech ^nn++++=speech
concerning ^in++++=concerning
the ^ati++++=the
solemn ^jj+atrb+++=solemn
suitability ^nn+nom+++=suitability
of ^in++++=of
the ^ati++++=the
mechanical ^jj+atrb+++=mechanical
bird ^nn++++=bird
for ^in++++=for
funeral ^nn++++=funeral
occasions ^nns++++=occasions.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
peered ^vbd+++xvbnx+=peered
into ^in++++=into
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
alive ^jj++++=alive
and ^cc+phrs+++=and
upright ^jj++++=upright.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
the ^ati++++=the
first ^rb++++=first
completely ^rb+amp+++=completely
honest ^jj+atrb+++=honest
silence ^nn+nom+++=silence
ever ^rb++++=ever
heard ^vpsv++agls+xvbn+=heard
at ^rb++++=at
court ^nn++++=court.
. ^zz++++=EXTRAWORD
