# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Caught ^xvbn+++xvbn+=CAUGHT
a ^at++++=a
torrent ^nn++++=torrent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^jjr++++=stranger
had ^vbd+hvd+aux++=had
killed ^vprf+++xvbnx+=killed
Barclay ^np++++=Barclay.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
the ^ati++++=the
knife ^nn++++=knife
and ^cc++++=and
money ^nn++++=money
into ^in++++=into
this ^dt+dem+++=this
room ^nn++++=room.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
lured ^vprf+++xvbnx+=lured
Blake ^np++++=Blake
upstairs ^jjb++++=upstairs.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
Blake ^np++++=Blake
was ^vbd+bedz+vrb++=was
absent ^jj+pred+++=absent,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
the ^ati++++=the
weapon ^nn++++=weapon
and ^cc++++=and
gloves ^nns++++=gloves
and ^cc++++=and
escaped ^vbd+++xvbn+=escaped.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
why ^wrb+who+++=why
leave ^nn++++=leave
them ^pp3o+pp3+++=them
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
scatter ^nn++++=scatter
money ^nn++++=money
about ^in++++=about
the ^ati++++=the
dead ^jj+atrb+++=dead
man ^nn++++=man?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
offer ^nn++++=offer
the ^ati++++=the
same ^ap++++=same
sort ^rb+hdg+++=sort
of ^rb"+hdg"+++=of
notes ^nns++++=notes
to ^in++++=to
Blake ^np++++=Blake?
? ^zz++++=EXTRAWORD
To ^to++++=To
accuse ^vbi++++=accuse
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
answer ^nn++++=answer
came ^vbd+++xvbn+=came
so ^rb++++=so
plainly ^rb++++=plainly
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
it ^pp3+it+++=it
aloud ^rb++++=aloud.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
accuse ^vbi++++=accuse
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Every ^at++++=Every
circumstance ^nn+nom+++=circumstance
pointed ^vbd+++xvbn+=pointed
one ^cd1++++=one
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
was ^vbd+bedz+vrb++=was
poor ^jj++++=poor
desperately ^rb++++=desperately
poor ^jj++++=poor.
. ^zz++++=EXTRAWORD
Barclay ^np++++=Barclay
was ^vbd+bedz+aux++=was
reputed ^vpsv++agls+xvbnx+=reputed
to ^to++++=to
keep ^vbi++++=keep
money ^nn++++=money
in ^in++++=in
his ^pp$+pp3+++=his
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
upstairs ^jjb++++=upstairs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
the ^ati++++=the
body ^nn++++=body
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knife ^nn++++=knife
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
in ^in++++=in
Blake ^np++++=Blake's
's ^$++++=EXTRAWORD
room ^nn++++=room;
; ^zz++++=EXTRAWORD
the ^ati++++=the
murderer ^nn+nom+++=murderer's
's ^$++++=EXTRAWORD
gloves ^nns++++=gloves
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
banknotes ^nns++++=banknotes
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
around ^rp++++=around.
. ^zz++++=EXTRAWORD
Banknotes ^nns++++=Banknotes
were ^vbd+bed+aux++=were
scattered ^vpsv++agls+xvbnx+=scattered
beneath ^in+pl+++=beneath
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
noticed ^vprf+++xvbn+=noticed
them ^pp3o+pp3+++=them
at ^rb++++=at
first ^rb"++++=first.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five,
, ^zz++++=EXTRAWORD
ten ^cd++++=ten,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
twenty ^cd++++=twenty
new ^jj+atrb+++=new
bills ^nns++++=bills
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
the ^ati++++=the
carpet ^nn++++=carpet,
, ^zz++++=EXTRAWORD
half ^abn++++=half
concealed ^vpsv++by+xvbn+=concealed
by ^in++++=by
papers ^nns++++=papers.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
rested ^vbd+++xvbn+=rested
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
protruded ^jj+++xvbn+=protruded
from ^in++++=from
the ^ati++++=the
pocket ^nn++++=pocket
of ^in++++=of
his ^pp$+pp3+++=his
overcoat ^nn++++=overcoat,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
placed ^vprf+++xvbnx+=placed
it ^pp3+it+++=it
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
design ^nn++++=design
flashed ^vbd+++xvbn+=flashed
before ^in++++=before
him ^pp3o+pp3+++=him
in ^in++++=in
its ^pp$+it+++=its
devilish ^jj+atrb+++=devilish
completeness ^nns+nom+++=completeness.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
snatched ^vbd+++xvbn+=snatched
the ^ati++++=the
bill ^nn++++=bill
from ^in++++=from
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
red ^jj+pred+++=red.
. ^zz++++=EXTRAWORD
Blood ^nn++++=Blood
covered ^vbd+++xvbn+=covered
the ^ati++++=the
tips ^nns++++=tips
and ^cc++++=and
lay ^vpsv++agls+xvbn+=lay
in ^in++++=in
wet ^jj+atrb+++=wet
lines ^nns++++=lines
across ^in+pl+++=across
his ^pp$+pp3+++=his
palm ^nn++++=palm.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stared ^vbd+++xvbnx+=stared,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
to ^to+jcmp+++=to
breathe ^vbi++++=breathe.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
touched ^xvbn+++xvbn+=touched
Barclay ^np++++=Barclay.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
touched ^vbd+++xvbn+=touched
the ^ati++++=the
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
had ^vb+hv+aux++=had
the ^ati++++=the
blood ^nn++++=blood
come ^vprf+++xvbn+=come
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
handle ^nn++++=handle!
! ^zz++++=EXTRAWORD
Wet ^jj++++=Wet
and ^cc+phrs+++=and
slippery ^jj++++=slippery
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
smeared ^vpsv++agls+xvbnx+=smeared
with ^in++++=with
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
grasped ^vprf+++xvbnx+=grasped
it ^pp3+it+++=it
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^jjr++++=stranger
had ^vbd+hvd+aux++=had
prepared ^vprf+++xvbnx+=prepared
it ^pp3+it+++=it
before ^in++++=before
leaving ^xvbg+++xvbg+=leaving,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
that ^tht+vcmp+++=that
Blake ^np++++=Blake
would ^md+prd+++=would
seize ^vb++++=seize
it ^pp3+it+++=it
in ^in++++=in
haste ^nn++++=haste.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
remembered ^vwbn+vprv+tht0+xvbn+=remembered
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
on ^in++++=on
entering ^xvbg+++xvbg+=entering,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
a ^at++++=a
hand ^nn++++=hand
across ^in+pl+++=across
his ^pp$+pp3+++=his
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
toward ^in++++=toward
the ^ati++++=the
small ^jj+atrb+++=small
mirror ^nn++++=mirror
above ^in+pl+++=above
the ^ati++++=the
washstand ^nn+++??+=washstand.
. ^zz++++=EXTRAWORD
A ^at++++=A
face ^nn++++=face
looked ^vbd+++xvbn+=looked
back ^rp++++=back
at ^rb++++=at
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
glass ^nn++++=glass
a ^at++++=a
white ^jj++++=white,
, ^zz++++=EXTRAWORD
terrified ^vprf+++xvbn+=terrified
face ^nn++++=face
marked ^vbd+++xvbn+=marked
upon ^in++++=upon
one ^cd1++++=one
cheek ^nn++++=cheek
and ^cc++++=and
across ^in+pl+++=across
the ^ati++++=the
brow ^nn++++=brow
with ^in++++=with
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
it ^pp3+it+++=it
as ^ql++++=as
his ^pp$+pp3+++=his
own ^ap++++=own.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
full ^jj+atrb+++=full
horror ^nn++++=horror
broke ^vbd+++xvbn+=broke
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
painted ^vpsv++agls+xvbnx+=painted
with ^in++++=with
the ^ati++++=the
dead ^jj+atrb+++=dead
man ^nn++++=man's
's ^$++++=EXTRAWORD
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
anyone ^pn++++=anyone
entered ^vbd+++xvbn+=entered
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
with ^in++++=with
stained ^jj+atrb++xvbn+=stained
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
a ^at++++=a
bloodied ^jj+atrb++xvbn+=bloodied
face ^nn++++=face,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weapon ^nn++++=weapon
at ^in++++=at
his ^pp$+pp3+++=his
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
stolen ^jj+atrb++xvbn+=stolen
bills ^nns++++=bills
in ^in++++=in
his ^pp$+pp3+++=his
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Barclay ^np++++=Barclay's
's ^$++++=EXTRAWORD
body ^nn++++=body
overhead ^jjb++++=overhead.
. ^zz++++=EXTRAWORD
Caught ^j+++xvbn+=Caught
red ^jj++++=red-handed!
- ^zz++++=EXTRAWORD
handed ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seized ^vbd+++xvbnx+=seized
the ^ati++++=the
washbasin ^nn+++??+=washbasin.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
pitcher ^nn++++=pitcher
contained ^vbd+++xvbn+=contained
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
drops ^nns++++=drops.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rubbed ^vbd+++xvbnx+=rubbed
his ^pp$+pp3+++=his
hands ^nns++++=hands
upon ^in++++=upon
a ^at++++=a
towel ^nn++++=towel,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
blood ^nn++++=blood
spread ^vbd+++xvbn+=spread
into ^in++++=into
a ^at++++=a
dull ^jj+atrb+++=dull
stain ^nn++++=stain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
wipe ^vbi++++=wipe
his ^pp$+pp3+++=his
face ^nn++++=face
and ^cc++++=and
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
worse ^jjr++++=worse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mirror ^nn++++=mirror
showed ^vbd+vprv+tht0+xvbn+=showed
a ^at++++=a
red ^nn++++=red
smear ^vb++++=smear
from ^in++++=from
temple ^nn++++=temple
to ^in++++=to
jaw ^nn++++=jaw.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
obtain ^vb++++=obtain
water ^nn++++=water.
. ^zz++++=EXTRAWORD
No ^at++++=No
he ^pp3a+pp3+++=he
must ^md+nec+++=must
not ^xnot++not++=not
leave ^vb++++=leave
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
seen ^vprf+++xvbn+=seen
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+aux++=be
taken ^vpsv++agls+xvbnx+=taken
instantly ^rb+tm+++=instantly.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
to ^to++++=to
remain ^vbi++++=remain
was ^vbd+bedz+vrb++=was
equally ^rb++++=equally
fatal ^jj+pred+++=fatal.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
call ^vb++++=call
the ^ati++++=the
police ^nns++++=police
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
action ^nn++++=action
of ^in++++=of
an ^at++++=an
innocent ^jj+atrb+++=innocent
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
tell ^vb++++=tell
them ^pp3o+pp3+++=them
of ^in++++=of
the ^ati++++=the
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ten ^cd++++=ten
thousand ^cd++++=thousand
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
the ^ati++++=the
receipt ^nn++++=receipt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
receipt ^nn++++=receipt!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
snatched ^vbd+++xvbnx+=snatched
the ^ati++++=the
torn ^xvbn+++xvbn+=torn
pieces ^nns++++=pieces
from ^in++++=from
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
writing ^jj+++xvbg+=writing
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
paper ^nn++++=paper
was ^vbd+bedz+vrb++=was
blank ^jj+pred+++=blank.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
held ^vbd+vprv++xvbn+=held
it ^pp3+it+++=it
beneath ^in+pl+++=beneath
the ^ati++++=the
gas ^nn++++=gas.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
word ^nn++++=word
remained ^vbd+++xvbn+=remained
upon ^in++++=upon
either ^dtx++++=either
fragment ^nn+nom+++=fragment.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
the ^ati++++=the
ink ^nn++++=ink
been ^vprf+ben+vrb+xvbn+=been
some ^dti++++=some
chemical ^jj+atrb+++=chemical
trick ^nn++++=trick,
, ^zz++++=EXTRAWORD
vanishing ^vbg+++xvbg+=vanishing
with ^in++++=with
heat ^nn++++=heat
or ^cc++++=or
exposure ^nn++++=exposure?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
proof ^nn++++=proof
now ^rn+tm+++=now
that ^cs+sub+++=that
a ^at++++=a
stranger ^jjr++++=stranger
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
entered ^vprf+++xvbnx+=entered.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mind ^nn++++=mind
raced ^vbd+++xvbn+=raced
through ^in++++=through
the ^ati++++=the
evidence ^nn+nom+++=evidence,
, ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=seeking
one ^cd1++++=one
solid ^jj+atrb+++=solid
fact ^nn++++=fact
and ^cc++++=and
finding ^vbg+++xvbg+=finding
none ^pn++++=none.
. ^zz++++=EXTRAWORD
The ^ati++++=The
visitor ^nn++++=visitor's
's ^$++++=EXTRAWORD
name ^nn++++=name?
? ^zz++++=EXTRAWORD
Unknown ^jj++++=Unknown.
. ^zz++++=EXTRAWORD
Description ^nn+nom+++=Description?
? ^zz++++=EXTRAWORD
A ^at++++=A
grey ^jj+atrb+++=grey
man ^nn++++=man
in ^in++++=in
a ^at++++=a
black ^jj+atrb+++=black
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
face ^nn++++=face
half ^abn++++=half
hidden ^jj+++xvbn+=hidden.
. ^zz++++=EXTRAWORD
The ^ati++++=The
money ^nn++++=money?
? ^zz++++=EXTRAWORD
Gone ^j+++xvbn+=Gone,
, ^zz++++=EXTRAWORD
except ^in++++=except
for ^in"++++=for
the ^ati++++=the
bills ^nns++++=bills
planted ^vwbn+++xvbn+=planted
as ^ql++++=as
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
Motive ^nn++++=Motive
for ^in++++=for
the ^ati++++=the
supposed ^jj+atrb++xvbn+=supposed
benefaction ^nn+nom+++=benefaction?
? ^zz++++=EXTRAWORD
None ^pn++++=None.
. ^zz++++=EXTRAWORD
Witnesses ^nns+nom+++=Witnesses?
? ^zz++++=EXTRAWORD
None ^pn++++=None.
. ^zz++++=EXTRAWORD
Barclay ^np++++=Barclay
would ^md+prd+++=would
never ^rb++splt++=never
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
rushed ^vbd+++xvbn+=rushed
to ^in++++=to
the ^ati++++=the
hall ^nn++++=hall
and ^cc++++=and
leaned ^vpsv++agls+xvbn+=leaned
over ^in++++=over
the ^ati++++=the
banisters ^nns+nom+++=banisters.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Grady ^np++++=Grady!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
No ^at++++=No
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Grady ^np++++=Grady!
! ^zz++++=EXTRAWORD
Help ^vb++++=Help!
! ^zz++++=EXTRAWORD
Murder ^nn++++=Murder!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
swallowed ^vbd+++xvbn+=swallowed
his ^pp$+pp3+++=his
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
called ^vbd+++xvbnx+=called
again ^rb+tm+++=again
until ^cs+sub+++=until
his ^pp$+pp3+++=his
throat ^nn++++=throat
hurt ^vbd+++xvbn+=hurt,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
not ^xnot++not++=not
a ^at++++=a
door ^nn++++=door
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
silence ^nn+nom+++=silence
was ^vbd+bedz+vrb++=was
monstrous ^jj+pred+++=monstrous.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
everyone ^pn++++=everyone
gone ^vbd+++xvbn+=gone?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
the ^ati++++=the
whole ^jj+atrb+++=whole
house ^npl++++=house
in ^in++++=in
league ^nn++++=league
with ^in++++=with
the ^ati++++=the
stranger ^nn+nom+++=stranger?
? ^zz++++=EXTRAWORD
The ^ati++++=The
thought ^nn+++xvbn+=thought
was ^vbd+bedz+vrb++=was
insane ^jj+pred+++=insane;
; ^zz++++=EXTRAWORD
nevertheless ^rb+cnj+++=nevertheless,
, ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
dark ^jj+atrb+++=dark
passage ^nn+nom+++=passage
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
no ^at++++=no
more ^rbr++++=more
insane ^jj++++=insane
than ^in++++=than
ten ^cd++++=ten
thousand ^cd++++=thousand
dollars ^nns++++=dollars
offered ^vwbn+++xvbn+=offered
by ^in++++=by
a ^at++++=a
well ^rb++++=well-wisher.
- ^zz++++=EXTRAWORD
wisher ^jjr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
started ^vbd+++xvbnx+=started
down ^rp++++=down
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
front ^nn++++=front-door
- ^zz++++=EXTRAWORD
door ^nn++++=EXTRAWORD
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
clamour ^nn++++=clamour
tore ^vbd+++xvbn+=tore
through ^in++++=through
the ^ati++++=the
house ^nn++++=house
one ^cd1++++=one
violent ^jj+atrb+++=violent,
, ^zz++++=EXTRAWORD
prolonged ^jj+atrb++xvbn+=prolonged
peal ^nn++++=peal
that ^tht+rel+subj++=that
shook ^vbd+++xvbn+=shook
the ^ati++++=the
wire ^nn++++=wire
in ^in++++=in
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
the ^ati++++=the
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
knocking ^vbg+++xvbg+=knocking,
, ^zz++++=EXTRAWORD
hard ^jj++++=hard
and ^cc++++=and
official ^nn++++=official.
. ^zz++++=EXTRAWORD
The ^ati++++=The
police ^nns++++=police!
! ^zz++++=EXTRAWORD
The ^ati++++=The
thought ^nn+++xvbn+=thought
crashed ^vbd+++xvbn+=crashed
through ^in++++=through
his ^pp$+pp3+++=his
brain ^nn++++=brain
like ^in++++=like
thunder ^nn++++=thunder.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
could ^md+pos+++=could
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
arrived ^vprf+++xvbnx+=arrived
already ^rb++++=already
unless ^cs+cnd+++=unless
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
summoned ^vpsv++agls+xvbnx+=summoned
in ^in++++=in
advance ^nn+nom+++=advance?
? ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^jjr++++=stranger
had ^vbd+hvd+aux++=had
arranged ^vprf+++xvbnx+=arranged
even ^rb++++=even
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
murdered ^vprf+++xvbnx+=murdered
Barclay ^np++++=Barclay,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
the ^ati++++=the
evidence ^nn+nom+++=evidence,
, ^zz++++=EXTRAWORD
smeared ^j+++xvbn+=smeared
the ^ati++++=the
handle ^nn++++=handle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gone ^vbd+++xvbn+=gone
directly ^rb++++=directly
to ^in++++=to
the ^ati++++=the
police ^nns++++=police
with ^in++++=with
some ^dti++++=some
story ^nn++++=story
that ^tht+rel+subj++=that
would ^md+prd+++=would
bring ^vb++++=bring
them ^pp3o+pp3+++=them
to ^in++++=to
Blake ^np++++=Blake's
's ^$++++=EXTRAWORD
door ^nn++++=door
at ^in++++=at
the ^ati++++=the
exact ^jj+atrb+++=exact
instant ^nn+nom+++=instant
of ^in++++=of
discovery ^nn+nom+++=discovery.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knocking ^nn++++=knocking
below ^in+pl+++=below
increased ^nn++++=increased.
. ^zz++++=EXTRAWORD
" ^zz++++="Open,
open ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
law ^nn++++=law!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
retreated ^vwbn+++xvbn+=retreated
up ^rp++++=up
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
first ^od++++=first
impulse ^nn++++=impulse
was ^vbd+bedz+aux++=was
to ^to++++=to
hide ^vbi++++=hide
the ^ati++++=the
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
would ^md+prd+++=would
be ^vb+be+vrb++=be
an ^at++++=an
admission ^nn++++=admission
of ^in++++=of
guilt ^nn++++=guilt.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
second ^od++++=second
was ^vbd+bedz+aux++=was
to ^to++++=to
throw ^vbi++++=throw
the ^ati++++=the
bills ^nns++++=bills
from ^in++++=from
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
innocent ^jj+atrb+++=innocent
men ^nns++++=men
did ^vbd+dod+aux++=did
not ^xnot++not++=not
destroy ^vb++++=destroy
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
third ^nn++++=third
was ^vbd+bedz+aux++=was
to ^to++++=to
run ^vbi++++=run.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
where ^wrb+who+whq++=where
could ^md+pos+++=could
he ^pp3a+pp3+++=he
