Skeleton ^nn++++=Skeleton
the ^ati++++=the
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
sight ^nn++++=sight
of ^in++++=of
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
anger ^nn++++=anger
collapsed ^vbd+++xvbn+=collapsed.
. ^zz++++=EXTRAWORD
" ^zz++++="Forgive
forgive ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
madam ^npt++++=madam?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
loved ^vbd+++xvbnx+=loved
Jake ^np++++=Jake
like ^in++++=like
a ^at++++=a
brother ^nn++++=brother.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
quarrelled ^vbd+++xvbn+=quarrelled
sometimes ^rb+cnj+++=sometimes,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
brothers ^nns+nom+++=brothers
quarrel ^nn++++=quarrel.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
temper ^nn++++=temper.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
threatened ^vbd+++xvbnx+=threatened
me ^pp1o+pp1+++=me
that ^dt+dem+++=that
very ^ql+amp+++=very
day ^np++++=day.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub++xvbnx+=said
" ^zz++++="
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing.
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
no ^at++++=no
bearing ^nn++++=bearing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
pace ^vbi++++=pace
between ^in++++=between
the ^ati++++=the
fire ^nn++++=fire
and ^cc++++=and
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
movement ^nn+nom+++=movement
remains ^nns++++=remains
clear ^jj++++=clear
in ^in++++=in
my ^pp$+pp1+++=my
recollection ^nn+nom+++=recollection:
: ^zz++++=EXTRAWORD
three ^cd++++=three
steps ^nns++++=steps
in ^in++++=in
sunlight ^nn++++=sunlight,
, ^zz++++=EXTRAWORD
three ^cd++++=three
in ^in++++=in
shadow ^nn++++=shadow,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
body ^nn++++=body
passing ^vwbg+++xvbg+=passing
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+tm+++=again
across ^in+pl+++=across
the ^ati++++=the
border ^nn++++=border
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
he ^pp3a+pp3+++=he
halted ^vbd+++xvbnx+=halted
and ^cc+phrs+++=and
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
hear ^vb+vprv+++=hear
splashing ^nvbg+++xvbg+=splashing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
sound ^nn++++=sound
upon ^in++++=upon
the ^ati++++=the
lake ^nn++++=lake.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
the ^ati++++=the
leaves ^nns++++=leaves,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Willoughby ^np++++=Willoughby
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
is ^vbz+bez+aux++=is
wading ^vbg+++xvbgx+=wading
in ^in++++=in
the ^ati++++=the
reeds ^nns++++=reeds."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
to ^in++++=to
the ^ati++++=the
shore ^nn++++=shore
and ^cc++++=and
stared ^vprf+++xvbn+=stared
westward ^rb++++=westward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
haze ^nn++++=haze
had ^vbd+hvd+aux++=had
lifted ^vprf+++xvbnx+=lifted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
island ^nn++++=island
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
described ^vprf+++xvbnx+=described
was ^vbd+bedz+vrb++=was
visible ^jj+pred+++=visible
far ^rb+pl+++=far
off ^in+pl+++=off
a ^at++++=a
low ^jj++++=low
yellow ^jj++++=yellow
strip ^vb++++=strip
set ^vwbn+++xvbn+=set
in ^in++++=in
blue ^jj+atrb+++=blue
water ^nn++++=water.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
reach ^vb++++=reach
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
reached ^vprf+++xvbnx+=reached
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
of ^in++++=of
us ^pp1o+pp1+++=us
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
Towards ^in++++=Towards
noon ^nn++++=noon
a ^at++++=a
flock ^nn++++=flock
of ^in++++=of
crows ^nns+++??+=crows
rose ^vbd+++xvbn+=rose
above ^in+ppvb+++=above
the ^ati++++=the
western ^jj+atrb+++=western
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
watched ^vbd+++xvbn+=watched
them ^pp3o+pp3+++=them
circle ^nn++++=circle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
go ^vb++++=go
slack ^jj++++=slack.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
shore ^nn++++=shore;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
lodge ^nn++++=lodge,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
out ^rp+pl+++=out
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
drank ^jj+atrb++xvbn+=drank
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
time ^nn++++=time
four ^cd++++=four
times ^nns++++=times
within ^in++++=within
twenty ^cd++++=twenty
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
At ^in++++=At
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb+atrb+++=EXTRAWORD
one ^cd1++++=one
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
canoe ^nn+++??+=canoe.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
approached ^vbd+++xvbn+=approached
from ^in++++=from
the ^ati++++=the
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
Hank ^np++++=Hank
sat ^vbd+++xvbn+=sat
in ^in++++=in
the ^ati++++=the
stern ^nn++++=stern
and ^cc++++=and
Silver ^nn++++=Silver
Fizz ^np+++??+=Fizz
in ^in++++=in
the ^ati++++=the
bow ^nn++++=bow.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
them ^pp3o+pp3+++=them
lay ^vbd+++xvbn+=lay
something ^pn++++=something
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
in ^in++++=in
a ^at++++=a
blanket ^nn++++=blanket.
. ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
saw ^vbd+vprv++xvbn+=saw
it ^pp3+it+++=it
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
uttered ^vbd+++xvbnx+=uttered
no ^at++++=no
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
stepped ^vbd+++xvbn+=stepped
backwards ^rb++++=backwards
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
against ^in++++=against
the ^ati++++=the
woodpile ^nn+++??+=woodpile.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hands ^nns++++=hands
moved ^vbd+++xvbn+=moved
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
clawing ^jj++++=clawing
at ^in++++=at
the ^ati++++=the
logs ^nns++++=logs.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
found ^vbd+vprv+tht0+xvbnx+=found
something ^pn++++=something,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Willoughby ^np++++=Willoughby
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
may ^md+pos+++=may
not ^xnot++not++=not
be ^vb+be+vrb++=be
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
canoe ^nn++++=canoe
grated ^vbd+++xvbn+=grated
upon ^in++++=upon
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
Hank ^np++++=Hank
climbed ^vbd+++xvbn+=climbed
out ^rp+pl+++=out
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
bow ^nn++++=bow
steady ^jj++++=steady.
. ^zz++++=EXTRAWORD
Silver ^nn++++=Silver
Fizz ^np+++??+=Fizz
did ^vbd+dod+aux++=did
not ^xnot++not++=not
look ^vb++++=look
towards ^in++++=towards
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
" ^zz++++="Whar
whar ^nn+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="South
south ^nr+pl+++=EXTRAWORD
side ^nn++++=side
of ^in++++0=o'
the ^ati++++=the
island ^nn++++=island,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hank ^np++++=Hank
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Shallow
shallow ^jj+atrb+++=EXTRAWORD
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Caught ^j+++xvbn+=Caught
under ^in++++=under
a ^at++++=a
birch ^nn++++=birch
root ^nn++++=root."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
fixed ^vpsv++agls+xvbnx+=fixed
upon ^in++++=upon
the ^ati++++=the
blanket ^nn++++=blanket.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
nearly ^rb+down+++=nearly
reached ^vbd+++xvbn+=reached
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
swam ^vbd+++xvbnx+=swam,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hank ^np++++=Hank
and ^cc++++=and
Silver ^nn++++=Silver
Fizz ^np+++??+=Fizz
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
burden ^nn++++=burden
into ^in++++=into
a ^at++++=a
canvas ^nn++++=canvas
hammock ^nn+++??+=hammock.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
dripped ^vbd+++xvbn+=dripped
steadily ^rb++++=steadily
from ^in++++=from
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
darkening ^vbg+++xvbg+=darkening
the ^ati++++=the
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
carried ^vbd+++xvbnx+=carried
it ^pp3+it+++=it
a ^rb++++=a
little ^rb"++++=little
distance ^nn+nom+++=distance
from ^in++++=from
the ^ati++++=the
lodge ^nn++++=lodge
and ^cc++++=and
set ^nn+++xvbn+=set
it ^pp3+it+++=it
down ^rp++++=down
beneath ^in+pl+++=beneath
a ^at++++=a
cedar ^nn++++=cedar.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
uncover ^vb++++=uncover
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
need ^nn++++=need.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
all ^rb++++=all
know ^vb+vprv+++=know
who ^whp+wpr+whcl++=who
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hank ^np++++=Hank
bent ^vbd+++xvbn+=bent
and ^cc+phrs+++=and
drew ^vbd+++xvbn+=drew
back ^jjb++++=back
the ^ati++++=the
blanket ^nn++++=blanket
from ^in++++=from
the ^ati++++=the
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Jake ^np++++=Jake
Marden ^np+++??+=Marden
was ^vbd+bedz+vrb++=was
a ^at++++=a
large ^jj+atrb+++=large
man ^nn++++=man,
, ^zz++++=EXTRAWORD
larger ^jjr++++=larger
in ^in++++=in
death ^nn++++=death
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined
him ^pp3o+pp3+++=him
from ^in++++=from
Rushton ^np++++=Rushton's
's ^$++++=EXTRAWORD
story ^nn++++=story.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
skin ^nn++++=skin
had ^vb+hv+vrb++=had
the ^ati++++=the
dreadful ^jj+atrb+++=dreadful
pallor ^nn++++=pallor
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
lain ^vprf+++xvbn+=lain
beneath ^in+pl+++=beneath
cold ^jj+atrb+++=cold
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
weeds ^nns++++=weeds
clung ^vbd+++xvbn+=clung
about ^in++++=about
his ^pp$+pp3+++=his
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
The ^ati++++=The
features ^nns++++=features
were ^vbd+bed+vrb++=were
swollen ^jj+pred+++=swollen
but ^cc+phrs+++=but
recognisable ^jj++++=recognisable.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
closed ^vpsv++agls+xvbnx+=closed.
. ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
took ^vbd+++xvbn+=took
one ^cd1++++=one
step ^nn++++=step
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
drowned ^vbd+++xvbnx+=drowned,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
all ^rb++splt++=all
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
drowned ^vbd+++xvbnx+=drowned."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
Silver ^nn++++=Silver
Fizz ^np+++??+=Fizz
moved ^vbd+++xvbn+=moved
behind ^in+pl+++=behind
the ^ati++++=the
hammock ^nn+++??+=hammock.
. ^zz++++=EXTRAWORD
With ^in++++=With
immense ^jj+atrb+++=immense
gentleness ^nns+nom+++=gentleness
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
the ^ati++++=the
body ^nn++++=body
slightly ^rb+down+++=slightly
upon ^in++++=upon
its ^pp$+it+++=its
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
head ^nn++++=head.
. ^zz++++=EXTRAWORD
The ^ati++++=The
skull ^nn++++=skull
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
crushed ^vpsv++by+xvbnx+=crushed
by ^in++++=by
a ^at++++=a
prodigious ^jj+atrb+++=prodigious
blow ^nn++++=blow
from ^in++++=from
some ^dti++++=some
heavy ^jj+atrb+++=heavy,
, ^zz++++=EXTRAWORD
narrow ^jj+atrb+++=narrow
instrument ^nn+nom+++=instrument
an ^at++++=an
axe ^nn++++=axe-head,
- ^zz++++=EXTRAWORD
head ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
Hank ^np++++=Hank
afterwards ^rb+tm+++=afterwards
judged ^vbd+vprv++xvbn+=judged.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
two ^cd++++=two
wounds ^nns++++=wounds,
, ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
driven ^vbd+++xvbn+=driven
into ^in++++=into
the ^ati++++=the
first ^rb++++=first.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
while ^cs+sub+++=while
the ^ati++++=the
drops ^nns++++=drops
falling ^vwbg+++xvbg+=falling
from ^in++++=from
the ^ati++++=the
hammock ^nn+++??+=hammock
were ^vbd+bed+vrb++=were
the ^ati++++=the
only ^rb+down+++=only
sound ^jj++++=sound.
. ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
looked ^vbd+++xvbn+=looked
from ^in++++=from
the ^ati++++=the
wound ^nn+++xvbn+=wound
to ^in++++=to
Hank ^np++++=Hank,
, ^zz++++=EXTRAWORD
from ^in++++=from
Hank ^np++++=Hank
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
last ^rb++++=last
of ^in++++=of
all ^rb++++=all
towards ^in++++=towards
the ^ati++++=the
silent ^jj+atrb+++=silent
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
there ^rn+pl+++=there
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^vb++++=face
altered ^vbd+++xvbn+=altered
as ^cs+sub+++=as
though ^cs+sub+++=though
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
approached ^vprf+++xvbnx+=approached
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
the ^ati++++=the
body ^nn++++=body
heavy ^jj++++=heavy
when ^wrb+who+++=when
the ^ati++++=the
men ^nns++++=men
brought ^vbd+++xvbn+=brought
it ^pp3+it+++=it
ashore ^rb+pl+++=ashore.
. ^zz++++=EXTRAWORD
what ^wdt+who+++=What
lay ^jjb++++=lay
among ^in++++=among
us ^pp1o+pp1+++=us
then ^rn+tm+++=then
was ^vbd+bedz+vrb++=was
heavier ^jjr+pred+++=heavier.
. ^zz++++=EXTRAWORD
