# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Who ^whp+rel+subj++=WHO
, ^zz++++=EXTRAWORD
to ^to++++=to
supply ^vbi++++=supply
every ^at++++=every
rational ^jj+atrb+++=rational
want ^nn++++=want.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
mistaken ^vprf+++xvbnx+=mistaken
display ^nn++++=display
for ^in++++=for
comfort ^nn++++=comfort
and ^cc++++=and
credit ^nn++++=credit
for ^in++++=for
wealth ^nn++++=wealth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
too ^ql++++=too
late ^jj++++=late
to ^in++++=to
change ^nn++++=change."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shook ^vbd+++xvbnx+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
difficult ^jj++++=difficult
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
descend ^vbi++++=descend
in ^in++++=in
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
sell ^vb++++=sell
my ^pp$+pp1+++=my
house ^nn++++=house,
, ^zz++++=EXTRAWORD
curtail ^vb++++=curtail
my ^pp$+pp1+++=my
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
live ^vb++++=live
plainly ^rb+cnj+++=plainly,
, ^zz++++=EXTRAWORD
every ^at++++=every
tongue ^nn++++=tongue
will ^md+prd+++=will
announce ^vb+vpub+tht0++=announce
my ^pp$+pp1+++=my
failure ^nn++++=failure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Better
better ^jjr++++=EXTRAWORD
that ^tht+jcmp+++=that
the ^ati++++=the
world ^nn++++=world
should ^md+nec+++=should
falsely ^rb++splt++=falsely
announce ^vb+vpub+tht0++=announce
it ^pp3+it+++=it
today ^nr+tm+++=to-day
than ^in++++=than
truly ^rb++++=truly
announce ^vb+vpub+tht0++=announce
it ^pp3+it+++=it
to ^to++++=to-morrow."
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pressed ^vbd+++xvbnx+=pressed
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
speak ^vb++++=speak
to ^in++++=to
my ^pp$+pp1+++=my
family ^nn++++=family
this ^dt+dem+++=this
very ^ap+amp+++=very
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
good ^jj+atrb+++=good
resolutions ^nns+nom+++=resolutions,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
opposed ^vpsv++by+xvbn+=opposed
by ^in++++=by
long ^jj+atrb+++=long
habit ^nn++++=habit,
, ^zz++++=EXTRAWORD
wounded ^j+++xvbn+=wounded
pride ^np++++=pride,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
domestic ^jj+atrb+++=domestic
vanity ^nn++++=vanity,
, ^zz++++=EXTRAWORD
require ^vb+vsua+tht0++=require
a ^at++++=a
firmer ^nn++++=firmer
will ^md+prd+++=will
than ^in++++=than
Payson ^np+++??+=Payson
possessed ^vbd+++xvbn+=possessed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
met ^vbd+++xvbn+=met
his ^pp$+pp3+++=his
proposal ^nn+nom+++=proposal
with ^in++++=with
tears ^nns++++=tears
and ^cc++++=and
reproaches ^nns++++=reproaches.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
daughters ^nns+nom+++=daughters
declared ^vbd+vpub++xvbn+=declared
that ^tht+vcmp+++=that
removal ^nn++++=removal
to ^in++++=to
a ^at++++=a
smaller ^jjr++++=smaller
house ^npl++++=house
would ^md+prd+++=would
banish ^vb++++=banish
them ^pp3o+pp3+++=them
from ^in++++=from
society ^nn++++=society.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
first ^rb++++=first
courage ^nn+nom+++=courage
of ^in++++=of
conviction ^nn+nom+++=conviction
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
hope ^vbi++++=hope
that ^tht+vcmp+++=that
one ^cd1++++=one
fortunate ^jj+atrb+++=fortunate
speculation ^nn+nom+++=speculation
might ^md+pos+++=might
repair ^vb++++=repair
all ^abn++++=all.
. ^zz++++=EXTRAWORD
A ^at++++=A
twelvemonth ^nn+++??+=twelvemonth
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
gone ^vprf+++xvbnx+=gone
by ^in++++=by
when ^wrb+who+++=when
the ^ati++++=the
expected ^jj+atrb++xvbn+=expected
blow ^nn++++=blow
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
A ^at++++=A
decline ^nn++++=decline
in ^in++++=in
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
property ^nn++++=property,
, ^zz++++=EXTRAWORD
the ^ati++++=the
failure ^nn++++=failure
of ^in++++=of
two ^cd++++=two
debtors ^nns++++=debtors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
refusal ^nn++++=refusal
of ^in++++=of
a ^at++++=a
bank ^nn++++=bank
to ^to++++=to
renew ^vbi++++=renew
a ^at++++=a
large ^jj+atrb+++=large
accommodation ^nn+nom+++=accommodation
brought ^vbd+++xvbn+=brought
his ^pp$+pp3+++=his
affairs ^nns++++=affairs
to ^in++++=to
a ^at++++=a
crisis ^nn++++=crisis.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
house ^nn++++=house,
, ^zz++++=EXTRAWORD
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
carriage ^nn+nom+++=carriage
were ^vbd+bed+aux++=were
sold ^vpsv++agls+xvbnx+=sold;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
business ^nns+nom+++=business
passed ^vbd+++xvbn+=passed
into ^in++++=into
other ^ap++++=other
hands ^nns++++=hands;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
courted ^vprf+++xvbnx+=courted
his ^pp$+pp3+++=his
supposed ^jj+atrb++xvbn+=supposed
prosperity ^nn+nom+++=prosperity
stood ^vbd+++xvbn+=stood
at ^rb++++=at
a ^at++++=a
prudent ^jj+atrb+++=prudent
distance ^nn+nom+++=distance
from ^in++++=from
his ^pp$+pp3+++=his
misfortune ^nn++++=misfortune.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
soon ^rb+tm+++=soon
afterward ^rb++++=afterward
in ^in++++=in
a ^at++++=a
contracted ^jj+atrb++xvbn+=contracted
dwelling ^nvbg+++xvbg+=dwelling,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
wife ^nn++++=wife
who ^whp+rel+subj++=who
regarded ^vbd+++xvbn+=regarded
every ^at++++=every
retrenchment ^nn+nom+++=retrenchment
as ^in++++=as
degradation ^nn+nom+++=degradation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
daughters ^nns+nom+++=daughters
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
not ^xnot++not++=not
learned ^vb+++xvbn+=learned
to ^to+vcmp+++=to
work ^vb++++=work.
. ^zz++++=EXTRAWORD
The ^ati++++=The
outward ^jjb+atrb+++=outward
splendor ^nn++++=splendor
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
inward ^jjb+atrb+++=inward
poverty ^nn++++=poverty
remained ^vbd+++xvbn+=remained.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
neither ^dt++neg++=neither
the ^ati++++=the
means ^nn++++=means
which ^whp+rel+obj++=which
once ^cs+tm+++=once
supported ^vprf+++xvbn+=supported
indulgence ^nn+nom+++=indulgence,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
the ^ati++++=the
gratitude ^nn++++=gratitude
and ^cc++++=and
affection ^nn+nom+++=affection
which ^whp+rel+subj++=which
might ^md+pos+++=might
have ^vb+hv+aux++=have
softened ^vprf+++xvbnx+=softened
deprivation ^nn+nom+++=deprivation.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
common ^jj++++=common
meaning ^jj+++xvbg+=meaning
of ^in++++=of
the ^ati++++=the
words ^nns++++=words,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
poor ^jj++++=poor.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
ah ^uh++++=ah
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
been ^vprf+ben+vrb+xvbn+=been
very ^ql+amp+++=very
poor ^jj++++=poor
long ^rb++++=long
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
