Cold ^jj++++=Cold?
Annie ^np+++??+=Annie
announced ^vbd+vpub+tht0+xvbn+=announced
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
leaving ^vbg+++xvbgx+=leaving
before ^cs+sub+++=before
the ^ati++++=the
girl ^nn++++=girl
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
argued ^vbd+vpub++xvbn+=argued.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
out ^rp+pl+++=out-argued
- ^zz++++=EXTRAWORD
argued ^vbd+vpub++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
to ^in++++=to
Dawson ^np++++=Dawson.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
tell ^vb++++=tell
Eleanor ^np++++=Eleanor
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bradshaw ^np++++=Bradshaw
has ^vbz+hvz+aux++=has
gone ^vprf+++xvbnx+=gone
to ^to++++=to
inspect ^vbi++++=inspect
distant ^jj+atrb+++=distant
holdings ^nns++++=holdings."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
another ^dt++++=another
lie ^vb++++=lie,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Shorty ^np++++=Shorty.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
architectural ^jj+atrb+++=architectural
harmony ^nn++++=harmony
with ^in++++=with
the ^ati++++=the
others ^aps++++=others."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
run ^vb+++xvbn+=run
from ^in++++=from
your ^pp$+pp2+++=your
own ^ap++++=own
daughter ^nn+nom+++=daughter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Annie ^np++++=Annie's
's ^$++++=EXTRAWORD
face ^vb++++=face
sharpened ^vwbn+++xvbn+=sharpened.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
spare ^jj++++=spare
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
packed ^vbd+++xvbnx+=packed
her ^pp3o+pp3+++=her
bedroll ^nn+++??+=bedroll.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Lars ^np+++??+=Lars
took ^vbd+++xvbn+=took
worse ^jjr++++=worse
near ^in+pl+++=near
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
feverish ^jj++++=feverish
and ^cc+phrs+++=and
wandering ^jj+++xvbg+=wandering,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Annie ^np+++??+=Annie
would ^md+prd+++=would
not ^xnot++not++=not
leave ^nn++++=leave
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
all ^abn++++=all
night ^nn++++=night
changing ^vwbg+++xvbg+=changing
cloths ^nns++++=cloths
and ^cc++++=and
muttering ^vbg+++xvbg+=muttering
that ^tht+vcmp+++=that
the ^ati++++=the
Lund ^np+++??+=Lund
family ^nn++++=family
possessed ^vbd+++xvbn+=possessed
a ^at++++=a
malicious ^jj+atrb+++=malicious
talent ^nn++++=talent
for ^in++++=for
inconvenient ^jj+atrb+++=inconvenient
dying ^nvbg+++xvbg+=dying.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
day ^nn++++=day,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
sleigh ^nn+++??+=sleigh
bells ^nns++++=bells
sounded ^vbd+++xvbn+=sounded.
. ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
froze ^vbd+++xvbn+=froze.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
the ^ati++++=the
weather ^nn++++=weather
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside.
. ^zz++++=EXTRAWORD
A ^at++++=A
dog ^nn++++=dog
team ^nn++++=team
swung ^vbd+++xvbn+=swung
into ^in++++=into
the ^ati++++=the
yard ^nn++++=yard,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
light ^nn++++=light
cutter ^np++++=cutter.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
stepped ^vbd+++xvbn+=stepped
a ^at++++=a
minister ^nn+nom+++=minister
with ^in++++=with
spectacles ^nns++++=spectacles,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wife ^nn++++=wife
in ^in++++=in
sealskin ^nn++++=sealskin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
young ^jj+atrb+++=young
woman ^nn++++=woman
wearing ^vwbg+++xvbg+=wearing
a ^at++++=a
blue ^jj+atrb+++=blue
traveling ^nn+nom+++=traveling
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
maybe ^rb+hdg+++=maybe
nineteen ^cd++++=nineteen.
. ^zz++++=EXTRAWORD
Tall ^jj++++=Tall
like ^in++++=like
Annie ^np+++??+=Annie,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
lines ^nns++++=lines
had ^vb+hv+vrb++=had
not ^xnot++not++=not
hardened ^jj+++xvbn+=hardened.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
dark ^jj+pred+++=dark,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
gray ^np++++=gray,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
moved ^vbd+++xvbnx+=moved
with ^in++++=with
a ^at++++=a
clean ^jj+atrb+++=clean,
, ^zz++++=EXTRAWORD
easy ^jj+atrb+++=easy
confidence ^nn+nom+++=confidence
that ^tht+vcmp+subj++=that
made ^vprf+++xvbn+=made
the ^ati++++=the
road ^nn++++=road-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
look ^vb++++=look
suddenly ^rb++++=suddenly
ashamed ^jj++++=ashamed
of ^in++++=of
its ^pp$+it+++=its
tin ^nn++++=tin
plates ^nns++++=plates
and ^cc++++=and
tobacco ^nn++++=tobacco
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
backed ^vbd+++xvbn+=backed
into ^in++++=into
the ^ati++++=the
pantry ^nn++++=pantry
doorway ^nn++++=doorway.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't,"
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered
to ^in++++=to
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
brushing ^vbg+++xvbg+=brushing
frost ^np++++=frost
from ^in++++=from
her ^pp$+pp3+++=her
collar ^nn++++=collar.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
looking ^vbg+++xvbgx+=looking
for ^in++++=for
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Anne ^np++++=Anne
Bradshaw ^np+++??+=Bradshaw."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now
we ^pp1a+pp1+++=we
six ^cd++++=six
men ^nns++++=men
had ^vb+hv+aux++=had
never ^rb++splt++=never
practiced ^vprf+++xvbnx+=practiced
organized ^vbd+++xvbn+=organized
deception ^nn+nom+++=deception
except ^in++++=except
in ^in++++=in
connection ^nn+nom+++=connection
with ^in++++=with
claim ^nn++++=claim
values ^nns++++=values
and ^cc++++=and
card ^nn++++=card
games ^nns++++=games.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
sometimes ^rb++++=sometimes
a ^at++++=a
noble ^jj+atrb+++=noble
fabrication ^nn+nom+++=fabrication
rises ^nns++++=rises
full ^jj++++=full-grown
- ^zz++++=EXTRAWORD
grown ^vprf+++xvbn+=EXTRAWORD
from ^in++++=from
the ^ati++++=the
communal ^jj+atrb+++=communal
intellect ^nn++++=intellect.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stepped ^vbd+++xvbnx+=stepped
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
mean ^vb+vprv+++=mean
Madam ^npt++++=Madam
Bradshaw ^np+++??+=Bradshaw
of ^in++++=of
the ^ati++++=the
Aurora ^np+++??+=Aurora
interests ^nns++++=interests?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
me ^pp1o+pp1+++=me
Shorty ^np++++=Shorty
made ^vbd+++xvbn+=made
a ^at++++=a
strangled ^jj+atrb++xvbn+=strangled
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
kicked ^vbd+++xvbnx+=kicked
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
girl ^nn++++=girl
eagerly ^rb++++=eagerly.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
mother ^nn++++=mother."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
know ^vb+vprv+++=know
Madam ^npt++++=Madam
Bradshaw ^np+++??+=Bradshaw."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
she ^pp3a+pp3+++=she
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Temporarily,"
temporarily ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="she
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
engaged ^vpsv++agls+xvbnx+=engaged
in ^in++++=in
medical ^jj+atrb+++=medical
superintendence ^nn+nom+++=superintendence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
French ^jj+atrb+++=French
Pete ^np++++=Pete
caught ^vbd+++xvbn+=caught
the ^ati++++=the
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
" ^zz++++="Madame,
madame ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
save ^vb++++=save
three ^cd++++=three
men ^nns++++=men
in ^in++++=in
terrible ^jj+atrb+++=terrible
storm ^nn++++=storm."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Four,"
four ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Dutch ^jj+atrb+++=Dutch
Henry ^np++++=Henry.
. ^zz++++=EXTRAWORD
" ^zz++++="Count
count ^npt++++=EXTRAWORD
Billy ^np++++=Billy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
assisting ^vbg+++xvbgx+=assisting!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mostly
mostly ^rb++++=EXTRAWORD
by ^in++++=by
being ^nn+nn+aux++=being
rescued ^vbd+++xvbn+=rescued
from ^in++++=from
your ^pp$+pp2+++=your
own ^ap++++=own
navigation ^nn+nom+++=navigation."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
looked ^vbd+++xvbn+=looked
from ^in++++=from
one ^pn++++=one
to ^in++++=to
another ^dt++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Joyce ^np++++=Joyce,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
startled ^vbd+++xvbn+=startled
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
often ^rb++++=often.
. ^zz++++=EXTRAWORD
Mother ^nn++++=Mother
wrote ^vbd+vprv++xvbn+=wrote
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
the ^ati++++=the
most ^ql+emph+++=most
dependable ^jj+atrb+++=dependable
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
district ^nn++++=district."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
entire ^jjb+atrb+++=entire
organization ^nn+nom+++=organization
collapsed ^vbd+++xvbn+=collapsed
against ^in++++=against
walls ^nns++++=walls
and ^cc++++=and
furniture ^nn++++=furniture.
. ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie,
, ^zz++++=EXTRAWORD
hidden ^j+++xvbn+=hidden
in ^in++++=in
the ^ati++++=the
pantry ^nn++++=pantry,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
a ^at++++=a
small ^jj+atrb+++=small
sound ^nn++++=sound
which ^whp+rel+subj++=which
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
choking ^vbg+++xvbgx+=choking.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recovered ^vbd+++xvbnx+=recovered.
. ^zz++++=EXTRAWORD
" ^zz++++="Well.
well ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
mother ^nn++++=mother
has ^vbz+hvz+aux++=has
judgment ^nn+nom+++=judgment
obscured ^vwbn+++xvbn+=obscured
by ^in++++=by
generosity ^nn+nom+++=generosity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tallow ^np+++??+=Tallow-Face
- ^zz++++=EXTRAWORD
face ^nn++++=EXTRAWORD
Morgan ^np++++=Morgan
stepped ^vbd+++xvbn+=stepped
up ^rp++++=up,
, ^zz++++=EXTRAWORD
hat ^nn++++=hat
in ^in++++=in
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Ma'am,
ma ^npt++++=EXTRAWORD
'am, ^nn+++??+=EXTRAWORD
there ^ex+pex+++=there
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
braver ^jjr+atrb+++=braver
woman ^nn++++=woman
north ^np+pl+++=north
of ^in++++=of
the ^ati++++=the
line ^nn++++=line.
. ^zz++++=EXTRAWORD
Them ^pp3o+pp3+++=Them
Lund ^np+++??+=Lund
boys ^nns++++=boys
would ^md+prd+++=would
be ^vb+be+vrb++=be
dead ^jj+pred+++=dead
but ^in++++=but
for ^in"++++=for
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Lund?"
lund ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
girl ^nn++++=girl
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
men ^nns++++=men
who ^whp+rel+subj++=who
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
steal ^vbi++++=steal
her ^pp$+pp3+++=her
mine ^pp$$++++=mine?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
Ole ^np+++??+=Ole
threw ^vbd+++xvbn+=threw
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
blankets ^nns++++=blankets.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
weak ^jj+pred+++=weak,
, ^zz++++=EXTRAWORD
with ^in++++=with
both ^abx++++=both
hands ^nns++++=hands
bandaged ^vbd+++xvbn+=bandaged,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood.
. ^zz++++=EXTRAWORD
Lars ^np+++??+=Lars,
, ^zz++++=EXTRAWORD
propped ^j+++xvbn+=propped
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
tried ^j+++xvbn+=tried
likewise ^rb+cnj+++=likewise
and ^cc++++=and
failed ^vbd+++xvbn+=failed
halfway ^rb++++=halfway.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Ole ^np+++??+=Ole.
. ^zz++++=EXTRAWORD
" ^zz++++="Ve
ve ^nn+++??+=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
steal ^vb++++=steal
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl's
's ^$++++=EXTRAWORD
face ^vb++++=face
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
Ole ^np+++??+=Ole
continued ^vbd+++xvbn+=continued,
, ^zz++++=EXTRAWORD
slow ^jj++++=slow
and ^cc+phrs+++=and
careful ^jj++++=careful.
. ^zz++++=EXTRAWORD
" ^zz++++="De
de ^&fw++++=EXTRAWORD
court ^nn++++=court
say ^vb+vpub+tht0++=say
fraction ^nn+nom+++=fraction
is ^vbz+bez+vrb++=is
ours ^pp$$++++=ours.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
court ^nn++++=court
is ^vbz+bez+vrb++=is
right ^jj+pred+++=right
by ^in++++=by
papers ^nns++++=papers.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
papers ^nns++++=papers
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
go ^vb++++=go
into ^in++++=into
storm ^nn++++=storm
ven ^vbd+++xvbn+=ven
ve ^nn+++??+=ve
who ^whp+rel+subj++=who
are ^vb+ber+aux++=are
enemies ^nns++++=enemies
lie ^vb++++=lie
freezing ^nn++++=freezing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lead ^nn++++=lead
men ^nns++++=men.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bring ^vb++++=bring
us ^pp1o+pp1+++=us
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
give ^vb++++=give
life ^nn++++=life
to ^in++++=to
my ^pp$+pp1+++=my
brother ^nn++++=brother."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
toward ^in++++=toward
the ^ati++++=the
pantry ^nn++++=pantry.
. ^zz++++=EXTRAWORD
" ^zz++++="Annie
annie ^np++++=EXTRAWORD
Black ^np++++=Black,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called,
, ^zz++++=EXTRAWORD
" ^zz++++="come
come ^vprf+++xvbn+=EXTRAWORD
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bradshaw ^np++++=Bradshaw,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Annie ^np+++??+=Annie
stepped ^vbd+++xvbn+=stepped
into ^in++++=into
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
men ^nns++++=men
face ^nn++++=face
guns ^nns++++=guns
with ^in++++=with
less ^rbr++++=less
terror ^nn++++=terror
than ^in++++=than
was ^vbd+bedz+vrb++=was
in ^in++++=in
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
combed ^vprf+++xvbnx+=combed
her ^pp$+pp3+++=her
hair ^nn++++=hair
and ^cc++++=and
put ^vpsv++agls+xvbn+=put
on ^rb+phrv+++=on
a ^at++++=a
clean ^jj+atrb+++=clean
blouse ^nn++++=blouse,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
sleeves ^nns++++=sleeves
was ^vbd+bedz+aux++=was
worn ^vpsv++agls+xvbnx+=worn,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
skirt ^nn++++=skirt
patched ^jj++++=patched,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
flour ^nn++++=flour
on ^in++++=on
one ^cd1++++=one
elbow ^nn++++=elbow.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
straight ^jj++++=straight,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
bending ^nvbg+++xvbg+=bending
was ^vbd+bedz+vrb++=was
a ^at++++=a
habit ^nn++++=habit
life ^nn++++=life
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
teach ^vbi+vsua+++=teach
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
come ^vb++++=come.
. ^zz++++=EXTRAWORD
All ^abn++++=All
her ^pp3o+pp3+++=her
magnificent ^jj+atrb+++=magnificent
collection ^nn+nom+++=collection
of ^in++++=of
hosstyle ^nn+++??+=hosstyle
syllogisms ^nns+nom+++=syllogisms,
, ^zz++++=EXTRAWORD
legal ^jj+atrb+++=legal
bombardments ^nns+nom+++=bombardments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
decorative ^jj+atrb+++=decorative
abuse ^nn++++=abuse
had ^vbd+hvd+aux++=had
deserted ^vprf+++xvbnx+=deserted.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Eleanor."
eleanor ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
filled ^vbd+++xvbn+=filled.
. ^zz++++=EXTRAWORD
" ^zz++++="Mother?"
mother ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
words ^nns++++=words,
, ^zz++++=EXTRAWORD
small ^jj++++=small
and ^cc++++=and
plain ^nn++++=plain.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
own ^ap++++=own
the ^ati++++=the
Aurora ^np+++??+=Aurora.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
house ^nn++++=house.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
most ^ap+emph+++=most
of ^in++++=of
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
" ^zz++++="
Eleanor ^np++++=Eleanor
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
put ^vb+++xvbn+=put
both ^abx++++=both
arms ^nns++++=arms
around ^in++++=around
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
remained ^vbd+++xvbn+=remained
rigid ^jj+atrb+++=rigid
one ^cd1++++=one
second ^od++++=second.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
folded ^vbd+++xvbnx+=folded
over ^in++++=over
that ^dt+dem+++=that
girl ^nn++++=girl
like ^in++++=like
a ^at++++=a
tent ^nn++++=tent
struck ^vwbn+++xvbn+=struck
by ^in++++=by
weather ^nn++++=weather.
. ^zz++++=EXTRAWORD
