# ^zz++++=#
Old ^jj+atrb+++=Old
, ^zz++++=EXTRAWORD
still ^rb++++=still
a ^at++++=a
commissioned ^jj+atrb++xvbn+=commissioned
ship ^nn++++=ship
of ^in++++=of
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
Navy ^nn++++=Navy.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
ensign ^np++++=ensign
rises ^vbz++++=rises
over ^in++++=over
decks ^nns++++=decks
worn ^vbd+++xvbn+=worn
smooth ^jj++++=smooth
by ^in++++=by
generations ^nns+nom+++=generations.
. ^zz++++=EXTRAWORD
Visitors ^nns++++=Visitors
tread ^vb++++=tread
softly ^rb++++=softly
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
cannon ^nn++++=cannon
and ^cc++++=and
gaze ^nn++++=gaze
upward ^jjb++++=upward
at ^in++++=at
her ^pp$+pp3+++=her
towering ^jj+atrb++xvbg+=towering
masts ^nns+++??+=masts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
harbor ^nn++++=harbor
around ^rp++++=around
her ^pp3o+pp3+++=her
has ^vbz+hvz+aux++=has
changed ^vprf+++xvbnx+=changed;
; ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
wooden ^jj+atrb+++=wooden
fleets ^nns++++=fleets
have ^vb+hv+aux++=have
vanished ^vprf+++xvbnx+=vanished;
; ^zz++++=EXTRAWORD
steel ^nn++++=steel
warships ^nns+nom+++=warships
cross ^jj+atrb+++=cross
oceans ^nns++++=oceans
at ^rb++++=at
speeds ^nns++++=speeds
her ^pp3o+pp3+++=her
builders ^nns+nom+++=builders
could ^md+pos+++=could
never ^rb++++=never
have ^vb+hv+aux++=have
imagined ^vprf+++xvbnx+=imagined.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
she ^pp3a+pp3+++=she
endures ^nns+++??+=endures.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
live ^vb++++=live-oak
- ^zz++++=EXTRAWORD
oak ^nn++++=EXTRAWORD
walls ^nns++++=walls
preserve ^vb++++=preserve
more ^rbr++++=more
than ^in++++=than
bolts ^nns++++=bolts
and ^cc++++=and
planks ^nns++++=planks.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
preserve ^vb++++=preserve
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
republic ^nn++++=republic
defending ^vwbg+++xvbg+=defending
its ^pp$+it+++=its
rights ^nns++++=rights,
, ^zz++++=EXTRAWORD
of ^in++++=of
commanders ^nns+nom+++=commanders
who ^whp+rel+subj++=who
joined ^vbd+++xvbn+=joined
daring ^jj+++xvbg+=daring
with ^in++++=with
humanity ^nn+nom+++=humanity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
sailor ^nn++++=sailor
boys ^nns++++=boys
who ^whp+rel+subj++=who
fought ^vbd+++xvbn+=fought
their ^pp$+pp3+++=their
guns ^nns++++=guns
amid ^in++++=amid
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
splinters ^nns+nom+++=splinters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
falling ^nvbg+++xvbg+=falling
spars ^nns+++??+=spars.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
preserve ^vb++++=preserve
the ^ati++++=the
thunder ^nn++++=thunder
off ^in+pl+++=off
Tripoli ^np+++??+=Tripoli,
, ^zz++++=EXTRAWORD
the ^ati++++=the
long ^jj+atrb+++=long
silent ^jj+atrb+++=silent
contest ^nn++++=contest
of ^in++++=of
the ^ati++++=the
kedges ^nns+++??+=kedges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
broadsides ^nns++++=broadsides
that ^tht+rel+subj++=that
brought ^vprf+++xvbn+=brought
down ^rb+phrv+++=down
the ^ati++++=the
Guerri ^np+++??+=Guerri
re ^in++++=re's
's ^vbz+bez+vrb++0=EXTRAWORD
masts ^nns+++??+=masts.
. ^zz++++=EXTRAWORD
Oliver ^np++++=Oliver
Wendell ^np+++??+=Wendell
Holmes ^np+++??+=Holmes
asked ^vbd+vsua++xvbn+=asked
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
tattered ^jj+atrb+++=tattered
ensign ^np++++=ensign
not ^xnot++not++=not
be ^vb+be+aux++=be
torn ^vpsv++agls+xvbnx+=torn
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nns++++=people
answered ^vbd+vpub++xvbn+=answered
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
saved ^vbd+++xvbnx+=saved
the ^ati++++=the
stanch ^nn+++??+=stanch
old ^jj+atrb+++=old
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
saving ^xvbg+++xvbg+=saving
her ^pp$+pp3+++=her
they ^pp3a+pp3+++=they
kept ^vbd+++xvbnx+=kept
a ^at++++=a
precious ^jj+atrb+++=precious
memorial ^nn++++=memorial
of ^in++++=of
our ^pp$+pp1+++=our
country ^nn++++=country's
's ^$++++=EXTRAWORD
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
honor ^nn++++=honor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
birth ^nn++++=birth
as ^in++++=as
a ^at++++=a
naval ^jj+atrb+++=naval
power ^nn++++=power.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
why ^wrb+who+++=why
we ^pp1a+pp1+++=we
remember ^nn+nom+++=remember
the ^ati++++=the
Constitution ^nn+nom+++=Constitution.
. ^zz++++=EXTRAWORD
that ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
why ^wrb+who+++=why
we ^pp1a+pp1+++=we
call ^nn++++=call
her ^pp3o+pp3+++=her
old ^jj+atrb+++=Old
ironsides ^np++++=Ironsides.
. ^zz++++=EXTRAWORD
