# ^zz++++=##
# ^zz++++=EXTRAWORD
Jane ^np++++=Jane
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
away ^rp+pl+++=away
three ^cd++++=three
paces ^nns++++=paces,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
thrown ^vprf+++xvbnx+=thrown
me ^pp1o+pp1+++=me
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
crawl ^nn++++=crawl
after ^in++++=after
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Naturally."
naturally ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
shall ^md+prd+++=shall
see ^vb+vprv+tht0++=see
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
without ^in++++=without
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Quite
quite ^rb++++=EXTRAWORD
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
wife ^nn++++=wife
is ^vbz+bez+vrb++=is
as ^ql++++=as
good ^jj++++=good
as ^ql++++=as
another ^dt++++=another,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
faithful ^jj+pred+++=faithful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
not ^xnot++not++=not
have ^vb+hv+aux++=have
put ^vprf+++xvbnx+=put
it ^pp3+it+++=it
so ^ql++++=so
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
understood ^vbd+vprv+tht0+xvbnx+=understood
his ^pp$+pp3+++=his
meaning ^nvbg+++xvbg+=meaning.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
close ^nn++++=close.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
pale ^nn++++=pale
and ^cc++++=and
set ^nn+++xvbn+=set,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
acting ^vbg+++xvbgx+=acting
from ^in++++=from
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
many ^ap++++=many
a ^at++++=a
sound ^jj+atrb+++=sound
bargain ^nn++++=bargain
is ^vbz+bez+aux++=is
made ^vpsv++agls+xvbnx+=made
because ^cs+cos+++=because
somebody ^pn++++=somebody
is ^vbz+bez+vrb++=is
angry ^jj+pred+++=angry.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
waited ^vbd+++xvbn+=waited
for ^in++++=for
perfect ^jj+atrb+++=perfect
temper ^nn++++=temper,
, ^zz++++=EXTRAWORD
no ^at++++=no
pigs ^nns++++=pigs
would ^md+prd+++=would
ever ^rb++++=ever
be ^vb+be+aux++=be
sold ^vpsv++agls+xvbnx+=sold
at ^rb++++=at
market ^nn++++=market.
. ^zz++++=EXTRAWORD
" ^zz++++="Jane,"
jane ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
marry ^vb++++=marry
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now,
, ^zz++++=EXTRAWORD
some ^dti++++=some
might ^md+pos+++=might
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
asked ^vprf+++xvbn+=asked
for ^in+ppvb+++=for
time ^nn++++=time.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
delay ^nn++++=delay
can ^md+pos+++=can
lose ^vb++++=lose
an ^at++++=an
opportunity ^nn+nom+++=opportunity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
long ^rb++splt++=long
believed ^vprf+++xvbnx+=believed
quick ^jj+atrb+++=quick
decisions ^nns++++=decisions
to ^to+ncmp+++=to
be ^vbi++vrb++=be
the ^ati++++=the
mark ^nn++++=mark
of ^in++++=of
a ^at++++=a
strong ^jj+atrb+++=strong
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
exact ^jj+atrb+++=exact
moment ^nn++++=moment
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
thump ^nn++++=thump
from ^in++++=from
the ^ati++++=the
church ^npl++++=church
that ^tht+rel+subj++=that
made ^vwbn+++xvbn+=made
a ^at++++=a
pigeon ^nn++++=pigeon
fly ^nn++++=fly
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
glanced ^vbd+++xvbn+=glanced
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Those
those ^dt+dem+++=EXTRAWORD
timbers ^nns+nom+++=timbers
want ^vb++++=want
examining ^vbg+++xvbg+=examining,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
being ^vbg+beg++xvbg+=being
prosperous ^jj++++=prosperous
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
you ^pp2+pp2+++=you
could ^md+pos+++=could
subscribe ^vb++++=subscribe."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
scarcely ^rb+down+++=scarcely
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
settled ^vpsv++agls+xvbnx+=settled?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
go ^vb++++=go
back ^rb+phrv+++=back
on ^in+ppvb+++=on
my ^pp$+pp1+++=my
word ^nn++++=word."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
did ^vbd+dod+vrb++=did
Mattie ^np+++??+=Mattie,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
use ^nn++++=use
looking ^vwbg+++xvbg+=looking
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
took ^vbd+++xvbn+=took
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
kiss ^vb++++=kiss
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
considered ^vbd+vprv++xvbnx+=considered
decent ^jj++++=decent
in ^in++++=in
a ^at++++=a
churchyard ^nn++++=churchyard,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
we ^pp1a+pp1+++=we
was ^vbd+bedz+aux++=was
technically ^rb++splt++=technically
engaged ^vpsv++agls+xvbnx+=engaged.
. ^zz++++=EXTRAWORD
The ^ati++++=The
diamond ^nn++++=diamond
on ^in++++=on
his ^pp$+pp3+++=his
finger ^nn++++=finger
flashed ^vbd+++xvbn+=flashed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wondered ^vbd+vprv++xvbnx+=wondered
whether ^cs+who+++=whether
the ^ati++++=the
ring ^nn++++=ring
was ^vbd+bedz+vrb++=was
an ^at++++=an
American ^jj+atrb+++=American
fashion ^nn++++=fashion
or ^cc+cls+++=or
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
might ^md+pos+++=might
give ^vb++++=give
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me
after ^cs+sub+++=after
having ^xvbg+++xvbg+=having
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
smaller ^jjr++++=smaller.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
uncle ^nn++++=uncle
will ^md+prd+++=will
be ^vb+be+aux++=be
astonished ^vpsv++agls+xvbnx+=astonished,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
respects ^nns++++=respects
practical ^jj+atrb+++=practical
arrangements ^nns+nom+++=arrangements."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
ask ^vb++++=ask
about ^in++++=about
Mattie ^np+++??+=Mattie."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
made ^vprf+++xvbnx+=made
her ^pp$+pp3+++=her
choice ^nn++++=choice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
ours ^pp$$++++=ours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Another ^dt++++=Another
bang ^uh++++=bang
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from
inside ^nn++++=inside.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Mattie ^np+++??+=Mattie
called ^vbd+++xvbn+=called
my ^pp$+pp1+++=my
name ^nn++++=name,
, ^zz++++=EXTRAWORD
plain ^nn++++=plain
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
" ^zz++++="Jane!
jane ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
out ^rp+pl+++=out!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jack ^np++++=Jack's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
dropped ^vbd+++xvbn+=dropped
from ^in++++=from
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
I ^pp1a+pp1+++=I
could ^md+pos+++=could
answer ^vb++++=answer,
, ^zz++++=EXTRAWORD
the ^ati++++=the
church ^npl++++=church
bell ^nn++++=bell
gave ^vbd+++xvbn+=gave
one ^cd1++++=one
enormous ^jj+atrb+++=enormous
clang ^nn++++=clang.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
the ^ati++++=the
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
struck ^vbd+++xvbn+=struck
over ^in++++=over
our ^pp$+pp1+++=our
heads ^nns++++=heads
and ^cc++++=and
rolled ^vpsv++agls+xvbn+=rolled
across ^in+pl+++=across
the ^ati++++=the
green ^nn++++=green.
. ^zz++++=EXTRAWORD
A ^at++++=A
flock ^nn++++=flock
of ^in++++=of
rooks ^nns+++??+=rooks
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
elm ^nn++++=elm
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter's
's ^$++++=EXTRAWORD
dogs ^nns++++=dogs
began ^vbd+++xvbn+=began
barking ^vbg+++xvbg+=barking
half ^abn++++=half
a ^at++++=a
mile ^nn++++=mile
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tapp ^np++++=Tapp
came ^vbd+++xvbn+=came
running ^nvbg+++xvbg+=running
from ^in++++=from
her ^pp3o+pp3+++=her
cottage ^npl+nom+++=cottage
with ^in++++=with
a ^at++++=a
saucepan ^nn+nom+++=saucepan
in ^in++++=in
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Clang ^nn++++=Clang!
! ^zz++++=EXTRAWORD
Jack ^np++++=Jack
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
Clang ^nn++++=Clang!
! ^zz++++=EXTRAWORD
Clang ^nn++++=Clang!
! ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
appears ^vbz+seem+++=appears,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
someone ^pn++++=someone
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
accidentally ^rb++splt++=accidentally
locked ^vpsv++agls+xvbn+=locked
in ^in+strn+++=in."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
moments ^nns+nom+++=moments
when ^wrb+who+++=when
no ^at++++=no
answer ^nn++++=answer
will ^md+prd+++=will
improve ^vb++++=improve
a ^at++++=a
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
seized ^vbd+++xvbn+=seized
the ^ati++++=the
church ^nn++++=church-door
- ^zz++++=EXTRAWORD
door ^nn++++=EXTRAWORD
handle ^nn++++=handle
and ^cc++++=and
shook ^vbd+++xvbn+=shook
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
locked ^vpsv++agls+xvbnx+=locked."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
key ^jjb+atrb+++=key's
's ^vbz+bez+vrb++0=EXTRAWORD
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
key ^jjb++++=key,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
liked ^vprf+++xvbnx+=liked
suspicious ^jj+atrb+++=suspicious
expressions ^nns++++=expressions.
. ^zz++++=EXTRAWORD
" ^zz++++="Open
open ^jj++++=EXTRAWORD
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
about ^in++++=about
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Open
open ^jj++++=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+aux++=was
no ^at++++=no
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
shout ^vb++++=shout.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
the ^ati++++=the
key ^nn++++=key.
. ^zz++++=EXTRAWORD
By ^in++++=By
then ^rn+tm+++=then
people ^nns++++=people
was ^vbd+bedz+aux++=was
hurrying ^vbg+++xvbgx+=hurrying
from ^in++++=from
every ^at++++=every
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Page ^np++++=Page
the ^ati++++=the
sexton ^np++++=sexton
came ^vbd+++xvbn+=came
puffing ^vbg+++xvbg+=puffing
through ^in++++=through
the ^ati++++=the
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
the ^ati++++=the
baker ^nn++++=baker,
, ^zz++++=EXTRAWORD
two ^cd++++=two
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tapp ^np++++=Tapp
with ^in++++=with
her ^pp$+pp3+++=her
saucepan ^nn+nom+++=saucepan,
, ^zz++++=EXTRAWORD
Ned ^np+++??+=Ned
Swan ^nn++++=Swan,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
Davy ^np++++=Davy
Crumb ^np+++??+=Crumb,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
drinking ^vbg+++xvbgx+=drinking
at ^rb++++=at
the ^ati++++=the
Red ^jj+atrb+++=Red
Lion ^nn++++=Lion.
. ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
appeared ^vbd+seem++xvbn+=appeared
last ^rb+cnj+++=last,
, ^zz++++=EXTRAWORD
running ^jj+++xvbg+=running
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
a ^at++++=a
man ^nn++++=man
of ^in++++=of
sixty ^cd++++=sixty
can ^md+pos+++=can
run ^vb+++xvbn+=run
in ^in++++=in
boots ^nns++++=boots
clogged ^vwbn+++xvbn+=clogged
with ^in++++=with
pasture ^nn++++=pasture
mud ^nn++++=mud.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
pulled ^vbd+++xvbn+=pulled
the ^ati++++=the
door ^nn++++=door
wide ^jj++++=wide.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
stood ^vbd+++xvbn+=stood
inside ^jjb++++=inside
with ^in++++=with
the ^ati++++=the
bell ^nn++++=bell
rope ^nn++++=rope
in ^in++++=in
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
old ^jj+atrb+++=old
brown ^jj+atrb+++=brown
dress ^nn++++=dress
was ^vbd+bedz+vrb++=was
dusty ^jj+pred+++=dusty,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hair ^nn++++=hair
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
a ^at++++=a
smear ^vb++++=smear
on ^rp++++=on
her ^pp3o+pp3+++=her
cheek ^nn++++=cheek
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
tried ^vprf+++xvbnx+=tried
the ^ati++++=the
little ^jj+atrb+++=little
vestry ^nn++++=vestry
window ^nn++++=window.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
first ^od++++=first
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
Jack ^np++++=Jack.
. ^zz++++=EXTRAWORD
" ^zz++++="Jack!"
jack ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
all ^abn++++=all
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
flew ^vbd+++xvbnx+=flew
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
angrily ^rb++++=angrily.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
doubtful ^jj++++=doubtful.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
like ^in++++=like
a ^at++++=a
girl ^nn++++=girl
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
her ^pp$+pp3+++=her
mind ^nn++++=mind
or ^cc++++=or
promised ^vbd+vpub++xvbn+=promised
herself ^ppl+pp3+++=herself
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
threw ^vbd+++xvbnx+=threw
both ^abx++++=both
arms ^nns++++=arms
around ^in++++=around
his ^pp$+pp3+++=his
neck ^nn++++=neck
before ^in++++=before
the ^ati++++=the
whole ^jj+atrb+++=whole
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jack ^np++++=Jack
dropped ^vbd+++xvbn+=dropped
his ^pp$+pp3+++=his
travelling ^nvbg+++xvbg+=travelling
bag ^nn++++=bag
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
her ^pp$+pp3+++=her
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^rb+down+++=only
living ^jj+atrb++xvbg+=living
creature ^nn++++=creature
left ^vbd+++xvbn+=left
after ^in++++=after
a ^at++++=a
flood ^nn++++=flood.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
excessively ^rb++splt++=excessively
revealing ^nvbg+++xvbg+=revealing.
. ^zz++++=EXTRAWORD
" ^zz++++="Mattie,"
mattie ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+whq++=EXTRAWORD
was ^vbd+bedz+vrb++=was
you ^pp2+pp2+++=you
in ^in++++=in
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
locked ^vbd+++xvbnx+=locked
me ^pp1o+pp1+++=me
in ^in+strn+++=in!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Every ^at++++=Every
face ^nn++++=face
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
make ^vb++++=make
it ^pp3+it+++=it
sound ^nn++++=sound
worse ^jjr++++=worse
than ^in++++=than
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
key ^nn++++=key
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
turn ^vbi++++=turn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
turned ^vbd+++xvbn+=turned
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Mattie ^np+++??+=Mattie.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
keeping ^vbg+++xvbgx+=keeping
you ^pp2+pp2+++=you
from ^in++++=from
making ^xvbg+++xvbg+=making
a ^at++++=a
foolish ^jj+atrb+++=foolish
secret ^nn++++=secret
meeting ^vwbg+++xvbg+=meeting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
Jack ^np++++=Jack?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
the ^ati++++=the
time ^nn++++=time
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+vrb++=be
certain ^jj+pred+++=certain
who ^whp+who+++=who
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
called ^vbd+++xvbn+=called
him ^pp3o+pp3+++=him
Jack ^np++++=Jack
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
gate ^nn++++=gate,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
surprising ^vbg+++xvbgx+=surprising
what ^wdt+who+++=what
people ^nns++++=people
remember ^nn+nom+++=remember
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
be ^vbi++vrb++=be
disagreeable ^jj+pred+++=disagreeable.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
held ^vbd+vprv++xvbn+=held
Mattie ^np+++??+=Mattie
by ^in++++=by
the ^ati++++=the
shoulders ^nns+nom+++=shoulders
and ^cc++++=and
searched ^vbd+++xvbn+=searched
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Jane
jane ^np++++=EXTRAWORD
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
