# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
What ^wdt+who+++=What
, ^zz++++=EXTRAWORD
the ^ati++++=the
smoking ^jj+atrb++xvbg+=smoking
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bread ^nn++++=bread
sponge ^nn++++=sponge,
, ^zz++++=EXTRAWORD
the ^ati++++=the
churn ^jj+++xvbn+=churn,
, ^zz++++=EXTRAWORD
the ^ati++++=the
endless ^jj+atrb+++=endless
shirts ^nns++++=shirts.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
to ^to++++=to
descend ^vbi++++=descend
again ^rb+tm+++=again
beneath ^in+pl+++=beneath
the ^ati++++=the
silence ^nn+nom+++=silence
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
knowing ^vbg+vprv++xvbg+=knowing
fully ^rb+amp+++=fully
what ^wdt+who+++=what
the ^ati++++=the
silence ^nn++++=silence
concealed ^vbd+++xvbn+=concealed.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
the ^ati++++=the
audience ^nn+nom+++=audience
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone.
. ^zz++++=EXTRAWORD
Programs ^np+++??+=Programs
lay ^vbd+++xvbn+=lay
among ^in++++=among
the ^ati++++=the
vacant ^jj+atrb+++=vacant
seats ^nns++++=seats
like ^in++++=like
pale ^nn++++=pale
leaves ^nns++++=leaves
after ^in++++=after
a ^at++++=a
festival ^nn+nom+++=festival.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
stage ^nn++++=stage
a ^at++++=a
workman ^nn++++=workman
extinguished ^vbd+++xvbn+=extinguished
lights ^nns++++=lights
one ^pn++++=one
by ^in++++=by
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
darkened ^jj+atrb++xvbn+=darkened
globe ^nn++++=globe
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
remove ^vbi++++=remove
some ^dti++++=some
coast ^nn++++=coast
from ^in++++=from
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
high ^jj+atrb+++=high
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
carriages ^nns+nom+++=carriages
rattled ^vwbn+++xvbn+=rattled,
, ^zz++++=EXTRAWORD
newsboys ^vbz+++??+=newsboys
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
city ^npl++++=city
continued ^vbd+++xvbn+=continued
in ^in++++=in
its ^pp$+it+++=its
wealth ^nn++++=wealth
of ^in++++=of
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
before ^cs+sub+++=before
us ^pp1o+pp1+++=us
the ^ati++++=the
stage ^nn++++=stage
widened ^vbd+++xvbn+=widened
and ^cc+phrs+++=and
dimmed ^vbd+++xvbn+=dimmed
until ^cs+sub+++=until
it ^pp3+it+++=it
became ^vbd+++xvbn+=became,
, ^zz++++=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
guilty ^jj+atrb+++=guilty
imagination ^nn+nom+++=imagination,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Nebraska ^np+++??+=Nebraska
plain ^nn++++=plain
under ^in++++=under
evening ^nn++++=evening:
: ^zz++++=EXTRAWORD
mile ^nn++++=mile
after ^in++++=after
mile ^nn++++=mile
of ^in++++=of
colorless ^jj+atrb+++=colorless
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cattle ^nns++++=cattle
tracks ^vbz++++=tracks
frozen ^vbd+++xvbn+=frozen
hard ^jj++++=hard,
, ^zz++++=EXTRAWORD
the ^ati++++=the
windmill ^np++++=windmill
turning ^vwbg+++xvbg+=turning
above ^jjb++++=above
the ^ati++++=the
sheds ^nns++++=sheds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
low ^jj+atrb+++=low
farmhouse ^nn++++=farmhouse
already ^rb++++=already
waiting ^nvbg+++xvbg+=waiting
for ^in++++=for
her ^pp$+pp3+++=her
beneath ^in+pl+++=beneath
the ^ati++++=the
enormous ^jj+atrb+++=enormous,
, ^zz++++=EXTRAWORD
unanswering ^jj+atrb+++=unanswering
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
