**the ^nn+++??+=**The
Lighthouse ^nn++++=Lighthouse
water ^nn++++=water,
, ^zz++++=EXTRAWORD
leading ^jj+++xvbg+=leading
between ^in++++=between
the ^ati++++=the
island ^nn++++=island
and ^cc++++=and
Harrow ^np++++=Harrow
Reef ^nn++++=Reef.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
wave ^nn++++=wave
changed ^vbd+++xvbn+=changed
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
much ^rb++++=much.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
a ^ap++++=a
few ^ap"++++=few
degrees ^nns+nom+++=degrees.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
The ^ati++++=The
main ^jjb+atrb+++=main
force ^nn++++=force
of ^in++++=of
the ^ati++++=the
water ^nn++++=water
swept ^vwbn+++xvbn+=swept
into ^in++++=into
the ^ati++++=the
old ^jj+atrb+++=old
channel ^nn++++=channel.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
tore ^vbd+++xvbn+=tore
past ^jjb++++=past
the ^ati++++=the
island ^nn++++=island's
's ^vbz+bez+vrb++0=EXTRAWORD
northern ^jj+atrb+++=northern
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
ripping ^vbg+++xvbg+=ripping
away ^rp+pl+++=away
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
soil ^nn++++=soil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
abandoned ^jj+++xvbn+=abandoned
chapel ^npl++++=chapel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ridge ^nn++++=ridge
vanished ^vbd+++xvbn+=vanished
beneath ^in+pl+++=beneath
foam ^nn++++=foam.
. ^zz++++=EXTRAWORD
The ^ati++++=The
western ^jj+atrb+++=western
quarry ^nn++++=quarry
lay ^vbd+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
lee ^nn++++=lee
of ^in++++=of
the ^ati++++=the
lighthouse ^nn++++=lighthouse
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
flooded ^jj++++=flooded
into ^in++++=into
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
without ^in++++=without
the ^ati++++=the
full ^jj+atrb+++=full
violence ^nn+nom+++=violence
of ^in++++=of
the ^ati++++=the
wave ^nn++++=wave.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
saw ^vbd+vprv++xvbn+=saw
people ^nns++++=people
clinging ^vwbg+++xvbg+=clinging
to ^in++++=to
rocks ^nns++++=rocks
and ^cc++++=and
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tower ^nn++++=tower
lurched ^vbd+++xvbn+=lurched.
. ^zz++++=EXTRAWORD
A ^at++++=A
crack ^nn++++=crack
opened ^vbd+++xvbn+=opened
across ^in+pl+++=across
the ^ati++++=the
lantern ^nn++++=lantern
room ^nn++++=room
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
kept ^vbd+++xvbn+=kept
his ^pp$+pp3+++=his
hands ^nns++++=hands
on ^in++++=on
the ^ati++++=the
lever ^nn++++=lever.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wave ^nn++++=wave
wrapped ^vbd+++xvbn+=wrapped
around ^rp++++=around
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
Glass ^nn++++=Glass
panels ^nns++++=panels
exploded ^vbd+++xvbn+=exploded
inward ^jjb++++=inward.
. ^zz++++=EXTRAWORD
Freezing ^nn++++=Freezing
water ^nn++++=water
struck ^vbd+++xvbn+=struck
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
him ^pp3o+pp3+++=him
from ^in++++=from
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
caught ^vbd+++xvbnx+=caught
the ^ati++++=the
railing ^nn+nom+++=railing
with ^in++++=with
one ^cd1++++=one
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lamp ^nn++++=lamp
went ^vbd+++xvbn+=went
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
child ^nn++++=child
laughing ^vwbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
Cora ^np+++??+=Cora
stood ^vbd+++xvbn+=stood
on ^in++++=on
the ^ati++++=the
gallery ^nn+nom+++=gallery
beyond ^in++++=beyond
the ^ati++++=the
shattered ^jj+atrb++xvbn+=shattered
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
yellow ^jj+atrb+++=yellow
coat ^nn++++=coat
shone ^vbd+++xvbn+=shone
like ^in++++=like
a ^at++++=a
small ^jj+atrb+++=small
flame ^nn++++=flame.
. ^zz++++=EXTRAWORD
Eleanor ^np++++=Eleanor
waited ^vbd+++xvbn+=waited
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
they ^pp3a+pp3+++=they
reach ^vb++++=reach
the ^ati++++=the
quarry ^nn++++=quarry?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
Cora ^np+++??+=Cora
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
they ^pp3a+pp3+++=they
live ^vb++++=live?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
tower ^nn++++=tower
tilted ^vbd+++xvbn+=tilted.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
foundation ^nn+nom+++=foundation
stones ^nns++++=stones
were ^vbd+bed+aux++=were
breaking ^vbg+++xvbgx+=breaking
apart ^rp++++=apart.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
the ^ati++++=the
path ^nn++++=path
he ^pp3a+pp3+++=he
offered ^vbd+++xvbnx+=offered,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
would ^md+prd+++=would
take ^vb++++=take
the ^ati++++=the
lighthouse ^nn++++=lighthouse
too ^rb++++=too.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
no ^at++++=no
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
a ^at++++=a
light ^nn++++=light
where ^wrb+who+++=where
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Cora ^np+++??+=Cora
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Always."
always ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
sailors ^nns++++=sailors
crossing ^vwbg+++xvbg+=crossing
the ^ati++++=the
northern ^jj+atrb+++=northern
channel ^npl++++=channel
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
a ^at++++=a
light ^nn++++=light
beneath ^in+pl+++=beneath
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem++xvbn+=appeared
only ^rb+down+++=only
during ^in++++=during
storms ^nns++++=storms,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
deep ^jj++++=deep
below ^rb++++=below
the ^ati++++=the
waves ^nns++++=waves
where ^wrb+who+++=where
no ^at++++=no
lighthouse ^nn++++=lighthouse
could ^md+pos+++=could
stand ^vb++++=stand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beam ^nn++++=beam
guided ^vwbn+++xvbn+=guided
ships ^nns++++=ships
between ^in++++=between
Harrow ^np++++=Harrow
Reef ^nn++++=Reef
and ^cc++++=and
the ^ati++++=the
island ^nn++++=island's
's ^$++++=EXTRAWORD
broken ^vpsv++agls+xvbnx+=broken
cliffs ^nns++++=cliffs,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
official ^jj+atrb+++=official
charts ^nns++++=charts
marked ^vbd+++xvbn+=marked
no ^at++++=no
beacon ^nn++++=beacon
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
The ^ati++++=The
islanders ^nns+nom+++=islanders
rebuilt ^vwbn+++xvbn+=rebuilt
their ^pp$+pp3+++=their
village ^nn+nom+++=village
on ^in++++=on
the ^ati++++=the
western ^jj+atrb+++=western
slope ^nn++++=slope.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
raised ^vbd+++xvbnx+=raised
a ^at++++=a
new ^jj+atrb+++=new
chapel ^nn++++=chapel
beside ^in+pl+++=beside
the ^ati++++=the
quarry ^nn++++=quarry
and ^cc++++=and
placed ^vbd+++xvbn+=placed
a ^at++++=a
brass ^nn++++=brass
plaque ^nn++++=plaque
inside ^jjb++++=inside
it ^pp3+it+++=it
bearing ^vbg+++xvbg+=bearing
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
Elias ^np+++??+=Elias
Vale ^nn++++=Vale
and ^cc++++=and
all ^rb++++=all
those ^dt+pdem+++=those
lost ^vbd+++xvbn+=lost
aboard ^in+pl+++=aboard
the ^ati++++=the
Saint ^nn++++=Saint
Orison ^np+++??+=Orison.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Bell ^np++++=Bell
became ^vbd+++xvbn+=became
the ^ati++++=the
keeper ^nn++++=keeper
of ^in++++=of
a ^at++++=a
new ^jj+atrb+++=new
lighthouse ^nn++++=lighthouse
constructed ^vbd+++xvbn+=constructed
on ^in++++=on
the ^ati++++=the
highest ^nn++++=highest
surviving ^vwbg+++xvbg+=surviving
rock ^npl++++=rock.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
lit ^vbd+++xvbnx+=lit
its ^pp$+it+++=its
electric ^jj+atrb+++=electric
lamp ^nn++++=lamp,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
western ^jj+atrb+++=western
window ^nn++++=window
and ^cc++++=and
looked ^vbd+++xvbn+=looked
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
she ^pp3a+pp3+++=she
saw ^vbd+vprv+tht0+xvbnx+=saw
nothing ^pn++++=nothing
but ^cc++++=but
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
a ^at++++=a
golden ^jj+atrb+++=golden
beam ^nn++++=beam
moved ^vbd+++xvbn+=moved
far ^rb+pl+++=far
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
within ^in++++=within
it ^pp3+it+++=it
walked ^vbd+++xvbn+=walked
three ^cd++++=three
figures ^nns++++=figures:
: ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman
in ^in++++=in
blue ^nn++++=blue,
, ^zz++++=EXTRAWORD
a ^at++++=a
child ^nn++++=child
in ^in++++=in
yellow ^nn++++=yellow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
always ^rb++++=always
traveled ^vwbn+++xvbn+=traveled
north ^nr+pl+++=north.
. ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=They
never ^rb++++=never
lost ^vbd+++xvbn+=lost
the ^ati++++=the
way ^nn++++=way.
. ^zz++++=EXTRAWORD
