prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv
human,human,4000_story_0222.txt,35.8,4.3,4630,3.5,7.6,45.6,3.5,0.4,1.5,2.8,44.3,11.4,2.4,0.2,0.6,3.5,0.2,3.2,0.9,3.2,19.7,0.9,1.7,243.2,113.6,42.5,66.5,38.2,9.9,1.7,1.3,1.3,4.3,26.6,6.9,6.3,39.3,12.3,8.2,1.1,4.3,2.8,2.2,5.4,5.2,0.2,1.9,6.7,2.6,1.7,6.3,14.3,35.2,7.3,1.7,4.3,76.7,86,1.9,128.3,9.3,2.6,1.1,1.5,1.3,1.7,2.6,0.6,0.4,0,0,0,0,0.2,0.2,0.9,1.3,0.6,0.6,0,0.6,0.2,0.4,0,1.3,0.2,0,3.2,1.5,7.1,1.1,0.2,8.4,3.7,1.3,6.3,5,0.2,0.2,0,0,0,0.2,0.2,13,3,3,9.5,16,1.9,8.2,6,1.5,3.2,3.9,0.4,0.2,1.3,0,23.5,11,16.8,0.6,6.3,5.2,2.2
human,human,4000_story_0223.txt,33.3,4.3,4439,2,2,30.6,1.4,0.2,1.8,1.4,52.9,14.6,1.1,0.2,0.9,2.5,0.5,1.1,0.7,5,19.1,0.5,2.5,239.5,121.2,37.4,72.8,19.6,10.6,1.8,2.3,1.1,2.3,20.5,6.3,10.1,36.3,11.3,3.8,0.7,2,0.7,1.8,3.8,5.9,0.9,3.2,5.2,2.7,3.6,5.4,9.5,28.8,9.9,1.1,5.2,69.4,73.9,0.9,129.5,9.2,3.2,0.2,1.6,0.7,2.3,1.8,0.2,0.2,0.2,0,0,0,0,0.5,0.5,1.1,1.1,0.7,0.5,0.5,0,0.2,0.2,0.5,0.2,0,2,0.5,6.3,0.7,0,7,3.8,1.4,5.6,2.7,0.5,0.5,0,0,0.2,0.5,0,3.2,2.7,0.9,9,21.4,1.8,7.2,5.9,1.4,3.4,0.9,1.8,0.2,0.5,0.2,25,7.7,15.3,0.7,5,8.6,5
human,human,4000_story_0224.txt,28.8,4.2,2771,4.3,2.2,57.7,11.2,0.7,4.3,4,17.7,16.2,2.9,0,0.4,5.1,0.7,7.2,0.4,8.3,32.5,1.1,2.5,201.4,100,38.3,80.1,58.1,10.8,0.4,6.9,0.4,3.6,28.1,7.2,5.1,36.4,13.7,4.7,1.4,1.8,4.7,3.2,4.7,11.2,0.4,1.1,4.7,3.2,2.9,8.7,17.7,42.6,12.6,1.4,7.6,72.9,87,2.9,154.1,4,2.5,1.1,2.5,0.7,3.2,1.4,1.1,0.4,0,0,0,0,0,0.4,0.7,1.1,1.1,1.1,0.4,0.4,0,0.4,0.4,0,0.4,0,5.8,0.7,7.9,1.4,0,9.4,4.3,1.4,5.8,6.9,0,0.4,0,0.4,0,0,0,17,5.1,1.4,12.6,10.8,2.9,1.4,2.9,3.6,3.6,2.9,1.1,0.7,2.2,1.1,24.5,23.8,14.1,1.8,3.6,9.7,2.2
human,human,4000_story_0225.txt,27.8,4.1,3167,3.8,1.6,48,11.1,0.6,2.8,5.4,22.7,17.1,0.9,0,0.9,4.1,0,3.8,0.3,4.7,33.5,1.6,1.6,196.7,89,54.6,89.7,49.3,10.7,1.9,3.2,1.9,2.8,9.2,12.9,11.7,39.5,5.4,2.2,1.9,2.8,1.9,3.2,3.2,6.3,0,1.3,7.9,1.6,0.9,4.7,8.8,47,7.6,1.9,6.9,85.3,83,2.8,145.9,6.3,1.6,0,3.2,0,0.9,0.6,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0.6,0,0,0,0,3.2,0.6,4.7,0,0,4.7,0.6,0.6,1.3,3.8,0.3,0.3,0,0,0,0,0,21.8,0.6,0.9,4.7,22.7,2.2,6.9,4.4,3.5,8.2,11.4,2.8,0.3,1.3,0,27.2,21.5,14.8,0.3,7.6,12.6,1.9
human,human,4000_story_0226.txt,27.8,3.9,4442,2.3,1.1,63.3,18.5,0.9,2.3,2.5,31.3,14.4,2,0.2,2.5,3.2,0,3.6,3.6,8.1,35.1,1.8,2.9,176.9,84.2,40.7,67.3,69.1,8.6,1.1,2.9,1.8,2,10.1,13.1,13.3,39.4,10.4,14,1.1,4.5,4.7,2,6.8,5.2,0.5,1.6,6.5,3.2,1.6,2.7,26.8,48.4,7.2,5.4,5.9,65.5,118.9,4.1,145.9,7.4,0.5,0.5,1.8,0.5,1.6,1.1,0.2,0,0,0,0,0,0,0.5,0.5,1.6,0.7,0.5,0,1.4,0,0,0,0.2,0,0,1.6,0.2,5,0.2,0,5.2,3.6,1.4,5.2,1.8,0.9,1.1,0.2,0,0,0,0,12.4,0.7,0.7,5.4,13.3,1.4,4.5,10.4,5.6,3.8,2.9,0.2,2.9,1.8,0,44.8,9.9,14.9,1.4,4.7,7,2.9
human,human,4000_story_0230.txt,30.3,4.1,3021,2.3,7,62.6,7.9,1,6.3,5,32.8,13.6,1.7,0.3,1.3,7.3,0,4.6,0.7,5.6,31.8,0.7,3,179.4,99.6,40.4,76.5,59.9,10.3,0.7,5,1,3.3,14.6,8.6,17.2,42,11.3,5,3,3,4.6,2,8.3,9.9,0,2.6,6.3,3,1,5,15.2,44.7,12.6,1.3,6.6,69.5,100.6,2.6,153.9,6,1.7,0,1.7,1.7,1.7,0.3,0.3,0,0,0,0,0,0,0.3,0.7,1.7,1.3,0,0,0.3,0.3,0,0.3,0,0,0.3,6.6,0.7,5.3,0.3,0,5.6,4,1,5,7.6,0,0.3,0.3,0,0,0,0.7,11.3,3,3,7,11.3,0.3,5.3,5.3,1,5.6,1.3,1.7,1.7,0.7,0.3,33.4,20.5,14.2,0.7,4.6,7.9,1.3
human,human,4000_story_0237.txt,29.3,4,3269,4.3,4.3,59,5.8,1.5,5.5,5.8,24.2,13.8,1.2,0.3,1.5,5.8,0,4,3.7,5.2,36.4,0.9,4.3,185.4,86.9,30.6,90.5,44.1,8.6,0.9,2.4,0,3.1,11.9,11.9,9.8,47.7,8.6,7.6,2.1,3.1,2.4,4,5.8,10.7,0,1.5,6.1,1.5,3.7,5.8,15.3,48.9,12.2,4.6,3.4,63.3,74,2.4,156.9,3.1,3.1,0.3,2.8,0.9,1.2,0.9,0,0,0,0,0.3,0,0,0,0.6,1.5,0.3,0.3,0,0.9,0,0,0,0.3,0,0,4.9,0.9,5.8,0,0.3,6.1,2.8,0.9,4,5.8,0.3,0,0,0,0,0,0.6,3.4,0.6,3.7,5.5,14.7,2.8,3.7,6.7,0.9,7.3,3.4,1.5,1.2,1.5,0,25.7,14.7,22.6,0.3,7.3,10.7,3.4
human,human,4000_story_0238.txt,30.8,4.1,2225,4,1.3,58.4,6.3,1.3,6.3,4.5,29.7,11.2,2.2,0.9,0.4,6.3,0,8.5,0,7.6,29.7,0.4,1.8,190.6,90.8,28.8,84.5,69.7,8.1,0.9,5.8,1.3,3.6,20.7,11.7,5.4,31.5,11.7,12.6,0.9,4,1.8,1.8,5.4,12.1,0.4,1.8,6.3,3.6,1.8,7.2,22,44.5,14.4,0.4,8.1,60.7,105.6,4,155.5,2.7,1.3,0.4,2.7,1.3,2.2,0.9,0.4,0,0,0,0,0,0,0.4,0,1.8,0.4,0.9,0,0.4,0,0.9,0,0.9,0.4,0,4,0,7.2,0.4,0,7.6,3.6,1.3,5.8,4.5,1.3,0,0,0,0,0,0.4,15.3,1.8,2.2,5.8,15.7,5.8,5.8,6.3,1.8,4.5,2.2,0.4,0,3.6,0,31,27,18.9,2.7,4.5,6.7,2.2
human,human,4000_story_0242.txt,31.3,4.2,2308,2.6,0.4,48.1,8.7,0.4,3,2.6,12.6,24.7,3.5,0,0.4,2.6,0.9,1.7,2.2,8.7,29,0.9,3,224.9,110.1,44.2,65.4,30.8,10.4,0.4,2.2,0.4,9.5,19.1,6.5,10.4,40.3,10,4.8,0.9,3.5,0.9,2.2,5.6,7.8,0,1.7,7.8,1.7,2.2,6.1,14.3,49.8,9.5,3,3,84.9,52,4.8,130,3,3,0,0.9,0.9,1.3,2.2,0,0,0,0,0,0,0.4,0,0,0.9,0,1.3,0,0.4,0,0,0,0,0,0,2.6,0.4,5.2,0,0.4,5.6,2.2,0.4,2.6,3,0,0.4,0,0,0,0,0,0.9,0,2.2,9.1,31.2,0.4,13.4,6.1,0.4,5.6,5.6,0.4,0,0.9,0.9,14.7,8.7,17.3,0,10,13.4,3.5
human,human,4000_story_0249.txt,33,4.2,3572,6.7,0,60.5,12.3,0.8,6.2,5,23.2,19.9,2.2,0,2,7.3,0,3.4,2.2,7.6,41.2,1.4,3.4,186.7,88.7,40,70.8,48.4,12.3,2,6.7,1.4,3.4,15.7,10.6,5.6,41.2,10.9,9.2,1.1,0.8,3.6,5,6.2,12.3,0.3,2.2,5,2.8,2.8,4.5,20.4,50.4,14.8,3.6,10.1,70,84,3.4,147.5,5.3,1.1,0.6,5,0.6,2.8,0.8,0.3,0.3,0,0,0,0,0,0.3,0.3,0.3,1.1,0.3,0,0.3,0,0.3,0.3,1.1,0,0,4.8,0.3,9.2,0.6,0,9.8,2.2,0.8,4.2,5,0.3,0.3,0.3,0,0,0,0.6,14.3,2,1.1,7.6,13.2,0.3,2.5,7.6,1.7,5.9,1.1,0.8,0.8,2,0.3,26.9,27.2,23.8,2,3.1,9,4.5
human,human,4000_story_0250.txt,33.8,4.2,5041,2.2,0.6,51.8,2.8,1,4.4,2.8,12.7,18.4,1.4,0.4,0.4,6.5,0.4,4.8,1.2,5.4,31.9,0.6,1.8,212.3,106.9,38.1,73.8,66.5,11.3,2.8,5,1,4.4,16.5,11.3,7.1,42.8,11.1,9.9,0.2,2.6,2.8,3.2,5.6,10.9,1.4,2.2,5.8,1.2,3,2.2,18.1,45,14.5,1.8,8.7,64.1,81.9,4.2,136.7,3.4,2.6,0,1,1,1.4,0.6,0.2,0,0,0,0,0,0,0.6,0.2,1.4,0.8,0.6,0,1,0.2,0,0,0.4,0.6,0,3.6,0.8,4,0.2,0,4.2,3.6,1.2,5.2,5,0,0.2,0,0,0,0,0,9.9,1,2,8.3,18.1,2.8,6.1,7.1,4.4,2.8,5.8,1.2,0.4,0.8,0.4,26.8,11.3,16.3,1.2,7.3,11.3,2.8
human,human,4000_story_0254.txt,28,4.1,2241,3.6,0.9,32.6,6.2,0.9,0.9,3.6,9.4,9.8,3.1,0,1.3,4.5,0,2.7,0,7.1,61.1,0.4,2.7,196.3,88.8,53.1,107.5,91.9,11.6,0.9,3.6,0,3.6,19.6,6.7,13.4,37.9,11.2,3.6,2.7,0.4,4,0.4,5.4,12,0.9,0.4,7.1,3.6,2.7,5.8,14.7,72.3,13.4,0.4,4.5,75.4,107.5,4,159.8,2.2,0.4,0.4,4.5,2.2,1.3,1.8,0,0.4,0,0,0,0,0,0,1.3,2.2,1.8,0.9,0,0.4,0,0,0.4,0.9,0,0,2.2,0,9.8,0.4,0,10.3,6.2,0.9,8,2.2,0.4,1.8,0,0,0,0,0,16.1,1.3,0,3.6,17,1.3,3.1,6.7,8.9,6.7,12,13.4,0.9,0.9,0,30.3,15.2,22.3,3.6,3.1,13.4,5.4
human,human,4000_story_0256.txt,30.3,4,5058,6.7,2,79.9,22.7,2.2,5.7,6.9,45.5,24.9,4.2,0.4,1.8,7.1,0.2,3.6,1,6.9,34.6,1,3.6,161.7,85.6,30.2,75.7,44.1,9.3,0.6,2,0.4,2.6,20.6,10.3,12.9,43.1,10.3,12.1,1,3.4,7.1,3.4,2.8,7.3,0.2,1,5.1,6.9,2.4,8.1,26.1,46.1,8.5,2,3,57.5,112.3,4.7,162.3,2.2,1.8,0.4,3.8,1,4.5,2.4,1,0,0,0,0,0,0.2,0,0.4,2,0.8,0.6,0,0.6,0.4,0,0.4,0.4,0.2,0.2,7.3,0.2,11.7,1,0.2,12.9,3.8,1.4,5.5,7.9,0.8,0,0.2,0,0,0,0.4,19,2.6,2.4,8.9,7.5,1.6,3.2,5.7,3.2,1.6,2.2,0,0.4,2,0.2,29.3,23.5,25.7,0.6,7.3,10.9,2.6
human,human,4000_story_0268.txt,31.3,4,3791,5.8,1.6,65.9,15.6,0.8,2.4,5.8,17.7,12.1,1.8,1.8,1.1,4.2,0.3,4.2,1.3,7.6,38,1.3,3.4,173.6,88.9,38,76,73.6,9.2,1.8,1.8,1.6,5.3,21.4,8.4,9,44.8,12.4,6.9,1.1,2.6,2.4,2.4,7.1,7.1,0.8,1.6,7.1,2.1,1.3,5,16.9,54.9,9.5,2.6,5.3,77,106.8,3.2,160.9,4.5,1.1,0.5,2.4,1.3,2.1,1.8,0.3,0,0,0,0,0,0,0,0.8,1.8,1.6,0,0,0.8,0,0,0.3,1.1,0,0,3.2,0.3,7.6,0.3,0,7.9,4.2,1.1,6.3,3.4,0.3,0,0,0,0,0.3,0.3,13.7,1.6,2.4,6.3,16.6,0.5,3.2,4.5,1.8,5.8,5.5,1.1,0.8,1.6,0,26.6,14.5,23.2,2.1,7.1,9,4.5
human,human,4000_story_0271.txt,32,4.1,4269,3.3,0.5,38.4,3.7,0.7,5.4,0.9,21.8,19,0.2,0,0.2,3.3,0.2,0.9,1.6,5.2,20.6,0.7,2.3,232.8,101.7,40.8,89.5,63,8.2,1.2,3.5,0.7,4.5,16.4,6.6,15.5,31.6,8.7,4.5,0.5,1.6,2.6,1.6,3.7,9.4,1.2,1.4,4.5,1.6,3.7,4,12.2,31.2,11.9,2.3,5.4,65.6,88.5,2.1,143.6,5.4,0.2,0,2.1,0.9,1.9,0.5,0,0,0,0,0,0,0,0.5,0.2,1.2,1.2,0.5,0,0.2,0,0,0.5,0.2,0,0,2.3,0.5,5.4,0,0,5.4,3.5,0.7,4.5,2.8,0.2,0.5,0,0,0,0,0.7,8.7,1.6,0.9,5.2,14.5,1.9,4.7,8,1.4,3,4,4.5,0.2,0.9,0.2,29.7,11,13.4,3,5.2,9.1,3.5
human,human,4000_story_0276.txt,32.5,4.2,3509,2.8,4,27.4,5.1,0,2.6,0.9,11.1,3.7,1.1,0.9,0.6,3.7,0.3,0.9,0,2,4.6,1.4,1.1,230.3,125.1,25.6,93.5,92.6,14,0.9,1.7,1.7,3.4,25.1,5.4,12.8,30.2,17.7,4.6,0.6,1.4,3.1,2,2.6,6,0.6,1.7,4.8,3.7,1.1,5.4,9.7,15.1,8.3,1.4,4.3,60.1,108.9,2.3,152.5,10.8,3.4,0.6,1.4,1.4,2,1.7,0.3,0.3,0,0,0.3,0.6,0,0.6,0,2.8,2,1.1,0,1.1,0,0.6,0.3,0.3,0,0,0.3,1.1,6.6,0.6,0.9,8,6.6,2,8.8,1.4,0.6,1.4,0,0,0,0.3,0,12.5,3.1,3.4,11.4,9.7,1.7,8,10.5,5.4,3.7,4.8,1.4,0.3,0.3,0,43.3,12,19.1,3.1,4.6,9.1,9.7
human,human,4000_story_0277.txt,28.3,4,3565,3.1,1.7,37.9,1.1,0,2.2,0.3,23,9.5,1.4,0.8,0.3,5.3,0,0.6,0.3,4.8,1.7,0.3,1.1,235.9,125.1,28.9,84.7,82.2,13.7,1.1,4.8,0,3.9,23.3,7,17.4,32,8.7,4.2,0.3,0,1.7,1.4,2.8,7.6,0.3,2.2,4.2,1.1,0.6,5,10.7,10.7,10.1,0.6,5.9,52.5,106.3,3.4,142.8,5.3,2.2,0,0.8,1.1,2,1.1,0.8,0,0,0,0,0.6,0,0.3,0.8,1.7,0.8,0.3,0,0.8,0,0,0.6,0.6,0,0,2.5,0.6,5,0.8,0.6,6.5,3.9,1.4,5.9,3.1,1.1,0.3,0,0,0,0.3,0.3,37.3,3.1,3.1,10.4,17.1,3.9,9.3,20.8,6.2,2.5,3.9,2.2,0,0.8,0,39.6,11.5,14.9,0.6,5.6,9.5,3.9
human,human,4000_story_0278.txt,33.8,4.3,2363,1.3,2.1,22.4,8.9,0,1.3,0.8,4.7,3.8,0.4,0.4,0.4,5.9,0.4,0,0,1.7,5.1,0.4,0.4,260.7,142.2,39.4,77,66.9,18.2,1.7,3.8,2.1,8.5,24.5,5.5,11,30,14,2.5,0.8,0.4,2.5,0.4,1.3,3.8,2.1,1.7,3.8,2.5,1.3,2.5,6.8,18.2,7.6,0.4,7.6,63.9,80.4,2.1,128.2,12.3,3.8,0,1.3,1.3,0,1.3,0,0,0,0,0,0,0.4,0.4,0,2.1,1.3,0.4,0,0,0,0,0,2.1,0,0,0.4,1.3,3.8,0,0.4,4.2,4.2,0,6.3,1.7,0,1.3,0,0,0,0,0,11.8,3.4,3,9.3,14.4,1.3,5.5,5.9,8,3.4,5.1,0.8,0.4,0,0.4,32.6,12.3,12.7,0.8,6.3,8.5,7.2
human,human,4000_story_0279.txt,31,3.7,4990,4,23.4,63.1,14.2,1.4,5.2,4.6,57.5,8.6,1,2.8,0,8,3.8,0.2,0.8,7.2,34.1,2,3.6,186,89.2,14.6,74.9,45.1,12.6,0,1,0.2,5,9.6,5.8,13.8,45.7,10,7.8,0.8,3,1.2,2.4,3.4,5.8,0,1,5.4,3.2,0.6,3.4,16.2,50.3,6.8,2.8,1.2,47.1,116.8,8.2,153.7,8,2.2,0.2,2.8,1,1.4,2,0.4,0,0,0,0,0,0,0,0.4,1.6,0.6,0.2,0,0.4,0,0,0.2,0.2,0,0,5.2,4.2,7.2,0.4,0,7.6,2.8,0.6,3.6,9.4,2.2,0.8,1,0,0.4,0,0.2,13.2,2,1.2,15.4,8.2,1.2,6.2,6.4,3.6,2.2,1,0.4,2.6,0.4,0,44.7,12.6,21,1.2,1.4,8.4,2.6
human,human,4000_story_0280.txt,30.5,3.9,4169,5.8,25.7,84.7,9.1,2.4,4.3,8.2,58.5,16.1,1.9,1.7,0,7.9,2.2,0.2,1.2,7.9,13.7,2.9,5,202.7,86.8,13.2,68.4,33.3,9.1,0.5,2.2,0.2,5.5,7.9,6,13.9,38.1,14.6,6,0,2.9,1.4,3.1,3.1,5.5,1,0.2,5.3,2.6,2.2,4.1,15.4,29,6.7,4.1,2.9,41.7,101,1.9,166.2,8.9,2.6,0,1.9,1.4,4.8,0.7,0.5,0,0,0,0,0,0,0.5,0.5,4.1,0.5,0.5,0,0,0,0,0.2,0.2,0,0,5.5,1.4,8.9,0.5,0,9.4,6,0.2,6.5,7,1.9,1.7,0,0,0.5,0,0.2,11,3.1,0.5,14.9,6.7,0,7.7,6.2,4.6,0.7,1.2,0.7,0.7,0,0,41.3,9.4,30.9,2.6,3.4,14.4,3.6
human,human,4000_story_0282.txt,35.8,4,2986,2,5,69.3,14.4,0.7,2,1.7,43.2,6.4,3,0.7,0,7,0.3,1.3,0.3,6.7,5,0.7,1,186.9,106.8,19.1,89.8,74.3,12.1,0,1.3,0.7,8,10.7,6,11.4,31.1,17.4,6.4,0.7,0.3,1.3,1.3,1.3,10,2.7,4,1,3,5,5.7,14.4,15.1,16.7,1,2,48.9,131.9,2,183.5,5.4,3,0,2.3,0.7,1.3,1.7,0,0,0,0,0.3,0,0,0,0.3,7,2.7,0.3,0,0.3,0,0,0,0.3,0,0,1,1,6,0,0.3,6.4,10.4,0.3,11.1,2,0.3,0.3,0,0,0.3,0,0.3,18.8,1.3,4,10.7,10.7,2.3,3,14.7,7,1,3,0,0.3,1,0.7,45.9,18.1,31.5,1.3,6,8.7,7.7
human,human,4000_story_0284.txt,33.3,4.1,4432,4.7,5.2,43.3,3.4,0.9,2.3,1.4,14.7,9.5,1.4,0.5,0.5,7,0.9,1.4,0.7,5,4.5,0.7,1.8,204.2,111,25.9,101.1,101.5,12.9,0.5,3.4,0.5,6.1,16.9,8.1,14.9,43.8,13.1,6.1,1.4,0.9,1.8,1.6,4.7,8.1,0.7,0.7,4.5,1.4,0.2,5.2,12.9,16.5,9.5,1.4,4.3,50.8,119.6,3.2,164,8.6,2.3,0.2,2,1.1,3.2,2.3,0.5,0,0,0,0,0.2,0,0.7,0.9,0.7,2,2.3,0,0.5,0.2,0,0,0.7,0,0,2.9,1.1,8.6,0.5,0.2,9.3,6.5,0.7,7.9,4.1,1.4,0.2,0.7,0,0,0.5,0.9,23.7,4.3,2.7,10.2,16.7,1.6,4.5,15.3,12.6,2.7,5,0.2,0.7,0.9,0,46.3,11.1,23,0.7,7.2,15.8,5.9
human,human,4000_story_0286.txt,32.5,4.1,4624,2.2,1.7,42.8,3.7,1.1,2.2,1.9,30.3,11,0.4,0.6,0.2,2.8,0,0.6,0.2,3,6.3,1.7,0.4,236.6,126.9,27.7,82.6,56.4,12.3,0.9,1.9,1.5,3.2,24,6.7,8.2,30.1,17.1,6.3,2.2,1.1,2.8,2.2,2.4,10.4,1.3,1.3,3.5,3.2,1.5,4.5,12.1,14.7,13,1.9,4.3,51.9,90.4,3.2,150.3,6.1,5.2,0.2,2.2,0.4,2.2,2.8,0.2,0.2,0,0,0,0.6,1.3,0,0,2.8,1.7,0.9,0,0.2,0.2,0,0.2,0.2,0,0.2,1.7,0.6,7.6,0.4,1.9,9.9,5.4,0.6,6.3,2.6,1.1,0.2,0.4,0,0,0.2,0,21.2,2.4,4.3,10.8,18.8,0.9,7.4,16.9,2.8,3.5,2.2,0.2,0.4,0.2,1.3,37.8,10.4,15.6,0.4,6.7,8.7,5.6
human,human,4000_story_0290.txt,30,3.9,3554,7,1.4,61.6,10.1,0.3,4.2,4.5,89.5,8.7,3.1,0.8,0.6,8.7,0.3,5.3,0.6,4.2,8.7,1.7,2.3,160.4,101.9,17.2,83.6,56.3,18,0,1.4,0.8,5.6,21.4,7.3,8.4,30.7,19.7,13.2,0,1.4,2.5,3.7,2,4.8,0.3,1.4,9.6,3.7,2,5.3,20,26.2,6.5,2.3,2.3,46.4,155.9,2,166.6,9.3,2.5,0.6,4.5,1.4,3.7,3.7,0.3,0.3,0,0,0,0.8,0.3,0.6,0,2.5,3.9,2.3,0,1.1,0,0.3,0,0.3,0,0,3.7,1.1,13.2,0.6,1.1,14.9,9.3,1.4,11,4.8,1.1,0.8,0.3,0,0.3,0,0,23.1,3.7,5.1,9.3,12.7,4.8,10.1,10.7,4.2,2.3,1.1,0.3,0,0,0.6,38.3,18.9,29.8,1.4,4.5,14.6,3.9
human,human,4000_story_0293.txt,30.8,4,1951,6.2,2.6,71.8,20.5,0.5,5.1,7.7,65.6,19,4.1,0,0,10.8,0,1.5,2.6,2.1,32.3,4.1,1.5,142.5,77.9,23.1,91.2,44.6,12.8,0.5,7.2,1,5.6,8.2,8.7,12.8,37.4,11.3,12.8,3.6,2.1,3.1,2.6,5.6,3.1,0.5,0.5,8.7,4.1,2.6,10.3,17.9,48.7,4.1,6.7,8.7,69.7,130.7,2.6,170.7,17.4,0.5,1,2.1,0.5,4.6,6.2,1,0,0.5,0,0,0,0,0.5,0,1.5,0,4.6,0,0,0.5,0,0,0.5,0,0,4.1,2.1,13.3,1.5,0,14.9,6.7,0.5,7.7,6.2,0.5,0,0,0,0,0.5,0,12.3,1,1,4.6,11.8,1.5,8.2,8.2,0.5,3.6,2.1,1,0.5,0.5,0,22.6,12.8,22.6,1,8.2,14.4,2.6
human,human,4000_story_0295.txt,31.3,4.3,2120,0.9,0,41.5,2.4,0.5,4.2,1.9,1.9,17.9,1.9,0,1.4,1.4,0,2.8,1.4,4.7,25.5,0.9,0.9,202.8,103.8,41.5,87.7,76.4,12.3,0.9,2.4,3.3,3.3,30.2,6.1,6.6,35.4,9.9,6.1,0.9,2.4,0.5,1.9,7.1,12.3,1.9,0.5,9,4.7,1.4,8,11.3,40.1,14.6,2.4,6.6,77.4,80.7,3.8,137.7,10.8,2.8,2.8,2.8,0.5,1.9,1.4,0.9,2.4,0,0,0,0,0.5,0,0,0.9,3.3,0.9,0,0.5,0,0,0.5,0.5,0,0,3.3,0,6.6,3.3,0.5,10.4,5.2,0.9,6.6,3.3,0,0,0,0,0,0,0,9.4,4.7,2.4,10.8,12.7,3.8,9.4,6.6,0.9,1.4,2.4,1.9,2.8,0.5,2.4,23.1,8,20.8,0.5,4.2,8.5,2.8
human,human,4000_story_0298.txt,28.8,4.4,5489,2.7,5.8,39.2,7.7,0.5,2.4,3.8,8,12,1.1,0,0.5,6.2,0.7,0.9,1.6,3.6,31.5,0.5,1.6,209.9,106.8,43.2,77.1,74.5,12.2,1.8,5.8,1.6,2.6,22.6,5.8,9.5,47.4,12.9,6.7,1.1,1.8,1.8,2.2,5.5,6.4,1.3,2.6,9.3,2.2,1.8,3.1,12.2,45.2,10.2,2.2,9.3,79.6,90.2,2.2,139,10.9,0.7,0.2,1.6,1.3,1.8,2.2,0.5,0,0.2,0,0,0,0,0.4,0.9,2,1.5,1.6,0,0.4,0.2,0.2,0.2,0.9,0,0,2.7,0.4,6.9,0.7,0,7.7,6.4,0.9,8.2,3.1,0.7,0.4,0.4,0.2,0,0,0.2,21.5,2.4,3.3,9.1,15.1,3.3,4.6,4.6,3.6,3.5,1.6,1.5,0.5,0.9,0.4,28.4,11.1,14.8,0.9,6,9.7,4.4
human,human,4000_story_0314.txt,29,4.2,2629,2.7,4.2,97.4,24.7,2.3,6.1,3.4,39.2,14.1,4.2,0,1.1,5.3,0.8,4.6,3,5.3,19.4,1.1,4.2,220.2,94,20.2,32,14.1,6.1,0,3,2.3,1.5,29.3,7.2,5.3,43.7,9.1,13.3,1.5,2.7,4.6,1.1,5.7,3.8,0.4,0.8,4.2,3.4,4.9,4.6,23.2,27.8,4.9,4.2,5.3,43.4,78,5.3,135.8,6.5,0.8,0,1.1,0.8,1.9,2.7,0.4,0,0,0,0,0,0,0,0.8,1.9,0.8,0,0,0,0,0,0.4,0,1.1,0,7.6,1.1,6.5,0.4,0,6.8,3.4,0.4,3.8,9.9,0.4,0,0.4,0,0,0,1.1,6.1,4.2,4.6,11,12.9,1.5,16.7,2.7,0.4,0.8,0.4,0,1.9,1.5,0.4,33.1,13.3,15.6,0.8,1.9,6.1,2.3
