# ^zz++++=##
# ^zz++++=EXTRAWORD
Will ^md+prd+++=WILL
a ^at++++=a
parcel ^nn++++=parcel
of ^in++++=of
ribbons ^nns++++=ribbons
to ^to++++=to
be ^vbi+vbi+aux++=be
sold ^vpsv++agls+xvbnx+=sold
on ^in++++=on
commission ^nn++++=commission.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
the ^ati++++=the
store ^nn++++=store
was ^vbd+bedz+aux++=was
opened ^vpsv++agls+xvbnx+=opened.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
the ^ati++++=the
door ^nn++++=door
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
in ^in++++=in
modest ^jj+atrb+++=modest
letters ^nns+nom+++=letters
**mrs ^nns+++??+=**MRS.
. ^zz++++=EXTRAWORD
Lloyd ^np++++=LLOYD
& ^zz++++=&
Daughters ^nns+nom+++=DAUGHTERS
Dry ^jj+atrb+++=DRY
Goods ^nns++++=GOODS
And ^cc++++=AND
Fancy ^nn++++=FANCY
Articles** ^np+++??+=ARTICLES**
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
brilliant ^jj+atrb+++=brilliant
display ^nn++++=display,
, ^zz++++=EXTRAWORD
no ^at++++=no
costly ^jj+atrb+++=costly
stock ^nn++++=stock,
, ^zz++++=EXTRAWORD
no ^at++++=no
attempt ^nn++++=attempt
to ^to+ncmp+++=to
rival ^vbi++++=rival
wealthy ^jj+atrb+++=wealthy
establishments ^nns+nom+++=establishments.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
goods ^nns++++=goods
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
selected ^vpsv++agls+xvbnx+=selected
with ^in++++=with
judgment ^nn+nom+++=judgment;
; ^zz++++=EXTRAWORD
the ^ati++++=the
prices ^nns++++=prices
were ^vbd+bed+vrb++=were
fair ^jj+pred+++=fair;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
widow ^nn++++=widow's
's ^vbz+bez+vrb++0=EXTRAWORD
gentle ^jj+atrb+++=gentle
manners ^nns+nom+++=manners
won ^vbd+++xvbn+=won
confidence ^nn+nom+++=confidence.
. ^zz++++=EXTRAWORD
Ellen ^np++++=Ellen's
's ^$++++=EXTRAWORD
taste ^vb++++=taste
made ^vbd+++xvbn+=made
the ^ati++++=the
little ^jj+atrb+++=little
window ^nn++++=window
attractive ^jj++++=attractive,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
bright ^jj+atrb+++=bright
face ^nn++++=face
became ^vbd+++xvbn+=became
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
object ^nn++++=object
to ^in++++=to
all ^abn++++=all
who ^whp+who+++=who
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^rb++++=first
day ^nn++++=day's
's ^$++++=EXTRAWORD
sales ^nns++++=sales
were ^vbd+bed+vrb++=were
small ^jj+pred+++=small.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not
be ^vb+be+aux++=be
discouraged ^vpsv++agls+xvbnx+=discouraged,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
second ^od++++=second
day ^nn++++=day
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
larger ^jjr+pred+++=larger.
. ^zz++++=EXTRAWORD
Before ^in++++=Before
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
month ^nn++++=month,
, ^zz++++=EXTRAWORD
the ^ati++++=the
business ^nns+nom+++=business
promised ^vbd+++xvbn+=promised
to ^to+vcmp+++=to
support ^vbi++++=support
the ^ati++++=the
family ^nn++++=family
and ^cc++++=and
pay ^vb++++=pay
the ^ati++++=the
deferred ^jj+atrb++xvbn+=deferred
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
purchase ^nn++++=purchase
money ^nn++++=money.
. ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+aux++=EXTRAWORD
it ^pp3+it+++=it
pay ^vb++++=pay?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
asked ^vbd+vsua+tht0+xvbn+=asked
her ^pp$+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
a ^at++++=a
cheerful ^jj+atrb+++=cheerful
evening ^nn++++=evening
with ^in++++=with
the ^ati++++=the
Lloyds ^nps++++=Lloyds.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Better
better ^jjr++++=EXTRAWORD
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
expected ^vbd+vprv++xvbnx+=expected."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Meanwhile ^rb+cnj+++=Meanwhile,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
had ^vbd+hvd+aux++=had
sought ^vprf+++xvbnx+=sought
consolation ^nn+nom+++=consolation
for ^in++++=for
his ^pp$+pp3+++=his
loss ^nn++++=loss
in ^in++++=in
the ^ati++++=the
twelve ^cd++++=twelve
cases ^nns++++=cases
of ^in++++=of
cloth ^nn++++=cloth
obtained ^vwbn+++xvbn+=obtained
from ^in++++=from
Armor ^np+++??+=Armor.
. ^zz++++=EXTRAWORD
" ^zz++++="There,
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
secure ^vb++++=secure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
even ^rb++++=even
this ^dt+dem+++=this
satisfaction ^nn+nom+++=satisfaction
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
without ^in++++=without
alloy ^nn++++=alloy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
circumstances ^nns+nom+++=circumstances
of ^in++++=of
the ^ati++++=the
transaction ^nn+nom+++=transaction
became ^vbd+++xvbn+=became
known ^jj+++xvbn+=known.
. ^zz++++=EXTRAWORD
Armor ^np+++??+=Armor
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken
of ^in++++=of
it ^pp3+it+++=it
to ^in++++=to
no ^ati++neg++=no
one ^pn++++=one
in ^in++++=in
anger ^nn++++=anger;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
his ^pp$+pp3+++=his
necessities ^nns+nom+++=necessities
compelled ^vwbn+++xvbn+=compelled
him ^pp3o+pp3+++=him
to ^to++++=to
explain ^vbi+vpub+++=explain
to ^to++++=to
two ^cd++++=two
creditors ^nns++++=creditors
why ^wrb+who+++=why
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
parted ^vprf+++xvbnx+=parted
with ^in+ppvb+++=with
so ^rb+emph+++=so
large ^jj++++=large
an ^at++++=an
amount ^nn++++=amount
of ^in++++=of
property ^nn++++=property
without ^in++++=without
obtaining ^xvbg+++xvbg+=obtaining
money ^nn++++=money.
. ^zz++++=EXTRAWORD
The ^ati++++=The
story ^nn++++=story
passed ^vbd+++xvbn+=passed
from ^in++++=from
one ^cd1++++=one
counting ^nvbg+++xvbg+=counting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
to ^in++++=to
another ^dt++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="Jones
jones ^np++++=EXTRAWORD
drove ^vbd+++xvbn+=drove
a ^at++++=a
hard ^jj+atrb+++=hard
bargain ^nn++++=bargain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
one ^cd1++++=one
merchant ^nn+nom+++=merchant.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
shameful ^jj+atrb+++=shameful
bargain ^nn++++=bargain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
another ^ppls++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
had ^vb+hv+vrb++=had
the ^ati++++=the
right ^nn++++=right
to ^to+ncmp+++=to
demand ^vb++++=demand
payment ^nn+nom+++=payment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
legal ^jj+atrb+++=legal
right ^nn++++=right,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
more ^ql++++=more
does ^vbz+doz+aux++=does
business ^nns+nom+++=business
require ^vb+vsua+++=require?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Character
character ^nn+nom+++=EXTRAWORD
requires ^vbz++++=requires
something ^pn++++=something
more ^rbr++++=more."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
distinction ^nn+nom+++=distinction
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
had ^vb+hv+aux++=had
never ^rb++splt++=never
learned ^vprf+++xvbnx+=learned.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
weeks ^nns++++=weeks
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Jackson ^np++++=Jackson
arrived ^vbd+++xvbn+=arrived
from ^in++++=from
the ^ati++++=the
Mediterranean ^nn++++=Mediterranean
with ^in++++=with
a ^at++++=a
valuable ^jj+atrb+++=valuable
cargo ^nn++++=cargo
of ^in++++=of
oils ^nns++++=oils,
, ^zz++++=EXTRAWORD
fruits ^nns++++=fruits,
, ^zz++++=EXTRAWORD
silks ^nns++++=silks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
other ^ap++++=other
merchandise ^nn++++=merchandise.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
part ^nn++++=part
owner ^nn++++=owner
of ^in++++=of
the ^ati++++=the
vessel ^nn++++=vessel
and ^cc++++=and
had ^vb+hv+vrb++=had
authority ^nn+nom+++=authority
to ^to+ncmp+++=to
select ^vbi++++=select
a ^at++++=a
house ^nn++++=house
to ^to++++=to
receive ^vbi++++=receive
the ^ati++++=the
goods ^nns++++=goods
on ^in++++=on
consignment ^nn+nom+++=consignment.
. ^zz++++=EXTRAWORD
The ^ati++++=The
commissions ^nns++++=commissions
would ^md+prd+++=would
amount ^vb++++=amount
to ^in++++=to
several ^ap++++=several
thousand ^cd++++=thousand
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
had ^vb+hv+aux++=had
long ^rb++splt++=long
dealt ^vprf+++xvbnx+=dealt
with ^in+ppvb+++=with
Jackson ^np++++=Jackson
and ^cc++++=and
confidently ^rb++++=confidently
expected ^vbd+vprv++xvbn+=expected
the ^ati++++=the
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
met ^vbd+++xvbnx+=met
the ^ati++++=the
captain ^nn++++=captain
upon ^in++++=upon
the ^ati++++=the
wharf ^nn++++=wharf
with ^in++++=with
unusual ^jj+atrb+++=unusual
cordiality ^nn+nom+++=cordiality.
. ^zz++++=EXTRAWORD
" ^zz++++="Glad
glad ^jj++++=EXTRAWORD
to ^to+jcmp+++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
Fine ^jj+atrb+++=Fine
passage ^nn+nom+++=passage?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Fair
fair ^jj++++=EXTRAWORD
enough ^qlp++++=enough,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Jackson ^np++++=Jackson.
. ^zz++++=EXTRAWORD
" ^zz++++="Cargo
cargo ^nn++++=EXTRAWORD
in ^in++++=in
good ^jj+atrb+++=good
condition ^nn+nom+++=condition?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Excellent."
excellent ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
begin ^vb++++=begin
entering ^vbg+++xvbg+=entering
the ^ati++++=the
invoices ^vbz+++??+=invoices?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
not ^xnot++not++=not
trouble ^nn++++=trouble
you ^pp2+pp2+++=you
with ^in++++=with
them ^pp3o+pp3+++=them
this ^dt+dem+++=this
voyage ^nn++++=voyage."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
trouble ^nn++++=trouble
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
placed ^vprf+++xvbnx+=placed
the ^ati++++=the
consignment ^nn+nom+++=consignment
elsewhere ^rb++++=elsewhere."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Elsewhere!
elsewhere ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
With ^in++++=With
whom ^whp+rel+pied++=whom?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Armor."
armor ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Armor!"
armor ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
believe ^vb+vprv+++=believe
his ^pp$+pp3+++=his
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
man ^nn++++=man
is ^vbz+bez+aux++=is
embarrassed ^vpsv++agls+xvbnx+=embarrassed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
passed ^vprf+++xvbnx+=passed
through ^in++++=through
embarrassment ^nn+nom+++=embarrassment
without ^in++++=without
dishonour ^nn++++=dishonour."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
cannot ^md+pos+not++=cannot
command ^vb++++=command
the ^ati++++=the
capital ^nn++++=capital."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
friends ^nns++++=friends
who ^whp+rel+subj++=who
can ^md+pos+++=can."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
take ^vb++++=take
your ^pp$+pp2+++=your
business ^nns+nom+++=business
from ^in++++=from
an ^at++++=an
old ^jj+atrb+++=old
correspondent ^nn++++=correspondent
to ^to++++=to
give ^vbi++++=give
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
ask ^vb++++=ask
why ^wrb+who+++=why?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Jackson ^np++++=Jackson's
's ^$++++=EXTRAWORD
weather ^nn++++=weather-browned
- ^zz++++=EXTRAWORD
browned ^vbd+++xvbn+=EXTRAWORD
face ^vb++++=face
assumed ^vbd+vprv++xvbn+=assumed
a ^at++++=a
grave ^jj+atrb+++=grave
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
my ^pp$+pp1+++=my
vessel ^nn++++=vessel
was ^vbd+bedz+aux++=was
detained ^vpsv++agls+xvbnx+=detained
here ^rn+pl+++=here
two ^cd++++=two
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
Armor ^np+++??+=Armor
rendered ^vbd+++xvbn+=rendered
me ^pp1o+pp1+++=me
a ^at++++=a
service ^nn++++=service
for ^in++++=for
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
would ^md+prd+++=would
accept ^vb+vprv+++=accept
no ^at++++=no
compensation ^nn+nom+++=compensation.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
watched ^vprf+++xvbnx+=watched
his ^pp$+pp3+++=his
course ^nn++++=course.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
unfortunate ^jj++++=unfortunate,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
upright ^jj++++=upright.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
also ^rb++++=also
heard ^vbd+vprv++xvbn+=heard
how ^wrb+who+whcl++=how
you ^pp2+pp2+++=you
used ^vbd+++xvbn+=used
his ^pp$+pp3+++=his
necessity ^nn+nom+++=necessity
to ^to++++=to
obtain ^vbi++++=obtain
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
dollars ^nns++++=dollars'
' ^zz++++=EXTRAWORD
worth ^in++++=worth
of ^in++++=of
goods ^nns++++=goods
for ^in++++=for
fifteen ^cd++++=fifteen
hundred ^cd++++=hundred."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
lawful ^jj+atrb+++=lawful
transaction ^nn+nom+++=transaction."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
likely ^jj++++=likely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
came ^vbd+++xvbnx+=came
to ^in++++=to
me ^pp1o+pp1+++=me
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
accord ^nn++++=accord."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Necessity
necessity ^nn+nom+++=EXTRAWORD
drove ^vbd+++xvbn+=drove
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
took ^vbd+++xvbnx+=took
a ^at++++=a
risk ^nn++++=risk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
took ^vbd+++xvbn+=took
an ^at++++=an
advantage ^nn+nom+++=advantage."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Captain
captain ^npt++++=EXTRAWORD
Jackson ^np++++=Jackson,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
presume ^vb+vprv+++=presume
to ^to+vcmp+++=to
instruct ^vbi++++=instruct
me ^pp1o+pp1+++=me
in ^in++++=in
business ^nns+nom+++=business?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
merely ^rb+down+++=merely
choose ^vb++++=choose
the ^ati++++=the
man ^nn++++=man
with ^in++++=with
whom ^whp+rel+pied++=whom
I ^pp1a+pp1+++=I
transact ^vb++++=transact
my ^pp$+pp1+++=my
own ^ap++++=own."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
regret ^vb++++=regret
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+++=think
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Goods ^nns++++=Goods
may ^md+pos+++=may
be ^vb+be+aux++=be
intrusted ^vpsv++agls+xvbnx+=intrusted
to ^in++++=to
a ^at++++=a
poor ^jj+atrb+++=poor
man ^nn++++=man
whose ^whp+rel+obj++=whose
honour ^nn++++=honour
is ^vbz+bez+vrb++=is
rich ^jj+pred+++=rich.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
not ^xnot++not++=not
always ^rb++++=always
safe ^jj++++=safe
with ^in++++=with
a ^at++++=a
rich ^jj+atrb+++=rich
man ^nn++++=man
whose ^whp+rel+obj++=whose
humanity ^nn+nom+++=humanity
is ^vbz+bez+vrb++=is
poor ^jj+pred+++=poor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
turned ^vbd+++xvbn+=turned
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
stood ^vbd+++xvbn+=stood
upon ^in++++=upon
the ^ati++++=the
wharf ^nn++++=wharf,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
burning ^vwbg+++xvbg+=burning
with ^in++++=with
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lost ^jj+atrb++xvbn+=lost
commission ^nn++++=commission
would ^md+prd+++=would
have ^vb+hv+vrb++=have
more ^ql++++=more
than ^cs+sub+++=than
repaired ^vbd+++xvbn+=repaired
his ^pp$+pp3+++=his
railroad ^nn++++=railroad
loss ^nn++++=loss.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
sacrificed ^vprf+++xvbnx+=sacrificed
it ^pp3+it+++=it
for ^in++++=for
the ^ati++++=the
apparent ^jj+atrb+++=apparent
gain ^nn++++=gain
of ^in++++=of
nine ^cd++++=nine
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
For ^in++++=For
what ^wdt+who+whq++=what
had ^vb+hv+aux++=had
his ^pp$+pp3+++=his
bargain ^vb++++=bargain
paid ^vbd+++xvbn+=paid?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
returned ^vbd+++xvbnx+=returned
to ^in++++=to
his ^pp$+pp3+++=his
counting ^nvbg+++xvbg+=counting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
and ^cc++++=and
shut ^vb+++xvbn+=shut
the ^ati++++=the
door ^nn++++=door
with ^in++++=with
violence ^nn+nom+++=violence.
. ^zz++++=EXTRAWORD
Armor ^np++++=Armor's
's ^$++++=EXTRAWORD
subsequent ^jj+atrb+++=subsequent
success ^nns+nom+++=success
added ^vbd+++xvbn+=added
bitterness ^nns+nom+++=bitterness
to ^in++++=to
his ^pp$+pp3+++=his
mortification ^nn+nom+++=mortification.
. ^zz++++=EXTRAWORD
The ^ati++++=The
consignment ^nn+nom+++=consignment
restored ^vwbn+++xvbn+=restored
that ^dt+dem+++=that
merchant ^nn+nom+++=merchant's
's ^$++++=EXTRAWORD
credit ^nn++++=credit;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
knowledge ^nn++++=knowledge
and ^cc++++=and
industry ^nn++++=industry
enabled ^vbd+++xvbn+=enabled
him ^pp3o+pp3+++=him
to ^to++++=to
dispose ^vbi++++=dispose
of ^in+ppvb+++=of
the ^ati++++=the
cargo ^nn++++=cargo
advantageously ^rb++++=advantageously;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
within ^in++++=within
a ^at++++=a
year ^nn++++=year
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
again ^rb+tm+++=again
upon ^in++++=upon
firm ^jj+atrb+++=firm
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
trusted ^vbd+++xvbn+=trusted
him ^pp3o+pp3+++=him
because ^cs+cos+++=because
adversity ^nn+nom+++=adversity
had ^vbd+hvd+aux++=had
proved ^vprf+++xvbnx+=proved
his ^pp$+pp3+++=his
integrity ^nn+nom+++=integrity.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined
that ^tht+vcmp+++=that
money ^nn++++=money
alone ^jj+atrb+++=alone
constituted ^jj+atrb++xvbn+=constituted
commercial ^jj+atrb+++=commercial
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
compelled ^vpsv++agls+xvbnx+=compelled
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
that ^tht+vcmp+++=that
character ^nn+nom+++=character
is ^vbz+bez+vrb++=is
often ^rb++++=often
the ^ati++++=the
most ^ql+emph+++=most
productive ^jj+atrb+++=productive
capital ^nn++++=capital
a ^at++++=a
man ^nn++++=man
can ^md+pos+++=can
possess ^nns+nom+++=possess.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
lesson ^nn++++=lesson
did ^vbd+dod+aux++=did
not ^xnot++not++=not
