**the ^nn+++??+=**THE
Price ^nn++++=PRICE
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gentleman ^nn+nom+++=gentleman
selected ^vwbn+++xvbn+=selected
is ^vbz+bez+vrb++=is
doubtless ^rb++++=doubtless
worthy ^jj+pred+++=worthy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
enables ^vbz++++=enables
me ^pp1o+pp1+++=me
to ^to++++=to
say ^vbi+vpub+tht0++=say
this ^dt+pdem+++=this
cordially ^rb++++=cordially.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
may ^md+pos+++=may
possess ^nns+nom+++=possess
experience ^nn+nom+++=experience,
, ^zz++++=EXTRAWORD
tact ^nn++++=tact,
, ^zz++++=EXTRAWORD
languages ^nns+nom+++=languages,
, ^zz++++=EXTRAWORD
judgment ^nn+nom+++=judgment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
private ^jj+atrb+++=private
income ^nn++++=income
large ^jj++++=large
enough ^qlp++++=enough
to ^to++++=to
preserve ^vbi++++=preserve
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^nn++++=wish
him ^pp3o+pp3+++=him
every ^at++++=every
success ^nns+nom+++=success.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
his ^pp$+pp3+++=his
salary ^nn++++=salary
compels ^vbz++++=compels
him ^pp3o+pp3+++=him
to ^to++++=to
choose ^vbi++++=choose
between ^in++++=between
national ^jj+atrb+++=national
hospitality ^nn+nom+++=hospitality
and ^cc++++=and
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
trust ^vb+vprv+tht0++=trust
he ^pp3a+pp3+++=he
will ^md+prd+++=will
choose ^vb++++=choose
the ^ati++++=the
hospitality ^nn+nom+++=hospitality
and ^cc++++=and
remain ^vb++++=remain
seated ^jj+++xvbn+=seated.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
repeat ^nn++++=repeat
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
would ^md+prd+++=would
refuse ^vb++++=refuse
an ^at++++=an
ambassadorship ^nn+nom+++=ambassadorship.
. ^zz++++=EXTRAWORD
Positively ^rb++++=Positively.
. ^zz++++=EXTRAWORD
Unless ^cs+cnd+++=Unless
the ^ati++++=the
salary ^nn++++=salary
were ^vbd+bed+vrb++=were
seventy ^cd++++=seventy-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
the ^ati++++=the
residence ^nn+nom+++=residence
furnished ^vbd+++xvbn+=furnished,
, ^zz++++=EXTRAWORD
entertainment ^nn+nom+++=entertainment
provided ^vbd+vsua++xvbn+=provided
for ^in+ppvb+++=for,
, ^zz++++=EXTRAWORD
uniform ^nn++++=uniform
authorized ^vwbn+++xvbn+=authorized,
, ^zz++++=EXTRAWORD
carriage ^nn+nom+++=carriage
included ^vbd+++xvbn+=included,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
return ^vb++++=return
passage ^nn+nom+++=passage
guaranteed ^vwbn+++xvbn+=guaranteed.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
should ^md+nec+++=should
hesitate ^nn+nom+++=hesitate
briefly ^rb+cnj+++=briefly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
argument ^nn+nom+++=argument
remains ^nns++++=remains
untouched ^jj++++=untouched.
. ^zz++++=EXTRAWORD
America ^np++++=America
must ^md+nec+++=must
abandon ^vb++++=abandon
this ^dt+dem+++=this
threadbare ^jj+atrb+++=threadbare
masquerade ^nn++++=masquerade
called ^vbd+++xvbn+=called
Republican ^nn+nom+++=Republican
Simplicity ^nn+nom+++=Simplicity.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
no ^at++++=no
more ^rbr++++=more
convincing ^jj++++=convincing
than ^in++++=than
a ^at++++=a
billionaire ^nn+++??+=billionaire
in ^in++++=in
a ^at++++=a
paper ^nn++++=paper
collar ^nn++++=collar,
, ^zz++++=EXTRAWORD
a ^at++++=a
king ^nn++++=king
in ^in++++=in
a ^at++++=a
breechclout ^nn+++??+=breechclout,
, ^zz++++=EXTRAWORD
a ^at++++=a
locomotive ^nn++++=locomotive
in ^in++++=in
baby ^nn++++=baby
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
an ^at++++=an
archangel ^nn++++=archangel
wearing ^vwbg+++xvbg+=wearing
a ^at++++=a
tin ^nn++++=tin
halo ^nn++++=halo
to ^to++++=to
avoid ^vbi++++=avoid
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
pride ^nn++++=pride.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
wealthy ^jj+pred+++=wealthy,
, ^zz++++=EXTRAWORD
loud ^jj++++=loud,
, ^zz++++=EXTRAWORD
luxurious ^jj++++=luxurious,
, ^zz++++=EXTRAWORD
energetic ^jj++++=energetic,
, ^zz++++=EXTRAWORD
extravagant ^jj++++=extravagant,
, ^zz++++=EXTRAWORD
generous ^jj++++=generous,
, ^zz++++=EXTRAWORD
wasteful ^jj++++=wasteful,
, ^zz++++=EXTRAWORD
hospitable ^jj++++=hospitable,
, ^zz++++=EXTRAWORD
ambitious ^jj++++=ambitious,
, ^zz++++=EXTRAWORD
overdressed ^j+++xvbn+=overdressed,
, ^zz++++=EXTRAWORD
overfed ^j+++xvbn+=overfed,
, ^zz++++=EXTRAWORD
overbuilt ^j+++xvbn+=overbuilt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inordinately ^rb++++=inordinately
fond ^jj++++=fond
of ^in++++=of
seeing ^xvbg+++xvbg+=seeing
our ^pp$+pp1+++=our
name ^nn++++=name
in ^in++++=in
large ^jj+atrb+++=large
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
are ^vb+ber+vrb++=are
our ^pp$+pp1+++=our
national ^jj+atrb+++=national
facts ^nns++++=facts.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
confess ^nns+nom+++=confess
them ^pp3o+pp3+++=them
like ^in++++=like
men ^nns++++=men.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=And
let ^vb++++=let
us ^pp1o+pp1+++=us
pay ^vb++++=pay
the ^ati++++=the
ambassador ^nn++++=ambassador.
. ^zz++++=EXTRAWORD
