Until ^in++++=Until
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tore ^vbd+++xvbnx+=tore
free ^jj++++=free
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw,
, ^zz++++=EXTRAWORD
quite ^abl++++=quite
near ^rb++++=near,
, ^zz++++=EXTRAWORD
the ^ati++++=the
assistant ^nn+nom+++=assistant
in ^in++++=in
the ^ati++++=the
purple ^jj+atrb+++=purple
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
Gip ^np++++=Gip's
's ^$++++=EXTRAWORD
cap ^nn++++=cap
balanced ^vbd+++xvbn+=balanced
upon ^in++++=upon
his ^pp$+pp3+++=his
extended ^jj+atrb++xvbn+=extended
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
boy ^nn++++=boy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pointed ^vbd+++xvbnx+=pointed
with ^in++++=with
the ^ati++++=the
cap ^nn++++=cap
towards ^in++++=towards
a ^at++++=a
red ^jj+atrb+++=red
doorway ^nn++++=doorway.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rushed ^vbd+++xvbnx+=rushed
through ^rb+phrv+++=through
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shopman ^nn++++=shopman
stood ^vbd+++xvbn+=stood
at ^rb++++=at
a ^at++++=a
counter ^nn++++=counter
exactly ^rb++++=exactly
like ^in++++=like
the ^ati++++=the
first ^od++++=first
counter ^vb++++=counter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him
Gip ^np+++??+=Gip
sat ^vbd+++xvbn+=sat
contentedly ^rb++++=contentedly
upon ^in++++=upon
a ^at++++=a
large ^jj+atrb+++=large
box ^nn++++=box,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
four ^cd++++=four
parcels ^nns++++=parcels
in ^in++++=in
his ^pp$+pp3+++=his
lap ^nn++++=lap.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
dadda ^nn+++??+=dadda,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
breathless ^jj++++=breathless.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
all ^abn++++=all
right ^jj++++=right?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
frighten ^vb++++=frighten
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
take ^vb++++=take
you ^pp2+pp2+++=you
away ^rp+pl+++=away?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Gip ^np+++??+=Gip,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pointed ^vpsv++agls+xvbn+=pointed
to ^in++++=to
the ^ati++++=the
box ^nn++++=box.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shopman ^jj++++=shopman
polished ^jj++++=polished
a ^at++++=a
glass ^nn++++=glass
ball ^nn++++=ball
with ^in++++=with
a ^at++++=a
black ^jj+atrb+++=black
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?
? ^zz++++=EXTRAWORD
Entirely ^rb+amp+++=Entirely
harmless ^jj++++=harmless."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^in++++=to
Gip ^np+++??+=Gip
and ^cc++++=and
put ^vb+++xvbn+=put
both ^abx++++=both
hands ^nns++++=hands
on ^in++++=on
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
solid ^jj+pred+++=solid,
, ^zz++++=EXTRAWORD
warm ^jj++++=warm
and ^cc+phrs+++=and
untroubled ^jj+++xvbn+=untroubled.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
examined ^vbd+++xvbnx+=examined
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
even ^rb++++=even
his ^pp$+pp3+++=his
ears ^nns++++=ears,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
thoroughness ^nns+nom+++=thoroughness
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
faintly ^rb++++=faintly
insulting ^jj++++=insulting.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+aux++=are
leaving ^vbg+++xvbgx+=leaving,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
purchases ^nns++++=purchases,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
purchased ^vprf+++xvbnx+=purchased
nothing ^pn++++=nothing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Four
four ^cd++++=EXTRAWORD
parcels ^nns++++=parcels."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Unsolicited."
unsolicited ^jj+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Chosen
chosen ^jj+++xvbn+=EXTRAWORD
with ^in++++=with
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
care ^nn++++=care."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
discuss ^vb++++=discuss
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Show ^nn++++=Show
us ^pp1o+pp1+++=us
the ^ati++++=the
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
pleasure ^nn++++=pleasure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
indicated ^vbd+vprv++xvbnx+=indicated
an ^at++++=an
archway ^nn++++=archway
behind ^in+pl+++=behind
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
the ^ati++++=the
shop ^nn++++=shop:
: ^zz++++=EXTRAWORD
the ^ati++++=the
dim ^jj+atrb+++=dim
shelves ^nns++++=shelves,
, ^zz++++=EXTRAWORD
the ^ati++++=the
original ^nn+nom+++=original
counter ^nn++++=counter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
the ^ati++++=the
glass ^nn++++=glass
door ^nn++++=door
the ^ati++++=the
afternoon ^nn++++=afternoon
traffic ^nn++++=traffic
of ^in++++=of
Regent ^npt++++=Regent
Street ^nn++++=Street.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
had ^vbd+hvd+aux++=had
omnibuses ^vbz+++??+=omnibuses
appeared ^vbd+seem++xvbn+=appeared
so ^ql+emph+++=so
honest ^jj++++=honest,
, ^zz++++=EXTRAWORD
policemen ^nns++++=policemen
so ^rb+emph+++=so
comforting ^jj++++=comforting,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
ordinary ^jj+atrb+++=ordinary
London ^np++++=London
smoke ^nn++++=smoke
so ^ql+emph+++=so
full ^jj++++=full
of ^in++++=of
moral ^nn++++=moral
worth ^in+strn+++=worth.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
Gip ^np+++??+=Gip
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shopman ^nn++++=shopman
came ^vbd+++xvbn+=came
close ^jj++++=close
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
the ^ati++++=the
four ^cd++++=four
parcels ^nns++++=parcels.
. ^zz++++=EXTRAWORD
Gip ^np+++??+=Gip
accepted ^vbd+++xvbn+=accepted
them ^pp3o+pp3+++=them
automatically ^rb++++=automatically.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
return ^vb++++=return
these ^dt+pdem+++=these,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Returns
returns ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
impossible ^jj+pred+++=impossible
after ^in++++=after
departure ^nn++++=departure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
leave ^vb++++=leave
them ^pp3o+pp3+++=them
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gip ^np+++??+=Gip
tightened ^vbd+++xvbn+=tightened
his ^pp$+pp3+++=his
arms ^nns++++=arms
about ^rb++++=about
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shopman ^jj+atrb+++=shopman's
's ^vbz+bez+aux++0=EXTRAWORD
smile ^vb++++=smile
widened ^vbd+++xvbn+=widened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
were ^vbd+bed+vrb++=were
exceedingly ^rb++++=exceedingly
numerous ^jj+pred+++=numerous.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+vrb++=be
no ^at++++=no
difficulty ^nn++++=difficulty
about ^in++++=about
payment ^nn+nom+++=payment,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
demand ^vb++++=demand
your ^pp$+pp2+++=your
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
on ^in++++=on
the ^ati++++=the
shop ^nn++++=shop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
demand ^vb++++=demand
the ^ati++++=the
proprietor ^nn++++=proprietor's
's ^$++++=EXTRAWORD
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Proprietors,"
proprietors ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="are
are ^vb+ber+vrb++=EXTRAWORD
rarely ^rb++++=rarely
the ^ati++++=the
most ^ql+emph+++=most
important ^jj+atrb+++=important
people ^nns++++=people
in ^in++++=in
a ^at++++=a
genuine ^jj+atrb+++=genuine
magic ^nn++++=magic
shop ^nn++++=shop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
seemed ^vbd+seem++xvbn+=seemed
farther ^rbr++++=farther
than ^in++++=than
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
us ^pp1o+pp1+++=us
and ^cc++++=and
it ^pp3+it+++=it
stood ^vbd+++xvbn+=stood
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
curtains ^nns++++=curtains
and ^cc++++=and
rotating ^vbg+++xvbg+=rotating
pillars ^nns++++=pillars
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
certainly ^rb++++=certainly
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
there ^rn+pl+++=there
a ^at++++=a
moment ^nn++++=moment
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
A ^at++++=A
stuffed ^jj+atrb++xvbn+=stuffed
crocodile ^nn++++=crocodile
descended ^vbd+++xvbn+=descended
from ^in++++=from
the ^ati++++=the
ceiling ^nn+nom+++=ceiling
and ^cc++++=and
opened ^vbd+++xvbn+=opened
its ^pp$+it+++=its
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
Mirrors ^nns++++=Mirrors
swung ^vbd+++xvbn+=swung
across ^in+pl+++=across
the ^ati++++=the
path ^nn++++=path,
, ^zz++++=EXTRAWORD
multiplying ^vbg+++xvbg+=multiplying
the ^ati++++=the
shopman ^nn++++=shopman
into ^in++++=into
a ^at++++=a
hundred ^cd++++=hundred
black ^nn++++=black,
, ^zz++++=EXTRAWORD
unequal ^jj+atrb+++=unequal
figures ^nns++++=figures.
. ^zz++++=EXTRAWORD
" ^zz++++="Straight
straight ^jj++++=EXTRAWORD
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dragged ^vbd+++xvbnx+=dragged
Gip ^np+++??+=Gip
between ^in++++=between
two ^cd++++=two
cabinets ^nns++++=cabinets.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
that ^dt+dem+++=that
way ^nn++++=way."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
A ^at++++=A
wall ^nn++++=wall
of ^in++++=of
clocks ^nns++++=clocks
confronted ^vbd+++xvbn+=confronted
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
clock ^nn++++=clock
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
a ^at++++=a
different ^jj+atrb+++=different
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
one ^cd1++++=one
began ^vbd+++xvbn+=began
to ^to++++=to
strike ^vbi++++=strike.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
three ^cd++++=three
twelve ^cd++++=twelve
seven ^cd++++=seven
The ^ati++++=The
noise ^nn++++=noise
was ^vbd+bedz+vrb++=was
intolerable ^jj+pred+++=intolerable.
. ^zz++++=EXTRAWORD
" ^zz++++="Stop
stop ^vb++++=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shouted ^vbd+vpub++xvbnx+=shouted.
. ^zz++++=EXTRAWORD
Gip ^np+++??+=Gip
spoke ^vbd+++xvbn+=spoke
a ^at++++=a
single ^jj+atrb+++=single
quiet ^jj+atrb+++=quiet
word ^nn++++=word.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
clocks ^nns++++=clocks
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shopman ^jj+atrb+++=shopman's
's ^vbz+bez+aux++0=EXTRAWORD
reflections ^nns+nom+++=reflections
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
with ^in++++=with
sudden ^jj+atrb+++=sudden
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
" ^zz++++="Excellent,"
excellent ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
nearest ^nn++++=nearest.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
ask ^vb++++=ask
what ^wdt+who+++=what
word ^nn++++=word
Gip ^np+++??+=Gip
had ^vbd+hvd+aux++=had
used ^vprf+++xvbnx+=used.
. ^zz++++=EXTRAWORD
A ^at++++=A
narrow ^jj+atrb+++=narrow
door ^nn++++=door
sprang ^vbd+++xvbn+=sprang
open ^jj++++=open
beside ^in+pl+++=beside
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thrust ^vbd+++xvbnx+=thrust
Gip ^np+++??+=Gip
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
followed ^j+++xvbn+=followed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
felt ^vbd+vprv++xvbn+=felt
something ^pn++++=something
strike ^nn++++=strike
me ^pp1o+pp1+++=me
squarely ^rb++++=squarely
between ^in++++=between
the ^ati++++=the
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
Thud ^vb++++=THUD!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stumbled ^vbd+++xvbnx+=stumbled
against ^in++++=against
a ^at++++=a
passer ^jjr++++=passer-by,
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
recovered ^j+++xvbn+=recovered
my ^pp$+pp1+++=my
hat ^nn++++=hat
and ^cc++++=and
found ^vbd+vprv+tht0+xvbn+=found
myself ^ppl+pp1+++=myself
standing ^jj+++xvbg+=standing
in ^in++++=in
Regent ^npt++++=Regent
Street ^nn++++=Street.
. ^zz++++=EXTRAWORD
A ^at++++=A
cabman ^nn++++=cabman
cursed ^vbd+++xvbn+=cursed
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
A ^at++++=A
lady ^nn++++=lady
with ^in++++=with
a ^at++++=a
small ^jj+atrb+++=small
dog ^nn++++=dog
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
An ^at++++=An
omnibus ^&fw++++=omnibus
rolled ^vbd+++xvbn+=rolled
past ^jjb++++=past
with ^in++++=with
thunderous ^jj+atrb+++=thunderous
normality ^nn+nom+++=normality.
. ^zz++++=EXTRAWORD
Gip ^np+++??+=Gip
stood ^vbd+++xvbn+=stood
at ^rb++++=at
my ^pp$+pp1+++=my
side ^nn++++=side,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
four ^cd++++=four
brown ^np++++=brown-paper
- ^zz++++=EXTRAWORD
paper ^nn++++=EXTRAWORD
parcels ^nns++++=parcels.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shop ^nn++++=shop
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
the ^ati++++=the
photographic ^jj+atrb+++=photographic
dealer ^nn++++=dealer
and ^cc++++=and
the ^ati++++=the
glove ^nn++++=glove
establishment ^nn+nom+++=establishment
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
narrow ^jj+atrb+++=narrow
frontage ^nn+nom+++=frontage,
, ^zz++++=EXTRAWORD
no ^at++++=no
tarnished ^nn++++=tarnished
sign ^vb++++=sign,
, ^zz++++=EXTRAWORD
no ^at++++=no
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
shops ^nns++++=shops
joined ^vbd+++xvbn+=joined
at ^rb++++=at
a ^at++++=a
party ^nn++++=party
wall ^nn++++=wall
of ^in++++=of
soot ^nn++++=soot-dark
- ^zz++++=EXTRAWORD
dark ^jj+atrb+++=EXTRAWORD
brick ^nn++++=brick
scarcely ^rb+down+++=scarcely
a ^at++++=a
foot ^nn++++=foot
wide ^jj++++=wide.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
up ^in+cmpx+++=up
to ^in"++++=to
it ^pp3+it+++=it
and ^cc++++=and
touched ^vbd+++xvbn+=touched
the ^ati++++=the
bricks ^nns++++=bricks.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
solid ^jj+pred+++=solid.
. ^zz++++=EXTRAWORD
" ^zz++++="Dadda,"
dadda ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Gip ^np+++??+=Gip,
, ^zz++++=EXTRAWORD
" ^zz++++="you're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
crushing ^vbg+++xvbgx+=crushing
my ^pp$+pp1+++=my
hand ^nn++++=hand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
released ^vbd+++xvbnx+=released
it ^pp3+it+++=it
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
along ^in++++=along
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing.
. ^zz++++=EXTRAWORD
No ^at++++=No
shopman ^jj++++=shopman,
, ^zz++++=EXTRAWORD
no ^at++++=no
assistant ^nn+nom+++=assistant,
, ^zz++++=EXTRAWORD
no ^at++++=no
green ^nn++++=green
curtain ^nn++++=curtain,
, ^zz++++=EXTRAWORD
no ^at++++=no
window ^nn++++=window
containing ^vwbg+++xvbg+=containing
eggs ^nns++++=eggs
and ^cc++++=and
rabbits ^nns++++=rabbits.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
London ^np++++=London
crowded ^vbd+++xvbn+=crowded,
, ^zz++++=EXTRAWORD
indifferent ^jj+atrb+++=indifferent,
, ^zz++++=EXTRAWORD
practical ^jj+atrb+++=practical
London ^np++++=London.
. ^zz++++=EXTRAWORD
A ^at++++=A
policeman ^nn+nom+++=policeman
approached ^vbd+++xvbn+=approached.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
nearly ^rb+down+++=nearly
spoke ^vbd+++xvbn+=spoke
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+whq++=what
could ^md+pos+++=could
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said?
? ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
a ^at++++=a
retail ^nn++++=retail
establishment ^nn+nom+++=establishment
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished?
? ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
my ^pp$+pp1+++=my
son ^nn++++=son
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
temporarily ^rb++++=temporarily
packed ^jj+++xvbn+=packed
in ^in++++=in
a ^at++++=a
cabinet ^nn++++=cabinet?
? ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
assaulted ^vpsv++by+xvbnx+=assaulted
by ^in++++=by
a ^at++++=a
door ^nn++++=door?
? ^zz++++=EXTRAWORD
One ^cd1++++=One
must ^md+nec+++=must
consider ^nn+nom+++=consider
how ^wrb+who+++=how
these ^dt+dem+++=these
things ^nns++++=things
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
when ^wrb+who+++=when
one ^cd1++++=one
has ^vbz+hvz+vrb++=has
no ^at++++=no
corroborating ^nn++++=corroborating
witness ^nns+nom+++=witness
except ^in++++=except
a ^at++++=a
child ^nn++++=child
of ^in++++=of
six ^cd++++=six
carrying ^jj+atrb++xvbg+=carrying
unexplained ^jj+atrb+++=unexplained
parcels ^nns++++=parcels.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
" ^zz++++="Twenty
twenty ^cd++++=EXTRAWORD
past ^jjb++++=past
four ^cd++++=four,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
the ^ati++++=the
shop ^nn++++=shop
shortly ^rb+tm+++=shortly
after ^in++++=after
four ^cd++++=four.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
inside ^jjb++++=inside
for ^in++++=for
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+aux++=EXTRAWORD
we ^pp1a+pp1+++=we
going ^vbg+++xvbg+=going
home ^nr++++=home
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Gip ^np+++??+=Gip.
