# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
September ^nr+nom+++=September
, ^zz++++=EXTRAWORD
" ^zz++++="Had
had ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
awakened ^vbd+++xvbn+=awakened
me ^pp1o+pp1+++=me
" ^zz++++="
The ^ati++++=The
sentence ^nn+nom+++=sentence
remained ^vbd+++xvbn+=remained
unfinished ^jj++++=unfinished.
. ^zz++++=EXTRAWORD
Cornelius ^np+++??+=Cornelius
Agrippa ^np+++??+=Agrippa
died ^vbd+++xvbn+=died
before ^in++++=before
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
him ^pp3o+pp3+++=him
perished ^vbd+++xvbn+=perished
the ^ati++++=the
knowledge ^nn++++=knowledge
that ^tht+ncmp+++=that
might ^md+pos+++=might
have ^vb+hv+aux++=have
explained ^vprf+++xvbnx+=explained
or ^cc+phrs+++=or
ended ^vbd+++xvbn+=ended
my ^pp$+pp1+++=my
fate ^nn++++=fate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned
to ^in++++=to
Bertha ^np+++??+=Bertha
troubled ^vbd+++xvbn+=troubled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
silence ^nn+nom+++=silence
seemed ^vbd+seem++xvbn+=seemed
wiser ^jjr++++=wiser
than ^in++++=than
an ^at++++=an
alarming ^jj+atrb++xvbg+=alarming
tale ^nn++++=tale
founded ^vbd+++xvbn+=founded
upon ^in++++=upon
a ^at++++=a
dying ^jj+atrb++xvbg+=dying
man ^nn++++=man's
's ^$++++=EXTRAWORD
delirium ^nn+++??+=delirium.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
years ^nns++++=years
I ^pp1a+pp1+++=I
observed ^vbd+vprv+tht0+xvbnx+=observed
myself ^ppl+pp1+++=myself
with ^in++++=with
secret ^jj+atrb+++=secret
vigilance ^nn+nom+++=vigilance.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
birthday ^nn++++=birthday
I ^pp1a+pp1+++=I
examined ^vbd+++xvbnx+=examined
my ^pp$+pp1+++=my
face ^nn++++=face
in ^in++++=in
a ^at++++=a
small ^jj+atrb+++=small
Venetian ^np+++??+=Venetian
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
the ^ati++++=the
practice ^nn++++=practice
amused ^vbd+++xvbn+=amused
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
amusement ^nn+nom+++=amusement
became ^vbd+++xvbn+=became
wonder ^nn++++=wonder.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
change ^nn++++=change.
. ^zz++++=EXTRAWORD
At ^rb++++=At
thirty ^cd++++=thirty,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
appeared ^vbd+seem++xvbnx+=appeared
twenty ^cd++++=twenty.
. ^zz++++=EXTRAWORD
At ^rb++++=At
forty ^cd++++=forty,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
still ^rb++++=still
appeared ^vbd+seem++xvbn+=appeared
twenty ^cd++++=twenty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
browned ^vbd+++xvbn+=browned
my ^pp$+pp1+++=my
skin ^nn++++=skin;
; ^zz++++=EXTRAWORD
fatigue ^nn++++=fatigue
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
pale ^jj++++=pale;
; ^zz++++=EXTRAWORD
grief ^nn++++=grief
hollowed ^vwbn+++xvbn+=hollowed
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
for ^in++++=for
a ^at++++=a
night ^nn++++=night
but ^cc++++=but
rest ^vb++++=rest
restored ^vbd+++xvbn+=restored
the ^ati++++=the
same ^ap++++=same
intolerable ^jj+atrb+++=intolerable
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
No ^at++++=No
wrinkle ^nn++++=wrinkle
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
no ^at++++=no
silver ^nn++++=silver
thread ^nn++++=thread
appeared ^vbd+seem++xvbn+=appeared
among ^in++++=among
my ^pp$+pp1+++=my
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
Illness ^nns+nom+++=Illness
avoided ^vwbn+++xvbn+=avoided
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Wounds ^nns++++=Wounds
closed ^vbd+++xvbn+=closed
with ^in++++=with
unnatural ^jj+atrb+++=unnatural
speed ^nn++++=speed.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
a ^at++++=a
falling ^jj+atrb++xvbg+=falling
beam ^nn++++=beam
broke ^vbd+++xvbn+=broke
my ^pp$+pp1+++=my
arm ^nn++++=arm;
; ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
surgeon ^nn++++=surgeon
believed ^vbd+vprv++xvbn+=believed
the ^ati++++=the
bone ^nn++++=bone
secure ^jj++++=secure,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
resumed ^vprf+++xvbnx+=resumed
my ^pp$+pp1+++=my
labour ^nn++++=labour.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah!
! ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
does ^vbz+doz+vrb++=does
my ^pp$+pp1+++=my
hand ^nn++++=hand
hesitate ^nn+nom+++=hesitate?
? ^zz++++=EXTRAWORD
Age ^nn++++=Age
is ^vbz+bez+vrb++=is
no ^at++++=no
disgrace ^nn+++??+=disgrace;
; ^zz++++=EXTRAWORD
its ^pp$+it+++=its
marks ^nns++++=marks
are ^vb+ber+vrb++=are
honourable ^jj+atrb+++=honourable
inscriptions ^nns+nom+++=inscriptions
written ^vwbn+++xvbn+=written
by ^in++++=by
sorrow ^nn++++=sorrow,
, ^zz++++=EXTRAWORD
endurance ^nn+nom+++=endurance,
, ^zz++++=EXTRAWORD
maternity ^nn+nom+++=maternity,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
love ^nn++++=love
earthly ^jj+atrb+++=earthly
love ^nn++++=love
has ^vbz+hvz+vrb++=has
a ^at++++=a
selfish ^jj+atrb+++=selfish
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
first ^od++++=first
faint ^vb++++=faint
line ^nn++++=line
upon ^in++++=upon
her ^pp$+pp3+++=her
brow ^nn++++=brow
and ^cc++++=and
wished ^vbd+vprv+tht0+xvbn+=wished
it ^pp3+it+++=it
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
A ^at++++=A
year ^nn++++=year
later ^rbr+tm+++=later
it ^pp3+it+++=it
deepened ^vbd+++xvbn+=deepened.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
dark ^jj+atrb+++=dark
hairs ^nns++++=hairs
turned ^vbd+++xvbn+=turned
grey ^np++++=grey.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
step ^vb++++=step
lost ^xvbn+++xvbn+=lost
something ^pn++++=something
of ^in++++=of
its ^pp$+it+++=its
woodland ^nn++++=woodland
lightness ^nns+nom+++=lightness.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
alterations ^nns+nom+++=alterations
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
nothing ^pn++++=nothing
had ^vb+hv+aux++=had
they ^pp3a+pp3+++=they
visited ^vbd+++xvbnx+=visited
us ^pp1o+pp1+++=us
together ^nn+nom+++=together;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
beside ^in+pl+++=beside
my ^pp$+pp1+++=my
unaltered ^jj+atrb+++=unaltered
face ^nn++++=face
they ^pp3a+pp3+++=they
became ^vbd+++xvbnx+=became
accusations ^nns+nom+++=accusations.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
Bertha ^np+++??+=Bertha
jested ^vbd+++xvbn+=jested.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
a ^at++++=a
covenant ^nn+nom+++=covenant
with ^in++++=with
your ^pp$+pp2+++=your
mirror ^nn++++=mirror,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
flatters ^nns+nom+++=flatters
you ^pp2+pp2+++=you
and ^cc++++=and
insults ^nns+++??+=insults
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
she ^pp3a+pp3+++=she
sought ^vbd+++xvbnx+=sought
remedies ^nns++++=remedies.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
washed ^vbd+++xvbnx+=washed
her ^pp$+pp3+++=her
face ^nn++++=face
with ^in++++=with
dew ^nn++++=dew
gathered ^vbd+++xvbn+=gathered
before ^in++++=before
sunrise ^nn++++=sunrise,
, ^zz++++=EXTRAWORD
purchased ^jj+atrb++xvbn+=purchased
oils ^nns++++=oils
from ^in++++=from
wandering ^xvbg+++xvbg+=wandering
women ^nns++++=women,
, ^zz++++=EXTRAWORD
stained ^j+++xvbn+=stained
her ^pp3o+pp3+++=her
whitening ^jj+atrb++xvbg+=whitening
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wore ^vbd+++xvbn+=wore
youthful ^jj+atrb+++=youthful
colours ^nns++++=colours
that ^tht+rel+subj++=that
once ^rb+tm+++=once
became ^vbd+++xvbn+=became
her ^pp3o+pp3+++=her
but ^cc++++=but
now ^rn+tm+++=now
proclaimed ^vwbn+++xvbn+=proclaimed
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
attempted ^vbd+++xvbnx+=attempted
to ^to+vcmp+++=to
conceal ^vbi++++=conceal.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
smiled ^vbd+++xvbnx+=smiled
too ^rb++++=too
eagerly ^rb++++=eagerly;
; ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
kindness ^nns+nom+++=kindness
wounded ^vbd+++xvbn+=wounded
her ^pp3o+pp3+++=her
more ^ql++++=more
than ^cs+sub+++=than
ridicule ^nn++++=ridicule.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me
so ^rb+cnj+++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried
one ^cd1++++=one
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I
look ^vb++++=look?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="As
as ^cs+sub+++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
pitied ^vbd+++xvbn+=pitied
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
love ^vb++++=love
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes!
yes ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remain ^vb++++=remain
the ^ati++++=the
bridegroom ^nn++++=bridegroom,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
become ^vb++++=become
the ^ati++++=the
nurse ^nn++++=nurse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mother ^nn++++=mother
the ^ati++++=the
grandmother ^nn+nom+++=grandmother!
! ^zz++++=EXTRAWORD
Strangers ^nns+nom+++=Strangers
already ^rb++++=already
wonder ^nn++++=wonder.
. ^zz++++=EXTRAWORD
Yesterday ^nr+tm+++=Yesterday
the ^ati++++=the
innkeeper ^nn+nom+++=innkeeper
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
my ^pp$+pp1+++=my
son ^nn++++=son."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
away ^rb+cnj+++=away,
, ^zz++++=EXTRAWORD
for ^in++++=for
indignation ^nn+nom+++=indignation
and ^cc++++=and
grief ^nn++++=grief
contended ^vwbn+vpub++xvbn+=contended
in ^in++++=in
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seized ^vbd+++xvbnx+=seized
the ^ati++++=the
mirror ^nn++++=mirror
and ^cc++++=and
placed ^vbd+++xvbn+=placed
us ^pp1o+pp1+++=us
before ^in++++=before
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
noble ^jj++++=noble
and ^cc+phrs+++=and
beloved ^jj++++=beloved,
, ^zz++++=EXTRAWORD
bore ^j+++xvbn+=bore
the ^ati++++=the
record ^nn++++=record
of ^in++++=of
nearly ^rb+down+++=nearly
fifty ^cd++++=fifty
years ^nns++++=years;
; ^zz++++=EXTRAWORD
mine ^pp$$++++=mine
retained ^vprf+++xvbn+=retained
the ^ati++++=the
smoothness ^nns+nom+++=smoothness,
, ^zz++++=EXTRAWORD
brightness ^nns+nom+++=brightness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
insolent ^jj+atrb+++=insolent
promise ^nn++++=promise
of ^in++++=of
twenty ^cd++++=twenty.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hour ^nn++++=hour
for ^in++++=for
concealment ^nn+nom+++=concealment
was ^vbd+bedz+vrb++=was
past ^jjb+pred+++=past.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her
all ^abn++++=all
the ^ati++++=the
rose ^vbd+++xvbn+=rose-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+++xvbn+=EXTRAWORD
liquid ^jj++++=liquid,
, ^zz++++=EXTRAWORD
the ^ati++++=the
golden ^jj+atrb+++=golden
flashes ^nns++++=flashes,
, ^zz++++=EXTRAWORD
Agrippa ^np++++=Agrippa's
's ^$++++=EXTRAWORD
last ^rb++++=last
confession ^nn++++=confession,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
uncertainty ^nn++++=uncertainty.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
listened ^vbd+++xvbnx+=listened
without ^in++++=without
interruption ^nn+nom+++=interruption.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
finished ^vbd+++xvbnx+=finished,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
crossed ^vbd+++xvbnx+=crossed
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
" ^zz++++="Immortal,"
immortal ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps."
perhaps ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
me ^pp1o+pp1+++=me
marry ^vb++++=marry
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
knew ^vbd+vprv++xvbn+=knew
something ^pn++++=something
unnatural ^jj++++=unnatural
had ^vbd+hvd+aux++=had
occurred ^vprf+++xvbnx+=occurred."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believed ^vbd+vprv+tht0+xvbnx+=believed
it ^pp3+it+++=it
a ^at++++=a
cordial ^nn++++=cordial,
, ^zz++++=EXTRAWORD
a ^at++++=a
fever ^nn++++=fever
of ^in++++=of
the ^ati++++=the
blood ^nn++++=blood
anything ^rb++++=anything
but ^rb"++++=but
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
paced ^vbd+++xvbnx+=paced
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Fear ^vb++++=Fear
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
unfamiliar ^jj++++=unfamiliar
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
marry ^vb++++=marry
another ^dt++++=another."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Never."
never ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
a ^at++++=a
third ^nn++++=third,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
too ^ql++++=too
is ^vbz+bez+vrb++=is
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
A ^at++++=A
fourth ^od++++=fourth!
! ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
women ^nns++++=women
will ^md+prd+++=will
love ^vb++++=love
you ^pp2+pp2+++=you
through ^in++++=through
the ^ati++++=the
centuries ^nns++++=centuries."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bertha!"
bertha ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
they ^pp3a+pp3+++=they
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
beautiful ^jj+pred+++=beautiful.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
always ^rb++++=always
be ^vb+be+vrb++=be
beautiful ^jj+pred+++=beautiful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
bitterness ^nns+nom+++=bitterness
in ^in++++=in
the ^ati++++=the
word ^nn++++=word.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knelt ^vbd+++xvbnx+=knelt
before ^in++++=before
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
my ^pp$+pp1+++=my
existence ^nn+nom+++=existence
torments ^nns+nom+++=torments
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
already ^rb++++=already
whisper ^vb+vpub+++=whisper.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
will ^md+prd+++=will
accuse ^vb++++=accuse
you ^pp2+pp2+++=you
of ^in++++=of
witchcraft ^nn+++??+=witchcraft,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
me ^pp1o+pp1+++=me
of ^in++++=of
some ^dti++++=some
darker ^jjr+atrb+++=darker
commerce ^nn++++=commerce.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
disappear ^vb+seem+++=disappear;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I
died ^vbd+++xvbnx+=died.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
leave ^vb++++=leave
you ^pp2+pp2+++=you
all ^rb++++=all
I ^pp1a+pp1+++=I
possess ^nns+nom+++=possess."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
wander ^vb++++=wander
young ^jj++++=young
and ^cc+phrs+++=and
free ^jj++++=free?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Alone
alone ^rb++++=EXTRAWORD
and ^cc++++=and
accursed ^jj++++=accursed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
studied ^vbd+++xvbnx+=studied
my ^pp$+pp1+++=my
face ^nn++++=face
long ^rb++++=long
and ^cc++++=and
mournfully ^jj++++=mournfully.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
jealous ^jj+atrb+++=jealous
anger ^nn++++=anger
left ^vbd+++xvbn+=left
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Bertha ^np+++??+=Bertha
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
shall ^md+prd+++=shall
not ^xnot++not++=not
go ^vb++++=go.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
demon ^nn++++=demon,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
chose ^vbd+++xvbnx+=chose
you ^pp2+pp2+++=you
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
must ^md+nec+++=must
abide ^vb++++=abide
by ^in+ppvb+++=by
my ^pp$+pp1+++=my
choice ^nn++++=choice.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
need ^nn++++=need
me ^pp1o+pp1+++=me
more ^ql++++=more
than ^cs+sub+++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
will ^md+prd+++=will
leave ^vb++++=leave
this ^dt+dem+++=this
place ^nn++++=place
together ^nn+nom+++=together."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
fled ^vprf+++xvbnx+=fled
from ^in++++=from
a ^at++++=a
castle ^nn++++=castle
to ^to++++=to
share ^vbi++++=share
my ^pp$+pp1+++=my
poverty ^nn++++=poverty,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
abandoned ^jj+atrb++xvbn+=abandoned
home ^nr++++=home
and ^cc++++=and
familiarity ^nn+nom+++=familiarity
to ^to++++=to
share ^vbi++++=share
my ^pp$+pp1+++=my
monstrous ^jj+atrb+++=monstrous
secret ^nn++++=secret.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
travelled ^vbd+++xvbn+=travelled
into ^in++++=into
France ^np++++=France,
, ^zz++++=EXTRAWORD
assuming ^vbg+vprv++xvbg+=assuming
another ^dt++++=another
name ^nn++++=name.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
strangers ^nns+nom+++=strangers
saw ^vbd+vprv++xvbn+=saw
only ^rb+down+++=only
a ^at++++=a
young ^jj+atrb+++=young
husband ^nn++++=husband
and ^cc++++=and
his ^pp$+pp3+++=his
elder ^jjr++++=elder
relative ^jj++++=relative;
; ^zz++++=EXTRAWORD
to ^to++++=to
prevent ^vbi++++=prevent
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
allowed ^vbd+++xvbn+=allowed
them ^pp3o+pp3+++=them
to ^to++++=to
think ^vbi+vprv+++=think
Bertha ^np+++??+=Bertha
my ^pp$+pp1+++=my
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
The ^ati++++=The
deception ^nn+nom+++=deception
humiliated ^vbd+++xvbn+=humiliated
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
herself ^ppl+pp3+++=herself
proposed ^vbd+vsua+tht0+xvbn+=proposed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Sometimes ^rb+cnj+++=Sometimes,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
neighbours ^nns++++=neighbours
praised ^vbd+++xvbn+=praised
my ^pp$+pp1+++=my
filial ^jj+atrb+++=filial
tenderness ^nns+nom+++=tenderness,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
lips ^nns++++=lips
compressed ^vbd+++xvbn+=compressed.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
fit ^nn++++=fit
of ^in++++=of
wounded ^xvbn+++xvbn+=wounded
pride ^np++++=pride,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
declared ^vbd+vpub++xvbnx+=declared
before ^cs+sub+++=before
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
