# ^zz++++=##
# ^zz++++=EXTRAWORD
Indian ^jj+atrb+++=INDIAN
garlands ^nns++++=garlands.
. ^zz++++=EXTRAWORD
Against ^in++++=Against
the ^ati++++=the
soft ^jj+atrb+++=soft
yellow ^jj+atrb+++=yellow
lamps ^nns++++=lamps
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
clothed ^vbd+++xvbn+=clothed
in ^in++++=in
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="Indian
indian ^jj+atrb+++=EXTRAWORD
Summer ^nn++++=Summer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
Maine ^np++++=Maine
turned ^vbd+++xvbn+=turned
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
Massachusetts ^np++++=Massachusetts's
's ^$++++=EXTRAWORD
cranberry ^nn++++=cranberry
necklace ^nn++++=necklace
snapped ^vbd+++xvbn+=snapped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
berries ^nns++++=berries
pattered ^vbd+++xvbn+=pattered
over ^in++++=over
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="You!"
you ^pp2+pp2+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
smiled ^vbd+++xvbn+=smiled
triumphantly ^rb++++=triumphantly.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
like ^in++++=like
my ^pp$+pp1+++=my
costume ^nn++++=costume?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Those
those ^dt+pdem+++=EXTRAWORD
are ^vb+ber+vrb++=are
the ^ati++++=the
branches ^nns++++=branches,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
took ^vbd+++xvbn+=took
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
found ^vbd+vprv++xvbnx+=found
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
cut ^vbd+++xvbn+=cut
every ^at++++=every
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
have ^vb+hv+vrb++=have
your ^pp$+pp2+++=your
name ^nn++++=name
on ^in++++=on
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they
may ^md+pos+++=may
be ^vb+be+vrb++=be
poison ^nn++++=poison
dogwood ^nn+++??+=dogwood.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
them ^pp3o+pp3+++=them
off ^in+pl+++=off
quickly ^rb++++=quickly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
girls ^nns++++=girls
laughed ^vbd+++xvbn+=laughed
nervously ^rb+cnj+++=nervously,
, ^zz++++=EXTRAWORD
supposing ^vbg+vprv++xvbg+=supposing
this ^dt+dem+++=this
part ^nn++++=part
of ^in++++=of
some ^dti++++=some
senior ^nn++++=senior
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
lifted ^vbd+++xvbn+=lifted
her ^pp3o+pp3+++=her
chin ^nn++++=chin.
. ^zz++++=EXTRAWORD
" ^zz++++="Jealousy
jealousy ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
unbecoming ^jj+pred+++=unbecoming
to ^in++++=to
October ^nr++++=October."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
jealous ^jj++++=jealous.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Auden ^np++++=Auden
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
shrub ^nn++++=shrub
might ^md+pos+++=might
be ^vb+be+vrb++=be
poisonous ^jj+pred+++=poisonous."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Miss
miss ^npt++++=EXTRAWORD
Auden ^np++++=Auden
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+vrb++=be
dogwood ^nn+++??+=dogwood,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
difference ^nn+nom+++=difference,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
collecting ^vbg+++xvbgx+=collecting
facts ^nns++++=facts."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
thrust ^vbd+++xvbn+=thrust
forward ^rb++++=forward
her ^pp$+pp3+++=her
turkey ^nn++++=turkey-tail.
- ^zz++++=EXTRAWORD
tail ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
cousin ^nn++++=cousin
Horatio ^np+++??+=Horatio
" ^zz++++="
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
about ^in++++=about
your ^pp$+pp2+++=your
cousin ^nn++++=cousin,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
interrupted ^vbd+++xvbn+=interrupted.
. ^zz++++=EXTRAWORD
" ^zz++++="Maine
maine ^np++++=EXTRAWORD
handled ^vbd+++xvbn+=handled
the ^ati++++=the
leaves ^nns++++=leaves
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
dead ^jj++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Please,"
please ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
urged ^vbd+vsua++xvbn+=urged.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
least ^rb"++++=least
take ^vb++++=take
them ^pp3o+pp3+++=them
away ^in+pl+++=away
from ^in"++++=from
your ^pp$+pp2+++=your
face ^nn++++=face
and ^cc++++=and
neck ^nn++++=neck."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago's
's ^$++++=EXTRAWORD
triumph ^nn++++=triumph
had ^vb+hv+vrb++=had
cost ^nn++++=cost
her ^pp$+pp3+++=her
too ^ql++++=too
much ^ap++++=much
to ^in++++=to
surrender ^nn+nom+++=surrender.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
everyone ^pn++++=everyone
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
splendid ^jj+pred+++=splendid
than ^in++++=than
Maine ^np++++=Maine.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
not ^xnot++not++=not
strip ^vb++++=strip
off ^in+pl+++=off
the ^ati++++=the
leaves ^nns++++=leaves
and ^cc++++=and
stand ^nn++++=stand
in ^in++++=in
an ^at++++=an
undecorated ^jj+atrb++xvbn+=undecorated
red ^jj+atrb+++=red
dress ^nn++++=dress
while ^cs+sub+++=while
the ^ati++++=the
others ^aps++++=others
whispered ^jj+++xvbn+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
hurt ^xvbn+++xvbn+=hurt
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
least ^rbt++++=least,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
the ^ati++++=the
march ^nn++++=march
begin ^vb++++=begin,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Auden ^np++++=Auden?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Auden ^np++++=Auden
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
hall ^nn++++=hall
and ^cc++++=and
examined ^vbd+++xvbn+=examined
a ^at++++=a
spray ^nn++++=spray.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
recognize ^vb+vprv+++=recognize
it ^pp3+it+++=it
with ^in++++=with
certainty ^nn++++=certainty.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
wiser ^jjr+pred+++=wiser
to ^to++++=to
remove ^vbi++++=remove
the ^ati++++=the
foliage ^nn+nom+++=foliage."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
costume ^nn++++=costume
will ^md+prd+++=will
be ^vb+be+aux++=be
ruined ^vpsv++agls+xvbnx+=ruined!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
remove ^vb++++=remove
the ^ati++++=the
collar ^nn++++=collar
and ^cc++++=and
wreath ^nn++++=wreath.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
retain ^vb++++=retain
the ^ati++++=the
leaves ^nns++++=leaves
upon ^in++++=upon
the ^ati++++=the
skirt ^nn++++=skirt
until ^cs+sub+++=until
we ^pp1a+pp1+++=we
can ^md+pos+++=can
ask ^vb++++=ask
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Phelps ^np++++=Phelps."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Phelps ^np++++=Phelps,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gardener ^nn+nom+++=gardener,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
unpinned ^vbd+++xvbn+=unpinned
the ^ati++++=the
collar ^nn++++=collar
ungraciously ^rb+cnj+++=ungraciously,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
give ^vbi++++=give
up ^rb+phrv+++=up
the ^ati++++=the
wreath ^nn++++=wreath.
. ^zz++++=EXTRAWORD
The ^ati++++=The
march ^nn++++=march
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
For ^in++++=For
fifteen ^cd++++=fifteen
minutes ^nns++++=minutes
she ^pp3a+pp3+++=she
enjoyed ^vbd+++xvbnx+=enjoyed
her ^pp$+pp3+++=her
victory ^nn++++=victory.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walked ^vbd+++xvbnx+=walked
at ^rb++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
line ^nn++++=line
with ^in++++=with
Kentucky ^np+++??+=Kentucky,
, ^zz++++=EXTRAWORD
a ^at++++=a
football ^nn++++=football
hero ^nn++++=hero
in ^in++++=in
an ^at++++=an
enormous ^jj+atrb+++=enormous
sweater ^nn++++=sweater,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched
her ^pp$+pp3+++=her
scarlet ^jj+atrb+++=scarlet
reflection ^nn+nom+++=reflection
pass ^vb++++=pass
each ^dt++++=each
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
younger ^jjr+atrb+++=younger
girls ^nns++++=girls
stared ^vbd+++xvbn+=stared;
; ^zz++++=EXTRAWORD
the ^ati++++=the
teachers ^nns+nom+++=teachers
smiled ^vbd+++xvbn+=smiled;
; ^zz++++=EXTRAWORD
even ^rb++++=even
Mademoiselle ^np+++??+=Mademoiselle
cried ^vbd+++xvbn+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="Mais,
mais ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
tr ^nn++++=tr
s ^zz++++=s
magnifique ^nn+++??+=magnifique!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Chicago ^np++++=Chicago's
's ^$++++=EXTRAWORD
wrist ^nn++++=wrist
began ^vbd+++xvbn+=began
to ^to++++=to
itch ^vbi++++=itch.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rubbed ^vbd+++xvbnx+=rubbed
it ^pp3+it+++=it
against ^in++++=against
her ^pp$+pp3+++=her
skirt ^nn++++=skirt.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
grand ^jj+atrb+++=grand
march ^nr++++=march
ended ^vbd+++xvbn+=ended,
, ^zz++++=EXTRAWORD
the ^ati++++=the
itching ^jj+++xvbg+=itching
had ^vbd+hvd+aux++=had
spread ^vprf+++xvbnx+=spread
up ^rp++++=up
both ^abx++++=both
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
neck ^nn++++=neck
burned ^vbd+++xvbn+=burned.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
slipped ^vbd+++xvbnx+=slipped
into ^in++++=into
the ^ati++++=the
cloakroom ^nn+++??+=cloakroom,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
in ^in++++=in
the ^ati++++=the
mirror ^nn++++=mirror,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
red ^jj+atrb+++=red
patch ^nn++++=patch
along ^rp++++=along
her ^pp3o+pp3+++=her
jaw ^nn++++=jaw.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
confess ^nns+nom+++=confess.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
washed ^vbd+++xvbnx+=washed
her ^pp$+pp3+++=her
hands ^nns++++=hands
in ^in++++=in
cold ^jj+atrb+++=cold
water ^nn++++=water,
, ^zz++++=EXTRAWORD
powdered ^j+++xvbn+=powdered
her ^pp3o+pp3+++=her
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
for ^in++++=for
the ^ati++++=the
Virginia ^np++++=Virginia
reel ^nn++++=reel.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
halfway ^rb++++=halfway
down ^in++++=down
the ^ati++++=the
set ^nn+++xvbn+=set
she ^pp3a+pp3+++=she
missed ^vbd+++xvbnx+=missed
a ^at++++=a
figure ^nn++++=figure
and ^cc++++=and
collided ^vpsv++agls+xvbn+=collided
with ^in++++=with
Massachusetts ^np++++=Massachusetts's
's ^$++++=EXTRAWORD
platter ^nn++++=platter.
. ^zz++++=EXTRAWORD
" ^zz++++="Mercy!"
mercy ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
face ^nn++++=face!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
hot ^jj+pred+++=hot
in ^in++++=in
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
left ^jj+atrb++xvbn+=left
ear ^nn++++=ear
is ^vbz+bez+vrb++=is
twice ^rb++++=twice
the ^ati++++=the
size ^nn++++=size
of ^in++++=of
your ^pp$+pp2+++=your
right ^nn++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
put ^vbd+++xvbn+=put
up ^rb+phrv+++=up
a ^at++++=a
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ear ^nn++++=ear
felt ^vbd+vprv++xvbn+=felt
strange ^jj++++=strange
and ^cc+phrs+++=and
thick ^jj++++=thick.
. ^zz++++=EXTRAWORD
Maine ^np++++=Maine
came ^vbd+++xvbn+=came
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
" ^zz++++="Chicago,
chicago ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
go ^vb++++=go
to ^in++++=to
Miss ^npt++++=Miss
Auden ^np++++=Auden."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
need ^nn++++=need
" ^zz++++="
Her ^pp3o+pp3+++=Her
voice ^nn++++=voice
broke ^vbd+++xvbn+=broke.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyelids ^nns++++=eyelids
were ^vbd+bed+aux++=were
puffing ^vbg+++xvbgx+=puffing;
; ^zz++++=EXTRAWORD
angry ^jj+atrb+++=angry
blotches ^nns++++=blotches
covered ^vbd+++xvbn+=covered
her ^pp3o+pp3+++=her
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
that ^dt+dem+++=that
fear ^nn++++=fear
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
her ^pp$+pp3+++=her
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
the ^ati++++=the
itching ^nn++++=itching
seemed ^vbd+seem++xvbn+=seemed
unendurable ^jj++++=unendurable.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
clawed ^vbd+++xvbnx+=clawed
at ^rb++++=at
the ^ati++++=the
wreath ^nn++++=wreath.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
them ^pp3o+pp3+++=them
off ^in+strn+++=off!
! ^zz++++=EXTRAWORD
Get ^vb++++=Get
them ^pp3o+pp3+++=them
off ^rp+pl+++=off
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
tore ^vbd+++xvbn+=tore
away ^rp+pl+++=away
the ^ati++++=the
leaves ^nns++++=leaves
while ^cs+sub+++=while
Tennessee ^np+nom+++=Tennessee
called ^vbd+++xvbn+=called
Miss ^npt++++=Miss
Auden ^np++++=Auden.
. ^zz++++=EXTRAWORD
In ^in++++=In
another ^dt++++=another
minute ^nn++++=minute
the ^ati++++=the
hall ^npl++++=hall's
's ^$++++=EXTRAWORD
comedy ^nn++++=comedy
dissolved ^vwbn+++xvbn+=dissolved
into ^in++++=into
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
younger ^jjr+atrb+++=younger
girls ^nns++++=girls
were ^vbd+bed+aux++=were
sent ^vpsv++agls+xvbnx+=sent
to ^to++++=to
continue ^vbi++++=continue
the ^ati++++=the
reel ^nn++++=reel.
. ^zz++++=EXTRAWORD
Mademoiselle ^np+++??+=Mademoiselle
played ^vbd+++xvbn+=played
with ^in++++=with
heroic ^jj+atrb+++=heroic
loudness ^nns+nom+++=loudness.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Auden ^np++++=Auden
led ^vbd+++xvbn+=led
Chicago ^np++++=Chicago
upstairs ^jjb++++=upstairs,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
school ^nn++++=school
nurse ^vb++++=nurse
followed ^vbd+vprv++xvbn+=followed
with ^in++++=with
towels ^nns++++=towels
and ^cc++++=and
bottles ^nns++++=bottles.
. ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
corridor ^nn++++=corridor,
, ^zz++++=EXTRAWORD
white ^jj++++=white
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
turkey ^np++++=turkey
beak ^nn++++=beak.
. ^zz++++=EXTRAWORD
" ^zz++++="Horatio
horatio ^np++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
really ^rb+emph+++=really
breathe ^vb++++=breathe
through ^in++++=through
a ^at++++=a
quill ^nn++++=quill,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
supposed ^jj+++xvbn+=supposed
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tennessee ^np+nom+++=Tennessee.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
not ^xnot++not++=not
said ^vprf+++xvbn+=said
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
Chicago ^np++++=Chicago
heard ^vbd+vprv++xvbn+=heard?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
heard ^vbd+vprv++xvbnx+=heard
enough ^qlp++++=enough
without ^in++++=without
Horatio ^np+++??+=Horatio."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
stood ^vbd+++xvbn+=stood
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
scarlet ^jj+atrb+++=scarlet
wreath ^nn++++=wreath.
. ^zz++++=EXTRAWORD
Red ^jj+atrb+++=Red
marks ^nns++++=marks
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
where ^wrb+who+++=where
the ^ati++++=the
leaves ^nn++++=leaves
touched ^vbd+++xvbn+=touched
her ^pp$+pp3+++=her
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
known ^vbn+vprv++xvbn+=known,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
warned ^vbd+vpub+tht0+xvbn+=warned
her ^pp$+pp3+++=her,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
known ^vbn+vprv++xvbn+=known
yesterday ^nr+tm+++=yesterday.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
bush ^nn++++=bush.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
planned ^vbd+++xvbnx+=planned
to ^to+vcmp+++=to
wear ^vbi++++=wear
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
not ^xnot++not++=not
talked ^vbd+++xvbn+=talked
about ^in++++=about
the ^ati++++=the
costume ^nn++++=costume,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
never ^rb++++=never
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
the ^ati++++=the
branches ^nns++++=branches."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
listened ^vbd+++xvbn+=listened
behind ^in+pl+++=behind
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
stolen ^j+++xvbn+=stolen
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
not ^xnot++not++=not
belong ^vb++++=belong
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ignored ^vbd+++xvbn+=ignored
three ^cd++++=three
warnings ^nns++++=warnings,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
said ^vbd+vpub++xvbn+=said
bluntly ^rb+cnj+++=bluntly,
, ^zz++++=EXTRAWORD
" ^zz++++="she
she ^pp3a+pp3+++=EXTRAWORD
would ^md+prd+++=would
now ^rn+tm+++=now
be ^vb+be+aux++=be
dancing ^vbg+++xvbgx+=dancing
instead ^rb+cnj+++=instead
of ^in++++=of
resembling ^xvbg+++xvbg+=resembling
Cousin ^nn++++=Cousin
Horatio ^np+++??+=Horatio."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Massachusetts!"
massachusetts ^nns+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
omit ^vb++++=omit
the ^ati++++=the
quill ^nn++++=quill.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
justice ^nn++++=justice
is ^vbz+bez+vrb++=is
justice ^nn++++=justice."
