# ^zz++++=#
Silverhorns ^np+++??+=Silverhorns
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
bigger ^jjr+atrb+++=bigger
measurements ^nns+nom+++=measurements
in ^in++++=in
record ^nn++++=record
books ^nns++++=books,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
never ^rb++++=never
an ^at++++=an
animal ^nn++++=animal
that ^tht+rel+++=that
carried ^jj+atrb++xvbn+=carried
size ^nn++++=size
as ^ql++++=as
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shoulders ^nns+nom+++=shoulders
rose ^vbd+++xvbn+=rose
black ^jj++++=black
and ^cc+phrs+++=and
heavy ^jj++++=heavy;
; ^zz++++=EXTRAWORD
the ^ati++++=the
muzzle ^nn++++=muzzle
was ^vbd+bedz+vrb++=was
grey ^np++++=grey;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
scars ^nns++++=scars
along ^in++++=along
his ^pp$+pp3+++=his
flank ^nn++++=flank.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
ear ^nn++++=ear
was ^vbd+bedz+aux++=was
torn ^vpsv++agls+xvbnx+=torn.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
those ^dt+dem+++=those
antlers ^nns+nom+++=antlers
good ^jj+atrb+++=good
Lord ^npt++++=Lord!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
seemed ^vbd+seem++xvbnx+=seemed
not ^xnot++not++=not
an ^at++++=an
ornament ^nn+nom+++=ornament
but ^cc++++=but
a ^at++++=a
crown ^nn++++=crown
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
by ^in++++=by
fighting ^xvbg+++xvbg+=fighting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
see ^vb+vprv+tht0++=see
ye ^pp2+pp2+++=ye?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Almost
almost ^rb+hdg+++=EXTRAWORD
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
across ^in+pl+++=across
the ^ati++++=the
hollow ^nn++++=hollow
directly ^rb++++=directly
at ^in++++=at
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
brought ^vbd+++xvbnx+=brought
up ^rb+phrv+++=up
the ^ati++++=the
rifle ^nn++++=rifle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sights ^nns++++=sights
settled ^vbd+++xvbn+=settled
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
steady ^jj+pred+++=steady.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
killed ^vprf+++xvbnx+=killed
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
ye ^pp2+pp2+++=ye
did ^vbd+dod+vrb++=did
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
young ^jj+atrb+++=young
maple ^nn+++??+=maple
between ^in++++=between
us ^pp1o+pp1+++=us
not ^xnot++not++=not
enough ^qlp++++=enough
to ^to++++=to
turn ^vbi++++=turn
the ^ati++++=the
bullet ^nn++++=bullet,
, ^zz++++=EXTRAWORD
only ^ap+down+++=only
enough ^qlp++++=enough
to ^to++++=to
cover ^vbi++++=cover
a ^at++++=a
hand ^nn++++=hand's
's ^$++++=EXTRAWORD
breadth ^nn++++=breadth
of ^in++++=of
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shifted ^vbd+++xvbnx+=shifted
one ^cd1++++=one
step ^nn++++=step
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
same ^ap++++=same
instant ^nn+nom+++=instant
he ^pp3a+pp3+++=he
stepped ^vbd+++xvbnx+=stepped
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
A ^at++++=A
beech ^nn++++=beech
trunk ^nn++++=trunk
covered ^vbd+++xvbn+=covered
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shifted ^vbd+++xvbnx+=shifted
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
moved ^vbd+++xvbnx+=moved
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
absurd ^jj+pred+++=absurd.
. ^zz++++=EXTRAWORD
For ^in++++=For
perhaps ^rb++++=perhaps
half ^rb++++=half
a ^at++++=a
minute ^nn++++=minute
we ^pp1a+pp1+++=we
kept ^vbd+++xvbn+=kept
on ^rb+phrv+++=on
so ^ql++++=so,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bull ^np++++=bull
walking ^vwbg+++xvbg+=walking
slowly ^rb++++=slowly
and ^cc++++=and
I ^pp1a+pp1+++=I
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
the ^ati++++=the
open ^jj+atrb+++=open
lane ^nn++++=lane."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
final ^jj+atrb+++=final
quadrille ^nn+++??+=quadrille."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
clear ^jj++++=clear.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
sight ^nn++++=sight
on ^in++++=on
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
whispered ^vbd+++xvbn+=whispered,
, ^zz++++=EXTRAWORD
' ^zz++++='Now.'
now ^rn+tm+++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Silverhorns
silverhorns ^vbz+++??+=EXTRAWORD
turned ^vprf+++xvbn+=turned
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
away ^rp+pl+++=away
toward ^in++++=toward
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
there ^rn+pl+++=there
looking ^jj+++xvbg+=looking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
most ^ql+emph+++=most
ridiculous ^jj+atrb+++=ridiculous
impression ^nn++++=impression
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
precisely ^rb++++=precisely
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
doing ^vbg+++xvbgx+=doing
for ^in++++=for
seven ^cd++++=seven
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
reasoned ^vbd+vprv++xvbnx+=reasoned
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
us ^pp1o+pp1+++=us
as ^in++++=as
danger ^nn++++=danger;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped
danger ^nn++++=danger
by ^in++++=by
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
caution ^nn+nom+++=caution,
, ^zz++++=EXTRAWORD
accident ^nn++++=accident,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
something ^pn++++=something
very ^ql+amp+++=very
like ^vb++++=like
courage ^nn+nom+++=courage.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hesitated ^vbd+++xvbnx+=hesitated."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah,"
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mcleod ^np+++??+=McLeod
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
for ^in++++=for
a ^at++++=a
second ^od++++=second.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
wind ^nn++++=wind
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flung ^vbd+++xvbnx+=flung
up ^rp++++=up
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
wheeled ^j+++xvbn+=wheeled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^vpsv++agls+xvbn+=vanished
over ^in++++=over
the ^ati++++=the
ridge ^nn++++=ridge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Without
without ^in++++=EXTRAWORD
a ^at++++=a
shot ^nn+++xvbn+=shot?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Without
without ^in++++=EXTRAWORD
a ^at++++=a
shot ^nn+++xvbn+=shot."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
some ^dti++++=some
moments ^nns+nom+++=moments
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
sound ^jj++++=sound
but ^cc++++=but
the ^ati++++=the
soft ^jj++++=soft
breathing ^jj+++xvbg+=breathing
of ^in++++=of
the ^ati++++=the
locomotive ^nn++++=locomotive.
. ^zz++++=EXTRAWORD
" ^zz++++="Billy
billy ^np++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
furious ^jj+pred+++=furious,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
went ^vbd+++xvbn+=went
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
whether ^cs+who+++=whether
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^to++++=to
hunt ^vbi++++=hunt
moose ^nn+++??+=moose
or ^cc++++=or
admire ^vb++++=admire
scenery ^nn+nom+++=scenery.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
when ^wrb+who+++=when
the ^ati++++=the
bull ^np++++=bull
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
sorry ^uh++++=sorry.
. ^zz++++=EXTRAWORD
Disappointed ^j+++xvbn+=Disappointed,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
Ashamed ^jj++++=Ashamed
of ^in++++=of
hesitating ^xvbg+++xvbg+=hesitating,
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
not ^xnot++not++=not
sorry ^jj++++=sorry
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
alive ^jj+pred+++=alive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
relit ^nn+++??+=relit
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
with ^in++++=with
deliberation ^nn+nom+++=deliberation.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
ye ^pp2+pp2+++=ye're
're ^vb+ber+aux++0=EXTRAWORD
improving ^vbg+++xvbgx+=improving."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
sentimental ^jj+pred+++=sentimental.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
waited ^vprf+++xvbnx+=waited
another ^ppls++++=another
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
fired ^vprf+++xvbnx+=fired."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
Conversion ^nn++++=Conversion
is ^vbz+bez+vrb++=is
seldom ^rb++++=seldom
complete ^jj+pred+++=complete
at ^rb++++=at
the ^ati++++=the
first ^od++++=first
sermon ^nn++++=sermon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^jj++++=mean
only ^rb+down+++=only
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
played ^vprf+++xvbnx+=played
a ^at++++=a
good ^jj+atrb+++=good
game ^nn++++=game.
. ^zz++++=EXTRAWORD
Better ^jjr++++=Better
than ^in++++=than
mine ^nn++++=mine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Seven
seven ^cd++++=EXTRAWORD
seasons ^nns++++=seasons
against ^in++++=against
three ^cd++++=three
men ^nns++++=men,
, ^zz++++=EXTRAWORD
two ^cd++++=two
rifles ^nns++++=rifles,
, ^zz++++=EXTRAWORD
a ^at++++=a
canoe ^nn+++??+=canoe,
, ^zz++++=EXTRAWORD
a ^at++++=a
birch ^nn++++=birch
trumpet ^nn++++=trumpet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Billy ^np++++=Billy
Brassard ^np+++??+=Brassard.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
the ^ati++++=the
advantage ^nn+nom+++=advantage
in ^in++++=in
intelligence ^nn+nom+++=intelligence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
faintly ^rb++++=faintly
in ^in++++=in
the ^ati++++=the
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
The ^ati++++=The
telegraph ^nn++++=telegraph
began ^vbd+++xvbn+=began
a ^at++++=a
furious ^jj+atrb+++=furious
clatter ^nn++++=clatter.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened
and ^cc++++=and
the ^ati++++=the
night ^nn++++=night
operator ^nn++++=operator
ran ^vbd+++xvbn+=ran
along ^in++++=along
the ^ati++++=the
platform ^nn++++=platform,
, ^zz++++=EXTRAWORD
waving ^vbg+++xvbg+=waving
a ^at++++=a
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
" ^zz++++="Express
express ^nns+nom+++=EXTRAWORD
clearin ^nn+++??+=clearin'
' ^zz++++=EXTRAWORD
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Fabien ^np+++??+=Fabien!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted.
. ^zz++++=EXTRAWORD
" ^zz++++="Twenty
twenty ^cd++++=EXTRAWORD
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
mebbe ^rb++++=mebbe
less ^rbr++++=less.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
take ^vb++++=take
the ^ati++++=the
local ^jj++++=local
right ^jj++++=right
after ^in++++=after
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
Angus ^np++++=Angus."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
climbed ^vbd+++xvbn+=climbed
down ^rp++++=down
to ^to++++=to
receive ^vbi++++=receive
his ^pp$+pp3+++=his
orders ^nns++++=orders.
. ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
cab ^nn++++=cab,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
steam ^nn++++=steam
drift ^nn++++=drift
across ^in+pl+++=across
the ^ati++++=the
yard ^nn++++=yard.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
returned ^vprf+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
waiting ^jj+atrb++xvbg+=waiting
room ^nn++++=room
and ^cc++++=and
prepared ^jj++agls+xvbn+=prepared
to ^to+jcmp+++=to
board ^vb++++=board
the ^ati++++=the
express ^jjb++++=express,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
carry ^vb++++=carry
him ^pp3o+pp3+++=him
east ^np+pl+++=east
toward ^in++++=toward
his ^pp$+pp3+++=his
office ^nn++++=office,
, ^zz++++=EXTRAWORD
clean ^jj+atrb+++=clean
linen ^nn++++=linen,
, ^zz++++=EXTRAWORD
respectable ^jj+atrb+++=respectable
meals ^nns++++=meals,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
persons ^nns++++=persons
unable ^jj++++=unable
to ^to+jcmp+++=to
distinguish ^vbi++++=distinguish
a ^at++++=a
moose ^nn+++??+=moose
track ^nn++++=track
from ^in++++=from
a ^at++++=a
soup ^nn++++=soup
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
the ^ati++++=the
warmth ^nn++++=warmth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
oil ^nn++++=oil
and ^cc++++=and
coal ^nn++++=coal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
anticipation ^nn+nom+++=anticipation
of ^in++++=of
movement ^nn+nom+++=movement
held ^vbd+vprv++xvbn+=held
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
change ^nn++++=change.
. ^zz++++=EXTRAWORD
The ^ati++++=The
express ^nn++++=express
stops ^vbz++++=stops
only ^rb+down+++=only
for ^in++++=for
orders ^nns++++=orders.
. ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye'll
'll ^md+prd+++0=EXTRAWORD
never ^rb++splt++=never
get ^vb++++=get
your ^pp$+pp2+++=your
gear ^nn++++=gear
aboard ^in+pl+++=aboard
in ^in++++=in
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
stay ^vb++++=stay
here ^rn+pl+++=here
until ^in++++=until
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
west ^np+pl+++=west
with ^in++++=with
us ^pp1o+pp1+++=us
to ^in++++=to
Grand ^jj+atrb+++=Grand
Junction ^nn+nom+++=Junction.
. ^zz++++=EXTRAWORD
Ye ^pp2+pp2+++=Ye
can ^md+pos+++=can
catch ^vb++++=catch
the ^ati++++=the
mail ^nn++++=mail
train ^nn++++=train
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
cab ^nn++++=cab?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Unless
unless ^cs+cnd+++=EXTRAWORD
ye ^pp2+pp2+++=ye
prefer ^vb+vprv+++=prefer
the ^ati++++=the
baggage ^nn+nom+++=baggage
car ^nn++++=car
with ^in++++=with
two ^cd++++=two
calves ^nns++++=calves
and ^cc++++=and
a ^at++++=a
barrel ^nn++++=barrel
of ^in++++=of
herring ^nn++++=herring."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
looked ^vbd+++xvbn+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
gun ^nn++++=gun
case ^nn++++=case.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
promise ^vb+vpub+++=promise
not ^xnot++not++=not
to ^to++++=to
call ^vbi++++=call
me ^pp1o+pp1+++=me
a ^at++++=a
murderer ^nn+nom+++=murderer
all ^rb++++=all
the ^ati++++=the
way ^nn++++=way?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
come ^vb++++=come."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
express ^nn++++=express
arrived ^vbd+++xvbn+=arrived
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
mist ^nn++++=mist
with ^in++++=with
a ^at++++=a
distant ^jj+atrb+++=distant
tremor ^nn++++=tremor,
, ^zz++++=EXTRAWORD
a ^at++++=a
growing ^jj+atrb++xvbg+=growing
thunder ^nn++++=thunder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
two ^cd++++=two
white ^jj+atrb+++=white
beams ^nns++++=beams
that ^tht+rel+subj++=that
swept ^vbd+++xvbn+=swept
the ^ati++++=the
wet ^jj+atrb+++=wet
rails ^nns++++=rails.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
paused ^vbd+++xvbn+=paused
only ^rb+down+++=only
long ^rb++++=long
enough ^qlp++++=enough
for ^in++++=for
a ^at++++=a
man ^nn++++=man
to ^in++++=to
exchange ^nn++++=exchange
papers ^nns++++=papers
with ^in++++=with
the ^ati++++=the
operator ^nn++++=operator.
. ^zz++++=EXTRAWORD
Sleeping ^nvbg+++xvbg+=Sleeping
cars ^nns++++=cars
glided ^vbd+++xvbn+=glided
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
glowing ^jj+++xvbg+=glowing
softly ^rb++++=softly
behind ^in+pl+++=behind
their ^pp$+pp3+++=their
curtains ^nns++++=curtains;
; ^zz++++=EXTRAWORD
faces ^vbz++++=faces
appeared ^vprf+++xvbn+=appeared
and ^cc+phrs+++=and
disappeared ^vprf+++xvbn+=disappeared
at ^rb++++=at
windows ^nns++++=windows;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
red ^jj+atrb+++=red
lamps ^nns++++=lamps
dwindled ^vbd+++xvbn+=dwindled
westward ^rb+cnj+++=westward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
station ^npl+nom+++=station
returned ^vbd+++xvbn+=returned
to ^in++++=to
its ^pp$+it+++=its
puddles ^nns++++=puddles
and ^cc++++=and
haze ^nn++++=haze.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
minutes ^nns++++=minutes
later ^rbr+tm+++=later
Mcleod ^np++++=McLeod's
's ^$++++=EXTRAWORD
local ^jj++++=local
drew ^vbd+++xvbn+=drew
out ^rb+phrv+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
platform ^nn++++=platform
slipped ^vbd+++xvbn+=slipped
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blurred ^jj+atrb++xvbn+=blurred
village ^nn+nom+++=village
lights ^nns++++=lights
wavered ^vbd+++xvbn+=wavered,
, ^zz++++=EXTRAWORD
sank ^j+++xvbn+=sank
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
locomotive ^nn++++=locomotive
gathered ^vbd+++xvbn+=gathered
speed ^nn++++=speed
with ^in++++=with
a ^at++++=a
deepening ^nn++++=deepening
beat ^vbd+++xvbn+=beat.
. ^zz++++=EXTRAWORD
Steam ^nn++++=Steam
streamed ^vbd+++xvbn+=streamed
backward ^jj++++=backward;
; ^zz++++=EXTRAWORD
sparks ^np++++=sparks
whirled ^vbd+++xvbn+=whirled
over ^in++++=over
the ^ati++++=the
tender ^jj++++=tender;
; ^zz++++=EXTRAWORD
the ^ati++++=the
rails ^nns++++=rails,
, ^zz++++=EXTRAWORD
caught ^j+++xvbn+=caught
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant
in ^in++++=in
the ^ati++++=the
great ^jj+atrb+++=great
headlight ^nn+++??+=headlight,
, ^zz++++=EXTRAWORD
rushed ^j+++xvbn+=rushed
beneath ^rb++++=beneath
them ^pp3o+pp3+++=them
and ^cc++++=and
vanished ^jj+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
The ^ati++++=The
patient ^nn++++=patient
monster ^nn+nom+++=monster
of ^in++++=of
the ^ati++++=the
siding ^jj+++xvbg+=siding
had ^vbd+hvd+aux++=had
awakened ^vprf+++xvbnx+=awakened
joyful ^jj++++=joyful
and ^cc+phrs+++=and
obedient ^jj++++=obedient.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
shook ^vbd+++xvbn+=shook
the ^ati++++=the
damp ^jj+atrb+++=damp
night ^nn++++=night
from ^in++++=from
its ^pp$+it+++=its
flanks ^nns++++=flanks,
, ^zz++++=EXTRAWORD
devoured ^xvbn+++xvbn+=devoured
the ^ati++++=the
darkness ^nns+nom+++=darkness
by ^in++++=by
the ^ati++++=the
