Well ^rb+cnj+++=Well,
what ^wdt+who+++=what
if ^cs+cnd+++=if
Papa ^npt++++=Papa
and ^cc++++0=an'
me ^pp1o+pp1+++=me
was ^vbd+bedz+aux++=was
baptized ^vpsv++agls+xvbnx+=baptized
first ^rb++++=first?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
words ^nns++++=words
struck ^vbd+++xvbn+=struck
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
us ^pp1o+pp1+++=us
through ^in++++=through
the ^ati++++=the
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
' ^zz++++='Piscopals,"
piscopals ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
become ^vb++++=become
so ^ql++++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Marthy ^np+++??+=Marthy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
expected ^vbd+vprv++xvbn+=expected
the ^ati++++=the
day ^nn++++=day's
's ^$++++=EXTRAWORD
program ^nn+++??+=program
to ^to++++=to
include ^vbi++++=include
changing ^jj+++xvbg+=changing
my ^pp$+pp1+++=my
denomination ^nn+nom+++=denomination.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
your ^pp$+pp2+++=your
only ^ap+down+++=only
child ^nn++++=child
is ^vbz+bez+aux++=is
perched ^vpsv++agls+xvbnx+=perched
over ^in++++=over
probable ^jj+atrb+++=probable
death ^nn++++=death
with ^in++++=with
a ^at++++=a
swollen ^jj+atrb+++=swollen
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
denominational ^jj+atrb+++=denominational
boundaries ^nns++++=boundaries
seem ^vb+seem+++=seem
less ^ql++++=less
like ^vb++++=like
stone ^nn++++=stone
walls ^nns++++=walls
and ^cc++++0=an'
more ^ql++++=more
like ^vb++++=like
chalk ^nn++++=chalk
marks ^nns++++=marks
after ^in++++=after
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
would ^md+prd+++=would
ordinarily ^rb++++=ordinarily
be ^vb+be+vrb++=be
instruction ^nn+nom+++=instruction."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We've
we ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
attendin ^nn+++??+=attendin',"
'," ^nn+++??+=EXTRAWORD
says ^vbz+vpub+++=says
Marthy ^np+++??+=Marthy.
. ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
examination ^nn+nom+++=examination
as ^in++++=as
to ^in++++=to
intention ^nn+nom+++=intention."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
intend ^vb++++=intend
for ^in++++=for
Sonny ^nn++++=Sonny
to ^to++++=to
come ^vbi++++=come
down ^rp++++=down,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^jj+atrb+++=mean
spiritual ^jj+atrb+++=spiritual
intention ^nn+nom+++=intention,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
intend ^vb++++=intend
honest ^jj++++=honest.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
favor ^nn++++=favor
your ^pp$+pp2+++=your
church ^nn++++=church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
why ^wrb+who+whcl++=why
the ^ati++++=the
Lord ^npt++++=Lord
would ^md+prd+++=would
object ^vb++++=object
to ^in++++=to
receivin ^nn+++??+=receivin'
' ^zz++++=EXTRAWORD
us ^pp1o+pp1+++=us
somewhat ^rb+down+++=somewhat
ahead ^rb+pl+++=ahead
of ^in++++=of
schedule ^nn++++=schedule."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
rector ^npt++++=rector
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
arbor ^&fw++++=arbor,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
give ^vb++++=give
a ^at++++=a
long ^rb++++=long
creak ^vb++++=creak.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believe ^vb+vprv+++=believe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
circumstances ^nns+nom+++=circumstances
justify ^vb++++=justify
pastoral ^jj+atrb+++=pastoral
latitude ^nn++++=latitude."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
leaned ^vbd+++xvbn+=leaned
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
latitude ^nn++++=latitude?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Room,"
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
means ^vbz+vprv+tht0++=means
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
room ^nn++++=room
to ^to++++=to
christen ^vbi++++=christen
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Sonny ^nn++++=Sonny.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
sent ^vbd+++xvbn+=sent
Amos ^np+++??+=Amos
into ^in++++=into
the ^ati++++=the
house ^nn++++=house
for ^in++++=for
a ^at++++=a
basin ^nn++++=basin
of ^in++++=of
clean ^jj+atrb+++=clean
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Dicey ^np+++??+=Dicey
brought ^vbd+++xvbn+=brought
out ^rb+phrv+++=out
the ^ati++++=the
blue ^jj+atrb+++=blue
china ^np++++=china
washbowl ^nn+++??+=washbowl
Marthy ^np++++=Marthy's
's ^$++++=EXTRAWORD
mother ^npt++++=mother
left ^vbd+++xvbn+=left
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rector ^npt++++=rector
said ^vbd+vpub+tht0+xvbn+=said
a ^at++++=a
smaller ^jjr+atrb+++=smaller
vessel ^nn++++=vessel
would ^md+prd+++=would
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Marthy ^np+++??+=Marthy
' ^zz++++='lowed
lowed ^jj+++xvbn+=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
was ^vbd+bedz+aux++=was
changing ^vbg+++xvbgx+=changing
our ^pp$+pp1+++=our
eternal ^jj+atrb+++=eternal
condition ^nn+nom+++=condition
she ^pp3a+pp3+++=she
wanted ^vbd+++xvbnx+=wanted
something ^pn++++=something
without ^in++++=without
a ^at++++=a
crack ^nn++++=crack
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
stood ^vpsv++by+xvbn+=stood
by ^in++++=by
the ^ati++++=the
porch ^nn++++=porch
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
white ^jj+atrb+++=white
surplice ^nn++++=surplice,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
brought ^vprf+++xvbnx+=brought
folded ^vwbn+++xvbn+=folded
in ^in++++=in
a ^at++++=a
satchel ^nn+++??+=satchel.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
it ^pp3+it+++=it
fluttered ^vbd+++xvbn+=fluttered
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mule ^nn++++=mule
snorted ^vbd+++xvbn+=snorted
and ^cc++++0=an'
the ^ati++++=the
red ^jj+atrb+++=red
rooster ^nn+nom+++=rooster
challenged ^vwbn+++xvbn+=challenged
it ^pp3+it+++=it
from ^in++++=from
under ^in++++=under
the ^ati++++=the
fig ^nn++++=fig
bush ^nn++++=bush.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rector ^npt++++=rector
instructed ^vwbn+++xvbn+=instructed
us ^pp1o+pp1+++=us
in ^in++++=in
what ^wdt+who+++=what
to ^in++++=to
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
renounced ^vprf+++xvbn+=renounced
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
the ^ati++++=the
flesh ^nn++++=flesh
and ^cc++++0=an'
the ^ati++++=the
devil ^nn++++=devil.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
do ^vb+do+vrb++=do
my ^pp$+pp1+++=my
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
know ^vb+vprv+++=know
exactly ^rb++++=exactly
how ^wrb+who+++=how
much ^rb++++=much
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
was ^vbd+bedz+aux++=was
meant ^vpsv++agls+xvbnx+=meant,
, ^zz++++=EXTRAWORD
on ^in++++=on
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
farm ^nn++++=farm.
. ^zz++++=EXTRAWORD
Marthy ^np+++??+=Marthy
nudged ^vbd+++xvbn+=nudged
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
simplified ^vbd+++xvbn+=simplified
the ^ati++++=the
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
baptized ^vbd+++xvbnx+=baptized
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
proper ^jj++++=proper
and ^cc+phrs+++0=an'
dignified ^jj++++=dignified.
. ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
watched ^vbd+++xvbn+=watched
close ^jj++++=close.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
it ^pp3+it+++=it
hurt ^vbd+++xvbn+=hurt,
, ^zz++++=EXTRAWORD
Ma ^npt++++=Ma?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
darlin ^nn+++??+=darlin'."
'." ^nn+++??+=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
it ^pp3+it+++=it
take ^vb++++=take?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
rector ^nn++++=rector
says ^vbz+vpub+tht0++=says
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
my ^pp$+pp1+++=my
turn ^nn++++=turn
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bowed ^vbd+++xvbnx+=bowed
my ^pp$+pp1+++=my
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
put ^vbd+++xvbn+=put
water ^nn++++=water
on ^in++++=on
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
Father ^nn++++=Father,
, ^zz++++=EXTRAWORD
Son ^nn++++=Son
and ^cc++++0=an'
Holy ^jj+atrb+++=Holy
Ghost ^nn++++=Ghost.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
run ^vb+++xvbn+=run
down ^rb+phrv+++=down
behind ^in+pl+++=behind
my ^pp$+pp1+++=my
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
cool ^vb++++=cool
and ^cc++++0=an'
not ^xnot++not++=not
unpleasant ^jj++++=unpleasant.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
at ^in++++=at
Sonny ^nn++++=Sonny.
. ^zz++++=EXTRAWORD
" ^zz++++="There,
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
son ^nn++++=son.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
it ^pp3+it+++=it
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^nn++++=Vale
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Baptism
baptism ^nn+nom+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
repeated ^jj+++xvbn+=repeated."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
Pa ^np++++=Pa's
's ^$++++=EXTRAWORD
other ^ap++++=other
side ^nn++++=side."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
vaccination ^nn+nom+++=vaccination,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
rector ^nn++++=rector,
, ^zz++++=EXTRAWORD
with ^in++++=with
more ^rbr++++=more
feeling ^nvbg+++xvbg+=feeling
than ^in++++=than
theology ^nn++++=theology
generally ^rb+down+++=generally
requires ^vbz++++=requires.
. ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
frowned ^vbd+++xvbn+=frowned.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
Aunt ^nn++++=Aunt
Dicey ^np+++??+=Dicey."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Dicey ^np+++??+=Dicey,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
standin ^nn+++??+=standin'
' ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
kitchen ^nn++++=kitchen
door ^nn++++=door
with ^in++++=with
her ^pp$+pp3+++=her
arms ^nns++++=arms
folded ^vbd+++xvbn+=folded,
, ^zz++++=EXTRAWORD
stepped ^j+++xvbn+=stepped
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
baptized ^vpsv++agls+xvbnx+=baptized
once ^rb+tm+++=once
in ^in++++=in
Cedar ^nn++++=Cedar
Creek ^nn++++=Creek,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
they ^pp3a+pp3+++=they
held ^vbd+vprv++xvbnx+=held
me ^pp1o+pp1+++=me
under ^in++++=under
sufficient ^nn++++=sufficient."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
do ^vb+do+vrb++=do
Amos ^np+++??+=Amos."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Amos ^np+++??+=Amos
rubbed ^vbd+++xvbn+=rubbed
the ^ati++++=the
water ^nn++++=water
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
hair ^nn++++=hair
from ^in++++=from
the ^ati++++=the
gourd ^nn+++??+=gourd
incident ^nn++++=incident.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
religion ^nn++++=religion
at ^rb++++=at
Mount ^nn++++=Mount
Zion ^np+++??+=Zion,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Carter ^np++++=Carter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Marthy ^np+++??+=Marthy.
. ^zz++++=EXTRAWORD
" ^zz++++="Send
send ^vb++++=EXTRAWORD
for ^in++++=for
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
lifted ^vbd+++xvbn+=lifted
his ^pp$+pp3+++=his
face ^nn++++=face
toward ^in++++=toward
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
askin ^nn+++??+=askin'
' ^zz++++=EXTRAWORD
patience ^nn+nom+++=patience.
. ^zz++++=EXTRAWORD
Clouds ^nns++++=Clouds
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
gatherin ^nn+++??+=gatherin'
' ^zz++++=EXTRAWORD
over ^in++++=over
the ^ati++++=the
west ^np+pl+++=west
field ^nn++++=field,
, ^zz++++=EXTRAWORD
purple ^jj++++=purple
underneath ^in+strn+++=underneath,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nobody ^pn++++=nobody
had ^vbd+hvd+aux++=had
noticed ^vprf+++xvbnx+=noticed
till ^cs+sub+++=till
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
child ^nn++++=child,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="holy
holy ^jj+atrb+++=EXTRAWORD
baptism ^nn+nom+++=baptism
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
an ^at++++=an
exhibition ^nn+nom+++=exhibition
to ^to++++=to
be ^vbi+vbi+aux++=be
prolonged ^vpsv++agls+xvbnx+=prolonged
for ^in++++=for
your ^pp$+pp2+++=your
entertainment ^nn+nom+++=entertainment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
hugged ^vbd+++xvbn+=hugged
the ^ati++++=the
top ^jjb+atrb+++=top
pole ^nn++++=pole.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
entertained ^vpsv++agls+xvbn+=entertained."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
seen ^vprf++tht0+xvbnx+=seen
your ^pp$+pp2+++=your
parents ^nns++++=parents
receive ^vb++++=receive
the ^ati++++=the
sacrament ^nn+nom+++=sacrament."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
Solomon ^np++++=Solomon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
mule ^nn++++=mule?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
rector ^nn++++=rector.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
'd ^md+prd+vrb++=had
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
vaccination ^nn+nom+++=vaccination
pattern ^nn++++=pattern.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
goes ^vbz++++=goes
by ^in++++=by
precedent ^nn++++=precedent."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
rector ^npt++++=rector
removed ^vwbn+++xvbn+=removed
his ^pp$+pp3+++=his
spectacles ^nns++++=spectacles
and ^cc++++0=an'
wiped ^vbd+++xvbn+=wiped
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Animals
animals ^nns+nom+++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
proper ^jj+atrb+++=proper
subjects ^nns++++=subjects
of ^in++++=of
Christian ^jj+atrb+++=Christian
baptism ^nn+nom+++=baptism."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
rooster ^nn+nom+++=rooster."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pickles?"
pickles ^vbz+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
cat ^nn++++=cat?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly
certainly ^rb++++=EXTRAWORD
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
From ^in++++=From
under ^in++++=under
the ^ati++++=the
porch ^nn++++=porch
the ^ati++++=the
cat ^nn++++=cat
gave ^vbd+++xvbn+=gave
a ^at++++=a
sound ^nn++++=sound
as ^cs+sub+++=as
if ^cs+cnd+++=if
agreeing ^vbg+vpub++xvbg+=agreeing
fully ^rb+amp+++=fully
with ^in++++=with
church ^nn++++=church
law ^nn++++=law.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
first ^od++++=first
thunder ^nn++++=thunder
muttered ^vbd+++xvbn+=muttered.
. ^zz++++=EXTRAWORD
Marthy ^np+++??+=Marthy
looked ^vbd+++xvbn+=looked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Sonny,
sonny ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
to ^in++++=to
rain ^nn++++=rain!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
down ^rp++++=down
this ^dt+dem+++=this
minute ^nn++++=minute."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
wind ^nn++++=wind
moved ^vbd+++xvbn+=moved
through ^in++++=through
the ^ati++++=the
bean ^nn++++=bean
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
arbor ^&fw++++=arbor
swayed ^vbd+++xvbn+=swayed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
Sonny ^nn++++=Sonny
swayed ^vwbn+++xvbn+=swayed
with ^in++++=with
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
the ^ati++++=the
balance ^nn+nom+++=balance
of ^in++++=of
a ^at++++=a
squirrel ^nn++++=squirrel.
